"","X1","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"4042",4042,"Hologymnosus_doliatus",31.0635696821516,31.2347188264058,32.1760391198044
"4043",4043,"Hologymnosus_longipes",32.5352112676056,33.2746478873239,33.0281690140845
"4044",4044,"Hologymnosus_rhodonotus",33.2572614107884,32.8215767634854,33.2572614107884
"4045",4045,"Holothuria_altaturricula",35,35,30.625
"4046",4046,"Holothuria_arenicola",30.7785087719298,31.2390350877193,32.390350877193
"4047",4047,"Holothuria_asperita",33.1865284974093,34.0932642487046,32.6424870466321
"4048",4048,"Holothuria_atra",30.8061002178649,31.2636165577342,32.4074074074074
"4049",4049,"Holothuria_cinerascens",30.8061002178649,31.3398692810458,32.4074074074074
"4050",4050,"Holothuria_coluber",30.625,31.2028301886792,32.6061320754717
"4051",4051,"Holothuria_coronopertusa",31.6997518610422,31.3523573200993,33.0893300248139
"4052",4052,"Holothuria_difficilis",30.7692307692308,31.3076923076923,32.3846153846154
"4053",4053,"Holothuria_dofleinii",34.1463414634146,35,34.1463414634146
"4054",4054,"Holothuria_dura",32.9904306220096,33.9952153110048,32.4880382775119
"4055",4055,"Holothuria_edulis",30.8370044052863,31.2995594713656,32.6101321585903
"4056",4056,"Holothuria_erinacea",31.4890282131662,31.3793103448276,32.5862068965517
"4057",4057,"Holothuria_foresti",34.6153846153846,35,31.9230769230769
"4058",4058,"Holothuria_fuscocinerea",31.0309278350515,30.9407216494845,32.8350515463918
"4059",4059,"Holothuria_fuscogilva",30.8875,31.4125,32.375
"4060",4060,"Holothuria_fuscopunctata",31.1936339522546,30.9151193633953,32.8647214854111
"4061",4061,"Holothuria_fuscorubra",31.5415019762846,32.3715415019762,31.8181818181818
"4062",4062,"Holothuria_hamata",32.2695035460993,33.7588652482269,31.0283687943263
"4063",4063,"Holothuria_hilla",31.0389610389611,31.3636363636364,32.5324675324676
"4064",4064,"Holothuria_impatiens",30.7692307692308,31.2307692307692,32.3846153846154
"4065",4065,"Holothuria_inhabilis",31.1625708884688,31.4933837429112,32.4858223062382
"4066",4066,"Holothuria_lessoni",31.3404825737266,30.9651474530831,32.8418230563002
"4067",4067,"Holothuria_leucospilota",30.8869179600887,31.430155210643,32.6718403547672
"4068",4068,"Holothuria_martensii",32.8483606557377,32.2745901639344,32.561475409836
"4069",4069,"Holothuria_nobilis",31.0210526315789,31.3157894736842,32.3473684210526
"4070",4070,"Holothuria_ocellata",33.0472103004291,32.1459227467811,31.9957081545065
"4071",4071,"Holothuria_pardalis",30.7950530035336,31.2279151943463,32.5883392226148
"4072",4072,"Holothuria_pervicax",30.7785087719298,31.3157894736842,32.4671052631579
"4073",4073,"Holothuria_rigida",30.7126948775055,31.3363028953229,32.5835189309577
