"","feature","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"1764","Chrysopetalum_debile",48.9214840379638,50.2157031924072,51.7687661777394,48.8352027610009
"1765","Chrysostoma_paradoxum",47.9127134724858,49.6204933586338,50.9487666034156,46.3946869070209
"1766","Chtenopteryx_sicula",30.6857178511262,30.8666625070194,30.6389218194297,30.9477756286267
"1767","Chthamalus_malayensis",48.0924855491329,49.4797687861272,50.1734104046243,46.7052023121387
"1768","Ciliopagurus_alcocki",37.0242214532872,43.2525951557093,43.9446366782007,31.4878892733564
"1769","Ciliopagurus_krempfi",44.9275362318841,45.2294685990338,46.4975845410628,44.2632850241546
"1770","Ciliopagurus_pacificus",40.1333333333333,40.2666666666667,39.7333333333333,38.6666666666667
"1771","Ciliopagurus_strigatus",45.5007256894049,46.2264150943396,48.0406386066763,44.7750362844702
"1772","Cilunculus_australiensis",38.9261744966443,48.3221476510067,47.6510067114094,34.2281879194631
"1773","Cilunculus_compactus",42.967542503864,43.8948995363215,44.0494590417311,40.6491499227202
"1774","Cinachyrella_australiensis",51.7191977077364,52.0057306590258,53.4383954154728,50.8595988538682
"1775","Cinachyrella_schulzei",49.2268041237113,51.159793814433,52.1907216494845,47.680412371134
"1776","Cinachyrella_tarentina",48.9326765188834,50.328407224959,51.559934318555,49.0968801313629
"1777","Cinachyrella_tenuiviolacea",37.8854625550661,44.0528634361233,42.7312775330396,34.3612334801762
"1778","Cinetorhynchus_concolor",44.415127528584,45.8223394898857,47.3175021987687,42.919964819701
"1779","Cinetorhynchus_hendersoni",46.3592233009709,46.9255663430421,48.5436893203884,44.9838187702265
"1780","Cinetorhynchus_hiatti",41.8072289156627,43.4939759036145,46.0240963855422,41.0843373493976
"1781","Cinetorhynchus_reticulatus",45.4186413902054,46.6034755134281,48.0252764612954,44.391785150079
"1782","Cinetorhynchus_striatus",39.6067415730337,43.5393258426966,42.6966292134831,37.9213483146067
"1783","Ciona_intestinalis",68,76,96,44
"1784","Circe_scripta",49.6662216288384,50.2002670226969,50.6008010680908,47.5300400534045
"1785","Cirratulus_cirratus",65.2173913043478,73.9130434782609,91.304347826087,43.4782608695652
"1786","Cirrhigaleus_barbifer",48.1481481481481,49.0740740740741,48.8888888888889,48.0246913580247
"1787","Cirrhilabrus_balteatus",44.5945945945946,37.8378378378378,40.5405405405405,39.1891891891892
"1788","Cirrhilabrus_bathyphilus",39.6373056994819,44.0414507772021,44.300518134715,37.0466321243523
"1789","Cirrhilabrus_beauperryi",51.1331444759207,50.8498583569405,50.8498583569405,49.0084985835694
"1790","Cirrhilabrus_condei",58.3011583011583,58.3011583011583,58.1081081081081,56.1776061776062
"1791","Cirrhilabrus_exquisitus",48.345035105316,48.4453360080241,49.2477432296891,46.4393179538616
"1792","Cirrhilabrus_johnsoni",49.0196078431373,47.0588235294118,48.0392156862745,45.0980392156863
"1793","Cirrhilabrus_katherinae",48.546511627907,49.4186046511628,49.6124031007752,47.3837209302326
"1794","Cirrhilabrus_laboutei",37.7358490566038,45.5974842767296,44.6540880503145,36.4779874213836
"1795","Cirrhilabrus_lanceolatus",54.983922829582,53.8585209003215,54.6623794212219,53.2154340836013
"1796","Cirrhilabrus_lineatus",37.9411764705882,43.2352941176471,43.8235294117647,37.3529411764706
"1797","Cirrhilabrus_marjorie",34.9593495934959,34.1463414634146,39.0243902439024,34.1463414634146
"1798","Cirrhilabrus_punctatus",48.4087102177554,48.3249581239531,49.4137353433836,46.4824120603015
"1799","Cirrhilabrus_pylei",57.4555403556772,54.3091655266758,56.6347469220246,55.9507523939808
"1800","Cirrhilabrus_roseafascia",44.0835266821346,44.7795823665893,45.4756380510441,45.4756380510441
"1801","Cirrhilabrus_rubrimarginatus",47.8114478114478,48.4006734006734,49.9158249158249,46.3804713804714
"1802","Cirrhilabrus_scottorum",43.1279620853081,41.9431279620853,42.7725118483412,40.8767772511848
"1803","Cirrhilabrus_squirei",33.7349397590361,42.1686746987952,42.1686746987952,37.3493975903614
"1804","Cirrhilabrus_temminckii",49.8028909329829,50.3285151116951,50.8541392904074,47.1747700394218
"1805","Cirrhimuraena_playfairii",45.9968602825746,46.3108320251177,48.1946624803768,44.4270015698587
"1806","Cirrhipathes_spiralis",45.3980801806889,45.511010728402,46.5273856578204,45.0028232636928
"1807","Cirrhitichthys_aprinus",46.8201754385965,47.9166666666667,48.2456140350877,45.0657894736842
"1808","Cirrhitichthys_falco",46.872322193659,47.7292202227935,48.6718080548415,45.7583547557841
"1809","Cirrhitichthys_guichenoti",48.3285577841452,49.3791786055396,50.1432664756447,47.3734479465138
"1810","Cirrhitichthys_oxycephalus",45.6217162872154,47.2854640980736,46.8476357267951,44.7460595446585
"1811","Cirrhitops_hubbardi",46.5339233038348,45.5014749262537,46.976401179941,44.2477876106195
"1812","Cirrhitus_pinnulatus",45.3917050691244,45.9293394777266,47.4654377880184,43.8556067588326
"1813","Cirriformia_semicincta",46.04125083167,46.3073852295409,48.1037924151697,45.5755156353959
"1814","Cirrimaxilla_formosa",43.7137330754352,48.742746615087,46.2282398452611,42.1663442940039
"1815","Cirripectes_auritus",48.1828839390387,48.4173505275498,49.7069167643611,46.5416178194607
"1816","Cirripectes_castaneus",45.3149001536098,46.1597542242704,47.7726574500768,43.8556067588326
"1817","Cirripectes_chelomatus",43.1506849315069,46.1187214611872,49.3150684931507,42.2374429223744
"1818","Cirripectes_fuscoguttatus",47.5490196078431,47.156862745098,47.9411764705882,45.5882352941176
"1819","Cirripectes_jenningsi",39.2215568862275,40.5688622754491,41.9161676646707,37.125748502994
"1820","Cirripectes_perustus",49.8917748917749,50.6493506493506,51.6233766233766,48.2683982683983
"1821","Cirripectes_polyzona",47.3729543496985,47.7174849267873,48.9233419465978,45.4780361757106
"1822","Cirripectes_quagga",45.8003169572108,46.0380348652932,47.7812995245642,44.5324881141046
"1823","Cirripectes_stigmaticus",48.3348334833483,48.2448244824482,49.4149414941494,46.2646264626463
"1824","Cirripectes_variolosus",46.4898595943838,45.8658346333853,47.581903276131,44.383775351014
"1825","Cirrisalarias_bunares",48.33984375,48.53515625,49.12109375,45.703125
"1826","Cirsotrema_varicosum",48.7983281086729,49.5297805642633,51.41065830721,48.4848484848485
"1827","Citharoides_macrolepidotus",52.8871391076115,53.0183727034121,54.3307086614173,51.3123359580052
"1828","Citorclinum_laboutei",48.780487804878,51.5679442508711,51.9163763066202,45.8188153310105
"1829","Citronia_vasiformis",47.1575023299161,49.2078285181733,50.0465983224604,46.1323392357875
"1830","Cladocora_debilis",36.5671641791045,30.2238805970149,30.9701492537313,31.7164179104478
"1831","Cladolabes_aciculus",49.2290748898678,50.2202643171806,50.5506607929515,46.0352422907489
"1832","Cladonema_radiatum",31.0344827586207,32.4137931034483,36.551724137931,35.1724137931034
"1833","Cladophora_herpestica",47.2566371681416,49.3805309734513,50.353982300885,46.9026548672566
"1834","Cladophoropsis_vaucheriaeformis",48.2510288065844,49.8971193415638,49.8971193415638,46.6049382716049
"1835","Clanculus_atropurpureus",49.0267639902676,50.1216545012166,50.8515815085158,46.7153284671533
"1836","Clanculus_bronni",51.4503816793893,51.7557251908397,51.4503816793893,49.7709923664122
"1837","Clanculus_clanguloides",48.2694106641721,49.2984097287184,50.4209541627689,46.7726847521048
"1838","Clanculus_denticulatus",47.4014336917563,49.0143369175627,50.089605734767,46.5949820788531
"1839","Clanculus_margaritarius",47.6777251184834,49.3838862559242,50.4265402843602,46.2559241706161
"1840","Clanculus_stigmatarius",47.7168949771689,49.6575342465753,50.9132420091324,46.0045662100457
"1841","Clarkcomanthus_alternans",48.3731019522777,49.3492407809111,51.0845986984816,47.5054229934924
"1842","Clarkcomanthus_exilis",49.671772428884,50.7658643326039,50.54704595186,47.1553610503282
"1843","Clarkcomanthus_littoralis",49.0530303030303,50,51.4204545454545,48.1060606060606
"1844","Clarkcomanthus_luteofuscum",48.4069886947585,50.0513874614594,50.3597122302158,46.3514902363823
"1845","Clarkiella_deichmannae",43.2900432900433,46.1038961038961,46.1038961038961,38.5281385281385
"1846","Clathria_abietina",49.1271820448878,50,51.1221945137157,49.3765586034913
"1847","Clathria_aceratoobtusa",50.3296703296703,50.6593406593407,51.8681318681319,51.0989010989011
"1848","Clathria_australiensis",43.6781609195402,51.7241379310345,55.1724137931034,34.4827586206897
"1849","Clathria_basilana",48.7969201154957,49.4706448508181,50.7218479307026,50.6256015399423
"1850","Clathria_cervicornis",49.2718446601942,50.3640776699029,51.4563106796116,47.5728155339806
"1851","Clathria_corneolia",34.2857142857143,44.2857142857143,42.8571428571429,30
"1852","Clathria_eccentrica",51.5748031496063,52.2309711286089,53.5433070866142,51.1811023622047
"1853","Clathria_eurypa",62.7450980392157,57.843137254902,62.2549019607843,65.6862745098039
"1854","Clathria_fasciculata",64.367816091954,58.6206896551724,60.3448275862069,64.9425287356322
"1855","Clathria_flabellifera",34.8484848484849,43.9393939393939,43.9393939393939,30.3030303030303
"1856","Clathria_foraminifera",50.9219858156028,51.3475177304964,52.1985815602837,50.6382978723404
"1857","Clathria_hirsuta",48.2006543075245,49.8364231188659,51.4721919302072,47.4372955288986
"1858","Clathria_kylista",39.8648648648649,51.3513513513513,52.027027027027,35.8108108108108
"1859","Clathria_lendenfeldi",51.4577259475219,52.6239067055394,54.0816326530612,51.7492711370262
"1860","Clathria_procera",51.7611026033691,52.6799387442573,53.7519142419602,51.9142419601838
"1861","Clathria_reinwardti",46.9123505976096,47.1115537848606,49.1035856573705,47.0119521912351
"1862","Clathria_rhopalophora",54.6308724832215,53.9597315436242,55.8389261744966,55.3020134228188
"1863","Clathria_rugosa",38.7323943661972,50.7042253521127,50,34.5070422535211
"1864","Clathria_spinifera",50.8536585365854,51.219512195122,53.0487804878049,50.1219512195122
"1865","Clathria_vulpina",49.5641344956413,50.186799501868,51.307596513076,48.1942714819427
"1866","Clavelina_detorta",38.9333333333333,43.2,43.7333333333333,37.0666666666667
"1867","Clavelina_fecunda",47.8139534883721,49.3023255813954,50.3255813953488,46.7906976744186
"1868","Clavelina_moluccensis",48.8054607508532,49.4880546075085,51.1945392491468,47.4402730375427
"1869","Clavelina_robusta",50.3285151116951,50.7227332457293,51.5111695137976,47.700394218134
"1870","Clavosurcula_schepmani",58.6734693877551,60.969387755102,59.6938775510204,61.0969387755102
"1871","Clavus_bilineatus",48.6486486486487,50.0500500500501,50.6506506506507,46.4464464464465
"1872","Clavus_canalicularis",48.0075901328273,49.4307400379507,50.1897533206831,46.6793168880455
"1873","Clavus_exasperatus",48.155156102176,49.3850520340587,50.236518448439,46.7360454115421
"1874","Clavus_laeta",50.7152145643693,50.9752925877763,51.4954486345904,49.1547464239272
"1875","Clavus_lamberti",48.7603305785124,50.4132231404959,52.2314049586777,48.7603305785124
"1876","Clavus_pica",49.671052631579,50.9868421052632,51.5350877192982,47.8070175438597
"1877","Clavus_unizonalis",49.0566037735849,50.3475670307845,51.142005958292,47.1698113207547
"1878","Cleidopus_gloriamaris",46.25,50.625,53.75,43.125
"1879","Cletocythereis_watsonae",53.7117903930131,52.4017467248908,54.1484716157205,53.7117903930131
"1880","Clibanarius_corallinus",45.6686291000841,46.8460891505467,48.2758620689655,43.650126156434
"1881","Clibanarius_eurysternus",45.6084656084656,46.3492063492063,46.6666666666667,43.3862433862434
"1882","Clibanarius_humilis",45.311381531854,45.9556191839656,47.5304223335719,44.5239799570508
"1883","Clibanarius_longitarsus",49.6589358799454,50.2046384720327,50.6139154160982,47.612551159618
"1884","Clibanarius_merguiensis",45.2830188679245,46.1477987421384,47.562893081761,44.1823899371069
"1885","Clibanarius_padavensis",50.140056022409,50.7002801120448,50.4201680672269,47.8991596638655
"1886","Clibanarius_ransoni",46.4254192409532,46.3371579876434,47.6610767872904,44.4836716681377
"1887","Clibanarius_rhabdodactylus",51.6666666666667,48.9583333333333,51.0416666666667,47.7083333333333
"1888","Clibanarius_sclopetarius",48.955223880597,49.8507462686567,50.7462686567164,48.4577114427861
"1889","Clibanarius_snelliusi",56.4593301435407,57.6555023923445,57.177033492823,54.7846889952153
"1890","Clibanarius_striolatus",45.3098827470687,46.5661641541039,47.9061976549414,43.21608040201
"1891","Clibanarius_virescens",49.9334221038615,50.4660452729694,50.8655126498003,47.6697736351531
"1892","Clio_cuspidata",47.4374255065554,47.3778307508939,48.450536352801,47.3778307508939
"1893","Clio_pyramidata",40.2607587491422,40.7411038133516,40.8489363787864,41.8390353886874
"1894","Clio_recurva",45.261522527188,45.1061626100466,45.5722423614707,44.847229414811
"1895","Cliona_celata",61.9047619047619,71.4285714285714,90.4761904761905,42.8571428571429
"1896","Cliona_ensifera",59.2592592592593,58.1196581196581,57.8347578347578,57.5498575498575
"1897","Cliona_jullieni",43.9024390243902,46.6463414634146,48.9329268292683,44.359756097561
"1898","Cliona_lobata",48.2051282051282,49.2307692307692,50.974358974359,47.4871794871795
"1899","Cliona_mucronata",50.4109589041096,50.1369863013699,50.4109589041096,48.2191780821918
"1900","Cliona_orientalis",51.0554089709763,50.5277044854881,52.5065963060686,49.2084432717678
"1901","Cliona_schmidti",50.7575757575758,50.7575757575758,52.3989898989899,49.6212121212121
"1902","Cliona_viridis",43.2624113475177,46.2765957446808,46.2765957446808,42.5531914893617
"1903","Cliopsis_krohnii",30.0632911392405,30.0632911392405,31.9620253164557,31.3291139240506
"1904","Cliothosa_aurivillii",52.4904214559387,51.5325670498084,52.6819923371648,49.8084291187739
"1905","Cliothosa_hancocki",49.3882091212458,50.6117908787542,50.7230255839822,46.1624026696329
"1906","Cliothosa_quadrata",39.4957983193277,35.2941176470588,37.8151260504202,33.6134453781513
"1907","Clithon_chlorostomus",48.1175390266299,47.5665748393021,49.1276400367309,48.852157943067
"1908","Clithon_oualaniensis",48.4444444444444,49.2222222222222,49.8888888888889,47.1111111111111
"1909","Clivipollia_fragaria",48.0349344978166,50.509461426492,51.0917030567686,47.1615720524017
"1910","Clivipollia_pulcher",48.4732824427481,49.4274809160305,50.381679389313,46.8511450381679
"1911","Cloeosiphon_aspergillus",45.125786163522,46.4622641509434,47.9559748427673,44.1823899371069
"1912","Clorida_daviei",69.5652173913043,67.3913043478261,68.4782608695652,67.0289855072464
"1913","Clorida_denticauda",48.0975609756098,49.3658536585366,50.2439024390244,47.3170731707317
"1914","Clorida_gaillardi",48.0300187617261,49.437148217636,50.750469043152,46.9981238273921
"1915","Cloridina_chlorida",49.3697478991597,50.9453781512605,51.6806722689076,48.5294117647059
"1916","Cloridina_inflata",35.3174603174603,40.8730158730159,41.6666666666667,31.7460317460317
"1917","Cloridina_malaccensis",49.1089108910891,50.2970297029703,51.0891089108911,47.7227722772277
"1918","Cloridina_microphthalma",51.8573551263002,51.5601783060921,52.4517087667162,50.9658246656761
"1919","Cloridina_moluccensis",50,51.358024691358,51.358024691358,48.5185185185185
"1920","Cloridina_verrucosa",51.0228640192539,50.5415162454874,52.5872442839952,49.6991576413959
"1921","Clymenella_torquata",35.2422907488987,30.8370044052863,33.0396475770925,31.2775330396476
"1922","Clypeaster_annandalei",56.3192904656319,54.9889135254989,57.649667405765,56.5410199556541
"1923","Clypeaster_fervens",47.6543209876543,49.7530864197531,51.9753086419753,47.4074074074074
"1924","Clypeaster_humilis",48.5602094240838,50,51.3089005235602,46.7277486910995
"1925","Clypeaster_latissimus",52.5179856115108,53.2374100719424,52.8776978417266,53.5971223021583
"1926","Clypeaster_reticulatus",45.9751037344398,46.5560165975104,48.2157676348548,43.9004149377593
"1927","Clypeaster_subdepressus",37.546468401487,30.1115241635688,31.9702602230483,30.8550185873606
"1928","Clypeaster_virescens",51.5151515151515,51.9331243469174,53.9184952978056,50.5747126436782
"1929","Clypeomorus_batillariaeformis",45.4857142857143,46.2857142857143,46.0571428571429,44.6857142857143
"1930","Clypeomorus_bifasciata",46.9364161849711,47.6300578034682,47.2832369942196,44.6242774566474
"1931","Clypeomorus_brevis",45.1127819548872,44.3609022556391,44.5757250268528,43.3941997851772
"1932","Clypeomorus_moniliferus",50.8450704225352,50.7042253521127,50.9859154929577,48.7323943661972
"1933","Clypeomorus_pellucida",51.1711711711712,51.8918918918919,51.3513513513513,48.4684684684685
"1934","Clypeomorus_purpurastoma",50.5347593582888,50.9358288770053,51.8716577540107,48.1283422459893
"1935","Clytemnestra_scutellata",48.0176211453744,48.8986784140969,50.4405286343612,46.8061674008811
"1936","Clytia_discoida",35.8407079646018,30.5309734513274,34.070796460177,31.4159292035398
"1937","Clytia_folleata",100,100,100,100
"1938","Clytia_gracilis",43.0155210643016,43.6807095343681,45.4545454545455,44.5676274944568
"1939","Clytia_hemisphaerica",45.8498023715415,45.9815546772069,48.8801054018445,44.4005270092227
"1940","Clytia_paulensis",32,32,37.6,36
"1941","Cnemidocarpa_intestinata",43.0167597765363,46.5549348230913,46.927374301676,39.292364990689
"1942","Cnemidocarpa_irene",45.3900709219858,45.5082742316785,46.8085106382979,44.7990543735225
"1943","Coccorella_atlantica",30.0031220730565,30.0002838248233,30.0031220730565,30.0031220730565
"1944","Cochlespira_pulchella",40,41.875,41.25,41.25
"1945","Cociella_crocodilus",48.1481481481481,48.048048048048,50.0500500500501,46.4464464464465
"1946","Cociella_hutchinsi",46.4071856287425,48.2035928143713,49.4011976047904,45.8083832335329
"1947","Cociella_punctata",47.951582867784,48.6033519553073,50.3724394785847,47.3929236499069
"1948","Cocotropus_dermacanthus",55.7086614173228,54.9212598425197,54.5275590551181,53.740157480315
"1949","Cocotropus_larvatus",49.6815286624204,50.4458598726115,50.4458598726115,47.3885350318471
"1950","Cocotropus_steinitzi",53.9285714285714,53.0357142857143,53.2142857142857,52.3214285714286
"1951","Codakia_interrupta",49.1189427312775,50.1101321585903,50.7709251101322,47.136563876652
"1952","Codakia_paytenorum",47.6104598737601,49.0532010820559,50.4959422903517,46.8890892696123
"1953","Codakia_punctata",46.7980295566502,47.1264367816092,48.6042692939245,44.7454844006568
"1954","Codakia_tigerina",45.4106280193237,46.8599033816425,48.6312399355878,44.122383252818
"1955","Codium_arabicum",45.0769230769231,45.9230769230769,47.5384615384615,43.8461538461538
"1956","Codium_bartlettii",47.6058931860037,48.8029465930018,49.8158379373849,46.4088397790055
"1957","Codium_edule",47.0684039087948,47.0684039087948,48.7785016286645,45.5211726384365
"1958","Coelocarteria_singaporensis",50.8196721311475,50.8196721311475,52.2404371584699,50.6010928961749
"1959","Coelopleurus_maillardi",40,37.5,30,37.5
"1960","Coelorinchus_kermadecus",49.1869918699187,48.780487804878,50.8130081300813,47.1544715447154
"1961","Coelorinchus_mayiae",45.7597173144876,49.469964664311,49.8233215547703,43.9929328621908
"1962","Coelorinchus_pardus",49.079754601227,46.0122699386503,46.6257668711656,46.6257668711656
"1963","Coeloseris_mayeri",49.7542997542998,50.1228501228501,50.4914004914005,47.4201474201474
"1964","Coelosphaera_navicelligera",34.2342342342342,30.6306306306306,31.5315315315315,30.6306306306306
"1965","Coelothrix_irregularis",49.4228751311647,50.1573976915005,50.7869884575026,47.1143756558237
"1966","Coenobita_cavipes",44.5852534562212,45.7373271889401,46.0829493087558,44.2396313364055
"1967","Coenobita_clypeatus",49.6815286624204,49.5222929936306,49.203821656051,48.2484076433121
"1968","Coenobita_perlatus",46.0927152317881,46.4900662251656,46.4900662251656,46.2251655629139
"1969","Coenobita_rugosus",44.7576099210823,45.0958286358512,45.5467869222097,43.8556933483653
"1970","Coenobita_variabilis",53.5353535353535,53.7037037037037,53.8720538720539,50.5050505050505
"1971","Coenobita_violascens",50.887573964497,52.465483234714,51.6765285996055,49.5069033530572
"1972","Coenosmilia_arbuscula",48.9632107023411,49.2307692307692,49.8327759197324,48.628762541806
"1973","Colina_macrostoma",50.9379509379509,51.3708513708514,51.3708513708514,48.4848484848485
"1974","Colobometra_perspinosa",50.0665778961385,50.4660452729694,51.5312916111851,49.6671105193076
"1975","Colobonema_sericeum",35.0877192982456,30.1754385964912,31.5789473684211,32.9824561403509
"1976","Colochirus_crassus",56.8965517241379,55.7471264367816,57.4712643678161,54.3103448275862
"1977","Cololabis_adocetus",30.0237107291049,30.0237107291049,30.0237107291049,31.5649081209247
"1978","Colomastix_lunalilo",48.918640576725,49.3305870236869,50.0514933058702,47.4768280123584
"1979","Colossendeis_macerrima",31.8414322250639,31.7725752508361,31.9152075545937,32.1660436749951
"1980","Colossendeis_pipetta",39.6860986547085,45.067264573991,47.5336322869955,39.237668161435
"1981","Colossendeis_sinuosa",37.6879170351314,37.7763485810756,37.5834070262883,38.411447865584
"1982","Colpodaspis_thompsoni",48.8151658767773,49.8578199052133,50.6161137440758,47.39336492891
"1983","Colubraria_muricata",45.1788491446345,46.1897356143079,47.9782270606532,44.0902021772939
"1984","Colubraria_nitidula",45.7869634340223,46.2639109697933,48.0127186009539,44.5151033386327
"1985","Colubraria_tortuosa",48.6124401913876,49.5693779904306,50.9090909090909,47.0813397129187
"1986","Comanthina_schlegeli",49.3428912783751,49.7013142174432,51.4934289127838,48.984468339307
"1987","Comanthus_briareus",49.7304582210243,50,51.078167115903,49.3261455525606
"1988","Comanthus_gisleni",49.0466101694915,50,50.5296610169492,47.0338983050847
"1989","Comanthus_parvicirrus",48.1524249422633,48.9607390300231,50.2309468822171,47.2286374133949
"1990","Comanthus_suavia",50.6510416666667,51.4322916666667,51.953125,48.9583333333333
"1991","Comanthus_wahlbergii",45.2173913043478,46.4492753623188,48.2608695652174,44.6376811594203
"1992","Comaster_distinctus",42.0068027210884,43.7074829931973,45.9183673469388,40.4761904761905
"1993","Comaster_multibrachiatus",50,50.2724795640327,50.9536784741144,49.1825613079019
"1994","Comaster_multifidus",48.2724580454097,49.5557749259625,49.9506416584403,47.2852912142152
"1995","Comaster_schlegelii",47.4474474474475,48.7987987987988,50.4504504504504,47.3723723723724
"1996","Comatella_maculata",51.4285714285714,52.1739130434783,52.7950310559006,50.0621118012422
"1997","Comatella_nigra",49.8168498168498,49.9389499389499,51.8925518925519,49.2063492063492
"1998","Comatella_stelligera",48.5804416403785,49.211356466877,51.2092534174553,47.4237644584648
"1999","Comatula_pectinata",48.8456865127582,50.0607533414338,51.0328068043742,47.3876063183475
"2000","Compressidentalium_clathratum",47.5502836513667,48.1691593604951,47.498710675606,46.7251160391955
"2001","Compressidentalium_hungerfordi",55.4317548746518,56.5459610027855,55.338904363974,55.8960074280409
"2002","Compressidentalium_sibogae",56.2,57.8,59.6,59.2
"2003","Compressidentalium_subcurvatum",49.663735126746,51.2674599068805,50.2327987584066,50.4397309881014
"2004","Conchodytes_meleagrinae",45.0310559006211,46.1180124223603,47.5155279503106,43.7111801242236
"2005","Conchodytes_tridacnae",45.4396055875103,47.2473294987675,48.7263763352506,44.2892358258011
"2006","Conchoecia_oblonga",46.1666666666667,46.0555555555556,46.6111111111111,45.1666666666667
"2007","Conchoecia_spinifera",38.0952380952381,30.5764411027569,32.0802005012531,31.5789473684211
"2008","Condominium_areolatum",50.6079027355623,51.5197568389058,52.887537993921,49.8480243161094
"2009","Conger_cinereus",44.9781659388646,46.1426491994178,47.7438136826783,44.4687045123726
"2010","Conger_wilsoni",39.5833333333333,44.7916666666667,46.875,34.375
"2011","Conidens_samoensis",35.202492211838,37.6947040498442,38.3177570093458,35.8255451713396
"2012","Conocara_nigrum",47.1536689700559,46.9233300427772,47.2852912142152,47.7130635077328
"2013","Conocyathus_zelandiae",49.0889603429796,48.8745980707396,51.0182207931404,47.1596998928189
"2014","Conopea_calceolus",47.3937449879711,48.8372093023256,50.2004811547714,47.0729751403368
"2015","Conopea_cymbiformis",48.3321504613201,49.4677075940383,50.8871540099361,48.403122782115
"2016","Conopea_dentifer",48.2280431432974,48.84437596302,50.5392912172573,48.2280431432974
"2017","Conopora_laevis",49.0815154994259,50.5740528128588,49.8851894374282,49.3111366245695
"2018","Conopora_verrucosa",44.4444444444444,36.1111111111111,58.3333333333333,47.2222222222222
"2019","Conus_achatinus",49.746192893401,50.3807106598985,50.6345177664975,47.2081218274112
"2020","Conus_aculeiformis",53.125,52.3809523809524,53.8690476190476,50.8928571428571
"2021","Conus_acutangulus",47.5474683544304,49.3670886075949,51.0284810126582,47.9430379746835
"2022","Conus_alisi",37.8378378378378,45.945945945946,42.7927927927928,34.6846846846847
"2023","Conus_ammiralis",48.9031078610603,50,51.9195612431444,47.9890310786106
"2024","Conus_andremenezi",53.768115942029,54.0579710144928,54.9275362318841,53.4782608695652
"2025","Conus_aphrodite",49.1176470588235,49.4117647058824,50.5882352941176,48.75
"2026","Conus_archon",33.3333333333333,31.547619047619,33.9285714285714,36.3095238095238
"2027","Conus_arenatus",47.239263803681,48.9921121822962,50.1314636283961,46.6257668711656
"2028","Conus_armadillo",49.4052339413164,50.1982553528945,51.0705789056304,49.2466296590008
"2029","Conus_articulatus",48.4681853888452,50.1963864886096,51.5318146111547,48.4681853888452
"2030","Conus_aulicus",48.1331987891019,49.5459132189707,49.5459132189707,46.7204843592331
"2031","Conus_aurantius",50.5928853754941,52.5691699604743,51.7786561264822,49.802371541502
"2032","Conus_aureus",48.6733001658375,49.9170812603648,51.077943615257,49.1708126036484
"2033","Conus_auricomus",46.2469733656174,46.6505246166263,48.3454398708636,44.7134786117837
"2034","Conus_baileyi",50.6350550381033,51.5664690939881,51.735817104149,51.3971210838273
"2035","Conus_balteatus",48.5024154589372,49.6618357487923,50.6280193236715,47.1497584541063
"2036","Conus_bandanus",45.4001495886313,45.9237097980553,47.4195961106956,44.7270007479432
"2037","Conus_betulinus",45.1077943615257,46.9320066334992,47.9270315091211,44.1127694859038
"2038","Conus_biliosus",50.4774897680764,50.8867667121419,51.0231923601637,47.7489768076398
"2039","Conus_boeticus",49.4571773220748,49.2159227985525,51.145958986731,49.4571773220748
"2040","Conus_boholensis",49.3910690121786,49.7970230040595,50.3382949932341,49.3234100135318
"2041","Conus_bullatus",46.5576592082616,47.2461273666093,48.7091222030981,45.5249569707401
"2042","Conus_canonicus",48.3168316831683,49.7029702970297,50.4950495049505,47.1287128712871
"2043","Conus_capitaneus",44.9371766444937,46.2675535846268,47.6718403547672,44.2719881744272
"2044","Conus_catus",45.5259026687598,46.2323390894819,47.8806907378336,44.2700156985871
"2045","Conus_chaldaeus",45.2713178294574,46.1240310077519,47.984496124031,44.031007751938
"2046","Conus_cinereus",52.7272727272727,52.9090909090909,53.0909090909091,51.6363636363636
"2047","Conus_circumactis",50.098231827112,50.8840864440079,52.7504911591356,49.2141453831041
"2048","Conus_circumcisus",48.4375,49.0808823529412,50.5514705882353,50.1838235294118
"2049","Conus_coccineus",48.7329434697856,50.0974658869396,51.2670565302144,47.4658869395711
"2050","Conus_coelinae",49.2455418381344,50.8916323731139,52.1262002743484,48.2853223593964
"2051","Conus_coffeae",48.1075697211155,49.402390438247,50.199203187251,46.1155378486056
"2052","Conus_consors",48.1081081081081,49.5495495495495,50.7207207207207,47.2972972972973
"2053","Conus_coronatus",45.0737005430566,46.1598138091544,47.711404189294,43.8324282389449
"2054","Conus_crocatus",49.3454179254783,50.2517623363545,50.5538771399799,48.3383685800604
"2055","Conus_cylindraceus",46.2006079027356,45.516717325228,46.7325227963526,43.693009118541
"2056","Conus_distans",45.9546925566343,46.9255663430421,48.0582524271845,44.1747572815534
"2057","Conus_dusaveli",48.6328125,49.12109375,50.1953125,47.36328125
"2058","Conus_ebraeus",44.2528735632184,44.9233716475096,45.4022988505747,42.72030651341
"2059","Conus_eburneus",45.8176337603617,46.5712132629992,48.0783722682743,44.6119065561417
"2060","Conus_eldredi",54.5058139534884,51.5988372093023,53.1976744186046,54.0697674418605
"2061","Conus_emaciatus",47.4327628361858,49.3887530562347,50.9372453137734,47.758761206194
"2062","Conus_encaustus",50.4504504504504,48.3912483912484,49.1634491634492,49.2921492921493
"2063","Conus_episcopatus",47.3345588235294,49.2647058823529,50,46.5073529411765
