"","feature","MM-NorESM2-MM_Percentile_phos_585","MM-IPSL-CM6A-LR_Percentile_phos_585","MM-GFDL-ESM4_Percentile_phos_585","MM-CMCC-ESM2_Percentile_phos_585","MM-CanESM5_Percentile_phos_585","EM_Percentile_phos_585"
"602","Aplidium_multiplicatum",80.0492610837438,79.4334975369458,77.5862068965517,81.5270935960591,80.9113300492611,80.5418719211823
"603","Aplidium_nadaense",77.3356401384083,77.3356401384083,75.6055363321799,79.9307958477509,79.9307958477509,78.0276816608996
"604","Aplidium_ritteri",87.9674796747967,87.1544715447154,86.3414634146341,87.6422764227642,86.3414634146341,89.9186991869919
"605","Aplidium_uteute",88.2352941176471,86.8983957219251,85.2941176470588,81.5508021390374,80.2139037433155,90.6417112299465
"606","Aploactis_aspera",84.3478260869565,84.3478260869565,81.7391304347826,86.9565217391304,88.1159420289855,85.5072463768116
"607","Aplousina_filum",83.6521739130435,81.304347826087,81.6521739130435,82.3478260869565,80.1739130434783,83.304347826087
"608","Aplysia_californica",100,100,100,100,100,100
"609","Aplysia_juliana",82.015638575152,80.2780191138141,78.9748045178106,80.9730668983493,79.6698523023458,81.9287576020851
"610","Aplysia_oculifera",82.4682814302192,82.6989619377163,80.161476355248,84.5444059976932,83.9677047289504,83.5063437139562
"611","Aplysia_parvula",83.6842105263158,82.5563909774436,81.2781954887218,82.4812030075188,81.8045112781955,84.2857142857143
"612","Aplysilla_sulfurea",96.875,87.5,56.25,90.625,84.375,90.625
"613","Apogon_caudicinctus",84.5309381237525,85.8283433133733,82.0359281437126,85.5289421157685,84.7305389221557,87.8243512974052
"614","Apogon_ceramensis",80.2013422818792,82.0469798657718,78.5234899328859,84.2281879194631,85.2348993288591,81.7114093959731
"615","Apogon_coccineus",84.2186297151655,83.2948421862971,81.6782140107775,83.1408775981524,82.2940723633564,84.8344880677444
"616","Apogon_crassiceps",83.7567359507313,82.1401077752117,81.8321785989222,82.0631254811393,80.9083910700539,84.526558891455
"617","Apogon_dammermani",81.7045454545455,81.5909090909091,80.7954545454545,83.0681818181818,83.0681818181818,81.8181818181818
"618","Apogon_dianthus",83.192261185006,84.8851269649335,82.2249093107618,85.9733978234583,85.7315598548972,85.8524788391777
"619","Apogon_doryssa",83.6190476190476,84.1904761904762,82,84.1904761904762,83.0476190476191,86.1904761904762
"620","Apogon_indicus",83.921568627451,84.6078431372549,81.7647058823529,84.3137254901961,83.0392156862745,86.7647058823529
"621","Apogon_posterofasciatus",81.037037037037,82.2222222222222,79.7037037037037,84.4444444444444,84,84
"622","Apogon_seminigracaudus",82.3663253697383,80.3185437997725,79.2946530147895,81.5699658703072,80.3185437997725,82.4800910125142
"623","Apogon_semiornatus",83.960396039604,81.8811881188119,80.7920792079208,83.1683168316832,82.1782178217822,83.7623762376238
"624","Apogon_susanae",87.1412169919633,85.8783008036739,86.2227324913892,85.1894374282434,84.0413318025258,88.8633754305396
"625","Apogon_talboti",83.596837944664,82.4110671936759,80.2371541501976,83.102766798419,81.7193675889328,85.0790513833992
"626","Apogon_unicolor",82.7683615819209,81.4500941619586,79.5668549905838,81.8267419962335,80.8851224105461,82.5800376647834
"627","Apogonichthyoides_atripes",78.4671532846715,79.3795620437956,76.8248175182482,81.5693430656934,81.021897810219,81.2043795620438
"628","Apogonichthyoides_chrysurus",78.6206896551724,78.1034482758621,76.7241379310345,80.6896551724138,80.1724137931034,80.1724137931034
"629","Apogonichthyoides_melas",81.1932555123217,80.4150453955901,78.2101167315175,82.4902723735408,81.9714656290532,81.0635538261997
"630","Apogonichthyoides_opercularis",85.7876712328767,86.6438356164384,85.958904109589,87.3287671232877,87.6712328767123,89.041095890411
"631","Apogonichthyoides_timorensis",80.1398601398601,80.5594405594406,77.6223776223776,82.9370629370629,82.7972027972028,81.1188811188811
"632","Apogonichthyoides_umbratilis",81.1443433029909,80.3641092327698,80.6241872561769,82.184655396619,81.5344603381014,83.2249674902471
"633","Apogonichthys_ocellatus",83.8221381267739,82.876064333018,80.6054872280038,83.4437086092715,82.40302743614,85.1466414380322
"634","Apogonichthys_perdix",84.6755277560594,83.6591086786552,82.1735731039875,83.1899921813917,82.642689601251,85.9265050820954
"635","Apolemichthys_trimaculatus",82.8337874659401,80.5631244323342,79.9273387829246,81.3805631244323,79.7456857402362,83.197093551317
"636","Aporobopyrus_retrorsa",78.096479791395,77.5749674054759,77.1838331160365,79.9217731421121,79.2698826597132,78.8787483702738
"637","Aporops_bilinearis",83.0434782608696,82.2608695652174,80.9565217391304,82.6086956521739,81.3913043478261,84.1739130434783
