"","feature","MM-NorESM2-MM_Percentile_phos_585","MM-IPSL-CM6A-LR_Percentile_phos_585","MM-GFDL-ESM4_Percentile_phos_585","MM-CMCC-ESM2_Percentile_phos_585","MM-CanESM5_Percentile_phos_585","EM_Percentile_phos_585"
"32","Acanthophora_spicifera",83.7386018237082,82.7507598784195,81.7629179331307,83.2066869300912,81.838905775076,84.3465045592705
"33","Acanthopleura_gemmata",83.8143036386449,82.0577164366374,83.1869510664994,83.939774153074,82.810539523212,83.8143036386449
"34","Acanthopleura_spinosa",79.9065420560748,80.9968847352025,78.6604361370717,83.3333333333333,83.1775700934579,82.5545171339564
"35","Acanthosphex_leurynnis",79.426433915212,79.0523690773067,77.5561097256858,81.0473815461347,80.6733167082294,80.0498753117207
"36","Acanthosquilla_derijardi",82.7586206896552,81.1063218390805,82.0402298850575,80.6752873563218,80.8189655172414,83.6206896551724
"37","Acanthosquilla_multifasciata",82.289156626506,80.421686746988,79.8192771084337,80.7228915662651,78.855421686747,83.1927710843374
"38","Acanthurus_achilles",88.3034773445732,87.9873551106428,88.1981032665964,88.0927291886196,85.9852476290832,90.6217070600632
"39","Acanthurus_albipectoralis",87.5675675675676,83.7837837837838,83.5135135135135,81.3513513513514,80.5405405405405,87.5675675675676
"40","Acanthurus_auranticavus",82.3115577889447,81.608040201005,80.7035175879397,81.7085427135679,81.2060301507538,84.0201005025126
"41","Acanthurus_blochii",82.972972972973,82.2522522522523,80.8108108108108,82.7027027027027,81.5315315315315,84.4144144144144
"42","Acanthurus_dussumieri",81.797583081571,80.5891238670695,80.3625377643504,79.9093655589124,80.0604229607251,82.3262839879154
"43","Acanthurus_fowleri",79.1916167664671,79.3413173652695,77.6946107784431,81.8862275449102,81.7365269461078,80.9880239520958
"44","Acanthurus_grammoptilus",84.0236686390533,85.207100591716,89.9408284023669,89.3491124260355,85.7988165680473,89.9408284023669
"45","Acanthurus_guttatus",83.9857651245552,83.7188612099644,82.2064056939502,83.9857651245552,82.9181494661922,86.9217081850534
"46","Acanthurus_japonicus",79.7814207650273,80.4644808743169,77.0491803278689,82.9234972677596,82.5136612021858,80.4644808743169
"47","Acanthurus_leucopareius",84.8914069877243,84.1359773371105,86.2134088762984,84.1359773371105,82.7195467422096,88.0075542965061
"48","Acanthurus_lineatus",84.1395717684377,82.8707375099128,81.52260111023,83.0293417922284,82.2363203806503,84.7739888977002
"49","Acanthurus_maculiceps",83.0316742081448,82.1266968325792,80.7692307692308,84.841628959276,83.0316742081448,83.8235294117647
"50","Acanthurus_mata",83.034379671151,81.6143497757848,81.3153961136024,81.2406576980568,80.9417040358744,83.3333333333333
"51","Acanthurus_nigricans",83.0746489283075,81.8181818181818,81.670362158167,81.7442719881744,80.6356245380636,83.8876570583888
"52","Acanthurus_nigricauda",82.8779599271403,82.6047358834244,81.1475409836066,82.695810564663,81.7850637522769,84.9726775956284
"53","Acanthurus_nigrofuscus",83.9939024390244,83.2317073170732,81.7073170731707,83.4603658536585,82.2408536585366,84.9085365853659
"54","Acanthurus_nigroris",83.2746478873239,83.2746478873239,82.2183098591549,82.5704225352113,81.6021126760563,85.9154929577465
"55","Acanthurus_nubilus",82.4874910650465,80.5575411007863,81.4152966404575,80.7005003573981,80.4145818441744,83.8456040028592
"56","Acanthurus_olivaceus",82.1543408360129,81.1897106109325,80.7877813504823,81.5112540192926,80.7073954983923,83.1189710610932
"57","Acanthurus_pyroferus",83.75,82.34375,82.03125,82.578125,81.5625,85.15625
"58","Acanthurus_thompsoni",82.520325203252,81.869918699187,81.7073170731707,81.5447154471545,80.9756097560976,84.390243902439
"59","Acanthurus_triostegus",83.1095406360424,82.0494699646643,81.3427561837456,81.6961130742049,80.8480565371025,83.5335689045936
