"","feature","percentile_tos_245","percentile_tos_126","imptfeature_velocity_585","imptfeature_o2os_585","imptfeature_phos_585","imptfeature_tos_585","penalty_velocity_585","penalty_o2os_585","penalty_phos_585","penalty_tos_585","feature_velocity_585","feature_o2os_585","feature_phos_585","feature_tos_585","percentile_velocity_585","percentile_o2os_585","percentile_phos_585","percentile_tos_585","uninformed"
"28","Acanthochaetetes_wellsi",94.4700460829493,92.6267281105991,100,100,100,100,51.8578352180937,49.1114701130856,40.2261712439418,46.3651050080775,43.4571890145396,45.2342487883683,46.5266558966074,43.2956381260097,46.0829493087558,47.4654377880184,44.2396313364055,45.852534562212,40.7108239095315
"29","Acanthocybium_solandri",87.359900373599,87.2768783727688,100,100,100,100,30.8972030512169,33.5488557936796,31.2168543407192,33.1747184889212,31.3730475844533,31.4347984017436,31.4856520159826,32.1358517980385,44.8410123296561,43.2285180572852,42.8601079286011,44.0016604400166,31.5110788231021
"30","Acanthodendrilla_australis",97.8723404255319,93.6170212765958,100,100,100,100,32.8358208955224,88.8059701492537,50,73.8805970149254,43.2835820895522,54.4776119402985,54.4776119402985,34.3283582089552,46.8085106382979,46.8085106382979,50,50,44.0298507462687
"31","Acanthogorgia_spinosa",98.3333333333333,95,100,100,100,100,53.5294117647059,67.0588235294118,53.5294117647059,60,37.6470588235294,50,49.4117647058824,35.2941176470588,43.3333333333333,47.5,49.1666666666667,47.5,40.5882352941176
"32","Acanthophora_spicifera",89.587852494577,92.6247288503254,100,100,100,100,43.161094224924,42.4012158054711,43.6170212765958,40.7294832826748,45.2127659574468,45.6686930091185,47.112462006079,43.7689969604863,46.9631236442516,44.9023861171367,43.3839479392625,44.0347071583514,42.3252279635258
"33","Acanthopleura_gemmata",90.3225806451613,95.3405017921147,100,100,100,100,44.2910915934755,40.1505646173149,44.2910915934755,40.5269761606023,45.4203262233375,46.1731493099122,46.2986198243413,45.5457967377666,47.841726618705,44.6236559139785,43.3691756272401,44.2652329749104,43.66373902133
"34","Acanthopleura_spinosa",92.8888888888889,95.5555555555556,100,100,100,100,42.6791277258567,41.588785046729,48.2866043613707,39.8753894080997,51.8691588785047,51.8691588785047,51.7133956386293,50,48.5663082437276,44.4444444444444,44.2222222222222,46,47.9750778816199
"35","Acanthosphex_leurynnis",93.5943060498221,95.0177935943061,100,100,100,100,40.0249376558603,39.5261845386534,46.1346633416459,38.6533665835411,49.002493765586,49.7506234413965,50.3740648379052,47.6309226932668,46.5564738292011,45.1957295373665,43.2384341637011,46.797153024911,46.2593516209476
"36","Acanthosquilla_derijardi",89.3223819301848,93.0184804928131,100,100,100,100,40.5890804597701,42.1695402298851,43.8218390804598,40.5890804597701,46.9109195402299,47.3419540229885,49.2097701149425,46.0488505747126,47.0225872689938,45.8932238193018,43.8398357289528,44.2505133470226,44.3965517241379
"37","Acanthosquilla_multifasciata",91.0499139414802,93.1153184165232,100,100,100,100,40.7831325301205,42.289156626506,43.3734939759036,41.6265060240964,47.2289156626506,47.0481927710843,48.433734939759,46.5060240963855,46.6584158415842,46.6437177280551,44.2340791738382,44.8364888123924,46.2048192771084
"38","Acanthurus_achilles",89.7590361445783,91.2650602409639,100,100,100,100,53.6354056902002,46.259220231823,43.5194942044257,47.2075869336143,45.4162276080084,44.9947312961012,46.9968387776607,43.7302423603793,45.933734939759,47.5903614457831,48.744769874477,44.7289156626506,41.4120126448894
"39","Acanthurus_albipectoralis",95.3846153846154,90.7692307692308,100,100,100,100,62.4324324324324,51.0810810810811,39.1891891891892,52.972972972973,37.2972972972973,40.5405405405405,40.2702702702703,35.6756756756757,45.3846153846154,45.7692307692308,46.1538461538462,46.1538461538462,35.9459459459459
"40","Acanthurus_auranticavus",89.0804597701149,92.2413793103448,100,100,100,100,46.0301507537688,44.9246231155779,46.1306532663317,43.7185929648241,48.643216080402,50.1507537688442,50.5527638190955,46.9346733668342,47.5574712643678,46.1206896551724,44.1091954022989,44.3965517241379,45.929648241206
"41","Acanthurus_blochii",89.4601542416452,91.5167095115681,100,100,100,100,45.945945945946,43.963963963964,46.5765765765766,42.972972972973,47.6576576576577,48.4684684684685,50,46.1261261261261,46.9151670951157,45.5012853470437,44.2159383033419,44.4730077120823,44.8648648648649
"42","Acanthurus_dussumieri",89.6551724137931,92.8879310344828,100,100,100,100,41.9939577039275,41.9939577039275,43.5045317220544,40.9365558912387,46.1480362537764,47.8851963746224,49.2447129909366,46.2235649546828,47.3060344827586,45.9051724137931,43.5344827586207,44.5043103448276,44.5619335347432
