"","feature","percentile_tos_245","percentile_tos_126","imptfeature_velocity_585","imptfeature_o2os_585","imptfeature_phos_585","imptfeature_tos_585","penalty_velocity_585","penalty_o2os_585","penalty_phos_585","penalty_tos_585","feature_velocity_585","feature_o2os_585","feature_phos_585","feature_tos_585","percentile_velocity_585","percentile_o2os_585","percentile_phos_585","percentile_tos_585","uninformed"
"1109","Brosmophyciops_pautzkei",89.9082568807339,92.2018348623853,100,100,100,100,44.0160642570281,43.5341365461847,43.6947791164659,42.8112449799197,46.8273092369478,46.9076305220884,48.2730923694779,45.863453815261,47.1330275229358,45.1834862385321,43.9220183486239,44.0366972477064,43.6144578313253
"1110","Brotula_multibarbata",86.8113522537563,91.1519198664441,100,100,100,100,42.1728971962617,40.8294392523364,42.6401869158879,41.4135514018692,47.4299065420561,47.4299065420561,48.1308411214953,46.7289719626168,46.8280467445743,45.9933222036728,43.5726210350584,43.6560934891486,45.7943925233645
"1111","Brotulinella_taiwanensis",91.4473684210526,98.6842105263158,100,100,100,100,48.6175115207373,53.6866359447005,54.8387096774194,49.5391705069124,57.3732718894009,56.6820276497696,55.5299539170507,54.8387096774194,49.671052631579,43.75,45.0657894736842,47.0394736842105,53.9170506912442
"1112","Bryaninops_amplus",90.4145077720207,94.8186528497409,100,100,100,100,43.6479128856624,44.5553539019964,46.0980036297641,42.5589836660617,47.005444646098,48.3666061705989,48.7295825771325,45.5535390199637,47.791519434629,45.8549222797927,44.1709844559586,44.8186528497409,45.2813067150635
"1113","Bryaninops_earlei",89.7260273972603,97.2602739726027,100,100,100,100,40.7673860911271,45.083932853717,51.3189448441247,42.6858513189448,56.8345323741007,54.4364508393285,54.4364508393285,52.5179856115108,50,44.1780821917808,43.8356164383562,47.2602739726027,51.3189448441247
"1114","Bryaninops_erythrops",89.0855457227139,92.0353982300885,100,100,100,100,48.0371900826446,44.1115702479339,46.900826446281,43.3884297520661,49.0702479338843,49.896694214876,50.4132231404959,47.004132231405,46.7551622418879,45.2802359882006,44.2477876106195,43.952802359882,45.7644628099174
"1115","Bryaninops_isis",92.2297297297297,94.5945945945946,100,100,100,100,45.7988165680473,43.6686390532544,48.1656804733728,42.7218934911243,48.7573964497041,50.2958579881657,51.2426035502959,47.1005917159763,48.0821917808219,45.777027027027,43.75,45.777027027027,45.6804733727811
"1116","Bryaninops_loki",96.5116279069768,94.5736434108527,100,100,100,100,47.7611940298507,47.6255088195387,49.932157394844,46.8113975576662,51.1533242876526,51.5603799185889,52.6458616010855,49.1180461329715,49.2248062015504,45.5426356589147,44.1860465116279,47.093023255814,47.2184531886024
"1117","Bryaninops_natans",89.9755501222494,93.1540342298289,100,100,100,100,44.0924657534247,44.8630136986301,44.777397260274,42.8938356164384,46.7465753424658,47.7739726027397,48.8869863013699,45.1198630136986,47.4327628361858,45.3545232273839,44.2542787286064,43.8875305623472,44.0068493150685
"1118","Bryaninops_nexus",92.6829268292683,92.6829268292683,100,100,100,100,62.3931623931624,47.008547008547,46.3675213675214,52.1367521367521,51.4957264957265,50.4273504273504,51.9230769230769,50.2136752136752,48.780487804878,49.0853658536585,48.4756097560976,46.3414634146341,46.1538461538462
"1119","Bryaninops_ridens",90.3030303030303,91.2121212121212,100,100,100,100,52.1231422505308,47.3460721868365,42.2505307855626,48.4076433121019,46.072186836518,46.3906581740977,47.9830148619958,45.0106157112527,46.2121212121212,47.4242424242424,48.5042735042735,44.6969696969697,43.0997876857749
"1120","Bryaninops_tigris",90.174672489083,94.1048034934498,100,100,100,100,41.6220351951033,42.2341239479725,43.2287681713848,40.2448355011477,45.2945677123183,46.6717674062739,48.3550114766641,44.6824789594491,47.0797720797721,45.5240174672489,43.0131004366812,44.6506550218341,43.7643458301454
"1121","Bryaninops_yongei",90.0452488687783,92.9864253393665,100,100,100,100,43.298969072165,43.8540840602696,43.9333862014274,42.03013481364,46.3124504361618,47.0261697065821,48.1363996827914,44.964314036479,47.0588235294118,45.0226244343891,44.1176470588235,44.0045248868778,44.0126883425852
"1122","Bryopsis_plumosa",90.2298850574713,93.3908045977011,100,100,100,100,44.3661971830986,43.9637826961771,47.1830985915493,42.0523138832998,46.6800804828974,49.2957746478873,49.5975855130785,45.4728370221328,47.5574712643678,46.4080459770115,43.5344827586207,44.2528735632184,45.3722334004024
"1123","Bubaris_vermiculata",91.5739268680445,86.0095389507154,100,100,100,100,47.6349471341124,56.3717306622148,49.7495826377296,44.7412353923205,55.8708959376739,56.316082359488,56.8169170840289,55.8708959376739,46.7408585055644,48.6486486486487,43.9586645468998,48.5691573926868,56.2047857540345
"1124","Bufoceratias_thele",89.5392006988425,88.66184899078,100,100,100,100,31.7896389324961,32.7838827838828,40.2930402930403,30.9698238269667,32.0076748648177,31.5454386882958,31.8158032443747,31.5716030001744,45.9250585480094,43.9322202840767,43.5459755793671,46.1321776814735,31.3535670678528
"1125","Bufonaria_perelegans",89.6103896103896,94.8051948051948,100,100,100,100,43.0909090909091,43.2727272727273,45,41.1818181818182,48,49.7272727272727,51.0909090909091,47,48.1818181818182,46.3636363636364,43.1168831168831,44.6753246753247,46.0909090909091
"1126","Bufonaria_rana",93.2432432432432,95.2702702702703,100,100,100,100,39.1715976331361,39.1715976331361,46.508875739645,38.1065088757396,50.1775147928994,50.6508875739645,51.7159763313609,49.3491124260355,47.0189701897019,44.9324324324324,43.75,47.4662162162162,47.1005917159763
"1127","Bufonaria_thersites",89.0489913544668,93.6599423631124,100,100,100,100,46.1150353178607,46.3168516649849,46.0141271442987,44.6014127144299,49.2431886982846,50.6559031281534,51.9677093844601,48.5368314833501,47.8386167146974,46.1095100864553,44.5244956772334,45.2449567723343,47.1241170534813
"1128","Bulbonaricus_brauni",93.298969072165,97.9381443298969,100,100,100,100,42.057761732852,43.5018050541516,49.8194945848375,39.1696750902527,57.7617328519856,56.6787003610108,56.4981949458484,55.4151624548736,49.0521327014218,44.8453608247423,43.8144329896907,47.4226804123711,52.5270758122744
"1129","Bulbonaricus_davaoensis",93.2806324110672,95.6521739130435,100,100,100,100,46.814404432133,41.9667590027701,48.6149584487535,42.2437673130194,50.6925207756233,50.6925207756233,51.2465373961219,47.0914127423823,49.2094861660079,44.6640316205534,43.4782608695652,47.0355731225296,46.1218836565097
"1130","Bulla_ampulla",90.0826446280992,93.66391184573,100,100,100,100,42.1814671814672,41.8918918918919,46.5250965250965,41.2162162162162,48.0694980694981,49.3243243243243,50.8687258687259,47.6833976833977,45.5508474576271,46.4187327823691,43.66391184573,44.9035812672176,45.7528957528958
"1131","Bulla_punctulata",89.4505494505495,92.967032967033,100,100,100,100,43.2640492686682,42.6481909160893,43.7259430331024,41.108545034642,44.9576597382602,45.8814472671286,47.4980754426482,43.8799076212471,46.9230769230769,44.9450549450549,43.2967032967033,43.956043956044,42.5712086220169
"1132","Bulla_quoyii",96.078431372549,92.156862745098,100,100,100,100,78.7671232876712,65.7534246575342,52.7397260273973,62.3287671232877,50,53.4246575342466,58.9041095890411,49.3150684931507,47.0588235294118,49.0196078431373,47.0588235294118,46.078431372549,53.4246575342466
"1133","Bulla_vernicosa",89.237668161435,93.2735426008969,100,100,100,100,43.2156862745098,42.6666666666667,44,41.3333333333333,45.0980392156863,46.2745098039216,47.7647058823529,44,47.1973094170404,45.1793721973094,43.2735426008969,43.8340807174888,42.7450980392157
"1134","Bullina_lineata",93.956043956044,93.956043956044,100,100,100,100,59.5375722543353,62.6204238921002,52.7938342967245,56.6473988439306,43.1599229287091,48.747591522158,48.1695568400771,41.8111753371869,45.8791208791209,47.8021978021978,45.5188679245283,45.8791208791209,44.3159922928709
"1135","Bunaka_gyrinoides",91.9642857142857,91.9642857142857,100,100,100,100,40.15625,41.40625,50.3125,41.40625,52.1875,52.8125,53.125,48.90625,49.003984063745,45.0892857142857,43.75,46.4285714285714,47.65625
"1136","Bursa_bufonia",89.532293986637,93.0957683741648,100,100,100,100,43.4918160561185,43.0241621200312,44.1932969602494,41.2314886983632,45.2065471551052,46.219797349961,48.012470771629,43.9594699922058,46.9933184855234,44.8775055679287,43.3184855233853,43.8752783964365,42.8682774746687
"1137","Bursa_condita",97.3333333333333,92.6666666666667,100,100,100,100,63.9344262295082,55.5035128805621,44.4964871194379,54.0983606557377,40.5152224824356,44.4964871194379,44.2622950819672,38.6416861826698,46,47.6666666666667,47.6666666666667,47.3333333333333,38.6416861826698
"1138","Bursa_cruentata",88.5245901639344,93.4426229508197,100,100,100,100,44.9330783938815,44.5506692160612,46.1759082217973,42.6386233269598,48.6615678776291,49.4263862332696,50.8604206500956,47.0363288718929,47.4043715846995,46.1748633879781,43.9890710382514,44.8087431693989,45.5066921606119
"1139","Bursa_granularis",89.1428571428571,88,100,100,100,100,33.1,35.2,43.1,34.3,50.5,50.1,51.7,51.2,45.8432304038005,45.2857142857143,43.1428571428571,45.1428571428571,47.8
"1140","Bursa_lamarckii",88.5386819484241,93.6962750716332,100,100,100,100,44.5336008024072,42.9287863590772,45.4363089267803,41.123370110331,48.345035105316,49.6489468405216,50.3510531594784,46.6399197592778,47.7077363896848,45.8452722063037,43.6962750716332,43.5530085959885,45.0351053159478
"1141","Bursa_latitudo",88.833746898263,93.0521091811414,100,100,100,100,43.4027777777778,45.7465277777778,45.3993055555556,43.2291666666667,49.0451388888889,50.6944444444444,52.4305555555556,48.9583333333333,47.394540942928,46.4019851116625,44.7890818858561,45.2853598014888,47.3090277777778
"1142","Bursa_lucaensis",90.1734104046243,93.9306358381503,100,100,100,100,48.3805668016194,48.8866396761134,45.8502024291498,46.5587044534413,51.1133603238866,52.4291497975709,53.9473684210526,50.9109311740891,47.3988439306358,46.6763005780347,46.9653179190751,46.0982658959538,48.4817813765182
"1143","Bursa_rhodostoma",88.0184331797235,93.3179723502304,100,100,100,100,40.1612903225806,38.9516129032258,43.3064516129032,36.5322580645161,48.7903225806452,49.8387096774194,51.2903225806452,49.6774193548387,47.5806451612903,45.2764976958525,43.6635944700461,44.1244239631336,46.7741935483871
"1144","Bursa_rosa",88.857938718663,93.8718662952646,100,100,100,100,45.4634146341463,45.1707317073171,45.9512195121951,43.219512195122,49.0731707317073,50.4390243902439,51.0243902439024,47.8048780487805,47.6323119777159,46.100278551532,44.2896935933148,45.125348189415,46.2439024390244
"1145","Bursa_tuberosissima",87.125748502994,93.7125748502994,100,100,100,100,45.6544502617801,37.9057591623037,45.0261780104712,37.2774869109948,49.3193717277487,49.0052356020942,49.8429319371728,48.3769633507853,47.1556886227545,45.2095808383234,43.7125748502994,44.4610778443114,45.2356020942408
"1146","Bursatella_leachii",90.625,93.75,100,100,100,100,45.4545454545455,43.7020810514786,46.8784227820372,42.7163198247536,48.0832420591457,49.5071193866375,49.8357064622125,46.4403066812705,46.8292682926829,45.9375,43.4375,44.375,45.1259583789704
"1147","Bursina_fijiensis",89.2405063291139,93.3544303797468,100,100,100,100,51.6057585825028,50.1661129568106,44.296788482835,49.1694352159468,48.8372093023256,50.3875968992248,51.937984496124,48.8372093023256,46.9936708860759,47.9430379746835,46.0659898477157,45.8860759493671,47.0653377630122
"1148","Bursina_ignobilis",88.8111888111888,93.4731934731935,100,100,100,100,40.9313725490196,43.218954248366,44.4444444444444,40.8496732026144,48.5294117647059,50.2450980392157,51.5522875816993,48.8562091503268,47.5524475524476,46.5034965034965,44.1724941724942,45.2214452214452,46.9771241830065
"1149","Busquilla_plantei",95.6521739130435,91.304347826087,100,100,100,100,59.1216216216216,55.7432432432432,46.2837837837838,52.8716216216216,43.4121621621622,45.945945945946,47.6351351351351,39.8648648648649,45.6521739130435,48.3091787439614,43.4782608695652,45.6521739130435,42.3986486486487
"1150","Busquilla_quadraticauda",89.5966029723992,94.2675159235669,100,100,100,100,41.1458333333333,42.8571428571429,44.047619047619,40.8482142857143,46.0565476190476,47.4702380952381,49.702380952381,45.9821428571429,47.1223021582734,45.859872611465,43.6305732484076,44.7983014861996,44.7172619047619
"1151","Butis_amboinensis",90,93.3333333333333,100,100,100,100,46.4475079533404,44.7507953340403,45.9172852598091,43.6903499469777,48.6744432661718,49.8409331919406,50.3711558854719,45.3870625662778,47.5757575757576,46.0606060606061,43.3333333333333,44.6969696969697,45.0689289501591
"1152","Butis_butis",93.8931297709924,94.6564885496183,100,100,100,100,39.7058823529412,39.3048128342246,45.9893048128342,37.9679144385027,49.0641711229947,49.8663101604278,49.7326203208556,47.9946524064171,47.2560975609756,44.6564885496183,43.3206106870229,46.5648854961832,46.524064171123
"1153","Butis_melanostigma",88.7043189368771,89.0365448504983,100,100,100,100,33.7601862630966,35.0407450523865,44.9359720605355,36.7869615832363,55.2968568102445,57.0430733410943,56.1117578579744,55.5296856810244,44.5182724252492,45.6810631229236,43.5215946843854,47.1760797342193,53.4342258440047
"1154","Cabillus_lacertops",89.3867924528302,93.3962264150943,100,100,100,100,43.4351775392238,43.4351775392238,44.67382328654,41.5359207266722,45.4170107349298,47.0685383980182,48.4723369116433,44.0132122213047,47.65625,45.4009433962264,43.1603773584906,43.9858490566038,43.4351775392238
"1155","Cabillus_macrophthalmus",91.2322274881517,93.1279620853081,100,100,100,100,45.4318936877076,48.1727574750831,45.1827242524917,45.8471760797342,50.8305647840532,52.3255813953488,53.4883720930233,50.4983388704319,47.8672985781991,46.4454976303318,44.7867298578199,46.4454976303318,49.7508305647841
"1156","Cabillus_tongarevae",88.8,90.9333333333333,100,100,100,100,47.9925303454715,46.6853408029879,46.125116713352,45.7516339869281,47.8057889822596,47.7124183006536,48.7394957983193,45.2847805788982,46.5333333333333,45.2,44.9333333333333,44.4,43.9775910364146
"1157","Cadella_semen",89.2430278884462,92.8286852589641,100,100,100,100,41.2543554006969,41.8118466898955,43.4146341463415,40.1393728222996,45.8536585365854,46.0627177700348,48.5017421602787,45.2264808362369,47.0119521912351,45.3187250996016,43.9243027888446,44.4223107569721,43.5540069686411
"1158","Cadlinella_ornatissima",89.3150684931507,94.2465753424658,100,100,100,100,44.4337811900192,43.5700575815739,45.2975047984645,41.6506717850288,47.6967370441459,49.4241842610365,50,46.0652591170825,47.945205479452,45.8904109589041,43.2876712328767,43.972602739726,45.2975047984645
"1159","Caducifer_decapitata",89.5591647331786,92.3433874709977,100,100,100,100,45.085296506905,44.5978878960195,44.8415922014622,43.216896831844,46.4662875710804,46.6287571080422,48.0909829406986,45.085296506905,46.9837587006961,45.2436194895592,44.199535962877,43.9675174013921,43.6230706742486
"1160","Cadulus_aratus",92.0454545454545,94.0340909090909,100,100,100,100,50.4980079681275,49.1035856573705,41.1354581673307,49.3027888446215,47.3107569721116,48.605577689243,49.5019920318725,47.609561752988,47.1590909090909,47.8693181818182,47.4431818181818,44.7443181818182,45.5179282868526
"1161","Cadulus_cyathoides",88.268156424581,89.0130353817505,100,100,100,100,33.7247227658187,35.5512067840835,46.249184605349,38.747553816047,54.0769732550554,54.924983692107,54.0769732550554,54.4683626875408,48.018018018018,45.0651769087523,44.5065176908752,46.927374301676,53.4246575342466
"1162","Cadulus_simillimus",96.5909090909091,90.6818181818182,100,100,100,100,51.671974522293,56.687898089172,49.0445859872611,52.468152866242,48.328025477707,49.6815286624204,49.0445859872611,47.2929936305732,46.4772727272727,48.6363636363636,46.4929859719439,47.7272727272727,48.4076433121019
"1163","Cadulus_vincentianus",88.8888888888889,94.4444444444444,100,100,100,100,72,74,74,68,58,66,68,70,50,50,50,50,62
"1164","Cadulus_woodhousae",99.2619926199262,91.1439114391144,100,100,100,100,54.3927648578811,56.5891472868217,45.2196382428941,53.6175710594315,44.0568475452196,46.3824289405685,45.6072351421189,41.4728682170543,45.9409594095941,48.7084870848708,47.9704797047971,48.3394833948339,44.0568475452196
"1165","Caecosagitta_macrocephala",86.6145044590274,87.3632845364294,100,100,100,100,30.1245619717895,30.5751052740069,30.4455372655261,30.6163314585235,30.4102005359404,30.4190347183368,30.3748638063547,30.4455372655261,43.177812818848,43.2778058219754,43.0506478209658,43.4965505636884,30.4602609028534
"1166","Caesio_caerulaurea",90.6666666666667,93.8666666666667,100,100,100,100,43.3768656716418,42.7238805970149,44.8694029850746,41.044776119403,47.1082089552239,48.6940298507463,49.2537313432836,45.8955223880597,47.6,46,43.0666666666667,44.5333333333333,45.7089552238806
"1167","Caesio_teres",90.0243309002433,92.7007299270073,100,100,100,100,43.6595744680851,42.2978723404255,43.8297872340426,41.0212765957447,46.5531914893617,47.9148936170213,48.4255319148936,45.531914893617,47.323600973236,45.6204379562044,42.9440389294404,43.7956204379562,44.3404255319149
"1168","Calanoides_brevicornis",100,100,100,100,100,100,100,100,95.7142857142857,100,38.5714285714286,37.1428571428571,51.4285714285714,51.4285714285714,50,50,50,50,35.7142857142857
"1169","Calanopia_elliptica",94.0559440559441,96.1538461538462,100,100,100,100,41.9828641370869,41.6156670746634,46.6340269277846,40.7588739290086,48.4700122399021,49.2044063647491,50.0611995104039,46.3892288861689,46.9444444444444,45.2797202797203,43.1818181818182,46.3286713286713,45.5324357405141
"1170","Calantica_kampeni",88.28125,89.453125,100,100,100,100,34.1997264021888,36.3885088919289,45.0068399452804,36.5253077975376,49.9316005471956,50.8891928864569,51.8467852257182,50.0683994528044,47.1910112359551,44.140625,43.359375,45.5078125,46.922024623803
"1171","Calantica_trispinosa",86.4406779661017,92.4050632911392,100,100,100,100,38.4615384615385,40.2366863905325,60.9467455621302,39.0532544378698,34.3195266272189,33.1360946745562,34.3195266272189,33.7278106508876,46.6666666666667,46.6101694915254,47.4576271186441,45.7627118644068,34.3195266272189
"1172","Calappa_calappa",89.6694214876033,93.1818181818182,100,100,100,100,41.7813178855902,41.9261404779146,43.0123099203476,40.2606806661839,45.1846488052136,46.2708182476466,47.7914554670529,44.3881245474294,47.2049689440994,45.2479338842975,43.2851239669421,44.3181818181818,43.0123099203476
"1173","Calappa_capellonis",93.6974789915966,96.218487394958,100,100,100,100,41.8262150220913,42.120765832106,47.8645066273932,41.0898379970545,51.9882179675994,51.9882179675994,52.2827687776141,50.3681885125184,46.8652037617555,45.1680672268908,43.6974789915966,46.6386554621849,48.60088365243
"1174","Calappa_gallus",89.7526501766784,93.1095406360424,100,100,100,100,40.2227722772277,40.3465346534653,42.2648514851485,39.0470297029703,45.5445544554455,45.4207920792079,46.5346534653465,44.5544554455446,46.681664791901,45.0530035335689,43.5512367491166,44.6996466431095,43.1311881188119
"1175","Calappa_hepatica",89.2430278884462,93.6254980079681,100,100,100,100,40.5443126308444,41.8702023726448,43.4752267969295,39.8464759246336,45.4989532449407,46.6154919748779,48.4996510816469,45.4291695743196,46.6364812419146,45.4183266932271,43.5258964143426,44.6215139442231,43.963712491277
"1176","Calappa_philargius",92.4924924924925,91.2912912912913,100,100,100,100,38.1052631578947,39.0526315789474,45.2631578947368,37.8947368421053,46.6315789473684,47.1578947368421,48.6315789473684,45.7894736842105,47.0468431771894,44.4444444444444,43.2432432432432,45.7957957957958,44.6315789473684
"1177","Calappa_woodmasoni",89.1304347826087,93.4782608695652,100,100,100,100,44.2435775451951,43.3872502378687,45.0047573739296,41.9600380589914,48.8106565176023,50.1427212178877,50.6184586108468,47.7640342530923,47.554347826087,45.9239130434783,44.0217391304348,45.2445652173913,46.2416745956232
"1178","Calaxius_sibogae",96.0893854748603,96.0893854748603,100,100,100,100,51.6634050880626,45.5968688845401,43.8356164383562,48.9236790606654,54.2074363992172,53.8160469667319,54.4031311154599,53.8160469667319,49.5588235294118,48.8826815642458,49.1620111731844,49.7206703910614,52.4461839530333
"1179","Calcinus_anani",92.3076923076923,92.7350427350427,100,100,100,100,46.5568862275449,45.6586826347305,44.6107784431138,42.9640718562874,37.125748502994,37.7245508982036,38.4730538922156,31.5868263473054,45.7264957264957,47.6190476190476,48.9399293286219,44.2307692307692,35.9281437125749
"1180","Calcinus_elegans",89.4736842105263,92.5438596491228,100,100,100,100,43.5917114351497,42.2870299309286,44.4359171143515,41.3660782808902,46.2010744435917,45.8173445894091,47.2755180353032,43.5149654643131,46.9298245614035,44.8464912280702,43.859649122807,43.969298245614,42.1335379892556
"1181","Calcinus_gaimardii",89.3333333333333,93.3333333333333,100,100,100,100,43.1906614785992,42.4902723735409,44.0466926070039,41.0894941634241,44.9805447470817,46.2256809338521,47.704280155642,43.8132295719844,47.2222222222222,45.2222222222222,43.2222222222222,43.8888888888889,42.6459143968872
"1182","Calcinus_guamensis",89.6265560165975,92.5311203319502,100,100,100,100,41.9331395348837,41.7151162790698,43.2412790697674,40.2616279069767,45.5668604651163,46.2936046511628,47.8924418604651,44.7674418604651,47.0954356846473,45.2282157676349,43.3609958506224,44.2946058091286,42.9505813953488
"1183","Calcinus_haigae",89.5734597156398,92.1800947867299,100,100,100,100,46.9709543568465,45.7261410788382,44.6473029045643,43.9834024896266,47.1369294605809,46.2240663900415,47.551867219917,44.9792531120332,46.8009478672986,45.4976303317536,45.8530805687204,44.3127962085308,43.4854771784232
"1184","Calcinus_imperialis",93.2885906040269,91.9463087248322,100,100,100,100,46.2441314553991,48.8262910798122,42.9577464788732,47.887323943662,35.6807511737089,38.2629107981221,40.3755868544601,34.037558685446,44.9664429530201,47.4048442906574,49.3288590604027,44.9664429530201,36.3849765258216
"1185","Calcinus_isabellae",89.8630136986301,91.2328767123288,100,100,100,100,52.0653218059558,45.7252641690682,42.4591738712776,47.5504322766571,47.3583093179635,45.5331412103746,47.2622478386167,44.5725264169068,46.3013698630137,47.6712328767123,48.6288848263254,44.9315068493151,43.0355427473583
"1186","Calcinus_laevimanus",89.4949494949495,92.7272727272727,100,100,100,100,41.4720452937013,41.7551309271054,42.8874734607219,40.0566171266808,45.2229299363057,45.6475583864119,47.3460721868365,44.1613588110403,47.1717171717172,45.1515151515152,43.3333333333333,44.4444444444444,42.8167020523708
"1187","Calcinus_latens",89.7959183673469,92.6680244399185,100,100,100,100,41.541755888651,41.9700214132762,42.9693076374019,40.1855817273376,45.1106352605282,45.9671663097787,47.6088508208423,44.3254817987152,47.1428571428571,45.213849287169,43.3808553971487,44.3991853360489,42.8979300499643
"1188","Calcinus_lineapropodus",88.4408602150538,93.5483870967742,100,100,100,100,44.3502824858757,43.5028248587571,45.1035781544256,41.9020715630885,48.1167608286252,49.4350282485876,50.1883239171375,46.6101694915254,47.4462365591398,45.5645161290323,43.2795698924731,44.6236559139785,44.6327683615819
"1189","Calcinus_minutus",89.044289044289,92.0745920745921,100,100,100,100,43.5562805872757,43.1484502446982,44.8613376835237,41.6802610114192,46.9004893964111,47.1451876019576,48.4502446982055,45.0244698205546,46.969696969697,45.2214452214452,43.5897435897436,43.7062937062937,43.8009787928222
"1190","Calcinus_morgani",89.2201834862385,91.9724770642202,100,100,100,100,43.4189406099518,42.215088282504,44.3017656500803,41.091492776886,47.5120385232745,47.9133226324238,49.3579454253612,46.0674157303371,47.1330275229358,45.756880733945,43.348623853211,44.2660550458716,44.1412520064205
"1191","Calcinus_pulcher",88.2978723404255,93.8829787234042,100,100,100,100,44.4651162790698,43.6279069767442,45.4883720930233,41.5813953488372,47.7209302325581,49.3023255813954,50.4186046511628,46.5116279069767,47.6063829787234,45.7446808510638,43.3510638297872,44.6808510638298,45.1162790697674
"1192","Calcinus_seurati",89.6551724137931,91.3793103448276,100,100,100,100,52.0120724346076,48.1891348088531,45.1710261569417,48.0885311871227,45.0704225352113,45.5734406438632,46.3782696177062,43.158953722334,46.264367816092,44.8275862068966,46.1206896551724,45.4022988505747,41.5492957746479
"1193","Calcinus_spicatus",94,92,100,100,100,100,48.861646234676,45.8844133099825,41.8563922942207,46.4098073555166,36.077057793345,38.1786339754816,38.8791593695271,32.7495621716287,45,46.6386554621849,48.25,45.5,36.077057793345
"1194","Calcinus_vachoni",89.3939393939394,92.6406926406926,100,100,100,100,43.4090909090909,42.1212121212121,44.0151515151515,40.9090909090909,45.530303030303,45.4545454545455,47.0454545454545,43.7878787878788,46.969696969697,45.021645021645,43.6147186147186,44.047619047619,42.1969696969697
"1195","Callanthias_australis",100,100,100,100,100,100,40,85,92.5,72.5,75,80,95,50,46.4285714285714,50,50,50,87.5
"1196","Callechelys_catostoma",89.5981087470449,92.6713947990544,100,100,100,100,45.3189726594863,45.1532725766363,44.9875724937862,43.6619718309859,46.4788732394366,46.9759734879867,48.7158243579122,45.3189726594863,46.8085106382979,45.1536643026005,44.0898345153664,43.8534278959811,43.827671913836
"1197","Callechelys_marmorata",89.8148148148148,92.3611111111111,100,100,100,100,43.7601296596434,43.4359805510535,44.9756888168558,41.4910858995138,46.9205834683955,47.3257698541329,48.3792544570502,45.0567260940032,47.1064814814815,45.0231481481481,44.212962962963,43.8657407407407,43.5980551053485
"1198","Callianassa_joculatrix",89.4396551724138,93.5344827586207,100,100,100,100,40.0302114803625,42.2205438066465,43.3534743202417,40.1812688821752,47.7341389728097,49.2447129909366,50.6797583081571,47.2054380664653,46.043771043771,46.4439655172414,43.2112068965517,44.2887931034483,46.4501510574018
"1199","Callianassa_modesta",94.3820224719101,97.1910112359551,100,100,100,100,48.0314960629921,50.1968503937008,53.3464566929134,49.6062992125984,55.7086614173228,55.7086614173228,57.0866141732283,57.2834645669291,50,46.3483146067416,47.752808988764,48.0337078651685,52.9527559055118
"1200","Callianidea_typa",89.8823529411765,92.7058823529412,100,100,100,100,44.6457990115321,43.5749588138385,43.7397034596376,42.668863261944,45.6342668863262,46.3756177924217,47.6935749588138,43.4102141680395,46.9411764705882,44.5882352941176,43.4117647058824,44.3529411764706,42.339373970346
"1201","Calliodentalium_balanoides",86.8231046931408,93.6823104693141,100,100,100,100,45.6672991777356,45.0980392156863,42.5047438330171,45.224541429475,50.2213788741303,51.2333965844402,50.853889943074,49.7786211258697,46.9314079422383,47.3826714801444,46.3898916967509,44.1335740072202,48.640101201771
"1202","Calliodentalium_crocinum",92.4892703862661,94.6351931330472,100,100,100,100,40.8270676691729,41.5789473684211,48.3458646616541,43.3834586466165,50.1503759398496,51.5789473684211,51.6541353383459,49.5488721804511,47.4285714285714,47.1030042918455,43.3476394849785,47.8540772532189,48.8721804511278
"1203","Callionymus_afilum",94.7643979057592,95.8115183246073,100,100,100,100,48.9010989010989,46.3369963369963,48.5347985347985,47.0695970695971,54.5787545787546,55.1282051282051,55.4945054945055,55.8608058608059,49.738219895288,46.5968586387435,48.1675392670157,47.3821989528796,52.1978021978022
"1204","Callionymus_bairdi",89.1191709844559,93.0051813471503,100,100,100,100,43.6479128856624,44.010889292196,45.4627949183303,42.1052631578947,48.4573502722323,49.1833030852995,50.6352087114338,48.2758620689655,47.6683937823834,46.3730569948187,43.9119170984456,45.3367875647668,45.6442831215971
"1205","Callionymus_brevianalis",88.5793871866295,93.5933147632312,100,100,100,100,44.6393762183236,44.7368421052632,45.7115009746589,42.9824561403509,49.0253411306043,50.2923976608187,50.7797270955166,47.7582846003899,47.4930362116992,46.100278551532,44.150417827298,44.8467966573816,46.1988304093567
"1206","Callionymus_delicatulus",91.705069124424,92.6267281105991,100,100,100,100,38.9337641357027,42.3263327948304,52.0193861066236,41.5185783521809,54.281098546042,53.9579967689822,54.4426494345719,52.1809369951535,48.9130434782609,45.3917050691244,44.2396313364055,46.7741935483871,49.7576736672052
"1207","Callionymus_enneactis",91.2891986062718,95.1219512195122,100,100,100,100,44.6341463414634,41.7073170731707,47.4390243902439,41.219512195122,49.1463414634146,50.2439024390244,50.4878048780488,47.4390243902439,48.0769230769231,45.2961672473868,43.5540069686411,46.1672473867596,45.4878048780488
"1208","Callionymus_fluviatilis",92.948717948718,91.3461538461538,100,100,100,100,39.237668161435,37.1076233183856,45.067264573991,36.9955156950673,48.4304932735426,48.542600896861,49.8878923766816,48.2062780269058,45.7729468599034,44.8717948717949,43.2692307692308,46.7948717948718,45.067264573991
