"","mean_ocean_acidification","run","scenario","approach","sum_area","total_cost","percent_area","num_pu"
"1",-0.0044491150039625,"MM-CanESM5_Percentile_phos_585","585","percentile",14418257.7,14418257.7,60.818333380429,21523
"2",-0.00442561585122337,"MM-CMCC-ESM2_Percentile_phos_585","585","percentile",13876308.6,13876308.6,58.5323123004323,20714
"3",-0.00455712162562434,"MM-GFDL-ESM4_Percentile_phos_585","585","percentile",12969933.9,12969933.9,54.7090903953206,19361
"4",-0.00444219747602478,"MM-IPSL-CM6A-LR_Percentile_phos_585","585","percentile",14313083.4,14313083.4,60.3746927011218,21366
"5",-0.00450263142091943,"MM-NorESM2-MM_Percentile_phos_585","585","percentile",14539509.6,14539509.6,61.329791743197,21704
