"","feature","EM_Feature_CombinedMetric_585","EM_Feature_MHW_585","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"58","Acanthurus_thompsoni",49.8170731707317,53.4146341463415,54.8170731707317,46.0975609756098,43.3536585365854,43.109756097561
"59","Acanthurus_triostegus",53.9860888175495,56.9823434991974,57.7314071696094,50.1337613697164,42.0010700909577,47.9935794542536
"60","Acanthurus_xanthopterus",53.9367970005356,57.2040707016604,57.7396893411891,50.0267809319764,41.7782538832351,47.7771826459561
"61","Acar_domingensis",50.123609394314,55.2533992583436,55.5006180469716,46.9715698393078,40.7292954264524,41.9035846724351
"62","Acar_plicata",53.7545313309166,56.8617296737442,57.6903158984982,49.9741066804764,41.8953909891248,47.6437079233558
"63","Acarnus_caledoniensis",37.6068376068376,46.1538461538462,82.051282051282,35.042735042735,34.1880341880342,33.3333333333333
"64","Acartia_danae",47.6744186046512,70.9302325581395,65.4069767441861,65.6976744186046,35.4651162790698,49.4186046511628
"65","Acartia_negligens",100,100,50,50,50,50
"66","Acasta_conica",61.875,58.875,51.125,50.75,40.75,40.75
"67","Acasta_cyathus",52.9229177444387,56.9063631660631,60.0620796689084,51.7330574236937,39.8861872736679,48.7325400931195
"68","Acasta_echinata",62.1900826446281,58.1611570247934,49.4834710743802,48.0371900826446,45.4545454545455,42.7685950413223
"69","Acasta_fenestrata",55.6734693877551,57.3061224489796,54.1224489795918,46.6938775510204,45.1428571428571,43.7551020408163
"70","Acasta_japonica",58.6181818181818,54.2545454545455,47.6363636363636,43.2727272727273,47.9272727272727,40.4363636363636
"71","Acasta_purpurata",58.3482944344704,55.475763016158,51.705565529623,51.5260323159785,42.3698384201077,37.342908438061
"72","Acaudina_molpadioides",56.7062818336163,53.9049235993209,48.0475382003396,45.9252971137521,46.6044142614601,40.2376910016978
"73","Accalathura_themeda",41.4342629482072,60.9561752988048,79.2828685258964,37.0517928286853,36.6533864541833,53.3864541832669
"74","Acentrogobius_janthinopterus",57.4007220216607,55.956678700361,52.6173285198556,47.2021660649819,46.2996389891697,42.870036101083
"75","Acentrogobius_moloanus",57.3679332715477,55.1436515291937,51.8072289156626,47.7293790546803,46.4318813716404,41.8906394810009
"76","Acentrogobius_nebulosus",61.2603305785124,54.8553719008264,50.6198347107438,48.0371900826446,48.0371900826446,41.7355371900826
"77","Acentrogobius_suluensis",60.4099244875944,57.3894282632147,51.2405609492988,48.8673139158576,45.7389428263215,42.8263214670982
"78","Acentronura_breviperula",53.422619047619,55.4315476190476,54.7619047619048,47.8422619047619,43.452380952381,42.8571428571429
"79","Acesta_rathbuni",57.2026800670017,53.5175879396985,47.319932998325,45.8123953098827,46.9849246231156,40.0335008375209
"80","Achaeus_curvirostris",58.8735387885229,54.3039319872476,47.8214665249734,46.5462274176408,46.4399574920298,40.913921360255
"81","Achaeus_lacertosus",58.8541666666667,54.5833333333333,51.0416666666667,47.3958333333333,47.3958333333333,41.3541666666667
"82","Achelia_assimilis",56.471764117941,54.7726136931534,53.3733133433283,46.1269365317341,44.3778110944528,45.1274362818591
"83","Achelia_besnardi",52.5269262634631,55.6752278376139,52.9411764705882,46.2303231151616,43.4962717481359,41.5907207953604
"84","Achelia_nana",48.8442822384428,55.1094890510949,56.1435523114355,39.5377128953771,42.7615571776156,39.4160583941606
"85","Achelia_sawayai",53.3939070016034,56.2800641368252,57.93693212186,50.4543025120256,41.9561731694281,47.8353821485836
"86","Aciculites_orientalis",41.5983606557377,55.8401639344262,65.0614754098361,45.9016393442623,36.9877049180328,41.8032786885246
"87","Aciculites_tulearensis",55.0621669626998,53.9964476021314,47.6021314387211,46.0923623445826,46.8028419182948,39.1651865008881
"88","Acoetes_pacifica",69.2307692307692,61.5384615384615,68.3076923076923,69.8461538461538,48.6153846153846,78.1538461538461
"89","Acreichthys_radiatus",52.4857954545455,55.3267045454545,55.46875,46.3068181818182,43.1818181818182,42.5426136363636
"90","Acreichthys_tomentosus",58.0584354382658,57.3044297832234,50.8953817153629,48.0678605089538,46.0885956644675,42.7898209236569
"91","Acrocalanus_gibber",55.5386949924128,52.6555386949924,50.4805260495701,42.7415275670207,46.0799190692969,39.807789580172
"92","Acropoma_japonicum",58.5644371941272,53.9151712887439,48.4502446982055,43.4747145187602,48.694942903752,39.8042414355628
"93","Acropoma_lecorneti",39.6642182581322,52.5708289611752,68.9401888772298,37.5131164742917,35.9916054564533,37.2507869884575
"94","Acropora_abrotanoides",54.4431279620853,56.2203791469194,58.175355450237,50.0592417061611,43.0094786729858,47.9857819905213
"95","Acropora_aculeus",52.3777173913043,55.9103260869565,56.4538043478261,46.6032608695652,42.5951086956522,44.0217391304348
"96","Acropora_anthocercis",52.8776978417266,55.1798561151079,55.1798561151079,46.5467625899281,43.8848920863309,42.6618705035971
"97","Acropora_aspera",51.7333333333333,56.0666666666667,55.2,46.3333333333333,42.1333333333333,43.0666666666667
"98","Acropora_austera",54.7449584816133,56.9988137603796,58.1257413997628,49.9406880189798,42.6453143534994,48.0427046263345
"99","Acropora_carduus",53.3662754786906,55.4045707226683,56.3928350833848,49.9691167387276,42.3100679431748,45.9542927733169
"100","Acropora_cerealis",52.0374081496326,55.5110220440882,56.4462257849031,46.3593854375418,42.9525718102872,44.2217768871076
"101","Acropora_chesterfieldensis",47.7493380406002,51.1032656663725,55.6928508384819,46.6902030008826,42.6301853486319,40.6884377758164
"102","Acropora_clathrata",54.4163063619518,56.4546016059296,57.3193329215565,49.7838171710933,42.5571340333539,47.0660901791229
"103","Acropora_cytherea",54.4273907910272,56.198347107438,58.0283353010626,50.0590318772137,43.0932703659976,47.9929161747344
"104","Acropora_danai",55.0185873605948,56.3816604708798,58.17843866171,49.4423791821561,43.4324659231722,47.8934324659232
"105","Acropora_dendrum",55.2631578947368,55.6618819776715,54.3062200956938,47.6874003189793,43.859649122807,41.9457735247209
"106","Acropora_digitifera",54.9879807692308,56.7908653846154,57.9326923076923,49.8197115384615,42.9086538461538,47.7764423076923
"107","Acropora_divaricata",56.701030927835,56.6151202749141,53.5223367697594,46.9072164948454,45.446735395189,43.213058419244
"108","Acropora_donei",54.6238244514107,56.269592476489,54.7805642633229,47.1003134796238,44.0438871473354,42.7899686520376
"109","Acropora_echinata",55.7627118644068,57.2881355932203,52.2881355932203,47.9661016949153,44.4067796610169,43.3898305084746
"110","Acropora_efflorescens",56.368330464716,56.2822719449225,52.8399311531842,47.3321858864028,45.1807228915663,43.7177280550775
"111","Acropora_elseyi",54.5012165450122,56.5693430656934,57.7250608272506,50.0608272506083,42.5182481751825,47.5060827250608
"112","Acropora_exquisita",52.6676829268293,55.1067073170732,54.2682926829268,47.1036585365854,42.6067073170732,41.9969512195122
"113","Acropora_florida",54.1950113378685,55.7067271352986,55.177626606198,47.4678760393046,43.5374149659864,43.4618291761149
"114","Acropora_formosa",54.5671641791045,56.4776119402985,58.0298507462687,50.2089552238806,42.4477611940299,47.7611940298507
"115","Acropora_gemmifera",53.9792387543253,56.6897347174164,57.6701268742791,49.8846597462514,42.3298731257209,47.520184544406
"116","Acropora_glauca",58.1166549543219,57.6247364722417,55.9381588193956,50.8081517919888,43.8510189739986,47.9971890372453
"117","Acropora_globiceps",53.7431527693244,55.6908094948265,57.6993304930006,50.4564820450396,42.9701765063908,48.1436396835058
"118","Acropora_grandis",53.6404160475483,55.6463595839525,54.9034175334324,47.1025260029718,43.7592867756315,43.0163447251114
"119","Acropora_granulosa",53.8231780167264,55.973715651135,57.6463560334528,50,41.9354838709677,47.1326164874552
"120","Acropora_halmaherae",58.6363636363636,54.3181818181818,48.75,50.3409090909091,42.1590909090909,39.6590909090909
"121","Acropora_horrida",57.3252688172043,57.4596774193548,56.6532258064516,51.0752688172043,43.8172043010753,47.5134408602151
