"","feature","EM_Feature_CombinedMetric_585","EM_Feature_MHW_585","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"1127","Bufonaria_thersites",49.5836487509463,53.2929598788796,54.4284632853899,46.328538985617,42.6949280847843,40.1968205904618
"1128","Bulbonaricus_brauni",62.1883656509695,58.5872576177285,49.584487534626,49.0304709141274,41.2742382271468,39.8891966759003
"1129","Bulbonaricus_davaoensis",58.2120582120582,54.6777546777547,50.2079002079002,47.7130977130977,46.985446985447,41.3721413721414
"1130","Bulla_ampulla",54.4927536231884,57.1739130434783,53.3333333333333,46.6666666666667,43.3333333333333,43.6231884057971
"1131","Bulla_punctulata",54.8951048951049,56.8764568764569,58.5081585081585,50.1165501165501,43.006993006993,48.6013986013986
"1132","Bulla_quoyii",52.7472527472528,65.9340659340659,69.7802197802198,70.8791208791209,48.9010989010989,50.5494505494505
"1133","Bulla_vernicosa",54.5942720763723,56.9212410501193,58.054892601432,49.7016706443914,42.7207637231504,47.8520286396181
"1134","Bullina_lineata",43.928035982009,65.0674662668666,71.0644677661169,50.6746626686657,38.2308845577211,46.4767616191904
"1135","Bunaka_gyrinoides",58.9388696655133,53.9792387543253,47.9815455594002,45.7900807381776,48.4429065743945,39.1003460207612
"1136","Bursa_bufonia",54.7815820543093,56.4935064935065,58.3234946871311,50.1180637544274,42.9161747343566,48.2290436835891
"1137","Bursa_condita",46.2897526501767,55.4770318021201,61.13074204947,45.0530035335689,39.9293286219081,44.8763250883392
"1138","Bursa_cruentata",51.249107780157,54.8179871520343,55.6745182012848,46.3240542469664,42.3982869379015,42.469664525339
"1139","Bursa_granularis",56.0885608856088,51.070110701107,44.8708487084871,48.7822878228782,46.5682656826568,39.3357933579336
"1140","Bursa_lamarckii",52.8752800597461,55.7879014189694,54.8170276325616,46.9006721433906,42.8678117998506,42.2703510082151
"1141","Bursa_latitudo",48.2512953367876,53.0440414507772,54.9870466321243,46.5025906735751,41.5155440414508,39.8963730569948
"1142","Bursa_lucaensis",46.5857359635812,52.4279210925645,54.6282245827011,47.4962063732929,41.9575113808801,39.9089529590288
"1143","Bursa_rhodostoma",51.5225334957369,53.7149817295981,52.557856272838,46.7722289890378,41.9001218026797,41.4129110840438
"1144","Bursa_rosa",49.5245062179956,52.6700804681785,54.9378200438917,45.7205559619605,42.794440380395,40.9656181419166
"1145","Bursa_tuberosissima",54.3735224586288,56.5799842395587,52.0882584712372,47.9117415287628,43.2624113475177,44.2868400315209
"1146","Bursatella_leachii",56.3066776586974,57.1310799670239,54.9051937345425,46.6611706512778,45.0948062654575,44.0230832646331
"1147","Bursina_fijiensis",40.5293631100083,54.177005789909,58.1472291149711,49.0488006617039,40.3639371381307,40.2812241521919
"1148","Bursina_ignobilis",49.0853658536585,53.109756097561,53.9024390243902,44.8780487804878,42.3170731707317,39.8170731707317
"1149","Busquilla_plantei",36.1182519280206,61.1825192802057,67.6092544987146,40.8740359897172,41.6452442159383,46.0154241645244
"1150","Busquilla_quadraticauda",53.9023020774846,56.4851207186974,56.7097136440202,49.5788882650196,41.886580572712,46.771476698484
"1151","Butis_amboinensis",54.3529411764706,55.7647058823529,55.7647058823529,45.8823529411765,43.5294117647059,42.6666666666667
"1152","Butis_butis",60.9090909090909,56.1616161616162,50.7070707070707,48.0808080808081,47.5757575757576,41.8181818181818
"1153","Butis_melanostigma",59.7883597883598,52.1164021164021,43.9153439153439,40.3880070546737,50.705467372134,37.8306878306878
"1154","Cabillus_lacertops",54.925187032419,56.6708229426434,57.4812967581047,50.1870324189526,42.5187032418953,47.2568578553616
"1155","Cabillus_macrophthalmus",48.4404837683004,50.6683640992998,53.9783577339274,44.6212603437301,43.093570973902,38.0649267982177
"1156","Cabillus_tongarevae",51.1988716502116,53.1029619181946,56.8406205923836,48.3779971791255,44.0056417489422,44.7813822284908
"1157","Cadella_semen",53.0126849894292,56.2367864693446,57.7167019027484,50.6342494714588,41.4904862579281,47.4630021141649
"1158","Cadlinella_ornatissima",53.3190578158458,56.2455389007851,56.1741613133476,46.5381870092791,42.9693076374019,43.1834403997145
"1159","Caducifer_decapitata",52.5077399380805,53.9938080495356,58.2043343653251,50.2167182662539,42.6625386996904,46.8730650154799
"1160","Cadulus_aratus",40.6106870229008,52.1374045801527,57.4045801526718,46.1068702290076,41.5267175572519,40.0763358778626
"1161","Cadulus_cyathoides",60.4231166150671,47.3684210526316,39.4736842105263,41.7440660474716,52.9411764705882,35.8101135190918
"1162","Cadulus_simillimus",44.8275862068966,52.765126870527,62.1990891346779,39.1021470396877,37.4105400130124,38.4515289525049
"1163","Cadulus_vincentianus",39.7260273972603,67.1232876712329,56.1643835616438,73.972602739726,47.945205479452,52.0547945205479
"1164","Cadulus_woodhousae",36.2765957446808,59.6808510638298,73.2978723404255,37.2340425531915,36.063829787234,41.4893617021277
"1165","Caecosagitta_macrocephala",40.8727539420609,40.8751986309742,43.2294340545166,42.3640141791957,43.0949761642831,45.4443222099988
"1166","Caesio_caerulaurea",53.4398888116748,56.1501042390549,55.3856845031272,47.324530924253,43.363446838082,43.6414176511466
"1167","Caesio_teres",52.0687460216423,56.2062380649268,56.3971992361553,46.8491406747295,42.5843411839593,44.6212603437301
"1168","Calanoides_brevicornis",100,51.8987341772152,83.5443037974684,96.2025316455696,100,51.8987341772152
"1169","Calanopia_elliptica",58.8724584103512,56.0998151571165,51.5711645101664,47.5970425138632,47.3197781885397,42.5138632162662
"1170","Calantica_kampeni",58.2317073170732,53.4552845528455,45.3252032520325,42.7845528455285,48.8821138211382,39.7357723577236
"1171","Calantica_trispinosa",88.2352941176471,83.921568627451,65.8823529411765,62.7450980392157,38.4313725490196,61.1764705882353
"1172","Calappa_calappa",54.1046831955923,56.7493112947658,57.6859504132231,50.1377410468319,42.2038567493113,47.9338842975207
"1173","Calappa_capellonis",57.7929465301479,52.6734926052332,47.6678043230944,46.9852104664391,47.3265073947668,38.1114903299204
"1174","Calappa_gallus",53.7062937062937,56.2703962703963,58.3682983682984,50.3496503496504,41.3053613053613,48.2517482517483
"1175","Calappa_hepatica",53.245382585752,56.4643799472295,56.88654353562,50.0263852242744,41.1609498680739,46.8073878627968
"1176","Calappa_philargius",62.107803700724,57.8439259855189,52.4537409493162,52.0514883346742,43.8455349959775,46.9026548672566
"1177","Calappa_woodmasoni",50.2161383285303,52.8097982708934,53.9625360230548,43.6599423631124,42.5792507204611,40.4899135446686
"1178","Calaxius_sibogae",50.7396449704142,46.4497041420118,47.6331360946746,54.585798816568,49.2603550295858,43.7869822485207
"1179","Calcinus_anani",47.0790378006873,55.0973654066438,72.62313860252,49.942726231386,41.6953035509737,58.5337915234823
"1180","Calcinus_elegans",54.1593949970913,56.4281559045957,59.1041303083188,50.8435136707388,42.1175101803374,48.9237929028505
"1181","Calcinus_gaimardii",54.9320732427643,56.8222090962788,58.3579444772593,50.0295333727112,43.0005906674542,48.198464264619
"1182","Calcinus_guamensis",53.8376587520707,56.322473771397,57.3716178906681,50.0276090557703,42.4627277747101,47.5980121479845
"1183","Calcinus_haigae",51.6875,54.3125,59.5,51.75,42,48.25
"1184","Calcinus_imperialis",50.8196721311475,64.4808743169399,83.2422586520947,52.8233151183971,34.0619307832423,66.120218579235
"1185","Calcinus_isabellae",48.7216946676406,53.1775018261505,61.2856099342586,52.7392257121987,41.709276844412,49.963476990504
"1186","Calcinus_laevimanus",54.1487068965517,56.8426724137931,57.8125,50.1616379310345,42.2952586206897,48.0603448275862
"1187","Calcinus_latens",53.9587852494577,56.7245119305857,57.646420824295,50.1084598698482,42.2993492407809,47.8308026030369
"1188","Calcinus_lineapropodus",52.2074281709881,55.8514365802383,55.781359495445,46.1807988787666,42.7470217238963,42.8871758934828
"1189","Calcinus_minutus",52.6510480887793,54.8705302096178,56.7200986436498,48.6436498150432,43.2182490752158,45.9309494451295
"1190","Calcinus_morgani",51.6265060240964,55.0602409638554,55.3012048192771,46.6265060240964,43.1325301204819,44.2168674698795
"1191","Calcinus_pulcher",52.116585704372,55.3782095766829,55.9333795975017,46.5648854961832,42.470506592644,42.8868841082582
"1192","Calcinus_seurati",51.1145272867025,54.7271329746349,61.7986164488855,48.5780169100692,43.5818601076095,48.6548808608762
"1193","Calcinus_spicatus",51.3103448275862,64.8275862068965,77.9310344827586,53.6551724137931,34.7586206896552,64.4137931034483
"1194","Calcinus_vachoni",54.1095890410959,56.3926940639269,59.0182648401826,50.8561643835616,41.9520547945205,48.972602739726
"1195","Callanthias_australis",44.4444444444444,35.5555555555556,75.5555555555556,42.2222222222222,44.4444444444444,42.2222222222222
"1196","Callechelys_catostoma",52.5883838383838,54.229797979798,57.8282828282828,50.2525252525252,43.0555555555556,46.8434343434343
"1197","Callechelys_marmorata",52.8475199020208,54.1947336191059,57.5015309246785,49.5407225964483,42.6821800367422,46.4788732394366
"1198","Callianassa_joculatrix",51.5945330296128,54.4419134396355,54.3280182232346,45.6719817767654,42.4829157175399,41.1731207289294
"1199","Callianassa_modesta",56.8452380952381,58.0357142857143,49.4047619047619,55.6547619047619,41.8154761904762,39.1369047619048
"1200","Callianidea_typa",54.8970679975047,56.4566437928883,58.4529008109794,49.4697442295696,43.5433562071117,48.0973175296319
"1201","Calliodentalium_balanoides",46.6765873015873,50.7936507936508,55.2579365079365,43.8988095238095,41.9146825396825,38.343253968254
"1202","Calliodentalium_crocinum",57.311320754717,52.9481132075472,48.8797169811321,42.6297169811321,47.5235849056604,38.9740566037736
"1203","Callionymus_afilum",51.6713091922006,50.2785515320334,46.2395543175487,48.1894150417827,49.025069637883,37.0473537604457
"1204","Callionymus_bairdi",49.9319727891156,54.5578231292517,55.3061224489796,46.530612244898,41.9047619047619,41.7006802721088
"1205","Callionymus_brevianalis",50.256035113387,52.7432333577176,54.6452084857352,45.6474030724214,42.9407461594733,40.9656181419166
"1206","Callionymus_delicatulus",56.3791008505468,49.453219927096,45.0789793438639,45.6865127582017,49.0886998784933,35.722964763062
"1207","Callionymus_enneactis",58.2336706531739,56.853725850966,51.7019319227231,47.378104875805,46.5501379944802,43.2382704691812
"1208","Callionymus_fluviatilis",58.1572273879966,57.396449704142,49.2814877430262,47.083685545224,45.6466610312764,41.5891800507185
"1209","Callionymus_formosanus",62.2481442205726,58.1124072110286,49.7348886532344,48.356309650053,45.1749734888653,42.3117709437964
"1210","Callionymus_goodladi",49.0591397849462,50,48.5215053763441,49.1935483870968,48.252688172043,37.7688172043011
"1211","Callionymus_grossi",58.8390501319261,50.5277044854881,47.2295514511873,46.3060686015831,49.6042216358839,38.1266490765171
"1212","Callionymus_japonicus",58.9392643284859,56.8862275449102,49.2728828058169,47.3053892215569,46.9632164242943,42.087254063302
"1213","Callionymus_kanakorum",35.9066427289048,63.016157989228,81.1490125673249,33.572710951526,32.1364452423698,43.8061041292639
"1214","Callionymus_keeleyi",49.3202416918429,53.7009063444109,54.3051359516616,46.9033232628399,42.5981873111783,40.4078549848943
"1215","Callionymus_marleyi",61.6720955483171,55.157437567861,50.3800217155266,47.2312703583062,47.7741585233442,42.0195439739414
"1216","Callionymus_moretonensis",56.5600882028666,50.2756339581036,47.7398015435502,47.0782800441014,48.0705622932745,38.4785005512679
"1217","Callionymus_pleurostictus",54.9004594180704,55.895865237366,55.2067381316999,47.4732006125574,43.4915773353752,43.5681470137825
"1218","Callionymus_rivatoni",37.8980891719745,62.4203821656051,80.8917197452229,35.6687898089172,32.8025477707006,47.4522292993631
"1219","Callionymus_simplicicornis",52.4886877828054,54.6218487394958,58.2417582417582,52.1008403361345,42.4046541693601,47.8991596638655
"1220","Callionymus_tethys",41.0526315789474,62.6315789473684,80.2631578947368,38.1578947368421,34.2105263157895,49.7368421052632
"1221","Callipallene_brevirostris",51.8518518518518,44.4444444444444,81.4814814814815,48.1481481481481,51.8518518518518,48.1481481481481
"1222","Callipallene_novaezealandiae",50.3678551216752,54.0464063384267,54.1595925297114,45.3310696095076,42.1052631578947,40.5206564799094
"1223","Callipelta_punctata",39,42,79,36,34,34
"1224","Callista_erycina",53.1791907514451,56.2861271676301,56.7196531791908,46.0260115606936,43.4248554913295,42.7745664739884
"1225","Callista_lilacina",51.4563106796116,54.8543689320388,54.4660194174757,46.8932038834951,44.8543689320388,40.9708737864078
"1226","Callistochiton_granifer",50.7896399241946,53.4428300694883,55.085281111813,46.5571699305117,43.7144662034112,43.9039797852179
"1227","Callistoctopus_aspilosomatis",41.7721518987342,59.4936708860759,40.5063291139241,50.6329113924051,63.2911392405063,35.4430379746835
"1228","Callistoctopus_ornatus",54.9882629107981,56.7488262910798,58.2746478873239,50,43.3098591549296,48.4154929577465
"1229","Callogobius_centrolepis",56.2955254942768,46.9302809573361,43.0801248699272,47.7627471383975,45.7856399583767,39.0218522372529
"1230","Callogobius_clitellus",57.6086956521739,56.3241106719368,50.197628458498,48.1225296442688,45.5533596837945,42.1936758893281
"1231","Callogobius_flavobrunneus",50,53.6098310291859,55.2995391705069,46.3901689708141,42.9339477726574,41.0138248847926
"1232","Callogobius_hasseltii",54.1595925297114,54.7538200339559,53.3106960950764,46.6893039049236,45.1612903225806,42.6994906621392
"1233","Callogobius_hastatus",57.8483245149912,58.0246913580247,51.7636684303351,48.6772486772487,43.4744268077601,44.0917107583774
"1234","Callogobius_maculipinnis",56.2778272484417,50.9349955476402,46.0373998219056,49.7773820124666,46.5716829919858,39.8040961709706
"1235","Callogobius_okinawae",61.6483516483516,54.5054945054945,49.3406593406593,48.1318681318681,48.1318681318681,40.7692307692308
"1236","Callogobius_plumatus",54.5399515738499,56.1743341404358,58.4745762711864,49.1525423728814,43.6440677966102,48.1234866828087
"1237","Callogobius_producta",56.701030927835,58.7628865979381,44.3298969072165,61.8556701030928,58.7628865979381,42.2680412371134
"1238","Callogobius_sclateri",52.7744270205066,54.4028950542823,57.7804583835947,49.8793727382388,42.9433051869723,47.1652593486128
"1239","Callogobius_snelliusi",61,54.625,49.25,46,47.375,40.375
"1240","Calloplesiops_altivelis",53.1455961653685,55.4224086279209,56.5008987417615,49.6105452366687,42.7201917315758,46.5548232474536
"1241","Callyspongia_aerizusa",53.106936416185,55.7080924855491,54.2630057803468,47.9046242774566,42.4132947976879,42.7745664739884
"1242","Callyspongia_bullata",54.4642857142857,53.8690476190476,50.8928571428571,47.5198412698413,46.6269841269841,39.8809523809524
"1243","Callyspongia_confoederata",72,88,72,66.6666666666667,40,60
"1244","Callyspongia_crassifibra",47.8723404255319,41.2234042553192,38.031914893617,61.968085106383,38.563829787234,36.968085106383
"1245","Callyspongia_diffusa",54.5454545454545,57.1847507331378,54.1788856304985,47.5806451612903,42.741935483871,43.5483870967742
"1246","Callyspongia_flammea",48.3870967741936,54.147465437788,57.258064516129,43.4331797235023,42.2811059907834,40.2073732718894
"1247","Callyspongia_parva",40.8108108108108,51.1711711711712,55.7657657657658,47.9279279279279,42.5225225225225,39.4594594594595
"1248","Callyspongia_pseudofibrosa",40.2288732394366,51.1443661971831,56.6021126760563,47.9753521126761,42.2535211267606,40.1408450704225
"1249","Callyspongia_ridleyi",58.6466165413534,50.5012531328321,47.6190476190476,46.9924812030075,48.7468671679198,38.4711779448622
"1250","Callyspongia_subarmigera",51.2156862745098,54.0392156862745,53.8823529411765,47.4509803921569,43.2941176470588,41.4117647058824
"1251","Callyspongia_vaginalis",50.3046716316858,54.8408937034529,55.3825321597834,46.6486120514557,41.7738659444821,41.976980365606
"1252","Calocalanus_plumulosus",50.6209343583678,55.4701360141928,55.1744529863986,45.6534594914252,41.5730337078652,41.5730337078652
"1253","Calocarcinus_africanus",48.8440521227406,51.4501891551072,54.0563261874737,43.0432955023119,42.4968474148802,39.260193358554
"1254","Calothrix_confervicola",51.7948717948718,55.2380952380952,55.8241758241758,45.7875457875458,42.7838827838828,42.6373626373626
"1255","Calothrix_crustacea",50.6484149855908,53.8184438040346,55.2593659942363,45.7492795389049,43.0835734870317,41.7146974063401
"1256","Calotomus_carolinus",51.8518518518518,55.2568697729988,55.3166069295102,47.0131421744325,43.2497013142174,44.7431302270012
"1257","Calotomus_spinidens",55.7881773399015,57.3891625615764,55.7881773399015,51.0467980295566,42.7339901477833,47.1674876847291
"1258","Calpurnus_verrucosus",52.1081941129674,55.4494828957836,56.4041368337311,45.9824980111376,43.357199681782,42.3229912490056
"1259","Calumia_godeffroyi",52.3809523809524,50.8535489667565,47.9784366576819,48.0682839173405,45.3728661275831,39.8023360287511
"1260","Calumia_profunda",57.0500927643785,56.4007421150278,48.886827458256,47.9591836734694,44.6196660482375,41.4656771799629
"1261","Calycopsis_simulans",52.2498321020819,53.7609133646743,56.2458025520484,47.1457353928811,42.0416386836803,45.9368703828073
"1262","Calyptopora_sinuosa",38.9204545454545,48.8636363636364,80.9659090909091,34.375,36.0795454545455,35.5113636363636
"1263","Campages_ovalis",39.9503722084367,68.4863523573201,76.9230769230769,35.9801488833747,33.2506203473945,50.1240694789082
"1264","Campichthys_tricarinatus",51.4029180695847,52.9741863075196,52.8619528619529,47.5869809203143,47.3625140291807,40.4040404040404
"1265","Camposcia_retusa",53.5115303983228,55.7127882599581,56.2368972746331,49.4234800838574,41.7190775681342,45.9119496855346
"1266","Canarium_erythrinum",51.1941212492345,54.990814451929,54.6233925290876,46.050214329455,41.7636252296387,41.4574402939375
"1267","Canarium_maculatum",47.5742215785663,53.8740043446778,61.0427226647357,53.1498913830558,42.3606082548878,49.9637943519189
"1268","Canarium_mutabile",50.2958579881657,54.4970414201183,54.8520710059172,46.094674556213,41.3609467455621,41.2426035502959
"1269","Canarium_wilsonorum",39.7738951695786,52.7235354573484,57.3484069886948,47.6875642343268,40.9044193216855,41.6238437821172
"1270","Cancilla_fulgetrum",54.4186046511628,55.3488372093023,50.6976744186047,48.6511627906977,41.3953488372093,43.4418604651163
"1271","Candacia_pachydactyla",50.9184845005741,55.1090700344432,55.166475315729,46.0964408725603,41.6762342135476,41.9058553386912
"1272","Cantellius_acutum",61.3186813186813,54.1758241758242,49.8901098901099,47.2527472527472,48.021978021978,40.7692307692308
"1273","Cantellius_secundus",60.5911330049261,56.0591133004926,51.0344827586207,48.7684729064039,47.192118226601,42.8571428571429
"1274","Cantellius_septimus",57.4712643678161,56.3218390804598,53.0503978779841,46.5075154730327,46.2422634836428,42.9708222811671
"1275","Cantharus_fumosus",56.9494584837545,55.8664259927798,50,49.2779783393502,44.4945848375451,42.3285198555957
"1276","Cantharus_iostomus",53.1173594132029,54.5232273838631,57.518337408313,49.7555012224939,43.5819070904645,47.0660146699266
"1277","Cantharus_undosus",54.7953216374269,56.6666666666667,58.421052631579,49.9415204678363,43.0409356725146,48.3040935672515
"1278","Cantharus_wagneri",51.2039660056657,54.6033994334278,55.5240793201133,46.4589235127479,42.4220963172805,42.2804532577904
"1279","Cantherhines_dumerilii",54.037610619469,56.8030973451327,57.3008849557522,49.7787610619469,42.2013274336283,47.6769911504425
"1280","Cantherhines_fronticinctus",53.7296037296037,56.1188811188811,57.6923076923077,49.2424242424242,42.5407925407925,47.2027972027972
"1281","Cantherhines_pardalis",54.9180327868852,56.7915690866511,58.3138173302108,49.8829039812646,43.1498829039813,48.3021077283372
"1282","Canthidermis_maculata",56.9672131147541,57.4453551912568,52.6639344262295,52.1174863387978,42.5546448087432,46.379781420765
"1283","Canthidermis_sufflamen",51.8050541516246,53.6101083032491,48.1046931407942,48.1949458483755,42.9602888086643,38.9891696750903
"1284","Canthigaster_amboinensis",51.7647058823529,54.1830065359477,55.8823529411765,46.797385620915,43.5947712418301,44.2483660130719
"1285","Canthigaster_axiologus",52.9545454545455,55.9659090909091,56.9318181818182,49.6590909090909,41.8181818181818,46.875
"1286","Canthigaster_bennetti",54.4349939246659,56.9258809234508,57.7156743620899,49.2709599027947,42.5273390036452,47.2053462940462
"1287","Canthigaster_callisterna",38.3561643835616,38.3561643835616,80.8219178082192,39.7260273972603,36.986301369863,39.7260273972603
"1288","Canthigaster_compressa",54.1972290138549,55.9902200488998,53.2192339038305,47.5142624286879,43.439282803586,42.7872860635697
"1289","Canthigaster_coronata",47.8206724782067,53.6114570361146,58.5927770859278,51.681195516812,41.9676214196762,46.5130759651308
"1290","Canthigaster_epilampra",52.3427866831073,54.9321824907522,56.0419235511714,49.7533908754624,42.8483353884094,46.1159062885327
"1291","Canthigaster_janthinoptera",53.1707317073171,55.4268292682927,57.5609756097561,49.390243902439,42.6219512195122,46.8292682926829
"1292","Canthigaster_leoparda",58.2491582491582,42.7609427609428,44.7811447811448,49.4949494949495,46.4646464646465,38.7205387205387
"1293","Canthigaster_ocellicincta",53.7296037296037,56.4102564102564,56.7016317016317,49.8251748251748,42.016317016317,46.9114219114219
"1294","Canthigaster_rivulata",51.7938352703385,55.5836280949975,56.7458312278929,47.7513895907024,41.5361293582617,44.8206164729661
"1295","Canthigaster_solandri",54.7269524368761,56.5472695243688,57.8978273634762,50.381679389313,43.1004110393423,48.6200822078685
"1296","Canthigaster_tyleri",51.2912482065997,54.5911047345768,54.8780487804878,46.3414634146341,42.3242467718795,42.0373027259684
"1297","Canthigaster_valentini",54.1387024608501,56.65548098434,57.662192393736,49.9440715883669,42.7293064876958,47.986577181208
"1298","Canthocalanus_pauper",56.1493882807469,54.9259497746297,51.577591757888,43.3998712169994,45.7823567289118,41.7256922086285
"1299","Caphyra_loevis",52.8225806451613,54.3548387096774,54.5161290322581,46.4516129032258,44.5161290322581,41.8548387096774
"1300","Caphyra_rotundifrons",50.9705248023005,53.5585909417685,58.9503953989935,51.1143062544932,43.7095614665708,47.6635514018692
"1301","Caphyra_unidentata",53.5475234270415,45.9170013386881,47.1218206157965,46.3186077643909,49.2637215528782,39.0896921017403
"1302","Capillaster_multiradiatus",55.956956187548,55.7263643351268,49.7309761721753,45.8109146810146,46.0415065334358,41.6602613374327
"1303","Capilliporcellana_wolffi",38.1679389312977,46.5648854961832,80.9160305343512,37.4045801526718,39.6946564885496,35.1145038167939
"1304","Capitella_capitata",37.3177842565598,34.402332361516,79.8833819241982,30.9037900874636,39.3586005830904,32.6530612244898
"1305","Caprella_equilibra",33.6842105263158,33.6842105263158,62.1052631578947,42.1052631578947,70.5263157894737,33.6842105263158
"1306","Caprella_scaura",54.2304593070105,59.3875906526994,59.3875906526994,48.2675261885576,39.5648670427075,43.2715551974214
"1307","Caprodon_schlegelii",53.1914893617021,54.0296582849774,52.9980657640232,45.4545454545455,45.1966473243069,42.8110896196003
"1308","Caracanthus_maculatus",52.9185375240539,54.842847979474,57.7293136626042,50.4169339320077,43.1686978832585,46.8890314304041
"1309","Caracanthus_unipinna",52.5175270873168,54.6207775653282,56.4690885914595,48.7571701720841,43.3397068196303,45.8891013384321
"1310","Carangoides_chrysophrys",59.7744360902256,57.0488721804511,49.812030075188,47.6503759398496,46.4285714285714,42.8571428571429
"1311","Carangoides_coeruleopinnatus",59.9429115128449,56.6127497621313,49.6669838249286,47.6688867745005,46.7174119885823,42.2454804947669
"1312","Carangoides_dinema",59.778305621536,57.0863024544735,53.5233570863025,50.9897070467142,44.6555819477435,47.0308788598575
"1313","Carangoides_equula",57.7046548956661,54.1733547351525,50.4012841091493,45.6661316211878,47.8330658105939,42.3756019261637
"1314","Carangoides_ferdau",54.3538546866334,57.1824736550194,57.5707154742097,49.9722684414864,42.318358291736,48.0310593455352
"1315","Carangoides_fulvoguttatus",55.3159851301115,58.364312267658,54.3494423791822,47.0631970260223,43.5687732342007,44.3866171003717
"1316","Carangoides_gymnostethus",57.2839506172839,56.9547325102881,52.0164609053498,47.5720164609053,45.5144032921811,43.4567901234568
"1317","Carangoides_hedlandensis",62.6798561151079,55.7553956834532,52.2482014388489,51.1690647482014,45.5935251798561,45.5935251798561
"1318","Carangoides_humerosus",59.2028135990621,53.3411488862837,48.1828839390387,47.2450175849941,47.4794841735053,40.3282532239156
"1319","Carangoides_malabaricus",59.9264705882353,57.1691176470588,50.0919117647059,47.3345588235294,46.3235294117647,42.7389705882353
"1320","Carangoides_oblongus",57.0965125709651,55.7988645579887,52.0681265206813,47.2830494728305,46.8775344687753,43.5523114355231
"1321","Carangoides_orthogrammus",52.793439261917,56.0738083034341,56.9451563300871,49.3593029215787,41.7734495130702,46.6427473090723
"1322","Carangoides_plagiotaenia",53.4800409416581,55.9365404298874,56.6018423746162,49.539406345957,41.8628454452405,46.3664278403275
"1323","Caranx_bucculentus",61.520190023753,62.2327790973872,46.7933491686461,49.6437054631829,32.7790973871734,34.2042755344418
"1324","Caranx_ignobilis",53.6423841059603,56.2404482934284,56.8008150789608,49.5669893020886,41.8237391747326,46.6632705043301
"1325","Caranx_lugubris",53.4883720930233,55.4947560419517,57.2275421796626,49.4756041951664,42.1796625626995,47.1956224350205
"1326","Caranx_melampygus",53.6645351697,56.1239547466798,57.5012297097885,49.7294638465322,42.1052631578947,47.2208558780128
"1327","Caranx_papuensis",53.5823170731707,54.8780487804878,53.4298780487805,46.7225609756098,45.3506097560976,42.7591463414634
"1328","Caranx_sexfasciatus",58.1890812250333,58.5885486018642,54.7936085219707,50.4660452729694,42.8095872170439,47.6031957390146
"1329","Caranx_tille",57.8098471986418,56.7911714770798,51.018675721562,46.9439728353141,45.5008488964346,42.9541595925297
"1330","Caranx_vinctus",48.1587928866535,30.0341296928328,30.0341296928328,34.9919166516975,74.4027303754266,47.6378659960481
"1331","Carapus_mourlani",52.7546777546778,56.0810810810811,57.3804573804574,50.051975051975,41.3721413721414,47.037422037422
"1332","Carcharhinus_albimarginatus",51.5969581749049,55.6273764258555,56.4638783269962,46.3498098859316,41.9391634980989,45.3231939163498
"1333","Carcharhinus_altimus",52.8804815133276,55.8899398108341,57.0077386070507,46.4316423043852,41.9604471195185,45.3138435081685
"1334","Carcharhinus_amblyrhynchos",49.9244712990937,53.5498489425982,55.4380664652568,44.297583081571,41.4652567975831,42.2205438066465
"1335","Carcharhinus_amboinensis",59.73630831643,57.0993914807302,48.8843813387424,46.9574036511156,46.4503042596349,42.2920892494929
"1336","Carcharhinus_falciformis",40.9150440932507,34.7245263249804,33.554527198114,36.5799353881079,62.3810355365406,38.3087400681044
"1337","Carcharhinus_fitzroyensis",38.7755102040816,73.469387755102,55.1020408163265,81.6326530612245,31.6326530612245,37.7551020408163
"1338","Carcharhinus_galapagensis",53.1494252873563,55.3563218390805,57.1494252873563,49.3793103448276,42.5287356321839,46.9425287356322
"1339","Carcharhinus_leucas",53.8622129436326,57.2025052192067,57.8810020876827,50.3131524008351,41.4926931106472,47.9123173277662
"1340","Carcharhinus_limbatus",54.4401544401544,57.1428571428571,57.6944291230006,50.4688361831219,41.8643132928847,47.9316050744622
"1341","Carcharhinus_longimanus",41.9341018850288,36.3218569870696,35.0249260009347,38.3081476865555,58.8604143947655,38.5574076959028
"1342","Carcharhinus_melanopterus",54.3977591036415,57.2549019607843,57.3109243697479,49.8039215686275,42.2408963585434,48.0672268907563
"1343","Carcharhinus_plumbeus",52.6985519964897,56.2088635366389,57.9201404124616,48.4861781483107,41.6410706450197,46.5993856954805
"1344","Carcharhinus_sealei",61.4406779661017,55.5084745762712,50.8474576271186,47.8813559322034,47.0338983050847,42.0550847457627
"1345","Carcharhinus_sorrah",59.7649186256781,57.7757685352622,50.4520795660036,48.1916817359855,45.8408679927667,42.7667269439421
"1346","Carcharodon_carcharias",42.4758753791012,46.5839536807279,46.3633857182244,38.3236834849738,47.3724841466777,42.9556106975462
"1347","Cardiomya_alcocki",59.4499294781382,52.4682651622003,46.0507757404796,42.8772919605078,49.2947813822285,38.9985895627645
"1348","Cardisoma_carnifex",52.9675810473816,55.3615960099751,57.1571072319202,49.6758104738155,41.9451371571072,46.5835411471322
"1349","Cardita_variegata",54.0965816603364,57.2436245252306,57.7319587628866,50.1899077590884,41.6711882799783,47.8567552902876
