"","feature","MM-NorESM2-MM_Percentile_o2os_585","MM-IPSL-CM6A-LR_Percentile_o2os_585","MM-GFDL-ESM4_Percentile_o2os_585","MM-CMCC-ESM2_Percentile_o2os_585","MM-CanESM5_Percentile_o2os_585"
"1","Abalistes_filamentosus",34.0759075907591,34.4224422442244,35,33.3828382838284,33.7293729372937
"2","Abalistes_stellaris",33.7462686567164,32.4925373134328,34.7910447761194,31.25284738041,31.4808043875686
"3","Abdopus_abaculus",33.8976377952756,34.4488188976378,34.4488188976378,33.8976377952756,34.1732283464567
"4","Abietinaria_immersa",35,35,35,35,31.2704918032787
"5","Ablennes_hians",34.3360433604336,33.0081300813008,34.1463414634146,32.7529182879377,32.6287262872629
"6","Abralia_andamanica",33.0027173913043,32.4320652173913,34.5244565217391,31.8426103646833,33.7635869565217
"7","Abralia_astrosticta",34.1961130742049,33.9487632508834,33.8250883392226,34.1342756183746,31.4134275618375
"8","Abraliopsis_hoylei",33.8793103448276,33.7068965517241,33.6637931034483,31.8392070484581,30.948275862069
"9","Abudefduf_septemfasciatus",34.5042492917847,33.7110481586402,34.1076487252125,32.7564102564103,32.8186968838527
"10","Abudefduf_sexfasciatus",34.1841491841492,33.2051282051282,34.5104895104895,32.3126142595978,32.7972027972028
"11","Abudefduf_sordidus",34.5218579234973,32.9918032786885,34.2349726775956,32.8599605522682,32.6092896174863
"12","Abudefduf_vaigiensis",34.2152466367713,32.8811659192825,34.5291479820628,32.5126903553299,32.6457399103139
"13","Abyla_haeckeli",34.0349264705882,32.3621323529412,34.0349264705882,32.3114525139665,32.6838235294118
"14","Abylopsis_eschscholtzi",34.1938579654511,32.3800383877159,34.3282149712092,32.6597325408618,32.6487523992322
"15","Abylopsis_tetragona",34.2030360531309,32.6091081593928,34.0037950664137,32.5,32.1442125237192
"16","Acalyptophis_peronii",30.2030456852792,32.5221238938053,33.962962962963,31.3521126760563,34.5353982300885
"17","Acanthanas_pusillus",33.9594594594595,33.5810810810811,34.4324324324324,33.9594594594595,32.2567567567568
"18","Acanthaster_planci",34.125,32.375,34.125,32.4322169059011,32.8125
"19","Acanthastrea_echinata",34.1463414634146,32.6718403547672,34.3791574279379,32.5418060200669,32.6718403547672
"20","Acanthastrea_ishigakiensis",34.1532258064516,32.8360215053763,34.6236559139785,31.6050808314088,30.9845890410959
"21","Acanthaxius_miyazakiensis",34.2045454545455,33.9393939393939,34.8232323232323,31.640625,32.0288624787776
"22","Acanthaxius_spinosissimus",33.314447592068,34.0613026819923,34.3346007604563,34.7318007662835,33.3908045977011
"23","Acanthella_cavernosa",33.9795918367347,33.469387755102,34.7959183673469,31.8024691358025,31.6044776119403
"24","Acanthella_costata",33.9791666666667,33.8333333333333,34.7083333333333,34.578313253012,33.9791666666667
"25","Acanthephyra_eximia",31.0817717206133,31.9761499148211,31.2010221465077,30.5338759875509,30.7836456558773
"26","Acanthephyra_quadrispinosa",32.7387640449438,33.9185393258427,34.8033707865169,30.1611226611227,30.0351123595506
"27","Acanthephyra_smithi",30.3069530808366,30.552289429056,30.8807235726399,31.0152628603731,30.6314301865461
"28","Acanthochaetetes_wellsi",34.1935483870968,33.5483870967742,34.0322580645161,34.0322580645161,31.7741935483871
"29","Acanthocybium_solandri",30.7466791199668,31.7709630552096,31.6837899543379,31.233395599834,30.7067247820672
"30","Acanthodendrilla_australis",33.3132530120482,32.7659574468085,35,34.2553191489362,34.2553191489362
"31","Acanthogorgia_spinosa",35,35,35,35,31.5
"32","Acanthophora_spicifera",33.9370932754881,32.4945770065076,34.0130151843818,32.3606557377049,32.7223427331887
"33","Acanthopleura_gemmata",33.494623655914,33.1182795698925,34.34375,32.6351351351351,33.3691756272401
"34","Acanthopleura_spinosa",32.5111111111111,33.4444444444444,34.3777777777778,31.9653179190751,34.6888888888889
"35","Acanthosphex_leurynnis",30.4285714285714,31.2633451957295,33.4357541899441,31.1973392461197,33.6298932384342
"36","Acanthosquilla_derijardi",34.2813141683778,33.347022587269,34.2813141683778,32.2665534804754,32.5564681724846
"37","Acanthosquilla_multifasciata",34.1566265060241,33.7349397590361,34.2988313856427,32.0395634379263,32.4096385542169
"38","Acanthurus_achilles",34.2620481927711,34.0512048192771,33.8403614457831,34.1151685393258,32.5753012048193
"39","Acanthurus_albipectoralis",34.7307692307692,35,32.5769230769231,34.7307692307692,32.5769230769231
"40","Acanthurus_auranticavus",34.0948275862069,34.0948275862069,34.5977011494253,32.0675675675676,31.6699029126214
"41","Acanthurus_blochii",34.1002570694087,34.0102827763496,34.0102827763496,32.1551724137931,31.7051509769094
"42","Acanthurus_dussumieri",34.2456896551724,32.8125,34.0948275862069,31.6666666666667,31.2626262626263
"43","Acanthurus_fowleri",32.7564102564103,33.2051282051282,34.7008547008547,31.7094017094017,34.5512820512821
"44","Acanthurus_grammoptilus",35,34.4067796610169,35,35,34.5625
"45","Acanthurus_guttatus",34.1116751269036,34.3781725888325,33.9340101522843,33.2009345794392,32.8680203045685
"46","Acanthurus_japonicus",30.3333333333333,31.58203125,33.7311178247734,31.3559322033898,34.04296875
"47","Acanthurus_leucopareius",34.3396226415094,33.9622641509434,33.7735849056604,34.0909090909091,32.7358490566038
"48","Acanthurus_lineatus",34.2081447963801,33.0203619909502,34.2873303167421,32.6260869565217,32.7036199095023
"49","Acanthurus_maculiceps",33.9838709677419,33.8709677419355,33.9838709677419,31.9363395225464,33.4193548387097
"50","Acanthurus_mata",34.1773504273504,32.6068376068376,34.7008547008547,32.1746293245469,32.9059829059829
"51","Acanthurus_nigricans",34.1877637130802,32.710970464135,34.0400843881857,32.2185430463576,32.9324894514768
"52","Acanthurus_nigricauda",34.0885416666667,34.0885416666667,33.9973958333333,32.1717171717172,33.359375
"53","Acanthurus_nigrofuscus",34.161220043573,32.7124183006536,34.0087145969499,32.5581395348837,32.7124183006536
"54","Acanthurus_nigroris",34.2085427135678,34.0326633165829,33.856783919598,33.5929648241206,33.4170854271357
"55","Acanthurus_nubilus",34.1428571428571,33.2857142857143,34.0714285714286,32.0926517571885,32.5
"56","Acanthurus_olivaceus",34.197247706422,32.993119266055,33.9564220183486,31.92,31.3884673748103
"57","Acanthurus_pyroferus",34.21875,33.4375,34.0625,32.4683544303797,32.890625
"58","Acanthurus_thompsoni",34.1879350348028,33.8631090487239,33.9443155452436,32.0261437908497,33.1322505800464
"59","Acanthurus_triostegus",34.1515151515151,32.3131313131313,33.9393939393939,32.2368421052632,32.8080808080808
"60","Acanthurus_xanthopterus",34.2190669371197,32.5152129817444,34.5030425963489,32.241112828439,32.7991886409736
"61","Acar_domingensis",34.2570754716981,33.2665094339623,33.9268867924528,31.989247311828,31.3099041533546
"62","Acar_plicata",34.1780821917808,32.4657534246575,34.3150684931507,32.4517087667162,32.6027397260274
"63","Acarnus_caledoniensis",35,33.7931034482759,35,32.5862068965517,33.7931034482759
"64","Acartia_danae",31.7015706806283,32.3305084745763,34.2783505154639,34.2164179104478,30.8823529411765
"65","Acartia_negligens",35,35,35,35,35
"66","Acasta_conica",33.3644859813084,32.7102803738318,34.6728971962617,32.1481481481481,34.6728971962617
"67","Acasta_cyathus",34.1796875,33.0859375,34.111328125,32.6813880126183,32.12890625
"68","Acasta_echinata",30.6724511930586,31.3513513513513,33.4186746987952,31.0739856801909,34.0540540540541
"69","Acasta_fenestrata",33.4876543209877,32.2993827160494,34.5679012345679,31.4840182648402,31.0890151515151
"70","Acasta_japonica",30.2006688963211,32.2493224932249,33.8305489260143,30.405872193437,30.7303370786517
"71","Acasta_purpurata",34.3092105263158,33.8486842105263,34.3092105263158,33.9942528735632,34.5394736842105
"72","Acaudina_molpadioides",30.4347826086957,32.5399361022364,33.8461538461538,31.7592592592593,33.7699680511182
"73","Accalathura_themeda",35,35,35,35,30.7575757575758
"74","Acentrogobius_janthinopterus",32.9623287671233,32.6027397260274,34.5205479452055,31.8028846153846,31.4931237721022
"75","Acentrogobius_moloanus",32.6584507042253,32.7816901408451,34.7535211267606,31.6379310344828,34.137323943662
"76","Acentrogobius_nebulosus",30.3485838779956,31.85546875,33.8080495356037,31.6101694915254,34.31640625
"77","Acentrogobius_suluensis",33.7142857142857,33,34.5714285714286,31.6160220994475,34.4285714285714
"78","Acentronura_breviperula",34.0056818181818,33.2102272727273,34.8011363636364,31.6824644549763,31.2992831541219
"79","Acesta_rathbuni",30.2,32.8125,33.9705882352941,31.7034068136273,33.6875
"80","Achaeus_curvirostris",30.5707196029777,32.7689243027888,34.0540540540541,31.2236842105263,34.3027888446215
"81","Achaeus_lacertosus",32.9249011857708,33.0632411067194,34.5849802371541,31.7837837837838,34.4466403162055
"82","Achelia_assimilis",31.0692951015532,32.8729281767956,33.990990990991,31.5311308767471,32.5506445672192
"83","Achelia_besnardi",34.1222570532915,34.3416927899686,34.7805642633229,31.9685039370079,33.5736677115987
"84","Achelia_nana",34.2134831460674,33.5056179775281,34.4494382022472,31.3276231263383,31.5
"85","Achelia_sawayai",34.0826612903226,32.6713709677419,33.9415322580645,32.3119122257053,32.6008064516129
"86","Aciculites_orientalis",34.0754716981132,35,35,34.0754716981132,32.9783393501805
"87","Aciculites_tulearensis",32.7684563758389,33.1208053691275,34.5302013422819,32.109375,33.9429530201342
"88","Acoetes_pacifica",35,30.9473684210526,34.2631578947368,34.2631578947368,32.4210526315789
"89","Acreichthys_radiatus",34.2391304347826,33.6684782608696,34.6195652173913,31.8719806763285,31.4183123877917
"90","Acreichthys_tomentosus",33.5106382978723,32.8900709219858,34.7517730496454,31.71875,33.8829787234043
"91","Acrocalanus_gibber",33.4615384615385,33.0769230769231,34.4679054054054,30.4390934844193,30.0303398058252
"92","Acropoma_japonicum",30.5454545454545,33.3030303030303,34.4473684210526,31.040404040404,31.7721518987342
"93","Acropoma_lecorneti",30.5473372781065,33.9487632508834,32.5883392226148,30.0530035335689,33.9487632508834
"94","Acropora_abrotanoides",34.140625,33.046875,34.0625,32.7068965517241,32.65625
"95","Acropora_aculeus",34.1818181818182,32.8181818181818,34.6363636363636,31.5,31.1306532663317
"96","Acropora_anthocercis",34.1298342541436,33.7430939226519,34.6132596685083,31.8103448275862,31.4492753623188
"97","Acropora_aspera",34.1094147582697,32.5954198473282,34.4656488549618,31.5853658536585,30.9302325581395
"98","Acropora_austera",34.1387024608501,32.8076062639821,34.5302013422819,32.3898305084746,32.7293064876957
"99","Acropora_carduus",34.1067285382831,33.7819025522042,34.6751740139211,32.6122082585278,32.7262180974478
"100","Acropora_cerealis",34.2005076142132,33.4010152284264,34.4670050761421,31.9495412844037,31.5118243243243
"101","Acropora_chesterfieldensis",34.2976588628762,34.6488294314381,34.4147157190635,33.5953177257525,33.0100334448161
"102","Acropora_clathrata",34.1067285382831,33.3758700696056,34.6751740139211,32.6207513416816,32.7262180974478
"103","Acropora_cytherea",34.1425389755011,33.0512249443207,34.2204899777283,32.5903614457831,32.6614699331848
"104","Acropora_danai",34.2622950819672,33.3606557377049,34.4262295081967,32.6838235294118,32.7868852459016
"105","Acropora_dendrum",33.6128048780488,32.8658536585366,34.7865853658537,31.7874396135266,31.6759776536313
"106","Acropora_digitifera",34.2099322799097,33.1828442437923,34.3679458239278,32.6027397260274,32.7878103837472
"107","Acropora_divaricata",33.4039087947883,32.8338762214984,34.771986970684,31.6265060240964,31.5272373540856
"108","Acropora_donei",33.8541666666667,33.3333333333333,34.7916666666667,31.8259803921569,31.638418079096
"109","Acropora_echinata",33.8817891373802,33.0990415335463,34.776357827476,31.6707317073171,33.8817891373802
"110","Acropora_efflorescens",33.6229508196721,32.5901639344262,34.5409836065574,31.7028985507246,33.8524590163934
"111","Acropora_elseyi",34.1990846681922,33.2379862700229,34.3592677345538,32.6788830715532,32.6773455377574
"112","Acropora_exquisita",34.1788856304985,33.8709677419355,34.7947214076246,31.675,32.9472140762463
"113","Acropora_florida",33.9884393063584,32.8757225433526,34.7976878612717,31.5914489311164,31.4556962025316
"114","Acropora_formosa",34.1348314606742,32.9550561797753,34.3707865168539,32.598627787307,32.6404494382022
"115","Acropora_gemmifera",34.1648590021692,32.8741865509761,34.3926247288503,32.5041459369818,32.8741865509761
"116","Acropora_glauca",33.1530343007916,32.598944591029,34.0432801822323,32.2351885098743,33.4300791556728
"117","Acropora_globiceps",34.0366972477064,33.795871559633,34.1169724770642,32.2695035460993,32.4311926605505
"118","Acropora_grandis",34.002849002849,33.3048433048433,34.8005698005698,31.7028985507246,31.5573770491803
"119","Acropora_granulosa",34.2117117117117,33.3445945945946,34.527027027027,32.5736568457539,32.7927927927928
"120","Acropora_halmaherae",33.3260869565217,33.3260869565217,34.695652173913,31.5492957746479,33.7826086956522
"121","Acropora_horrida",33.3249370277078,32.8841309823678,34.2239467849224,32.4691358024691,33.2367758186398
"122","Acropora_humilis",34.2117117117117,33.1869369369369,34.4481981981982,32.6260869565217,32.713963963964
"123","Acropora_hyacinthus",34.1648590021692,32.8741865509761,34.3926247288503,32.4461028192371,32.8741865509761
"124","Acropora_inermis",34.0728476821192,32.8366445916115,34.1501103752759,32.4074074074074,32.682119205298
"125","Acropora_insignis",33.9855072463768,32.8695652173913,34.7971014492754,31.5,31.4556962025316
"126","Acropora_intermedia",33.9166666666667,33,34.5,32.5797872340425,32.6666666666667
"127","Acropora_kirstyae",33.9489489489489,34.0540540540541,34.7897897897898,31.9090909090909,31.7315175097276
"128","Acropora_latistella",34.1348314606742,32.7977528089888,34.5280898876404,32.3898305084746,32.7191011235955
"129","Acropora_listeri",34.2170022371365,33.0425055928412,34.4519015659955,32.6586620926244,32.6510067114094
"130","Acropora_longicyathus",34.1803278688525,33.3606557377049,34.5081967213115,32.4768946395564,32.7868852459016
"131","Acropora_loripes",34.12100456621,33.162100456621,34.5205479452055,32.5086805555556,32.7625570776256
"132","Acropora_lovelli",34.2071197411003,35,34.546925566343,33.0744336569579,33.3009708737864
"133","Acropora_lutkeni",34.1387024608501,33.4340044742729,34.1387024608501,32.6136363636364,32.6510067114094
"134","Acropora_macrostoma",34.1566265060241,34.3674698795181,34.789156626506,32.156862745098,33.4186746987952
"135","Acropora_microclados",34.1710526315789,33.3421052631579,34.6315789473684,31.8852459016393,31.4396551724138
"136","Acropora_microphthalma",34.0941176470588,33.1882352941176,34.6705882352941,32.4190647482014,32.8588235294118
"137","Acropora_millepora",33.6319218241042,33.2899022801303,34.771986970684,31.7560975609756,31.6372549019608
"138","Acropora_monticulosa",34.1,33.6,34.8,31.8024691358025,31.3970588235294
"139","Acropora_muricata",33.695652173913,32.6086956521739,34.5652173913043,31.6587112171838,31.4136622390892
"140","Acropora_nasuta",34.1482300884956,32.9867256637168,34.2256637168142,32.6864406779661,32.6769911504425
"141","Acropora_nobilis",34.2204899777283,33.0512249443207,34.3763919821826,32.6586620926244,32.6614699331848
"142","Acropora_palmerae",34.1923076923077,33.2948717948718,34.2820512820513,31.8475750577367,31.3566552901024
"143","Acropora_paniculata",34.1860465116279,33.6434108527132,34.4573643410853,31.981351981352,31.5180102915952
"144","Acropora_parilis",33.9795918367347,32.8571428571429,34.7959183673469,31.5248226950355,31.3620071684588
"145","Acropora_polystoma",34.0396341463415,33.6128048780488,34.7865853658537,31.7462311557789,31.7208413001912
"146","Acropora_prostrata",34.1984732824427,32.9516539440204,34.2875318066158,31.7087155963303,31.2941176470588
"147","Acropora_pulchra",34.1269841269841,33.2539682539683,34.5238095238095,32.6260869565217,32.7777777777778
"148","Acropora_rambleri",33.9583333333333,33.125,34.7916666666667,31.6346153846154,33.2291666666667
"149","Acropora_retusa",34.1725768321513,33.5106382978723,34.0070921985816,32.735674676525,32.8486997635934
"150","Acropora_robusta",34.197247706422,33.2339449541284,34.5183486238532,32.6094570928196,32.7522935779817
"151","Acropora_rosaria",34.1151685393258,33.1320224719101,34.6067415730337,31.8255813953488,31.5808170515098
"152","Acropora_samoensis",34.2134831460674,33.0337078651685,34.5280898876404,32.5636672325976,32.6404494382022
"153","Acropora_sarmentosa",34.0983606557377,33.3606557377049,34.672131147541,32.6122082585278,32.7049180327869
"154","Acropora_secale",34.1626794258373,33.5765550239234,34.6650717703349,32.5774134790528,32.7392344497608
"155","Acropora_selago",34.1532258064516,33.7768817204301,34.6236559139785,31.8491484184915,31.5186500888099
"156","Acropora_solitaryensis",33.036303630363,32.3432343234323,34.7689768976898,31.4671361502347,31.453154875717
"157","Acropora_spathulata",32.6351351351351,34.0540540540541,34.6846846846847,31.5625,34.6846846846847
"158","Acropora_speciosa",34.1545893719807,33.3091787439614,34.6618357487923,32.5625,32.6328502415459
"159","Acropora_spicifera",33.2323232323232,32.996632996633,34.7643097643098,31.6101694915254,31.6438356164383
"160","Acropora_subglabra",33.6538461538462,32.7972027972028,34.7552447552448,31.6788321167883,33.6538461538462
"161","Acropora_subulata",34.1067285382831,33.0510440835267,34.6751740139211,32.4119718309859,32.7262180974478
"162","Acropora_tenella",34.1201117318436,32.6536312849162,34.804469273743,31.5873015873016,33.2402234636872
"163","Acropora_tenuis",34.1289592760181,33.0995475113122,34.5248868778281,32.598627787307,32.7036199095023
"164","Acropora_teres",34.0885416666667,33.1770833333333,33.9973958333333,31.6206896551724,31.3590604026846
"165","Acropora_valenciennesi",33.6996904024768,32.6160990712074,34.7832817337461,31.4836448598131,31.415270018622
"166","Acropora_valida",34.1773504273504,32.3824786324786,34.4017094017094,32.3595505617977,32.7564102564103
"167","Acropora_vaughani",34.1067285382831,32.8074245939675,34.6751740139211,32.2750865051903,32.7262180974478
"168","Acropora_verweyi",34.1773504273504,32.7564102564103,34.1025641025641,32.5742574257426,32.7564102564103
"169","Acropora_willisae",33.6750788643533,33.01261829653,34.7791798107256,31.7718446601942,31.5606936416185
"170","Acropora_yongei",32.864406779661,32.7457627118644,34.7627118644068,31.8181818181818,31.5753424657534
"171","Acrosterigma_dianthinum",34.2374727668845,33.0174291938998,34.6187363834423,31.8,31.088534107402
"172","Acrosterigma_hobbsae",34.3939393939394,33.7878787878788,34.3939393939394,32.2256097560976,32.8030303030303
"173","Acrosterigma_maculosum",30.958605664488,32.1586715867159,34.4833948339483,31.3908872901679,34.0959409594096
"174","Acrosterigma_profundum",34.5512820512821,34.1025641025641,32.9059829059829,34.7008547008547,33.1726907630522
"175","Acrosterigma_punctolineatum",34.2290748898678,33.5352422907489,34.6916299559471,31.7315175097276,31.0074074074074
"176","Acrosterigma_selene",32.4479166666667,32.3076923076923,31.2307692307692,31.7692307692308,34.4615384615385
"177","Acrosterigma_simplex",33.8787185354691,32.837528604119,34.4393592677346,31.6981132075472,31.4008941877794
"178","Acrosterigma_transcendens",34.1004672897196,32.9556074766355,34.5093457943925,32.6219512195122,32.6285046728972
"179","Acrosterigma_unicolor",33.719512195122,33.9329268292683,34.5731707317073,34.6067415730337,33.719512195122
"180","Acryptolaria_conferta",30.1162790697674,31.4186046511628,32.5581395348837,34.5116279069767,32.3953488372093
"181","Actaea_polyacantha",30.817223198594,32.3895027624309,33.756345177665,32.2938144329897,33.646408839779
"182","Actaeodes_consobrinus",30.7518115942029,32.5352112676056,33.6503856041131,32.2619047619048,33.6118980169972
"183","Actaeodes_hirsutissimus",34.1945606694561,32.4372384937238,34.4142259414226,32.4840255591054,32.7301255230126
"184","Actaeodes_tomentosus",34.2045454545455,32.396694214876,34.349173553719,32.5,32.7582644628099
"185","Actaeomorpha_erosa",34.1129032258064,33.6290322580645,34.3548387096774,32.4264705882353,32.9032258064516
"186","Acteocina_lepta",34.375,30.625,35,32.8125,32.8125
"187","Actinodendron_plumosum",34.1715976331361,34.585798816568,34.585798816568,34.4776119402985,34.1715976331361
"188","Actinopyga_caerulea",30.2435897435897,32.0960698689956,33.5634328358209,31.2396694214876,34.6943231441048
"189","Actinopyga_capillata",34.1923076923077,33.3846153846154,34.0128205128205,31.7533936651584,31.0388513513514
"190","Actinopyga_crassa",34.247311827957,32.5537634408602,34.4354838709677,31.7079207920792,31.1111111111111
"191","Actinopyga_echinites",34.2134831460674,33.2696629213483,34.2921348314607,32.6343154246101,32.7191011235955
"192","Actinopyga_lecanora",34.1274238227147,33.3518005540166,34.8060941828255,31.7796610169492,31.2792792792793
"193","Actinopyga_mauritiana",34.1425389755011,32.9732739420935,33.9866369710468,32.6989619377163,32.6614699331848
"194","Actinopyga_miliaris",34.1051136363636,32.9119318181818,34.4034090909091,31.9385342789598,31.2010676156584
"195","Actinopyga_palauensis",34.0833333333333,33.8333333333333,33.9166666666667,32.340862422998,32.9166666666667
"196","Actinopyga_spinea",33.920704845815,34.5374449339207,35,33.3039647577092,33.1497797356828
"197","Actinopyga_varians",34.1183879093199,33.9420654911839,33.8539042821159,34.5291479820628,32.4433249370277
"198","Actinotrichia_fragilis",34.2746113989637,32.8238341968912,34.4559585492228,31.7333333333333,31.0981697171381
"199","Actumnus_setifer",30.8722358722359,33.1352459016393,34.0311418685121,32.598944591029,34.5696721311475
"200","Aega_alazon",33.5810810810811,33.4782608695652,34.0869565217391,32.8695652173913,31.3478260869565
"201","Aega_excisa",34.3225806451613,31.8387096774194,34.5483870967742,33.9005235602094,34.3225806451613
"202","Aega_vigilans",34.639175257732,32.1134020618557,34.2783505154639,35,33.2746478873239
"203","Aegaeon_lacazei",34.0567375886525,33.6099290780142,33.8085106382979,31.8695652173913,31.6737588652482
"204","Aegaeon_rathbuni",34.1759002770083,33.5941828254848,34.1828793774319,31.6521739130435,31.4612188365651
"205","Aegina_citrea",33.1594323873122,33.5684474123539,32.9841402337229,31.6944444444444,30.5300500834724
"206","Aeginura_grimaldii",33.2590051457976,33.5291595197256,33.2051282051282,31.6247974068071,30.467409948542
"207","Aegires_exeches",34.0172786177106,32.5809935205184,34.5464362850972,32.4629324546952,32.6565874730022
"208","Aegisthus_mucronatus",30.3247020139745,30.7466776270722,31.3173037402384,30.0705576106316,30.0034251267297
"209","Aenigmathura_calliandra",35,32.8787878787879,35,35,33.9393939393939
"210","Aequorea_globosa",34.0540540540541,35,34.0540540540541,35,33.1081081081081
"211","Aesopia_cornuta",30.3892215568862,31.3414634146341,33.4741144414169,31.1195652173913,33.6585365853659
"212","Aesopus_clausiliformis",34.1836734693877,34.2857142857143,34.6938775510204,31.9315068493151,31.5272373540856
"213","Aethaloperca_rogaa",33.0733944954128,31.8960244648318,34.7859327217125,31.3478260869565,31.125
"214","Aethra_edentata",34.2099322799097,33.1828442437923,34.4469525959368,32.5968309859155,32.6297968397291
"215","Aethra_scruposa",34.161220043573,33.0174291938998,34.161220043573,32.6825127334465,32.7124183006536
"216","Aetideus_giesbrechti",35,35,35,35,35
"217","Aetobatus_flagellum",30.4098360655738,31.2765957446808,33.4313725490196,31.1973392461197,33.6347517730496
"218","Aetobatus_narinari",34.2009132420091,32.3630136986301,33.8013698630137,31.5071283095723,31.0935143288084
"219","Aetobatus_ocellatus",34.2078189300411,32.4074074074074,34.5679012345679,32.3369565217391,32.7674897119342
"220","Afrocardium_exochum",34.2222222222222,33,34.1788856304985,30.9741784037559,32.7777777777778
"221","Afrocardium_infantile",30.3169014084507,30.7708333333333,33.5762711864407,30.9685863874346,34.2708333333333
"222","Afrocardium_richardi",34.320987654321,32.7777777777778,33.9342948717949,32.4965612104539,32.4691358024691
"223","Agalma_elegans",34.0566037735849,32.6415094339623,34.4339622641509,33.9933628318584,32.2641509433962
"224","Agalma_okeni",34.2178770949721,32.3277467411546,33.8919925512104,32.3687943262411,32.6536312849162
"225","Agelas_ceylonica",34.0070921985816,33.5106382978723,34.6276595744681,34.1666666666667,34.1312056737589
"226","Agelas_clathrodes",34.2045454545455,34.5454545454545,33.9772727272727,32.9545454545455,33.144578313253
"227","Agelas_mauritiana",32.6501766784452,32.8975265017668,34.5053003533569,32.0175438596491,33.886925795053
"228","Agelas_novaecaledoniae",35,33.6538461538462,32.9807692307692,32.3076923076923,34.3269230769231
"229","Aglaophamus_dibranchis",30.4781879194631,32.8175519630485,34.1916859122402,34.1108545034642,32.4942263279446
"230","Aglaophamus_verrilli",34.1566265060241,30.7831325301205,34.1566265060241,34.1566265060241,33.7349397590361
"231","Aglaophenia_cupressina",33.4901960784314,34.1764705882353,34.7254901960784,33.5179153094463,34.3137254901961
"232","Aglaophenia_lophocarpa",33.9285714285714,31.0714285714286,34.2857142857143,34.2857142857143,32.5
"233","Aglaophenia_postdentata",34.4027303754266,34.1638225255973,34.2832764505119,33.5665529010239,32.7303754266212
"234","Aglaura_hemistoma",33.5240963855422,32.3995983935743,33.7179487179487,32.2182080924855,32.9618473895582
"235","Agnezia_glaciata",35,35,35,35,35
"236","Agononida_incerta",34.2881355932203,33.8728813559322,34.3474576271186,31.0847457627119,30.66875
"237","Agononida_simillima",31.8888888888889,31.5,30.3333333333333,34.6111111111111,32.2777777777778
"238","Agononida_squamosa",34.2733564013841,34.5155709342561,34.4550173010381,30.6401384083045,30.805412371134
"239","Ahliesaurus_berryi",30.2701902748414,30.5276955602537,30.7704016913319,30.1902748414376,30.2524312896406
"240","Ahliesaurus_brevis",30.0842696629213,35,30.0842696629213,30.0842696629213,35
"241","Aidanosagitta_neglecta",34.1542750929368,32.3977695167286,33.544,32.4859154929577,32.6579925650558
"242","Aidanosagitta_oceania",34.012539184953,34.2319749216301,34.7805642633229,34.2657342657343,32.5862068965517
"243","Aidanosagitta_regularis",34.3301435406699,32.488038277512,34.3301435406699,31.6306483300589,32.822966507177
"244","Aioliops_megastigma",33.8135593220339,34.8022598870056,34.6045197740113,33.9111111111111,34.6045197740113
"245","Aioliops_novaeguineae",30.7794117647059,33.7871287128713,34.2456896551724,31.2006578947368,34.6534653465347
"246","Aioliops_tetrophthalmus",35,33.8888888888889,33.2051282051282,35,33.8709677419355
"247","Aipysurus_duboisii",32.3584905660377,33.2830188679245,34.7358490566038,32.0833333333333,34.0754716981132
"248","Aipysurus_eydouxii",30.402144772118,31.4186046511628,33.4842519685039,30.8526011560694,34.5116279069767
"249","Aipysurus_laevis",30.9645232815964,33.1297709923664,34.7328244274809,31.9796954314721,33.7977099236641
"250","Akera_soluta",33.756345177665,33.756345177665,34.2893401015228,33.6652542372881,34.6446700507614
"251","Alainodaeus_nuku",35,33.7037037037037,35,35,34.3518518518518
"252","Alainodaeus_rimatara",34.6302816901408,33.1514084507042,33.5211267605634,32.4119718309859,31.5224358974359
"253","Alainosquilla_foresti",34.4205298013245,35,35,33.3774834437086,32.3344370860927
"254","Alatina_alata",32.4033437826541,33.3725182863114,32.110762800418,31.6901776384535,30.8307210031348
"255","Alaysia_spiralis",31.8278346605992,33.4603716344331,31.0978384527873,31.124383769435,30.6762372497167
"256","Albula_argentea",34.2427884615385,33.5697115384615,34.4110576923077,32.0960698689956,33.3173076923077
"257","Albula_oligolepis",30.3496503496503,32.4463519313305,34.549356223176,31.6346153846154,34.549356223176
"258","Albunea_bulla",34.7602739726027,33.5616438356164,34.5205479452055,32.1232876712329,30.6849315068493
"259","Albunea_microps",34.280205655527,32.9305912596401,34.6401028277635,31.6179775280899,31.1176470588235
"260","Alderina_tuberosa",34.3518518518518,34.3518518518518,34.6759259259259,32.0900692840647,32.974537037037
"261","Alectis_ciliaris",34.2505353319058,32.9014989293362,34.5503211991435,32.1717171717172,32.6017130620985
"262","Alectis_indica",30.5334728033473,32.5679758308157,33.3625730994152,34.2319749216301,33.7931034482759
"263","Alectona_triradiata",35,32.5,33.3333333333333,31.6666666666667,33.3333333333333
"264","Alectryonella_plicatula",33.0627306273063,32.9335793357934,34.6125461254613,31.7847769028871,34.3542435424354
"265","Alepes_apercna",30.8823529411765,32.1748878923767,33.605577689243,31.4076246334311,34.5291479820628
"266","Alepes_djedaba",30.046403712297,31.9256756756757,33.0166666666667,34.1493055555556,33.7847222222222
"267","Alepes_vari",30.1485148514851,31.6375545851528,33.4892086330935,31.1432506887052,34.6943231441048
"268","Alepisaurus_ferox",30.1126126126126,31.7898217366302,31.0216599578302,31.196089706728,30.7029902242668
