"","median_velocity","mean_log_velocity","run","scenario","approach","sum_area","total_cost","percent_area","num_pu"
"1",13.0035590612384,2.63543143544661,"MM-CanESM5_Percentile_velocity_585","585","percentile",11680376.4,11680376.4,49.2695470343892,17436
"2",11.7702801753462,2.57864988883165,"MM-CMCC-ESM2_Percentile_velocity_585","585","percentile",12385781.1,12385781.1,52.245047896239,18489
"3",8.86591554027842,2.27622128657049,"MM-GFDL-ESM4_Percentile_velocity_585","585","percentile",12978642.6,12978642.6,54.7458249738619,19374
"4",11.860270157045,2.51877115373249,"MM-IPSL-CM6A-LR_Percentile_velocity_585","585","percentile",11826414.6,11826414.6,49.8855576591596,17654
"5",8.48417556025686,2.24426492531667,"MM-NorESM2-MM_Percentile_velocity_585","585","percentile",12192849.9,12192849.9,51.4312356947074,18201
