"","feature","MM-NorESM2-MM_Percentile_velocity_585","MM-IPSL-CM6A-LR_Percentile_velocity_585","MM-GFDL-ESM4_Percentile_velocity_585","MM-CMCC-ESM2_Percentile_velocity_585","MM-CanESM5_Percentile_velocity_585","EM_Percentile_velocity_585"
"20","Acanthastrea_ishigakiensis",68.0490103675778,72.5730442978322,64.9387370405278,73.5155513666353,68.7087653157399,71.1592836946277
"21","Acanthaxius_miyazakiensis",67.2566371681416,70.353982300885,65.8407079646018,71.5929203539823,66.5486725663717,68.9380530973451
"22","Acanthaxius_spinosissimus",64.1129032258064,69.3548387096774,66.6666666666667,70.9677419354839,70.0268817204301,70.6989247311828
"23","Acanthella_cavernosa",66.802860061287,72.5229826353422,64.8621041879469,72.829417773238,68.6414708886619,70.6843718079673
"24","Acanthella_costata",68.4671532846715,73.4306569343066,67.4452554744526,74.3065693430657,68.3211678832117,74.1605839416058
"25","Acanthephyra_eximia",65.0225743248999,58.6250958343982,67.2203765227021,62.2455064315529,56.8872987477639,66.198142942329
"26","Acanthephyra_quadrispinosa",61.0427939006394,59.8130841121495,63.4038366945401,63.5022134776193,55.0909985243483,65.371372356124
"27","Acanthephyra_smithi",44.3727740403641,44.0918084685398,48.6664028492283,46.01108033241,42.9521171349426,47.7285318559557
"28","Acanthochaetetes_wellsi",80.1292407108239,76.4135702746365,67.8513731825525,76.7366720516963,70.1130856219709,76.2520193861066
"29","Acanthocybium_solandri",45.5394115510352,45.5030875408645,48.6632764257174,47.3047584453324,45.3359970940792,48.6632764257174
"30","Acanthodendrilla_australis",94.0298507462687,92.5373134328358,74.6268656716418,82.089552238806,79.8507462686567,82.8358208955224
"31","Acanthogorgia_spinosa",93.5294117647059,91.7647058823529,78.8235294117647,90.5882352941177,85.8823529411765,85.8823529411765
"32","Acanthophora_spicifera",70.5927051671732,72.2644376899696,68.7689969604863,74.7720364741641,71.048632218845,74.0881458966565
"33","Acanthopleura_gemmata",68.5069008782936,70.5144291091594,69.6361355081556,73.1493099121706,68.8833124215809,71.0163111668758
"34","Acanthopleura_spinosa",58.5669781931464,70.0934579439252,62.7725856697819,68.5358255451713,66.5109034267913,68.380062305296
"35","Acanthosphex_leurynnis",59.1022443890274,69.7007481296758,63.8403990024938,69.8254364089776,67.0822942643392,67.2069825436409
"36","Acanthosquilla_derijardi",68.8218390804598,70.4741379310345,66.5229885057471,71.6954022988506,68.9655172413793,70.6896551724138
"37","Acanthosquilla_multifasciata",68.1927710843374,69.2771084337349,67.7710843373494,70.1204819277108,66.5060240963855,70.3614457831325
"38","Acanthurus_achilles",79.8735511064278,77.1338250790306,73.0242360379347,80.1896733403583,72.813487881981,80.7165437302424
"39","Acanthurus_albipectoralis",92.972972972973,89.1891891891892,76.2162162162162,91.6216216216216,88.1081081081081,90
"40","Acanthurus_auranticavus",67.9396984924623,73.0653266331658,65.1256281407035,72.8643216080402,69.2462311557789,72.5628140703517
"41","Acanthurus_blochii",68.2882882882883,73.1531531531532,67.027027027027,73.6936936936937,69.7297297297297,73.6936936936937
"42","Acanthurus_dussumieri",68.1268882175227,71.6767371601209,66.3897280966767,72.6586102719033,69.3353474320242,71.2235649546828
"43","Acanthurus_fowleri",60.4790419161677,69.7604790419162,63.9221556886228,69.1616766467066,66.4670658682635,68.2634730538922
"44","Acanthurus_grammoptilus",78.698224852071,81.0650887573965,68.6390532544379,86.3905325443787,76.3313609467456,79.8816568047337
"45","Acanthurus_guttatus",70.8185053380783,72.4199288256228,68.4163701067616,73.4875444839858,69.7508896797153,73.932384341637
"46","Acanthurus_japonicus",59.9726775956284,70.0819672131148,63.3879781420765,70.2185792349727,67.4863387978142,68.0327868852459
"47","Acanthurus_leucopareius",75.7318224740321,76.109537299339,71.1048158640227,79.2256846081209,72.4268177525968,79.6033994334278
"48","Acanthurus_lineatus",70.9754163362411,72.2442505947661,68.6756542426645,74.781919111816,70.9754163362411,74.0681998413957
"49","Acanthurus_maculiceps",63.0090497737557,68.6651583710407,64.3665158371041,69.683257918552,65.7239819004525,70.2488687782805
"50","Acanthurus_mata",69.3572496263079,72.1973094170404,67.9372197309417,73.6920777279522,69.880418535127,72.272047832586
"51","Acanthurus_nigricans",69.9926090169993,72.2838137472284,68.5144124168514,73.8359201773836,69.7708795269771,72.6533628972653
"52","Acanthurus_nigricauda",68.3060109289617,72.6775956284153,66.6666666666667,72.8597449908925,69.2167577413479,73.0418943533698
"53","Acanthurus_nigrofuscus",70.9603658536585,72.484756097561,69.2073170731707,75.0762195121951,71.1128048780488,74.5426829268293
"54","Acanthurus_nigroris",69.8943661971831,71.6549295774648,67.3415492957747,73.5915492957747,69.2781690140845,73.1514084507042
