"","feature","EM_Percentile_tos_585","MM-NorESM2-MM_Percentile_tos_585","MM-IPSL-CM6A-LR_Percentile_tos_585","MM-GFDL-ESM4_Percentile_tos_585","MM-CMCC-ESM2_Percentile_tos_585","MM-CanESM5_Percentile_tos_585"
"166","Acropora_valida",68.8340807174888,72.6457399103139,77.2047832585949,67.5635276532138,67.8624813153961,68.8340807174888
"167","Acropora_vaughani",67.4512987012987,72.4837662337662,78.4090909090909,66.3149350649351,67.6136363636364,67.4512987012987
"168","Acropora_verweyi",68.7125748502994,73.0538922155689,77.9940119760479,68.188622754491,68.3383233532934,68.7125748502994
"169","Acropora_willisae",61.8101545253863,68.9845474613686,75.3863134657837,61.9205298013245,62.9139072847682,61.8101545253863
"170","Acropora_yongei",60.2609727164887,67.2597864768683,74.0213523131673,59.1933570581257,61.5658362989324,60.2609727164887
"171","Acrosterigma_dianthinum",64.1221374045801,68.5496183206107,71.9847328244275,64.1984732824427,63.7404580152672,64.1221374045801
"172","Acrosterigma_hobbsae",64.9734647460197,69.3707354056103,72.7065959059894,65.2009097801365,63.8362395754359,64.9734647460197
"173","Acrosterigma_maculosum",59.9483204134367,65.374677002584,69.8966408268734,57.1059431524548,60.4651162790698,59.9483204134367
"174","Acrosterigma_profundum",71.2143928035982,77.9610194902549,79.3103448275862,77.8110944527736,69.2653673163418,71.2143928035982
"175","Acrosterigma_punctolineatum",64.3022359290671,69.0824980724749,72.0894371626831,63.993831919815,63.3770239013107,64.3022359290671
"176","Acrosterigma_selene",63.2432432432432,84.3243243243243,84.3243243243243,87.027027027027,49.7297297297297,63.2432432432432
"177","Acrosterigma_simplex",63.9423076923077,68.6698717948718,72.1153846153846,63.6217948717949,63.1410256410256,63.9423076923077
"178","Acrosterigma_transcendens",67.7023712183156,72.5265739983647,78.9043336058872,66.4758789860998,67.8659035159444,67.7023712183156
"179","Acrosterigma_unicolor",64.1025641025641,69.6581196581197,82.4786324786325,63.2478632478632,66.025641025641,64.1025641025641
"180","Acryptolaria_conferta",84.0130505709625,82.0554649265905,86.7862969004894,81.7292006525285,83.5236541598695,84.0130505709625
"181","Actaea_polyacantha",64.6660212971926,69.6030977734753,73.8625363020329,63.4075508228461,65.2468538238141,64.6660212971926
"182","Actaeodes_consobrinus",65.0148662041625,69.1774033696729,73.6372646184341,63.1318136769078,64.9157581764123,65.0148662041625
"183","Actaeodes_hirsutissimus",69.0615835777126,72.8005865102639,76.466275659824,68.0351906158358,68.1818181818182,69.0615835777126
"184","Actaeodes_tomentosus",69.0079652425778,72.9181752353367,76.611151339609,68.2838522809558,68.5010861694424,69.0079652425778
"185","Actaeomorpha_erosa",65.7258064516129,72.5,77.0967741935484,65.7258064516129,65.3225806451613,65.7258064516129
"186","Acteocina_lepta",85.9375,85,91.25,84.0625,87.1875,85.9375
"187","Actinodendron_plumosum",62.3700623700624,72.7650727650728,79.002079002079,62.993762993763,62.7858627858628,62.3700623700624
"188","Actinopyga_caerulea",55.1987767584098,62.3853211009174,67.8899082568807,51.0703363914373,57.4923547400612,55.1987767584098
"189","Actinopyga_capillata",65.7681940700809,70.7996406109614,74.5732255166217,65.4088050314465,64.6001796945193,65.7681940700809
"190","Actinopyga_crassa",66.9491525423729,72.9755178907721,73.5404896421846,67.0433145009416,66.0075329566855,66.9491525423729
"191","Actinopyga_echinites",67.8992918961448,72.7773406766326,79.3863099921322,67.6632572777341,68.1353265145555,67.8992918961448
"192","Actinopyga_lecanora",64.1747572815534,70.2912621359223,76.0194174757282,64.3689320388349,64.7572815533981,64.1747572815534
"193","Actinopyga_mauritiana",68.0187207488299,72.9329173166927,79.4071762870515,67.7067082683307,68.0967238689548,68.0187207488299
"194","Actinopyga_miliaris",63.0218687872763,68.8866799204771,75.3479125248509,63.817097415507,63.5188866799205,63.0218687872763
"195","Actinopyga_palauensis",66.8333333333333,72.3333333333333,77.8333333333333,66.1666666666667,66.5,66.8333333333333
"196","Actinopyga_spinea",65.4320987654321,73.3024691358025,82.7160493827161,69.9074074074074,67.2839506172839,65.4320987654321
