"","feature","EM_Penalty_CombinedMetric_585","EM_Penalty_MHW_585","EM_Penalty_velocity_585","EM_Penalty_o2os_585","EM_Penalty_phos_585","EM_Penalty_tos_585"
"697","Aristostomias_polydactylus",31.6652080515554,30.3285862041531,31.8031134802557,31.2514917654547,31.5989073646803,30.7714747924788
"698","Aristostomias_tittmanni",38.9331436699858,30.1137980085349,41.2375533428165,30.49786628734,53.0014224751067,30.099573257468
"699","Aristostomias_xenostoma",32.1493143445245,30.8864843815193,30.8419793607966,31.4984284164557,34.5692748463186,30.7446246279658
"700","Arius_sumatranus",43.109151047409,45.9757442116869,42.8886438809261,39.6912899669239,46.5270121278942,37.4862183020948
"701","Armandia_intermedia",42.4467558197127,49.5789995047053,45.8147597820703,46.5081723625557,45.418524021793,43.5364041604755
"702","Armandia_lanceolata",40.7369498464688,46.6734902763562,42.374616171955,39.611054247697,45.8546571136131,37.871033776868
"703","Armandia_leptocirris",43.4607645875252,48.9939637826962,43.7625754527163,42.5553319919517,48.4909456740443,40.4426559356137
"704","Armandia_maculata",50.5084745762712,68.135593220339,58.9830508474576,66.4406779661017,50.8474576271186,54.9152542372881
"705","Armatobalanus_allium",39.5732966276669,49.6214728148658,43.0144528561597,40.949759119064,45.1479697178252,40.467997247075
"706","Armatobalanus_cepa",39.712389380531,46.0176991150442,40.0442477876106,39.4911504424779,43.9159292035398,37.8318584070796
"707","Armatobalanus_terebratus",45.4870420017873,51.3851653261841,44.5040214477212,44.0571939231457,47.1849865951743,41.733690795353
"708","Arnoglossus_dalgleishi",44.7443181818182,51.2073863636364,47.0880681818182,43.6789772727273,47.1590909090909,42.1164772727273
"709","Arnoglossus_elongatus",49.7737556561086,49.5475113122172,46.1538461538462,47.1342383107089,50.5279034690799,43.0618401206637
