"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"5039","Microscleroderma_herdmani",77.8280542986425,73.3031674208145,79.9396681749623
"5040","Microsetella_rosea",61.6361071932299,56.9816643159379,64.6685472496474
"5041","Microstoma_microstoma",67.3973644196655,72.7065382665991,68.5757729346173
"5042","Microtis_tuberculata",62.4327233584499,58.6652314316469,63.5091496232508
"5043","Microvoluta_joloensis",70.2418506834911,63.3017875920084,63.7223974763407
"5044","Miersiella_haswelli",65.8631921824104,60.3908794788274,65.6026058631922
"5045","Millepora_exaesa",65.0201612903226,60.2822580645161,64.8185483870968
"5046","Millepora_intricata",71.0261569416499,69.215291750503,74.4466800804829
"5047","Millepora_platyphylla",69.7044334975369,66.7487684729064,69.5402298850575
"5048","Millepora_tenera",59.1085271317829,57.1705426356589,63.3720930232558
"5049","Mimachlamys_albolineata",53.941358479446,45.6166200088404,49.5948136142626
"5050","Mimachlamys_cloacata",58.6720867208672,54.7425474254742,61.6531165311653
"5051","Mimachlamys_gloriosa",49.2906753361903,41.8058223732821,46.4016550908822
"5052","Mimachlamys_lentiginosa",58.9777195281782,55.307994757536,62.778505897772
"5053","Mimachlamys_sanguinea",58.9767441860465,54.8837209302326,62.046511627907
"5054","Minnivola_pyxidata",57.4175824175824,54.532967032967,60.8516483516483
"5055","Minous_coccineus",61.503416856492,57.8587699316629,64.0091116173121
"5056","Minous_monodactylus",57.6769025367156,55.5407209612817,61.2817089452603
"5057","Minous_pusillus",62.5708884688091,57.0888468809074,67.6748582230624
"5058","Minous_trachycephalus",54.5592705167173,52.887537993921,59.1185410334346
"5059","Minutella_minuta",78.7286063569682,74.5721271393643,79.2176039119804
"5060","Minyichthys_brachyrhinus",67.3333333333333,61.8333333333333,66.6666666666667
"5061","Minyichthys_myersi",61.9105199516324,56.9528415961306,60.9431680773882
"5062","Minysicya_caudimaculata",62.1951219512195,60.19955654102,65.0776053215078
"5063","Mirapecten_mirificus",70.0866089273817,66.4223850766156,69.5536309127249
"5064","Mirapecten_moluccensis",56.8965517241379,52.3510971786834,60.3448275862069
"5065","Mirapecten_rastellum",65.1923076923077,60.2884615384615,65.0961538461539
"5066","Mithrodia_clavigera",66.3478260869565,62.1739130434783,66
"5067","Mitra_acuminata",65.4807692307692,60.7692307692308,65.0961538461539
"5068","Mitra_aurantia",63.6363636363636,59.0398365679265,64.6578140960163
"5069","Mitra_auriculoides",79.8529411764706,81.4705882352941,78.9705882352941
"5070","Mitra_avenacea",65.4272151898734,60.7594936708861,65.2689873417722
"5071","Mitra_cardinalis",64.6829268292683,60.0975609756098,64.6829268292683
