"","feature","EM_ClimatePriorityArea_tos_585","EM_Penalty_tos_585","EM_Feature_tos_585","EM_Percentile_tos_585"
"106","Acropora_digitifera",74.6835443037975,44.9367088607595,59.3354430379747,70.0158227848101
"107","Acropora_divaricata",70.7762557077626,43.0365296803653,52.3972602739726,62.6712328767123
"108","Acropora_donei",70.5208333333333,43.75,52.8125,64.2708333333333
"109","Acropora_echinata",72.3404255319149,44.0089585666293,53.3034714445689,65.5095184770437
"110","Acropora_efflorescens",71.1009174311927,43.0045871559633,52.7522935779816,62.9587155963303
"111","Acropora_elseyi",74.4186046511628,45.3889334402566,60.1443464314354,70.0882117080994
"112","Acropora_exquisita",69.948717948718,44.1025641025641,53.7435897435898,65.4358974358974
"113","Acropora_florida",71.0526315789474,43.6234817813765,53.2388663967611,64.7773279352227
"114","Acropora_formosa",74.6456692913386,45.0393700787402,60.1574803149606,70.0787401574803
"115","Acropora_gemmifera",74.9430523917995,45.1784358390281,60.2885345482156,70.6150341685649
"116","Acropora_glauca",74.5841035120148,45.1940850277264,57.4861367837338,67.4676524953789
"117","Acropora_globiceps",75.1203852327448,46.3884430176565,62.3595505617977,70.7062600321027
"118","Acropora_grandis",70.5588822355289,44.2115768463074,53.4930139720559,65.0698602794411
"119","Acropora_granulosa",74.468085106383,45.5476753349094,60.7565011820331,70.2127659574468
"120","Acropora_halmaherae",67.4772036474164,41.9452887537994,55.0151975683891,62.9179331306991
"121","Acropora_horrida",74.3159752868491,44.6601941747573,57.9876434245366,68.1376875551633
"122","Acropora_humilis",74.9211356466877,45.3470031545741,60.5678233438486,70.4258675078864
"123","Acropora_hyacinthus",74.9620637329287,44.9924127465857,60.3186646433991,70.3338391502276
"124","Acropora_inermis",75.1351351351351,45.2509652509653,60.7722007722008,70.5019305019305
"125","Acropora_insignis",71.1382113821138,43.5975609756098,53.0487804878049,65.2439024390244
"126","Acropora_intermedia",73.8949124270225,44.8707256046706,58.8824020016681,68.9741451209341
"127","Acropora_kirstyae",69.9263932702418,44.6898002103049,53.732912723449,64.3533123028391
"128","Acropora_latistella",74.685534591195,44.8899371069182,59.5125786163522,69.9685534591195
"129","Acropora_listeri",74.8826291079812,45.3834115805947,60.4851330203443,70.2660406885759
"130","Acropora_longicyathus",73.6669401148482,45.3650533223954,58.6546349466776,69.2370795734208
"131","Acropora_loripes",74.4408945686901,45.4472843450479,59.9840255591054,70.0479233226837
"132","Acropora_lovelli",67.5368898978434,48.5811577752554,53.2349602724177,67.8774120317821
"133","Acropora_lutkeni",74.6865203761756,45.7680250783699,61.128526645768,70.141065830721
"134","Acropora_macrostoma",68.6378035902851,45.0897571277719,53.220696937698,64.7307286166843
"135","Acropora_microclados",70.6261510128913,43.646408839779,54.3278084714549,66.390423572744
"136","Acropora_microphthalma",73.6191261335532,45.3421269579555,59.0272052761748,69.3322341302556
"137","Acropora_millepora",70.3872437357631,43.2801822323462,52.1640091116173,62.870159453303
"138","Acropora_monticulosa",69.7697697697698,43.4434434434434,52.8528528528528,65.3653653653654
"139","Acropora_muricata",71.3819368879217,43.1991294885745,52.3394994559304,63.7649619151251
"140","Acropora_nasuta",75.1162790697674,45.3488372093023,60.3875968992248,70.3875968992248
"141","Acropora_nobilis",74.9414519906323,45.4332552693208,60.5776736924278,70.2576112412178
"142","Acropora_palmerae",71.3387241689128,43.8454627133872,54.6271338724169,66.9362084456424
"143","Acropora_paniculata",71.5579710144928,44.4746376811594,55.6159420289855,67.3913043478261
"144","Acropora_parilis",71.8079673135853,43.7180796731359,53.3197139938713,65.5771195097038
"145","Acropora_polystoma",70.362473347548,43.7100213219616,52.5586353944563,64.498933901919
"146","Acropora_prostrata",71.4158504007124,43.9893143365984,54.9421193232413,66.9634906500445
"147","Acropora_pulchra",74.5238095238095,45.1587301587302,59.9206349206349,70.0793650793651
"148","Acropora_rambleri",68.8541666666667,41.1458333333333,51.1458333333333,64.7916666666667
"149","Acropora_retusa",75,45.612582781457,60.7615894039735,70.9437086092715
"150","Acropora_robusta",74.2375601926164,45.3451043338684,59.7913322632424,69.8234349919743
"151","Acropora_rosaria",71.1614173228346,43.503937007874,53.0511811023622,65.1574803149606
"152","Acropora_samoensis",74.7641509433962,44.8899371069182,59.6698113207547,70.125786163522
"153","Acropora_sarmentosa",73.6669401148482,45.2830188679245,59.6390484003281,69.3191140278917
"154","Acropora_secale",73.9530988274707,45.2261306532663,59.6314907872697,69.7654941373534
"155","Acropora_selago",70.4995287464656,43.9208294062205,54.5711592836946,66.5409990574929
"156","Acropora_solitaryensis",70.7514450867052,41.7341040462428,51.6763005780347,61.7341040462428
"157","Acropora_spathulata",67.5590551181102,37.9527559055118,49.4488188976378,56.6929133858268
"158","Acropora_speciosa",73.9424703891709,45.1776649746193,59.7292724196278,69.3739424703892
"159","Acropora_spicifera",70.4358068315666,41.9316843345112,51.3545347467609,61.8374558303887
"160","Acropora_subglabra",71.638141809291,43.1540342298289,52.8117359413203,62.8361858190709
"161","Acropora_subulata",73.8636363636364,44.9675324675325,59.4155844155844,69.3993506493506
"162","Acropora_tenella",71.2328767123288,42.9549902152642,54.1095890410959,66.4383561643836
"163","Acropora_tenuis",74.5440126883426,45.2022204599524,59.6352101506741,70.0237906423473
"164","Acropora_teres",72.2222222222222,44.5355191256831,55.6466302367942,67.7595628415301
"165","Acropora_valenciennesi",71.0412147505423,43.2754880694143,52.2776572668113,63.3405639913232
"166","Acropora_valida",75.3363228699552,44.4693572496263,60.0896860986547,70.254110612855
"167","Acropora_vaughani",74.025974025974,44.6428571428571,58.8474025974026,69.4805194805195
"168","Acropora_verweyi",75.374251497006,45.5838323353293,61.377245508982,70.5089820359281
"169","Acropora_willisae",70.9713024282561,43.2671081677704,52.5386313465784,63.355408388521
"170","Acropora_yongei",70.344009489917,41.6370106761566,51.4827995255042,61.8030842230131
"171","Acrosterigma_dianthinum",68.7786259541985,41.8320610687023,54.3511450381679,65.4961832061069
"172","Acrosterigma_hobbsae",67.778620166793,42.8354814253222,54.9658832448825,65.959059893859
"173","Acrosterigma_maculosum",70.8010335917313,38.8888888888889,52.0671834625323,61.1111111111111
"174","Acrosterigma_profundum",67.0164917541229,51.424287856072,52.023988005997,74.6626686656672
"175","Acrosterigma_punctolineatum",68.4656900539707,42.4826522744796,54.8959136468774,65.4587509637625
"176","Acrosterigma_selene",44.3243243243243,38.3783783783784,37.2972972972973,64.8648648648649
"177","Acrosterigma_simplex",70.0320512820513,42.0673076923077,54.6474358974359,65.224358974359
"178","Acrosterigma_transcendens",74.2436631234669,44.8896156991006,59.198691741619,69.7465249386754
"179","Acrosterigma_unicolor",69.8717948717949,55.3418803418803,48.2905982905983,65.5982905982906
"180","Acryptolaria_conferta",84.9918433931484,52.3654159869494,84.8287112561174,84.5024469820555
"181","Actaea_polyacantha",73.8625363020329,42.9816069699903,58.7608906098742,65.730880929332
"182","Actaeodes_consobrinus",74.4301288404361,42.5173439048563,58.0773042616452,66.1050545094153
"183","Actaeodes_hirsutissimus",74.8533724340176,44.7947214076246,61.0703812316716,70.4545454545455
"184","Actaeodes_tomentosus",75.0905141202028,45.1122375090514,61.3323678493845,70.6734250543085
"185","Actaeomorpha_erosa",72.5806451612903,44.5161290322581,59.2741935483871,67.5
"186","Acteocina_lepta",95.9375,55.9375,96.25,89.375
"187","Actinodendron_plumosum",66.943866943867,54.0540540540541,46.985446985447,62.993762993763
"188","Actinopyga_caerulea",68.348623853211,35.7798165137615,50.611620795107,56.4220183486239
"189","Actinopyga_capillata",70.8894878706199,43.8454627133872,54.7169811320755,66.8463611859838
"190","Actinopyga_crassa",70.3389830508475,43.879472693032,53.2015065913371,68.361581920904
"191","Actinopyga_echinites",74.7442958300551,45.3973249409913,60.1888276947286,70.2596380802518
"192","Actinopyga_lecanora",69.7087378640777,43.9805825242718,53.2038834951456,66.0194174757282
"193","Actinopyga_mauritiana",74.8829953198128,45.5538221528861,60.9204368174727,70.0468018720749
"194","Actinopyga_miliaris",68.986083499006,41.2524850894632,51.6898608349901,64.4135188866799
"195","Actinopyga_palauensis",73,44.9166666666667,58.9166666666667,68.25
"196","Actinopyga_spinea",68.8271604938272,53.0864197530864,50.6172839506173,67.2839506172839
"197","Actinopyga_varians",73.6331569664903,49.5590828924162,61.5520282186949,71.8694885361552
"198","Actinotrichia_fragilis",71.3248638838475,43.3756805807622,54.0834845735027,66.7876588021779
"199","Actumnus_setifer",69.2528735632184,38.3620689655172,50.7183908045977,59.051724137931
"200","Aega_alazon",62.0795107033639,42.8134556574924,49.2354740061162,60.2446483180428
"201","Aega_excisa",65.5328798185941,43.9909297052154,60.5442176870748,65.9863945578231
"202","Aega_vigilans",59.0579710144928,49.2753623188406,52.8985507246377,68.8405797101449
"203","Aegaeon_lacazei",71.2158808933002,44.9131513647643,60.7444168734491,70.0744416873449
"204","Aegaeon_rathbuni",70.5140640155189,43.8409311348206,59.262851600388,68.6226964112512
"205","Aegina_citrea",65.1183172655565,40.5492258252994,58.6912065439673,70.6690037978382
"206","Aeginura_grimaldii",64.9249249249249,40.3003003003003,57.9279279279279,70.2402402402402
"207","Aegires_exeches",73.9788199697428,44.7806354009077,60.4387291981846,69.9697428139183
"208","Aegisthus_mucronatus",37.0498249652328,30.671845777586,35.39059128183,54.4094374910085
"209","Aenigmathura_calliandra",47.3684210526316,30.5263157894737,31.5789473684211,62.1052631578947
"210","Aequorea_globosa",85.7142857142857,67.6190476190476,60.952380952381,73.3333333333333
"211","Aesopia_cornuta",71.7948717948718,37.973137973138,52.5030525030525,60.9279609279609
"212","Aesopus_clausiliformis",69.3877551020408,44.6938775510204,53.6734693877551,66.530612244898
"213","Aethaloperca_rogaa",71.3826366559485,41.3719185423366,53.1618435155413,62.8081457663451
"214","Aethra_edentata",74.5253164556962,45.3322784810127,61.0759493670886,69.7784810126582
"215","Aethra_scruposa",74.9809305873379,45.766590389016,61.2509534706331,70.3279938977879
"216","Aetideus_giesbrechti",100,100,100,100
"217","Aetobatus_flagellum",71.8905472636816,37.5621890547264,52.2388059701493,60.6965174129353
"218","Aetobatus_narinari",72.5239616613419,43.8498402555911,56.3099041533546,68.0511182108626
"219","Aetobatus_ocellatus",75.1619870410367,44.5644348452124,60.6911447084233,70.6263498920086
"220","Afrocardium_exochum",68.5555555555556,37.8888888888889,52,60.2222222222222
"221","Afrocardium_infantile",67.8362573099415,35.672514619883,56.2865497076023,58.6257309941521
"222","Afrocardium_richardi",72.8227300802965,44.1012970969734,60.840024706609,70.2285361334157
"223","Agalma_elegans",74.7169811320755,50.7547169811321,65.4716981132075,74.2452830188679
"224","Agalma_okeni",74.2019543973941,44.5602605863192,61.6938110749186,70.1628664495114
"225","Agelas_ceylonica",68.2382133995037,48.8833746898263,53.2258064516129,66.8734491315137
"226","Agelas_clathrodes",67.1590909090909,47.3863636363636,51.9318181818182,65.3409090909091
"227","Agelas_mauritiana",68.440594059406,41.2128712871287,52.8465346534653,59.6534653465347
"228","Agelas_novaecaledoniae",40.5405405405405,32.4324324324324,38.5135135135135,56.0810810810811
"229","Aglaophamus_dibranchis",70.4361873990307,38.529886914378,58.2390953150242,60.1777059773829
"230","Aglaophamus_verrilli",96.6101694915254,57.2033898305085,95.7627118644068,90.2542372881356
"231","Aglaophenia_cupressina",67.3076923076923,45.6043956043956,51.6483516483517,61.5384615384615
"232","Aglaophenia_lophocarpa",95.6989247311828,58.0645161290323,95.3405017921147,90.3225806451613
"233","Aglaophenia_postdentata",70.2863961813842,50.5966587112172,55.0119331742243,70.6443914081146
"234","Aglaura_hemistoma",73.7508796622097,43.4201266713582,59.7466572836031,68.9655172413793
"235","Agnezia_glaciata",79.1666666666667,54.1666666666667,87.5,66.6666666666667
"236","Agononida_incerta",67.2403560830861,42.7299703264095,55.6676557863501,66.8249258160237
"237","Agononida_simillima",87.984496124031,48.4496124031008,89.1472868217054,84.8837209302326
"238","Agononida_squamosa",66.7675544794189,43.7651331719128,54.9031476997579,67.0702179176755
"239","Ahliesaurus_berryi",49.2615065857629,30.6200976764836,46.2128163386118,59.7424892703863
"240","Ahliesaurus_brevis",44.007858546169,55.7956777996071,70.9233791748527,89.5874263261297
"241","Aidanosagitta_neglecta",74.3172951885566,44.2782834850455,61.3133940182055,70.1560468140442
"242","Aidanosagitta_oceania",73.5455543358946,53.8968166849616,62.019758507135,72.9967069154775
"243","Aidanosagitta_regularis",71.6317991631799,42.1757322175732,55.7322175732218,68.2008368200837
"244","Aioliops_megastigma",63.2936507936508,42.6587301587302,46.8253968253968,56.9444444444444
"245","Aioliops_novaeguineae",65.3379549393414,37.7816291161178,50.9532062391681,55.2859618717504
"246","Aioliops_tetrophthalmus",91.8918918918919,72.0720720720721,67.5675675675676,89.1891891891892
"247","Aipysurus_duboisii",69.4848084544254,40.2906208718626,53.6327608982827,60.2377807133421
"248","Aipysurus_eydouxii",67.8048780487805,35.609756097561,50.2439024390244,56.7479674796748
"249","Aipysurus_laevis",69.2513368983957,39.4385026737968,52.807486631016,59.0909090909091
"250","Akera_soluta",64.4760213143872,45.2930728241563,50.4440497335702,62.6998223801066
"251","Alainodaeus_nuku",92.156862745098,59.4771241830065,92.156862745098,90.8496732026144
"252","Alainodaeus_rimatara",79.3827160493827,52.716049382716,73.2098765432099,85.679012345679
"253","Alainosquilla_foresti",65.7010428736964,51.332560834299,51.5643105446118,68.9455388180765
"254","Alatina_alata",62.5571611487104,41.0828608011707,59.9048838485458,73.3674775928297
"255","Alaysia_spiralis",44.7511612475116,37.0802919708029,44.2601194426012,65.0165892501659
"256","Albula_argentea",71.4045416316232,44.9116904962153,57.5273338940286,68.1244743481918
"257","Albula_oligolepis",69.578313253012,37.5,48.4939759036145,59.3373493975904
"258","Albunea_bulla",77.2182254196643,53.4772182254197,69.3045563549161,81.0551558752998
"259","Albunea_microps",70.990990990991,43.6036036036036,54.4144144144144,66.5765765765766
"260","Alderina_tuberosa",67.639902676399,44.1200324412003,54.8256285482563,65.6934306569343
"261","Alectis_ciliaris",74.0435108777194,45.6864216054013,60.4651162790698,70.4426106526632
"262","Alectis_indica",74.2324561403509,40.2412280701754,57.3464912280702,65.0219298245614
"263","Alectona_triradiata",36.9747899159664,34.453781512605,32.7731092436975,52.1008403361345
"264","Alectryonella_plicatula",69.4193548387097,41.4193548387097,50.1935483870968,61.9354838709677
"265","Alepes_apercna",66.5094339622642,36.6352201257862,53.1446540880503,55.5031446540881
"266","Alepes_djedaba",73.6906211936663,38.7332521315469,55.6638246041413,62.6065773447016
"267","Alepes_vari",68.8549618320611,35.8778625954198,48.3969465648855,56.9465648854962
"268","Alepisaurus_ferox",44.5588728614559,30.6172425360617,43.3109694733311,56.7628312646763
"269","Aliaporcellana_suluensis",71.0771840542833,43.0025445292621,54.6225614927905,66.1577608142494
"270","Alima_hieroglyphica",69.0889370932755,47.2885032537961,53.7960954446855,67.1366594360087
"271","Alimopsoides_tuberculatus",75.092936802974,56.5055762081784,57.6208178438662,79.5539033457249
"272","Alionematichthys_crassiceps",66.9182389937107,49.1823899371069,50.188679245283,68.0503144654088
"273","Alionematichthys_piger",74.3447180301827,46.1477362986497,60.6036536934075,70.0555996822875
"274","Alionematichthys_riukiuensis",69.8334965719882,43.6826640548482,53.3790401567091,65.6219392752204
"275","Alionematichthys_winterbottomi",93.1372549019608,71.078431372549,75.4901960784314,95.5882352941177
"276","Allocyttus_verrucosus",70.4918032786885,37.7049180327869,79.2349726775956,62.8415300546448
"277","Alloeocomatella_pectinifera",71.1248892825509,43.7555358724535,55.5358724534987,67.0504871567759
"278","Alloeocomatella_polycladia",70.8113804004215,42.781875658588,52.4762908324552,65.2265542676502
"279","Allogalathea_elegans",71.1252653927813,40.1273885350318,53.5031847133758,62.1019108280255
"280","Allosergestes_sargassi",87.2784150156413,51.303441084463,90.6152241918665,87.1741397288843
"281","Allothunnus_fallai",43.3808553971487,34.5068373581612,43.2644748327029,70.3811463485598
"282","Alopias_pelagicus",44.0585860676949,31.052686057344,39.6284028568471,48.8924541972881
"283","Alopias_superciliosus",44.8808473080318,30.7183108153982,42.9560730531604,56.7485912146106
"284","Alopias_vulpinus",46.07424071991,31.8785151856018,41.3948256467942,53.273340832396
"285","Alox_ornatum",68.5666387259011,43.5037720033529,55.0712489522213,65.8005029337804
"286","Alpheopsis_aequalis",75.3768844221106,45.010768126346,61.0911701363963,70.7824838478105
"287","Alpheopsis_diabolus",72.8703703703704,46.0185185185185,59.0740740740741,69.1666666666667
"288","Alpheopsis_trispinosus",66.9090909090909,50.9090909090909,51.6363636363636,68.4848484848485
"289","Alpheus_acutocarinatus",67.9160419790105,36.7316341829085,52.1739130434783,56.9715142428786
"290","Alpheus_acutofemoratus",73.3980582524272,50.6796116504854,60.3883495145631,72.7184466019417
"291","Alpheus_alcyone",75.0733137829912,45.1612903225806,61.5102639296188,70.5278592375367
"292","Alpheus_barbatus",68.7964338781575,39.0787518573551,50.520059435364,58.0980683506687
"293","Alpheus_bellimanus",92.8571428571429,60.3896103896104,92.2077922077922,90.9090909090909
"294","Alpheus_bidens",74.780526735834,44.293695131684,58.8188347964884,69.1141260973663
"295","Alpheus_bisincisus",67.8571428571429,36.3095238095238,51.6369047619048,57.1428571428571
"296","Alpheus_bradypus",75.5255255255255,50.6006006006006,58.7087087087087,72.8228228228228
"297","Alpheus_brevipes",69.6,48,55.6,68
"298","Alpheus_bucephalus",75.3237410071942,45.1079136690648,61.294964028777,70.7913669064748
"299","Alpheus_canaliculatus",68.7657430730479,39.5465994962217,51.3853904282116,58.9420654911839
"300","Alpheus_clypeatus",75.5344418052257,51.0688836104513,62.5890736342043,73.7529691211401
"301","Alpheus_coetivensis",70.708446866485,41.8256130790191,55.0408719346049,60.8991825613079
"302","Alpheus_collumianus",75.0733137829912,45.3812316715543,61.6568914956012,70.6744868035191
"303","Alpheus_compressus",69.5555555555556,42,54.4444444444444,67.1851851851852
"304","Alpheus_coutierei",75.7647058823529,54.9411764705882,62,75.2941176470588
