"","feature","uninformed"
"279","Allogalathea_elegans",33.5456475583864
"280","Allosergestes_sargassi",43.0656934306569
"281","Allothunnus_fallai",32.615653185918
"282","Alopias_pelagicus",35.420763896077
"283","Alopias_superciliosus",33.053839364519
"284","Alopias_vulpinus",35.6985376827896
"285","Alox_ornatum",33.4450963956412
"286","Alpheopsis_aequalis",35.8937544867193
"287","Alpheopsis_diabolus",37.5925925925926
"288","Alpheopsis_trispinosus",35.8787878787879
"289","Alpheus_acutocarinatus",34.0329835082459
"290","Alpheus_acutofemoratus",37.1844660194175
"291","Alpheus_alcyone",35.9970674486804
"292","Alpheus_barbatus",34.6210995542348
"293","Alpheus_bellimanus",58.4415584415584
"294","Alpheus_bidens",35.9138068635275
"295","Alpheus_bisincisus",32.7380952380952
"296","Alpheus_bradypus",34.0840840840841
"297","Alpheus_brevipes",34.7
"298","Alpheus_bucephalus",36.0431654676259
"299","Alpheus_canaliculatus",33.375314861461
"300","Alpheus_clypeatus",37.1733966745843
"301","Alpheus_coetivensis",38.0108991825613
"302","Alpheus_collumianus",36.2903225806452
"303","Alpheus_compressus",33.7777777777778
"304","Alpheus_coutierei",37.1764705882353
"305","Alpheus_crockeri",36.609152288072
"306","Alpheus_diadema",36.3783346806791
"307","Alpheus_djeddensis",36.4774624373957
"308","Alpheus_dolerus",37.0689655172414
"309","Alpheus_edamensis",36.2133734034561
"310","Alpheus_edwardsii",34.1721854304636
"311","Alpheus_ehlersii",34.1620626151013
"312","Alpheus_eulimene",36.310223266745
"313","Alpheus_frontalis",35.6807511737089
"314","Alpheus_gracilipes",35.3798925556408
"315","Alpheus_gracilis",36.1316872427984
"316","Alpheus_hailstonei",36.2165178571429
"317","Alpheus_idiocheles",38.1653454133635
"318","Alpheus_ladronis",33.953488372093
"319","Alpheus_lobidens",35.0680544435548
"320","Alpheus_lottini",35.7615894039735
"321","Alpheus_malleodigitus",36.0068259385666
"322","Alpheus_microscaphis",37.7643504531722
"323","Alpheus_mitis",39.5228215767635
"324","Alpheus_nonalter",32.9202168861348
"325","Alpheus_oahuensis",36.130007558579
"326","Alpheus_obesomanus",35.5161787365177
"327","Alpheus_ovaliceps",37.2275501307759
"328","Alpheus_pachychirus",36.1538461538462
"329","Alpheus_pacificus",35.4838709677419
"330","Alpheus_paracrinitus",35.9104046242775
"331","Alpheus_paradentipes",36.4628820960699
"332","Alpheus_paralcyone",35.2821210061183
"333","Alpheus_pareuchirus",39.4829612220917
"334","Alpheus_parvirostris",35.7528957528958
"335","Alpheus_perplexus",37.3469387755102
"336","Alpheus_pustulosus",33.5949764521193
"337","Alpheus_rapax",35.5625491738788
"338","Alpheus_sizou",36.4540182270091
"339","Alpheus_spongiarum",34.2892768079801
"340","Alpheus_stanleyi",37.0892018779343
"341","Alpheus_staphylinus",35.7035928143713
"342","Alpheus_strenuus",36.106346483705
"343","Alpheus_sulcatus",35.5874894336433
"344","Alticus_saliens",34.045393858478
"345","Alticus_sertatus",34.083044982699
"346","Aluterus_monoceros",36.4438839848676
"347","Aluterus_scriptus",36.7577756833176
"348","Alveopora_allingi",35.2390852390852
"349","Alveopora_catalai",34.9222797927461
"350","Alveopora_fenestrata",35.4330708661417
"351","Alveopora_spongiosa",35.8241758241758
"352","Alveopora_tizardi",34.7177848775293
"353","Alveopora_verrilliana",34.280303030303
"354","Amaeana_trilobata",62.0689655172414
"355","Amanses_scopas",36.9601328903655
"356","Amarsipus_carlsbergi",36.0632183908046
"357","Amathia_distans",35.9269282814614
"358","Amathina_tricarinata",33.7078651685393
"359","Ambassis_dussumieri",33.1269349845201
"360","Ambassis_gymnocephalus",34.2140026420079
"361","Ambassis_interrupta",33.4672021419009
"362","Ambassis_kopsii",37.5609756097561
"363","Ambassis_miops",33.4808259587021
"364","Ambassis_nalua",33.2805071315372
"365","Ambassis_urotaenia",34.0645161290323
"366","Amblycirrhitus_bimacula",34.5711759504863
"367","Amblycirrhitus_pinos",36.5384615384615
"368","Amblycirrhitus_unimacula",33.6196319018405
"369","Amblyeleotris_biguttata",34.2553191489362
"370","Amblyeleotris_diagonalis",32.7561327561328
"371","Amblyeleotris_fasciata",35.2140077821012
"372","Amblyeleotris_guttata",34.6878097125867
"373","Amblyeleotris_gymnocephala",33.3785617367707
"374","Amblyeleotris_novaecaledoniae",34.4173441734417
"375","Amblyeleotris_ogasawarensis",34.1719077568134
"376","Amblyeleotris_periophthalma",33.5643564356436
"377","Amblyeleotris_randalli",34.2928660826033
"378","Amblyeleotris_rhyax",34.5238095238095
"379","Amblyeleotris_rubrimarginata",35.059331175836
"380","Amblyeleotris_steinitzi",37.542662116041
"381","Amblyeleotris_wheeleri",33.9063992359121
"382","Amblygaster_clupeoides",33.4412081984898
"383","Amblygaster_sirm",33.9853300733496
"384","Amblyglyphidodon_aureus",33.5589941972921
"385","Amblyglyphidodon_curacao",33.5448776065276
"386","Amblyglyphidodon_leucogaster",34.1
"387","Amblyglyphidodon_melanopterus",33.879781420765
"388","Amblyglyphidodon_ternatensis",32.8690807799443
"389","Amblygobius_albimaculatus",33.936170212766
"390","Amblygobius_buanensis",36.3395225464191
"391","Amblygobius_bynoensis",33.6605890603086
"392","Amblygobius_cheraphilus",33.976833976834
"393","Amblygobius_decussatus",33.5010060362173
"394","Amblygobius_linki",34.4124700239808
"395","Amblygobius_nocturnus",36.0549717057397
"396","Amblygobius_sphynx",34.0932642487047
"397","Amblygobius_stethophthalmus",33.399209486166
"398","Amblyotrypauchen_arctocephalus",33.4250343878955
"399","Amblyrhynchotes_honckenii",33.264675592173
"400","Ameira_parvula",58.8235294117647
"401","Ameloctopus_litoralis",35.1851851851852
"402","Amioides_polyacanthus",34.5011424219345
"403","Ammonia_tepida",34.1311134235172
"404","Ammothella_appendiculata",35.8098068350669
"405","Ammothella_pacifica",100
"406","Ammothella_stauromata",33.6615935541629
"407","Ammothella_tippula",36.0674157303371
"408","Amniataba_caudavittata",36.8107302533532
"409","Amorphinopsis_fenestrata",32.7859406511092
"410","Amorphinopsis_foetida",32.5526932084309
"411","Ampelisca_bicarinata",44.2148760330579
"412","Ampelisca_romigi",43.1159420289855
"413","Amphibalanus_amphitrite",31.8153846153846
"414","Amphicaryon_ernesti",35.4568854568855
"415","Amphicteis_gunneri",46.4408443789887
"416","Amphiglena_mediterranea",40.5128205128205
"417","Amphimedon_compressa",36.580310880829
"418","Amphimedon_viridis",35.4291417165669
"419","Amphinema_dinema",45.3333333333333
"420","Amphioctopus_mototi",37.3831775700935
"421","Amphioctopus_polyzenia",34.9875930521092
"422","Amphioctopus_rex",33.9719029374202
"423","Amphiophiura_pertusa",37.6688344172086
"424","Amphioplus_depressus",32.4905183312263
"425","Amphioplus_laevis",43.4628975265018
"426","Amphipholis_misera",32.3798627002288
"427","Amphipholis_squamata",42.8152492668622
"428","Amphiprion_akallopisos",33.6898395721925
"429","Amphiprion_akindynos",34.3832020997375
"430","Amphiprion_barberi",33.5958005249344
"431","Amphiprion_chrysopterus",35.3316326530612
"432","Amphiprion_clarkii",33.6862367661213
"433","Amphiprion_melanopus",33.9090909090909
"434","Amphiprion_pacificus",34.3828715365239
"435","Amphiprion_perideraion",33.7099811676083
"436","Amphiprion_rubrocinctus",38.0952380952381
"437","Amphiprion_sandaracinos",32.796486090776
"438","Amphiroa_foliacea",34.0845070422535
"439","Amphiroa_fragilissima",34.9869451697128
"440","Amphiroa_tribulus",36.144578313253
"441","Amphithyrus_bispinosus",36.3232682060391
"442","Amphitretus_pelagicus",33.318661971831
"443","Amphiura_duncani",34.4701583434836
"444","Amphogona_apsteini",38.6041439476554
"445","Ampithoe_ramondi",34.5690454124189
"446","Amsichthys_knighti",34.1317365269461
"447","Amusium_japonicum",33.6322869955157
"448","Amusium_pleuronectes",32.3607427055703
"449","Amygdalum_peasei",34.7272727272727
"450","Amygdalum_politum",34.140061791967
"451","Amygdalum_sagittatum",41.1149825783972
"452","Anacropora_forbesi",33.7423312883436
"453","Anacropora_puertogalerae",33.6713995943205
"454","Anadara_antiquata",35.048231511254
"455","Anadara_broughtonii",63.1578947368421
"456","Anadara_uropigimelana",35.1694915254237
"457","Anadara_vellicata",35.5844155844156
"458","Anaitides_madeirensis",36.9504209541628
"459","Anamixilla_torresi",34.1698841698842
"460","Anampses_caeruleopunctatus",35.7033639143731
"461","Anampses_elegans",40.461215932914
"462","Anampses_femininus",37.8504672897196
"463","Anampses_geographicus",35.829307568438
"464","Anampses_lineatus",34.5884413309983
"465","Anampses_melanurus",36.318407960199
"466","Anampses_meleagrides",35.8132749817651
"467","Anampses_neoguinaicus",34.7912524850895
"468","Anampses_twistii",36.8885324779471
"469","Anapagurus_bonnieri",33.5195530726257
"470","Anarchias_allardicei",34.6363636363636
"471","Anarchias_cantonensis",34.5029239766082
"472","Anarchias_leucurus",35.934664246824
"473","Anarchias_schultzi",35.0387596899225
"474","Anarchias_seychellensis",36.7174280879865
"475","Anatoma_japonica",34.4144144144144
"476","Anatoma_munieri",35.9957401490948
"477","Anchialina_grossa",35.8306188925081
"478","Anchiopontonia_hurii",35.7432981316003
"479","Anchisquilla_chani",35.1888667992048
"480","Anchisquilla_fasciata",33.9303482587065
"481","Anchisquilloides_mcneilli",31.7708333333333
"482","Anchistioides_willeyi",34.0332458442695
"483","Anchistus_australis",34.8837209302326
"484","Anchistus_custoides",33.9160839160839
"485","Anchistus_custos",36.3481228668942
"486","Anchistus_demani",35.5737704918033
"487","Anchistus_gravieri",36.0169491525424
"488","Anchistus_miersi",35.5590062111801
"489","Anchistus_pectinis",33.7931034482759
"490","Anchylomera_blossevillei",35.8759430008382
"491","Ancistrogobius_yanoi",35.8925143953935
"492","Ancistrosyllis_groenlandica",42.8571428571429
"493","Ancistroteuthis_lichtensteini",39.3592677345538
"494","Ancylomenes_holthuisi",35.8538657604078
"495","Ancylomenes_magnificus",33.9855818743563
"496","Ancylomenes_tenuirostris",32.2916666666667
"497","Ancylomenes_venustus",35.0561797752809
"498","Andamia_amphibius",35.3159851301115
"499","Andamia_reyi",33.6996336996337
"500","Angaria_delphinus",34.322453016815
"501","Angaria_formosa",35.7628765792031
"502","Angaria_sphaerula",34.0057636887608
"503","Angiola_fasciata",36.128526645768
"504","Anguilla_bicolor",34.5195729537367
"505","Anguilla_marmorata",36.0328638497653
"506","Anguilla_megastoma",31.468218442256
"507","Anguilla_obscura",33.2123799359658
"508","Anguipecten_lamberti",37.1587462082912
"509","Anguipecten_pacificus",36.2968405584129
"510","Anguipecten_picturatus",34.5618345618346
"511","Anguipecten_superbus",35.114006514658
"512","Aniculus_aniculus",36.8776371308017
"513","Aniculus_erythraeus",38.4701912260967
"514","Aniculus_retipes",35.7254290171607
"515","Aniculus_ursus",33.837689133425
"516","Annachlamys_flabellata",36.0480640854473
"517","Annachlamys_histrionica",44.1141498216409
"518","Annachlamys_iredalei",37.1584699453552
"519","Annachlamys_striatula",37.0039682539683
"520","Anneissia_bennetti",34.2235410484669
"521","Annella_mollis",33.9034205231388
"522","Anodontia_edentula",35.6702619414484
"523","Anodontia_hawaiensis",35.4598177299089
"524","Anodontia_ovum",35.4235423542354
"525","Anodontia_philippiana",35.2163461538462
"526","Anodontia_vesicula",35.5575868372943
"527","Anomalocardia_squamosa",32.7639751552795
"528","Anomalops_katoptron",35.4024556616644
"529","Anomia_peruviana",55.6962025316456
"530","Anomocora_fecunda",38.5714285714286
"531","Anomocora_marchadi",35.6589147286822
"532","Anomoianthella_rubra",36.1111111111111
"533","Anoplodactylus_batangensis",35.7950263752826
"534","Anoplodactylus_chamorrus",35
"535","Anoplodactylus_cribellatus",35.1351351351351
"536","Anoplodactylus_glandulifer",35.9832635983264
"537","Anoplodactylus_longiceps",34.867663981588
"538","Anoplodactylus_pectinus",35.1123595505618
"539","Anoplodactylus_pycnosoma",35.8910891089109
"540","Anoplodactylus_simplex",66.6666666666667
"541","Anoplodactylus_squalidus",41.2337662337662
"542","Anoplodactylus_tenuicorpus",34.8623853211009
"543","Anoplodactylus_tubiferus",34.0245775729647
"544","Anoplodactylus_typhlops",52.061170212766
"545","Anoplodactylus_versluysi",35.1063829787234
"546","Anoplogaster_brachycera",30.1138551234806
"547","Anoplogaster_cornuta",32.4571281490299
"548","Antalis_longitrorsa",34.2227378190255
"549","Antalis_tibana",33.8709677419355
"550","Antalis_usitatum",35.7280617164899
"551","Antalis_weinkauffi",39.1990291262136
"552","Antedon_parviflora",33.1506849315069
"553","Antennarius_commerson",35.6104651162791
"554","Antennarius_hispidus",34.1677096370463
"555","Antennarius_maculatus",35.6153219233904
"556","Antennarius_pictus",33.9329517579722
"557","Antennarius_randalli",36.078431372549
"558","Antennarius_striatus",33.433734939759
"559","Antennatus_analis",35.3023909985935
"560","Antennatus_coccineus",36.002886002886
"561","Antennatus_dorehensis",34.5572354211663
"562","Antennatus_duescus",35.6407857811038
"563","Antennatus_linearis",33.6669699727025
"564","Antennatus_nummifer",33.1693605059733
"565","Antennatus_rosaceus",34.869109947644
"566","Antennatus_tuberosus",36.7613200306984
"567","Antennella_secundaria",42.7509293680297
"568","Anthenoides_cristatus",34.7826086956522
"569","Anthenoides_granulosus",36.1128928800513
"570","Antigona_chemnitzii",35.1902173913043
"571","Antigonia_capros",34.9544072948328
"572","Antigonia_eos",41.3793103448276
"573","Antigonia_malayana",34.7222222222222
"574","Antigonia_rubescens",36.307519640853
"575","Antigonia_rubicunda",33.7854500616523
"576","Antillesoma_antillarum",35.5828220858896
"577","Antisabia_foliacea",35.7684355616816
"578","Antrocarcinus_petrosus",33.6405529953917
"579","Antropora_granulifera",35.1898734177215
"580","Antropora_minor",35.4140127388535
"581","Anulidentalium_bambusa",38.2113821138211
"582","Anyperodon_leucogrammicus",33.9270568278202
"583","Aonidella_cirrobranchiata",47.2868217054264
"584","Apanthura_restio",36.5079365079365
"585","Apanthura_sandalensis",34.8134991119005
"586","Aphareus_furca",35.7729138166895
"587","Aphareus_rutilans",34.1160220994475
"588","Aphelochaeta_marioni",37.2549019607843
"589","Aphelochaeta_multifilis",46.0378983634798
"590","Aphrocallistes_beatrix",31.9195305951383
"591","Aphroceras_ensata",40.0960384153661
"592","Apionsoma_misakianum",43.4389140271493
"593","Apionsoma_trichocephalus",35.5761794276875
"594","Aplidium_caelestis",35.2750809061489
"595","Aplidium_clivosum",64
"596","Aplidium_controversum",34.3790849673203
"597","Aplidium_crateriferum",38.1006864988558
"598","Aplidium_flavolineatum",37.6436781609195
"599","Aplidium_lobatum",34.6516007532957
"600","Aplidium_longithorax",34.5151199165798
"601","Aplidium_mernooensis",43.3333333333333
"602","Aplidium_multiplicatum",34.2364532019704
"603","Aplidium_nadaense",32.5259515570934
"604","Aplidium_ritteri",36.260162601626
"605","Aplidium_uteute",42.2459893048128
"606","Aploactis_aspera",45.2173913043478
"607","Aplousina_filum",37.304347826087
"608","Aplysia_californica",100
"609","Aplysia_juliana",33.9704604691573
"610","Aplysia_oculifera",37.9469434832757
"611","Aplysia_parvula",36.015037593985
"612","Aplysilla_sulfurea",53.125
"613","Apogon_caudicinctus",35.0299401197605
"614","Apogon_ceramensis",33.7248322147651
"615","Apogon_coccineus",35.6428021555042
"616","Apogon_crassiceps",36.0277136258661
"617","Apogon_dammermani",33.2954545454545
"618","Apogon_dianthus",34.7037484885127
"619","Apogon_doryssa",34.7619047619048
"620","Apogon_indicus",35.4901960784314
"621","Apogon_posterofasciatus",34.8148148148148
"622","Apogon_seminigracaudus",34.9260523321957
"623","Apogon_semiornatus",37.029702970297
"624","Apogon_susanae",36.2801377726751
