"","feature","MM-NorESM2-MM_Percentile_MHW_SumCumInt_585","MM-IPSL-CM6A-LR_Percentile_MHW_SumCumInt_585","MM-GFDL-ESM4_Percentile_MHW_SumCumInt_585","MM-CMCC-ESM2_Percentile_MHW_SumCumInt_585","MM-CanESM5_Percentile_MHW_SumCumInt_585","EM_Percentile_MHW_SumCumInt_585"
"813","Astronesthes_indicus",49.3291239147593,51.7166535122336,54.6862667719021,54.8046566692976,52.9696132596685,52.3809523809524
"814","Astronesthes_lucifer",47.6960927400859,47.9212710062133,51.5825028147283,51.357324548601,48.1172594971019,48.1130895292106
"815","Astronesthes_luetkeni",46.2757818715956,52.4848521941367,56.1080849501193,55.1747352959177,53.0356814982557,52.5797172409572
"816","Astronesthes_martensii",43.8036706516249,38.0788011449739,46.851321771342,43.7447381714093,38.1040579222091,39.1900993433238
"817","Astronesthes_quasiindicus",45.8359564709057,45.0849896573433,49.4873639715802,48.4800791438079,44.9545822466049,46.6049105135354
"818","Astronesthes_splendidus",46.0540214274936,48.6230571902822,51.8862230270107,51.7390976309039,49.1851516523314,48.4721593481213
"819","Astronesthes_tchuvasovi",44.8383472725003,30.0711521657721,41.1683934589939,35.5011858694295,30.3832230682811,33.8659343402821
"820","Astronesthes_trifibulatus",49.120428431007,51.3168152391282,54.0622987492797,54.3165101854049,52.4929668169339,51.6354269057384
"821","Astropecten_monacanthus",68.5920577617328,71.2394705174489,81.468110709988,77.3766546329723,73.7665463297232,69.193742478941
"822","Astropecten_polyacanthus",68.3673469387755,77.8231292517007,83.1972789115646,81.4285714285714,77.2789115646259,74.2857142857143
"823","Astropecten_vappa",68.051948051948,70.6493506493507,82.4675324675325,77.1428571428572,73.2467532467532,68.7012987012987
"824","Astropyga_radiata",66.4133738601824,73.7082066869301,81.6109422492401,76.7477203647416,72.9483282674772,67.9331306990882
"825","Astrosclera_willeyana",67.6043557168784,81.8511796733212,83.8475499092559,83.3938294010889,78.8566243194192,75.8620689655172
"826","Astrothorax_waitei",66.7139815471966,73.9531582682754,82.5408090844571,81.4762242725337,71.8239886444287,72.3917672107878
"827","Asymmetron_lucayanum",67.1600370027752,77.2432932469935,82.4236817761332,81.313598519889,75.2081406105458,72.0629047178538
"828","Atactodea_striata",71.5611814345991,77.7215189873418,83.6286919831224,82.2784810126582,78.9029535864979,74.7679324894515
"829","Ateleopus_japonicus",70.3461178671656,70.3461178671656,82.8811973807297,79.3264733395697,73.0589335827877,71.2815715622077
"830","Atelomycterus_marmoratus",69.0406976744186,68.6046511627907,81.1046511627907,76.453488372093,72.6744186046512,66.7151162790698
"831","Atergatis_floridus",69.9152542372881,79.4915254237288,84.3220338983051,83.4745762711864,78.8135593220339,75.593220338983
"832","Atergatis_integerrimus",72.2027972027972,77.6223776223776,83.9160839160839,82.4300699300699,79.1958041958042,74.8251748251748
"833","Atergatopsis_lucasii",69.2759295499021,82.2896281800391,84.4422700587084,83.3659491193738,82.4853228962818,77.0058708414873
"834","Atergatopsis_signata",70.3789636504254,78.9636504253674,83.9907192575406,82.5986078886311,77.8808971384377,75.4833720030936
"835","Athanas_areteformis",70.9844559585492,80.1381692573402,85.0604490500863,84.1105354058722,79.706390328152,76.1658031088083
"836","Athanas_dimorphus",67.2391017173051,69.7490092470277,80.7133421400264,76.3540290620872,72.6552179656539,67.7675033025099
"837","Athanas_djiboutensis",70.6512778235779,80.3792250618302,85.078318219291,83.924154987634,79.3075020610058,76.5869744435284
"838","Athanas_indicus",69.4690265486726,78.9085545722714,83.6283185840708,82.448377581121,77.5811209439528,75.0737463126844
"839","Athanas_marshallensis",66.1290322580645,70.4301075268817,82.7956989247312,76.8817204301075,75.8064516129032,68.8172043010753
"840","Athanas_parvus",71.4404662781016,77.9350541215654,83.6802664446295,81.6819317235637,78.5179017485429,74.3547044129892
"841","Athanas_rhothionastes",70.121130551817,83.7146702557201,83.1763122476447,83.9838492597577,81.0228802153432,78.1965006729475
"842","Atherinomorus_duodecimalis",71.0644677661169,71.0644677661169,82.3088455772114,78.7106446776612,75.8620689655172,69.5652173913043
"843","Atherinomorus_endrachtensis",69.2793931731985,71.6814159292035,81.6687737041719,78.1289506953224,74.0834386852086,68.7737041719343
"844","Atherinomorus_lacunosus",67.0556552962298,76.3016157989228,81.867145421903,81.1490125673249,75.7630161579892,72.0825852782765
"845","Atherinomorus_lineatus",63.3333333333333,72.7777777777778,83.3333333333333,79.4444444444444,79.4444444444444,67.7777777777778
"846","Atherion_elymus",65.5826558265583,72.0867208672087,81.5718157181572,79.810298102981,77.3712737127371,70.189701897019
"847","Atlanta_inclinata",62.3740201567749,74.91601343785,78.9473684210526,76.4837625979843,72.7883538633819,68.4210526315789
"848","Atlanta_lesueurii",63.1340579710145,81.1594202898551,79.981884057971,80.7065217391304,75.8152173913043,71.5579710144928
"849","Atlanta_peronii",57.6391483003362,68.0861661063379,72.518988917943,72.518988917943,65.3716847217034,67.3017058896775
"850","Atolla_vanhoeffeni",89.7163120567376,89.7163120567376,94.6808510638298,87.9432624113475,95.0354609929078,91.8439716312057
"851","Atolla_wyvillei",68.6192468619247,77.4058577405858,77.8242677824268,79.4979079497908,58.5774058577406,78.6610878661088
"852","Atrina_pectinata",68.4796854521625,77.916120576671,82.9619921363041,81.127129750983,76.4744429882045,74.2463958060288
"853","Atrina_vexillum",69.3486590038314,78.6206896551724,83.6015325670498,82.3754789272031,77.8544061302682,74.7892720306513
"854","Atriolum_robustum",67.1907756813417,79.769392033543,82.4947589098532,81.6561844863732,75.9958071278826,72.8511530398323
"855","Atrobucca_brevis",69.5467422096317,73.371104815864,83.7110481586402,78.6118980169972,73.7960339943343,70.6798866855524
"856","Atrobucca_nibe",68.5990338164251,69.8067632850241,82.9710144927536,77.1739130434783,72.2222222222222,68.8405797101449
"857","Atrosalarias_holomelas",70.3757225433526,77.0231213872832,83.0924855491329,81.6473988439306,79.3352601156069,71.242774566474
"858","Attiliosa_nodulifera",69.2783505154639,76.7010309278351,83.298969072165,81.8556701030928,77.1134020618557,72.3711340206186
"859","Atule_mate",72.0693170234455,74.9235474006116,83.3843017329256,79.8165137614679,76.7584097859327,73.0886850152905
"860","Atypopenaeus_stenodactylus",68.4640522875817,68.7908496732026,82.1895424836601,77.6143790849673,72.3856209150327,66.9934640522876
"861","Atys_cylindricus",66.9165885660731,76.9447047797563,82.9428303655108,81.3495782567948,75.0702905342081,71.9775070290534
"862","Atys_naucum",70.0729927007299,75.3910323253389,82.3774765380605,80.6047966631908,76.5380604796663,71.1157455683003
"863","Augaptilus_megalurus",46.8842729970326,73.5905044510386,69.4362017804154,72.4035608308605,79.2284866468843,67.3590504451039
"864","Aulacocephalus_temminckii",67.9950186799502,78.8293897882939,83.9975093399751,81.3200498132005,76.3387297633873,74.2216687422167
"865","Aulacolambrus_hoplonotus",73.0061349693252,74.1104294478528,84.1717791411043,79.8773006134969,76.9325153374233,72.1472392638037
"866","Aulostomus_chinensis",69.2041522491349,78.8235294117647,83.5294117647059,82.0069204152249,76.9550173010381,75.2941176470588
"867","Aulotrachichthys_latus",48.6967418546366,52.1303258145363,58.0451127819549,52.8320802005013,50.2005012531328,51.203007518797
"868","Aulotrachichthys_prosthemius",52.6448362720403,54.0302267002519,55.6675062972292,52.2670025188917,50.1259445843829,52.2670025188917
"869","Aurelia_aurita",66.8789808917197,83.4394904458599,80.0424628450106,87.0488322717622,66.0297239915074,77.7070063694268
"870","Auriculastra_subula",69.6598639455782,69.5238095238095,81.3605442176871,77.0068027210884,73.469387755102,67.891156462585
"871","Aurigequula_fasciata",69.4078947368421,74.2324561403509,82.2368421052632,78.9473684210526,74.890350877193,70.6140350877193
"872","Austrognatharia_pecten",89.8809523809524,89.8809523809524,91.0714285714286,89.8809523809524,95.2380952380952,94.0476190476191
"873","Austrognathia_nannulifera",89.6969696969697,89.6969696969697,91.5151515151515,89.6969696969697,95.1515151515152,93.9393939393939
"874","Austrolepidopa_caledonia",68.1933842239186,88.5496183206107,85.4961832061069,90.5852417302799,78.117048346056,79.3893129770992
"875","Austrolethops_wardi",68.9450222882615,69.9851411589896,82.0208023774146,77.1173848439822,73.8484398216939,67.3105497771174
"876","Automate_dolichognatha",69.1322901849218,79.3741109530583,83.4992887624467,82.4324324324324,77.6671408250356,75.24893314367
"877","Auxis_rochei",69.4915254237288,78.7767133382461,83.4929992630803,82.2402358142962,77.3028739867354,75.0184229918939
"878","Auxis_thazard",68.4489147697194,75.5426151402859,83.8538909475913,82.6892535733192,75.5426151402859,75.1720487030175
"879","Avocettina_bowersii",61.2502676086491,41.9396274887604,47.0134874759152,43.9092271462214,50.1177478056091,46.7351744808392
"880","Avrainvillea_erecta",70.3287890938252,78.9895749799519,84.0417000801925,82.9190056134723,78.5084202085004,74.9799518845229
"881","Avrainvillea_hollenbergii",66.8384879725086,82.9896907216495,81.4432989690722,83.8487972508591,77.6632302405498,75.6013745704467
"882","Avrainvillea_lacerata",66.56,78.32,82.48,81.68,75.68,73.6
"883","Avrainvillea_nigricans",65.8823529411765,79.7860962566845,80.9625668449198,81.283422459893,76.6844919786096,71.7647058823529
"884","Awaous_guamensis",59.3439363817097,82.5049701789264,76.6401590457256,82.3061630218688,72.1669980119284,73.8568588469185
"885","Awaous_melanocephalus",68.8504326328801,76.761433868974,84.3016069221261,82.5710754017305,79.9752781211372,72.4351050679852
"886","Awaous_ocellaris",69.7875688434304,79.8583792289536,84.3430369787569,83.1628638867034,78.9142407553108,75.7671125098348
"887","Axianassa_heardi",85.3403141361257,77.4869109947644,79.0575916230366,77.4869109947644,80.6282722513089,79.5811518324607
"888","Axinella_donnani",68.2983682983683,73.5431235431235,82.2843822843823,78.2051282051282,74.1258741258741,70.3962703962704
"889","Axinella_lifouensis",71.1711711711712,87.3873873873874,85.1351351351351,92.7927927927928,64.8648648648649,78.8288288288288
"890","Axinella_plumosa",69.8630136986301,82.1917808219178,79.4520547945205,89.7260273972603,53.4246575342466,74.6575342465753
"891","Axinyssa_aculeata",60.7207207207207,76.3963963963964,82.8828828828829,79.8198198198198,76.3963963963964,69.3693693693694
"892","Axinyssa_aplysinoides",65.1798561151079,78.5611510791367,81.8705035971223,81.0071942446043,77.5539568345324,71.9424460431655
"893","Axiopsis_pica",67.5392670157068,82.3734729493892,83.6823734729494,83.0715532286213,79.0575916230366,75.6544502617801
"894","Axiopsis_serratifrons",70.0380228136882,78.7832699619772,83.8022813688213,82.4334600760456,77.8707224334601,75.2091254752852
"895","Azorinus_coarctatus",66.4827586206897,69.5172413793103,80.8275862068966,76.2758620689655,72.2758620689655,66.8965517241379
"896","Babelomurex_diadema",65.262252794497,77.3000859845228,82.4591573516767,80.3095442820292,73.6027515047291,71.195184866724
"897","Babelomurex_lischkeanus",72.2602739726027,88.6986301369863,85.958904109589,90.7534246575342,75.6849315068493,77.0547945205479
"898","Bajacalifornia_megalops",46.94312407802,57.195541714473,63.7518439600066,60.7031634158335,59.3345353220784,57.5315522045566
"899","Balaenoptera_acutorostrata",65.1138168343039,74.7750132345156,73.292747485442,77.4483853890948,69.7723663313923,72.710428798306
"900","Balaenoptera_borealis",52.699633869398,52.1388515548964,56.2728831626269,55.5637947814803,52.6486536589887,52.6162117069101
"901","Balaenoptera_brydei",54.3956043956044,46.7948717948718,46.3369963369963,47.6190476190476,47.3443223443223,47.0695970695971
"902","Balaenoptera_edeni",51.7736025571061,52.0815467373509,55.7885709830826,55.285725422936,52.4479613315662,52.6818429874483
"903","Balaenoptera_musculus",52.7450680532191,50.9710964979355,55.1460467961462,54.7331396237957,51.7408370291074,51.6694703573431
"904","Balaenoptera_physalus",56.7039106145251,52.5139664804469,60.4748603351955,61.8715083798883,42.5977653631285,53.9106145251397
"905","Balanophyllia_crassitheca",71.3953488372093,89.3023255813954,86.9767441860465,92.093023255814,75.5813953488372,81.1627906976744
"906","Balanus_improvisus",79.2207792207792,85.7142857142857,88.3116883116883,88.3116883116883,64.9350649350649,76.6233766233766
"907","Balanus_trigonus",67.586821015138,76.1353517364203,81.9234194122885,80.7658058771149,75.3339269813001,72.1282279608192
"908","Balistapus_undulatus",69.8098859315589,79.8479087452472,84.4106463878327,83.1939163498099,77.7946768060837,75.4372623574145
"909","Balistoides_conspicillum",66.3157894736842,78.4615384615385,82.6720647773279,81.4574898785425,75.6275303643725,73.1983805668016
"910","Balistoides_viridescens",69.6992481203008,79.6992481203008,84.3609022556391,83.0075187969925,77.8195488721805,75.4135338345865
"911","Bamarooka_anomala",78.0269058295964,76.2331838565022,86.0986547085202,83.4080717488789,78.9237668161435,74.8878923766816
"912","Banareia_armata",62.5576036866359,78.3410138248848,79.0322580645161,79.4930875576037,73.0414746543779,70.852534562212
"913","Banjos_aculeatus",71.4285714285714,100,92.8571428571429,100,57.1428571428571,100
"914","Banjos_banjos",69.620253164557,71.2025316455696,82.8059071729958,78.0590717299578,73.4177215189873,69.831223628692
"915","Bankia_carinata",66.0759493670886,76.1181434599156,80.7594936708861,79.915611814346,74.1772151898734,71.3924050632911
"916","Barbantus_curvifrons",49.5448248565209,51.8965630978297,54.4692921696682,54.9343624249621,53.140048815885,52.5331486245795
"917","Barbatia_cometa",69.9042407660739,70.7250341997264,82.0793433652531,77.8385772913817,73.8714090287278,68.12585499316
"918","Barbatia_foliata",68.5114503816794,75,81.4885496183206,80.2480916030534,76.2404580152672,71.469465648855
"919","Barbatia_fusca",68.1906614785992,76.2645914396887,82.295719844358,81.3229571984436,76.2645914396887,71.5953307392996
"920","Barbourisia_rufa",64.2349223070845,75.5333157756123,81.7750855938899,80.3002370292336,73.2947063471161,74.9802475638662
"921","Barbuligobius_boehlkei",70.5027932960894,75.3072625698324,82.7932960893855,80.4469273743017,76.6480446927374,71.0614525139665
"922","Barnea_dilatata",69.1304347826087,69.1304347826087,81.304347826087,77.1014492753623,73.4782608695652,66.8115942028985
"923","Barnea_manilensis",70.4046242774566,72.9479768786127,81.7341040462428,78.8439306358381,75.4913294797688,70.2890173410405
"924","Baseodiscus_hemprichii",68.9792663476874,81.8979266347687,83.8915470494418,82.8548644338118,78.8676236044657,75.5980861244019
"925","Bassia_bassensis",67.1302149178255,79.0771175726928,82.7433628318584,81.0998735777497,76.1061946902655,73.7673830594184
"926","Bassozetus_zenkevitchi",30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308
"927","Bathochordaeus_charon",76.9230769230769,76.9230769230769,100,92.3076923076923,61.5384615384615,76.9230769230769
"928","Bathophilus_abarbatus",48.7428232033261,69.3130073252821,66.759057612354,69.9069491189863,56.1472975648387,66.1453177588596
"929","Bathophilus_brevis",46.3216386368339,53.6222031744155,56.2586823515503,56.1404545857595,53.8734371767209,53.5010197144799
"930","Bathophilus_digitatus",44.0429449984365,49.0184496716584,53.2017650533338,52.0308536881971,49.7029290156701,48.9559084117995
"931","Bathophilus_kingi",43.2757718472004,53.4873289975331,53.1135531135531,55.0459744337295,53.6480526276445,51.7978620019436
"932","Bathophilus_longipinnis",43.9421650160461,54.3324476344939,53.942510093516,55.8024776562338,54.9294316574071,52.8900238103454
"933","Bathophilus_pawneei",44.0513016579194,48.9659726808244,53.1959264537208,52.0385110006604,49.7167286503771,48.9555455145807
"934","Bathophilus_schizochirus",42.8596338273758,41.8134263295554,45.588491717524,44.6076721883174,44.1891891891892,41.8613775065388
"935","Bathophilus_vaillanti",59.4430992736077,80.2663438256659,79.2574656981437,83.6158192090395,61.6626311541566,74.2130750605327
"936","Bathothauma_lyromma",61.2455985915493,74.7579225352113,79.3573943661972,78.4771126760563,71.6549295774648,72.9533450704225
"937","Bathyarctus_rubens",66.3185378590078,78.0678851174935,82.1801566579634,83.0287206266319,74.2167101827676,74.4778067885117
"938","Bathycongrus_odontostomus",63.6972538513061,78.1647689216343,81.5807099799062,82.9202947086403,73.9450770261219,73.3422638981916
"939","Bathycongrus_retrotinctus",71.1606096131301,69.5193434935522,85.4630715123095,79.9531066822978,73.7397420867526,70.10550996483
"940","Bathycongrus_trilineatus",71.6535433070866,81.8897637795276,80.3149606299213,89.7637795275591,57.4803149606299,74.0157480314961
"941","Bathycongrus_varidens",84.8797250859106,88.659793814433,94.5017182130584,87.9725085910653,91.0652920962199,89.6907216494845
"942","Bathygobius_coalitus",67.4901185770751,79.7430830039526,83.201581027668,82.2134387351779,76.6798418972332,73.9130434782609
"943","Bathygobius_cocosensis",70.2144559173948,79.2692613185068,84.2732327243844,82.922954725973,78.4749801429706,75.7744241461477
"944","Bathygobius_cotticeps",69.4682675814751,81.3893653516295,84.5626072041166,83.1046312178388,78.3018867924528,76.2435677530017
"945","Bathygobius_cyclopterus",70.3112529928172,78.6911412609737,83.9584996009577,82.6017557861133,78.4517158818835,75.3391859537111
"946","Bathygobius_fuscus",70.7758620689655,78.8793103448276,84.5689655172414,83.6206896551724,79.9137931034483,75.948275862069
"947","Bathygobius_laddi",71.7391304347826,74.2028985507246,84.2028985507246,79.4202898550725,75.3623188405797,71.5942028985507
"948","Bathylagichthys_greyae",70.7865168539326,71.9101123595506,96.6292134831461,97.752808988764,64.0449438202247,78.6516853932584
"949","Bathylagoides_argyrogaster",44.0965375818282,40.6183452953703,47.3065699187633,45.0824197491916,40.7760864421484,40.4527170912533
"950","Bathylagoides_nigrigenys",61.0492107706592,41.0399257195915,43.0362116991643,42.1309192200557,47.1912720519963,44.5914577530176
"951","Bathymunida_polae",66.1404893449092,76.63772691397,82.3993685872139,80.8997632202052,73.6385161799526,72.138910812944
"952","Bathymunida_rudis",67.0588235294118,91.3725490196078,86.2745098039216,92.9411764705882,76.4705882352941,80
"953","Bathymunida_sibogae",66.9565217391304,75.5731225296443,83.0830039525692,81.4229249011858,75.0197628458498,72.2529644268775
"954","Bathynomus_affinis",59.5588235294118,75,68.3823529411765,72.7941176470588,77.9411764705882,66.9117647058823
"955","Bathynomus_doederleini",71.2830957230143,79.6334012219959,86.7617107942974,87.5763747454175,84.7250509164969,75.3564154786151
"956","Bathynomus_immanis",70.8874458874459,72.2943722943723,83.8744588744589,79.5454545454545,72.6190476190476,71.7532467532468
"957","Bathynomus_kapala",72.5663716814159,85.8407079646018,82.3008849557522,79.646017699115,65.4867256637168,83.1858407079646
"958","Bathypathes_patula",54.4589907127672,61.7656931856328,65.2512028644959,65.4638021707508,60.9320801163701,62.134944612286
"959","Bathyplotes_natans",85.2173913043478,93.0434782608696,100,84.3478260869565,79.1304347826087,87.8260869565217
"960","Bathyprion_danae",58.1005586592179,46.3687150837989,55.3072625698324,54.1899441340782,43.2960893854749,49.1620111731844
"961","Bathysauropsis_malayanus",64.440734557596,77.0450751252087,81.7195325542571,82.3873121869783,74.5409015025042,73.9565943238731
"962","Bathysphyraenops_simplex",68.4008762322015,79.0799561883899,83.461117196057,82.2015334063527,75.9583789704272,75.6297918948521
"963","Bathysquilla_crassispinosa",67.1976828385228,75.0905141202028,82.9109341057205,82.2592324402607,73.8595220854453,72.9905865314989
"964","Bathytoshia_brevicaudata",68.2978723404255,80.2127659574468,74.8936170212766,75.9574468085106,76.5957446808511,72.1276595744681
"965","Bathyuroconger_parvibranchialis",70.2020202020202,76.010101010101,91.4141414141414,86.6161616161616,84.3434343434343,78.2828282828283
"966","Bathyuroconger_vicinus",62.965997541991,74.3547726341663,82.671036460467,81.5239655878738,72.8390004096682,73.9041376485047
"967","Batissa_violacea",68.9419795221843,73.9476678043231,81.683731513083,79.4084186575654,76.905574516496,69.9658703071672
"968","Beania_magellanica",76.8888888888889,92.4444444444444,88.4444444444444,90.6666666666667,78.6666666666667,80.4444444444444
"969","Beguina_semiorbiculata",70.6036745406824,71.259842519685,82.0209973753281,78.2152230971129,74.5406824146982,68.7664041994751
"970","Belonoperca_chabanaudi",66.3992869875223,78.8770053475936,82.620320855615,81.283422459893,75.4010695187166,73.2620320855615
"971","Bembradium_roseum",67.7974434611603,76.7453294001967,82.6941986234022,82.1042281219272,75.2212389380531,75.2704031465094
"972","Bembras_japonica",79.8722044728434,86.9009584664537,85.6230031948882,87.8594249201278,89.776357827476,84.0255591054313
"973","Bembras_longipinnis",71.2280701754386,81.7543859649123,80.7017543859649,82.8070175438597,82.1052631578947,75.7894736842105
"974","Bembras_macrolepis",68.8940092165899,85.4838709677419,82.9493087557604,88.0184331797235,75.3456221198157,76.7281105990783
"975","Bembrops_caudimacula",70.5573080967403,68.9800210304942,83.4910620399579,79.4952681388013,73.186119873817,70.4521556256572
"976","Bembrops_curvatura",66.7213114754098,75,82.5409836065574,81.0655737704918,75,71.6393442622951
"977","Bembrops_platyrhynchus",71.0393541876892,72.0484359233098,84.1574167507568,80.1210898082745,73.0575176589304,72.5529767911201
"978","Benthalbella_infans",45.2843231546045,54.6315220004809,55.7525847559509,56.8706419812455,54.8839865352248,53.9192113488819
"979","Bentheogennema_stephenseni",83.2167832167832,83.9160839160839,90.6759906759907,82.5174825174825,89.7435897435898,86.013986013986
"980","Benthesicymus_investigatoris",49.3706942236354,51.679252782194,54.5442501324854,54.5939321674616,52.8848701642819,52.2655007949126
"981","Benthodesmus_elongatus",76.1904761904762,82.7838827838828,85.3479853479853,87.9120879120879,71.0622710622711,79.1208791208791
"982","Benthodesmus_vityazi",71.1071107110711,72.5472547254725,84.1584158415842,78.6678667866787,75.6075607560756,71.5571557155716
"983","Benthosema_fibulatum",49.2563676829053,50.6941745857915,53.5485922210054,53.8135443529869,51.7787119793691,51.164023033172
"984","Benthosema_suborbitale",46.1395431202408,53.6804202821557,56.1920783897054,56.1891269700726,53.9076795938847,53.5387521397792
"985","Berardius_arnuxii",48.7603305785124,44.6280991735537,42.1487603305785,42.9752066115703,42.9752066115703,41.3223140495868
"986","Beroe_forskalii",91.5254237288136,92.3728813559322,95.3389830508475,91.9491525423729,95.3389830508475,94.4915254237288
"987","Beroe_ovata",83.3333333333333,100,100,72.2222222222222,83.3333333333333,94.4444444444444
"988","Berthella_stellata",70.3368940016434,79.9506984387839,84.7986852917009,83.4839769926048,78.9646672144618,76.088742810189
"989","Berthellina_citrina",69.9481865284974,78.7564766839378,83.7897853441895,82.5314581791266,78.3863804589193,74.9074759437454
"990","Beryx_decadactylus",68.2080924855491,83.4104046242775,83.4104046242775,86.3583815028902,81.5028901734104,77.6878612716763
"991","Beryx_mollis",66.9382213170401,76.1031907671419,82.2810590631365,81.6700610997963,73.387644263408,72.9124236252546
"992","Beryx_splendens",67.2367717797969,80.1710315339391,82.6830571886692,85.4088722608231,79.6900053447354,76.7504008551577
"993","Betaphycus_gelatinum",69.4397283531409,69.2699490662139,83.3616298811545,78.4380305602716,72.3259762308998,67.741935483871
"994","Bhanotia_fasciolata",68.4052156469408,75.9277833500501,82.3470411233701,80.8425275827482,76.0280842527583,71.1133400200602
"995","Bhawania_cryptocephala",68.5222672064777,76.2145748987854,82.5910931174089,80.8704453441296,76.3157894736842,71.2550607287449
"996","Bhawania_goodei",70.1140684410646,78.6311787072243,83.4980988593156,82.2813688212928,77.7946768060837,75.1330798479087
"997","Biemna_fistulosa",67.6855895196507,73.3624454148472,77.292576419214,77.292576419214,79.0393013100437,72.9257641921397
"998","Biemna_fortis",70.7105719237435,75.3899480069324,86.3084922010399,83.5355285961872,80.5892547660312,72.0970537261698
"999","Biemna_tubulata",67.6709154113557,74.3916570104287,82.0393974507532,78.3314020857474,74.2757821552723,70.3360370799537
"1000","Bimeria_vestita",86.3207547169811,91.9811320754717,94.3396226415094,91.5094339622642,91.9811320754717,92.9245283018868
"1001","Birgus_latro",69.1033138401559,83.0409356725146,84.6978557504873,84.4054580896686,80.9941520467836,76.4132553606238
"1002","Bispira_melanostigma",68.8808664259928,79.927797833935,83.898916967509,82.6714801444043,77.3285198555957,75.3790613718412
"1003","Bistolida_kieneri",67.7820267686424,77.8202676864245,82.5047801147227,81.453154875717,75.3346080305927,72.5621414913958
"1004","Bistolida_stolida",69.3110647181628,77.035490605428,83.2985386221294,81.7327766179541,76.8267223382046,72.3382045929019
"1005","Bistolida_ursellus",65.214124718257,75.9579263711495,81.5176558978212,80.2404207362885,73.4785875281743,70.7738542449286
"1006","Bittium_glareosum",72.5420726306466,77.2364924712135,83.6138175376439,82.0194862710363,78.6536758193091,74.3135518157662
"1007","Bittium_impendens",66.6032350142721,79.4481446241675,82.4928639391056,81.4462416745956,74.4053282588011,72.7878211227403
"1008","Blastomussa_wellsi",67.2828096118299,77.3567467652495,82.1626617375231,81.3308687615527,75.1386321626617,71.9038817005545
"1009","Blenniella_caudolineata",65.64039408867,79.9261083743842,83.743842364532,83.128078817734,78.0788177339901,74.1379310344828
"1010","Blenniella_chrysospilos",67.8765880217786,78.1306715063521,83.2123411978221,82.5771324863884,76.950998185118,73.8656987295826
"1011","Blenniella_gibbifrons",68.8948306595365,81.3725490196078,85.5614973262032,83.9572192513369,79.4117647058823,76.8270944741533
"1012","Blenniella_interrupta",68.944099378882,75.9316770186335,85.2484472049689,82.2981366459627,79.1925465838509,74.0683229813665
"1013","Blenniella_paula",70.1260911736178,80.7953443258972,86.7119301648885,84.3840931134821,80.1163918525703,77.4005819592629
"1014","Blenniella_periophthalmus",70.7810993249759,79.2671166827387,86.2102217936355,84.1851494696239,80.0385728061716,76.8563162970106
"1015","Bodianus_anthioides",69.0045248868778,81.2971342383107,84.1628959276018,82.7300150829563,77.6772247360483,76.0935143288084
"1016","Bodianus_axillaris",69.2963752665245,79.1044776119403,83.5820895522388,82.3738450604122,77.6119402985075,75.3375977256574
"1017","Bodianus_bennetti",87.719298245614,82.0175438596491,83.7719298245614,82.0175438596491,82.0175438596491,82.4561403508772
"1018","Bodianus_bilunulatus",67.0462633451957,77.2953736654804,82.2064056939502,80.355871886121,75.4448398576512,73.4519572953737
"1019","Bodianus_dictynna",69.7058823529412,77.156862745098,83.3333333333333,80.8823529411765,77.6470588235294,72.7450980392157
"1020","Bodianus_flavifrons",71.0526315789474,86.8421052631579,85.0877192982456,89.9122807017544,66.6666666666667,78.5087719298246
"1021","Bodianus_flavipinnis",45.4545454545455,45.4545454545455,45.4545454545455,36.3636363636364,45.4545454545455,45.4545454545455
"1022","Bodianus_izuensis",69,75.2222222222222,83,79.8888888888889,75.7777777777778,71.2222222222222
"1023","Bodianus_leucosticticus",65.300285986654,81.0295519542421,82.2688274547188,83.7940896091516,77.5023832221163,73.4032411820782
"1024","Bodianus_loxozonus",66.6666666666667,78.9430894308943,82.520325203252,81.4634146341463,75.2032520325203,73.739837398374
"1025","Bodianus_macrourus",66.2756598240469,78.396871945259,81.6226783968719,80.4496578690127,74.3890518084066,71.7497556207234
"1026","Bodianus_masudai",65.0103519668737,82.4016563146998,81.7805383022774,83.6438923395445,83.4368530020704,69.5652173913043
"1027","Bodianus_mesothorax",69.6902654867257,74.1150442477876,81.6371681415929,79.7566371681416,76.5486725663717,70.353982300885
"1028","Bodianus_paraleucosticticus",64.326375711575,80.4554079696395,82.0683111954459,82.258064516129,76.9449715370019,73.6242884250474
"1029","Bodianus_perditio",65.1282051282051,85.2307692307692,80.7179487179487,83.7948717948718,81.1282051282051,74.6666666666667
"1030","Bodianus_unimaculatus",78.3783783783784,89.1891891891892,89.1891891891892,86.4864864864865,78.3783783783784,89.1891891891892
"1031","Boehlkenchelys_longidentata",66.1246612466125,77.7777777777778,82.1138211382114,80.2168021680217,78.5907859078591,71.8157181571816
"1032","Bohadschia_argus",69.921875,78.75,83.671875,82.5,77.890625,75.078125
"1033","Bohadschia_marmorata",70.5882352941177,79.0849673202614,84.2320261437908,83.1699346405229,78.5130718954248,75.3267973856209
"1034","Bohadschia_similis",67.877094972067,76.8156424581006,82.8677839851024,82.0297951582868,76.3500931098696,72.6256983240224
"1035","Bohadschia_tenuissima",69.8429319371728,76.1256544502618,82.9319371727749,81.0471204188482,76.3350785340314,71.5183246073298
