"","feature","MM-NorESM2-MM_Percentile_MHW_SumCumInt_585","MM-IPSL-CM6A-LR_Percentile_MHW_SumCumInt_585","MM-GFDL-ESM4_Percentile_MHW_SumCumInt_585","MM-CMCC-ESM2_Percentile_MHW_SumCumInt_585","MM-CanESM5_Percentile_MHW_SumCumInt_585","EM_Percentile_MHW_SumCumInt_585"
"70","Acasta_japonica",67.9316888045541,67.6470588235294,82.6375711574953,76.7552182163188,70.9677419354839,68.7855787476281
"71","Acasta_purpurata",69.3548387096774,80.8755760368664,78.3410138248848,79.2626728110599,83.4101382488479,69.815668202765
"72","Acaudina_molpadioides",68.0089485458613,71.4765100671141,82.4384787472036,76.7337807606264,72.2595078299776,69.0156599552573
"73","Accalathura_themeda",76.4705882352941,91.9786096256685,90.9090909090909,91.4438502673797,76.4705882352941,83.9572192513369
"74","Acentrogobius_janthinopterus",70.8982035928144,73.1736526946108,82.0359281437126,79.0419161676647,75.688622754491,70.4191616766467
"75","Acentrogobius_moloanus",71.3933415536375,73.3662145499383,82.367447595561,79.1615289765721,75.0924784217016,70.0369913686806
"76","Acentrogobius_nebulosus",69.6306429548564,68.9466484268126,80.984952120383,76.7441860465116,73.0506155950752,67.4418604651163
"77","Acentrogobius_suluensis",71.2857142857143,73.5714285714286,83.2857142857143,80.8571428571429,78.4285714285714,71.1428571428571
"78","Acentronura_breviperula",68.5884691848907,76.6401590457256,83.2007952286282,81.3121272365805,76.5407554671968,72.2664015904572
"79","Acesta_rathbuni",67.7595628415301,72.0218579234973,83.2786885245902,78.0327868852459,72.896174863388,69.5081967213115
"80","Achaeus_curvirostris",67.4094707520891,72.2841225626741,84.1225626740947,77.9944289693593,73.8161559888579,70.3342618384401
"81","Achaeus_lacertosus",71.3296398891967,72.8531855955679,83.2409972299169,79.7783933518006,76.3157894736842,70.4986149584488
"82","Achelia_assimilis",71.1154094132818,74.0167633784655,83.043197936815,79.5615731785945,75.3707285622179,73.3720180528691
"83","Achelia_besnardi",68.021978021978,77.2527472527473,82.967032967033,81.5384615384615,77.3626373626374,72.4175824175824
"84","Achelia_nana",66.0629921259843,74.8031496062992,81.5748031496063,80.1574803149606,71.1811023622047,70.8661417322835
"85","Achelia_sawayai",69.0409026798308,79.4781382228491,83.4978843441467,82.3695345557123,77.2919605077574,75.4583921015515
