"","mean_ocean_acidification","run","scenario","approach","sum_area","total_cost","percent_area","num_pu"
"1",-0.00448662814262448,"EM_Percentile_phos_585","585","percentile",14464480.8,14464480.8,61.0133092203792,21592
"2",-0.00456786388689325,"EM_Feature_phos_585","585","feature",7107639,7107639,29.9810675633672,10610
"3",-0.00444313598946188,"EM_Penalty_phos_585","585","penalty",7107639,7107639,29.9810675633672,10610
"4",-0.00447026718708799,"EM_ClimatePriorityArea_phos_585","585","climate priority area",8815884,8815884,37.1866964310944,13160
