"","feature","EM_Feature_MHW_SumCumInt_585","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"58","Acanthurus_thompsoni",61.3008130081301,63.9024390243902,46.0975609756098,46.6666666666667,58.0487804878049
"59","Acanthurus_triostegus",66.5724381625442,64.3816254416961,50.8127208480565,43.5335689045936,60.9187279151943
"60","Acanthurus_xanthopterus",66.8559261887864,64.4428672817601,50.5322924059617,43.5060326472676,60.8942512420156
"61","Acar_domingensis",62.7887788778878,64.5214521452145,46.039603960396,45.2145214521452,55.7755775577558
"62","Acar_plicata",66.6438356164384,64.9315068493151,51.5753424657534,43.9041095890411,61.3013698630137
"63","Acarnus_caledoniensis",51.8518518518518,91.358024691358,35.8024691358025,33.3333333333333,33.3333333333333
"64","Acartia_danae",90.2877697841727,76.9784172661871,61.1510791366906,44.2446043165468,66.9064748201439
"65","Acartia_negligens",100,100,100,100,100
"66","Acasta_conica",64.3207855973813,54.9918166939444,44.189852700491,42.0621931260229,52.3731587561375
"67","Acasta_cyathus",66.7122351332878,68.2843472317156,53.9986329460014,42.9938482570061,63.4996582365003
"68","Acasta_echinata",62.2462787550744,53.0446549391069,45.1962110960758,45.872801082544,51.4208389715832
"69","Acasta_fenestrata",63.0952380952381,58.2251082251082,44.9134199134199,45.3463203463203,53.3549783549784
"70","Acasta_japonica",58.8235294117647,55.6925996204934,46.1100569259962,49.3358633776091,53.8899430740038
"71","Acasta_purpurata",62.2119815668203,55.2995391705069,50.6912442396313,38.4792626728111,51.6129032258064
"72","Acaudina_molpadioides",59.2841163310962,56.5995525727069,45.6375838926174,50.2237136465324,53.8031319910515
"73","Accalathura_themeda",83.9572192513369,90.3743315508021,37.4331550802139,32.0855614973262,54.0106951871658
