"","feature","EM_Feature_MHW_SumCumInt_585","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"679","Argyropelecus_olfersii",37.1428571428571,100,100,100,54.2857142857143
"680","Argyropelecus_sladeni",40.5614992460688,40.0588784375673,43.3259136928269,50.3087527823652,41.2400373375458
"681","Argyropeza_divina",53.2276330690827,52.4348810872027,45.753114382786,53.3408833522084,51.7553793884485
"682","Argyrops_spinifer",60.952380952381,54.9206349206349,44.2328042328042,47.9365079365079,53.2275132275132
"683","Aricidea_fragilis",75.8522727272727,73.5795454545455,45.5965909090909,38.6363636363636,61.2215909090909
"684","Ariomma_brevimanum",61.9612742036227,65.896314803248,51.0306058713304,46.158650843223,60.4622111180512
"685","Ariosoma_anago",63.430725730443,60.7917059377945,45.3345900094251,44.0150801131008,52.9688972667295
"686","Ariosoma_anagoides",61.4657210401891,62.8841607565012,46.0992907801418,46.414499605989,54.7675334909378
"687","Ariosoma_fasciatum",65.2482269503546,64.7754137115839,50.354609929078,44.2080378250591,60.5200945626478
"688","Ariosoma_howensis",78.6692759295499,89.6281800391389,37.9647749510763,34.2465753424658,55.5772994129158
"689","Ariosoma_megalops",87.5706214689266,59.8870056497175,46.3276836158192,37.8531073446328,66.6666666666667
"690","Ariosoma_scheelei",61.8340611353712,62.2707423580786,45.764192139738,46.2008733624454,57.4672489082969
"691","Aristaeomorpha_foliacea",58.4552845528455,66.7886178861789,45.5284552845528,42.8048780487805,53.739837398374
"692","Aristeus_semidentatus",58.7837837837838,66.6216216216216,48.3108108108108,42.8716216216216,56.7905405405405
"693","Aristeus_virilis",37.7919450744805,37.3383191319806,39.1589529822841,57.1200882731564,32.9185312327592
"694","Aristostomias_grimaldii",39.9534172286727,42.9256761454495,38.9418062991031,44.4100674407286,39.6475005214489
"695","Aristostomias_lunifer",39.5510046095922,42.7706815862627,39.0865266195151,44.2907913719695,39.3469157957704
"696","Aristostomias_polydactylus",41.1947469570788,44.0134529147982,42.011531069827,44.5611787315823,44.5451633568225
"697","Aristostomias_tittmanni",46.9621769638884,46.2947116207428,53.1918534999144,53.9106623309944,65.8736950196817
"698","Aristostomias_xenostoma",41.260764262648,40.9109257265877,43.3698869752422,48.2541711517761,43.2151506996771
"699","Arius_sumatranus",57.856093979442,50.367107195301,43.7591776798825,47.5770925110132,48.7518355359765
"700","Armandia_intermedia",66.0949868073879,64.7757255936675,51.0554089709763,43.4036939313984,60.9498680738786
"701","Armandia_lanceolata",60.6951871657754,52.1390374331551,44.2513368983957,47.0588235294118,50.668449197861
"702","Armandia_leptocirris",60.3217158176944,52.1447721179625,46.7828418230563,46.6487935656836,50.1340482573727
"703","Armandia_maculata",80.4979253112033,77.5933609958506,82.5726141078838,44.3983402489627,95.850622406639
"704","Armatobalanus_allium",61.0961365678347,56.96316262354,45.0134770889488,46.1814914645103,54.0880503144654
"705","Armatobalanus_cepa",59.9706744868035,51.6129032258064,43.841642228739,46.0410557184751,49.8533724340176
"706","Armatobalanus_terebratus",60.7565011820331,57.565011820331,45.6264775413712,47.7541371158392,53.4278959810875
"707","Arnoglossus_dalgleishi",63.0929791271347,62.618595825427,45.73055028463,46.0151802656546,54.3643263757116
"708","Arnoglossus_elongatus",59.0080971659919,65.2834008097166,50.6072874493927,47.2672064777328,52.2267206477733
"709","Arnoglossus_japonicus",61.8686868686869,63.6363636363636,47.3063973063973,46.7171717171717,54.2087542087542
"710","Arnoglossus_macrolophus",63.6687444345503,61.6206589492431,46.2154942119323,45.4140694568121,54.6749777382012
"711","Arnoglossus_polyspilus",60.6911447084233,65.0827933765299,44.4924406047516,46.0043196544276,55.0755939524838
"712","Arnoglossus_tenuis",62.3426911907067,61.7618586640852,46.9506292352372,46.5634075508228,53.7270087124879
"713","Arnoglossus_waitei",56.0931899641577,55.1971326164875,45.8781362007168,50.3584229390681,51.9713261648746
"714","Arothron_caeruleopunctatus",63.0859375,60.25390625,45.80078125,45.01953125,54.00390625
"715","Arothron_firmamentum",92.8571428571429,96.4285714285714,42.8571428571429,35.7142857142857,89.2857142857143
"716","Arothron_hispidus",66.4367816091954,63.2950191570881,50.5747126436782,43.3716475095785,59.6168582375479
"717","Arothron_manilensis",60.6796116504854,54.126213592233,46.4805825242718,46.2378640776699,50.8495145631068
"718","Arothron_mappa",65.3366583541147,62.8428927680798,51.2884455527847,43.80714879468,59.8503740648379
"719","Arothron_meleagris",66.7621776504298,64.1117478510029,50.6446991404012,43.4097421203438,61.0315186246418
"720","Arothron_nigropunctatus",63.6443661971831,61.2676056338028,45.5985915492958,43.75,55.193661971831
"721","Arothron_reticularis",61.368909512761,55.3364269141531,45.9396751740139,45.8236658932715,51.6241299303944
"722","Arothron_stellatus",66.6145426114152,62.78342455043,50.2736512900704,43.7842064112588,59.3432369038311
"723","Arthropoma_cecilii",65.5414908579466,65.9634317862166,52.1097046413502,45.0773558368495,62.3066104078762
"724","Asaphis_dichotoma",63.2827324478178,59.5825426944972,45.4459203036053,43.8330170777989,52.6565464895636
"725","Asaphis_violascens",66.4848012470772,62.8994544037412,50.896336710834,43.335931410756,59.7038191738114
"726","Ascalista_polita",61.5384615384615,63.5683760683761,47.542735042735,44.9786324786325,53.525641025641
"727","Ascaltis_grisea",51.3513513513513,93.2432432432432,36.4864864864865,32.4324324324324,36.4864864864865
"728","Ascaltis_lamarcki",70.6051873198847,68.5878962536023,46.685878962536,39.9135446685879,57.2046109510086
"729","Ascidia_archaia",65.3941908713693,64.149377593361,50.954356846473,44.5643153526971,60.0829875518672
"730","Ascidia_capillata",57.977207977208,55.2706552706553,46.8660968660969,48.4330484330484,51.8518518518518
"731","Ascidia_decepta",58.8235294117647,94.1176470588235,41.1764705882353,38.2352941176471,64.7058823529412
"732","Ascidia_gemmata",66.168371361133,62.7065302911094,50.7474429583005,43.5877261998426,59.7167584579072
"733","Ascidia_glabra",53.1914893617021,93.6170212765958,44.6808510638298,34.0425531914894,59.5744680851064
"734","Ascidia_ornata",48.2993197278912,45.2380952380952,51.7006802721088,46.5986394557823,48.9795918367347
"735","Ascidia_sydneiensis",66.9034090909091,64.7017045454545,50.4261363636364,43.4659090909091,61.0085227272727
"736","Ascidia_tapuni",77.7059773828756,90.9531502423263,39.2568659127625,31.5024232633279,57.3505654281099
"737","Ascobulla_fischeri",59.8202824133504,53.5301668806162,46.3414634146341,46.5982028241335,49.6790757381258
"738","Ascorhynchus_cactoides",66.1991584852735,76.9985974754558,44.3197755960729,37.7279102384292,55.2594670406732
"739","Ascorhynchus_miniscapus",30,30,95,30,77.8260869565217
"740","Ascorhynchus_minutus",56.8306010928962,54.3715846994536,53.0054644808743,55.7377049180328,47.2677595628415
"741","Ascorhynchus_okai",60.4377104377104,63.973063973064,47.0538720538721,45.959595959596,55.2188552188552
"742","Ascorhynchus_ornatus",63.6363636363636,93.9393939393939,42.4242424242424,42.4242424242424,63.6363636363636
"743","Ascorhynchus_orthorhynchus",58.3584337349398,67.2439759036145,49.0963855421687,45.7078313253012,52.9367469879518
"744","Ascorhynchus_pyrginospinum",100,100,100,50,100
"745","Aseraggodes_cyclurus",88.7596899224806,71.3178294573643,69.7674418604651,30.2325581395349,79.8449612403101
"746","Aseraggodes_kaianus",57.3480662983425,56.4640883977901,47.5138121546961,50.4972375690608,52.2651933701657
"747","Aseraggodes_longipinnis",39.5759717314488,45.583038869258,43.4628975265018,45.2296819787986,41.696113074205
"748","Aseraggodes_magnoculus",51.5151515151515,92.4242424242424,36.3636363636364,33.3333333333333,36.3636363636364
"749","Aseraggodes_melanostictus",57.8692493946731,56.9007263922518,50.726392251816,47.5786924939467,57.1428571428571
"750","Aseraggodes_ramsaii",66.3793103448276,92.2413793103448,36.2068965517241,36.2068965517241,50
"751","Aseraggodes_whitakeri",65.2631578947368,61.8947368421053,49.8947368421053,40.8421052631579,49.8947368421053
"752","Ashtoret_lunaris",61.3989637305699,52.979274611399,45.2072538860104,45.7253886010363,51.1658031088083
"753","Ashtoret_picta",65.7794676806084,65.3992395437262,50.5703422053232,44.4866920152091,61.8250950570342
"754","Asparagopsis_taxiformis",66.236722306525,63.4294385432473,51.4415781487102,43.7784522003035,60.3945371775417
"755","Aspella_media",58.3333333333333,65,45.0757575757576,47.5757575757576,54.1666666666667
"756","Aspidodiadema_tonsum",100,100,100,100,100
"757","Aspidontus_dussumieri",65.6274980015987,64.1087130295763,50.9992006394884,44.2046362909672,60.7513988808953
"758","Aspidontus_taeniatus",66.2225705329154,62.8526645768025,50.5485893416928,43.2601880877743,59.6394984326019
"759","Aspidosiphon_coyi",63.7209302325581,60.1860465116279,45.953488372093,43.5348837209302,54.1395348837209
"760","Aspidosiphon_elegans",66.0672400312744,63.6434714620797,51.1336982017201,43.9405785770133,60.5942142298671
"761","Aspidosiphon_laevis",65.9879336349925,64.3288084464555,51.0558069381599,43.5897435897436,61.0859728506787
"762","Aspidosiphon_muelleri",61.075712143928,65.5359820089955,46.9452773613193,41.2293853073463,54.5164917541229
"763","Aspidosiphon_parvulus",57.8680203045685,55.4991539763113,45.5160744500846,47.7157360406091,50.761421319797
"764","Aspidosiphon_spiralis",64.3137254901961,61.078431372549,44.7058823529412,44.9019607843137,53.8235294117647
"765","Aspidosiphon_steenstrupii",66.7738478027867,64.6302250803859,52.625937834941,43.6227224008574,63.2368703108253
"766","Aspidosiphon_tenuis",64.8627450980392,65.6470588235294,51.0588235294118,44.9411764705882,61.4901960784314
"767","Asquamiceps_velaris",41.1111659347708,39.5371786648246,44.2344698277989,50.1948981102285,41.3480041446687
"768","Assessor_flavissimus",58.0931263858093,55.4323725055432,50.5543237250554,45.0110864745011,47.6718403547672
"769","Assessor_macneilli",76.2557077625571,76.027397260274,50.6849315068493,40.8675799086758,56.62100456621
"770","Assurger_anzac",62.8418549346017,66.1712247324614,50.7728894173603,45.4815695600476,60.5231866825208
"771","Asterina_cepheus",64.4725738396624,64.5569620253165,51.4767932489451,44.9789029535865,60.168776371308
"772","Asterometra_cristata",65.4584221748401,64.3923240938166,52.0255863539446,43.4968017057569,53.3049040511727
"773","Asteronema_breviarticulatum",66.4228237015362,63.9356254572056,50.9144111192392,43.306510607169,60.7900512070227
"774","Asteronotus_cespitosus",64.7727272727273,66.2433155080214,51.403743315508,45.1871657754011,62.0320855614973
"775","Asteronyx_loveni",43.6084142394822,46.38619201726,38.7001078748652,57.5377562028047,39.5091693635383
"776","Asteropsis_carinifera",65.9038901601831,64.3783371472159,50.3432494279176,43.9359267734554,60.7932875667429
"777","Asteropus_simplex",63.9933166248956,62.0718462823726,45.4469507101086,43.859649122807,54.8036758563074
"778","Asterorhombus_cocosensis",62.4236252545825,59.5723014256619,46.0285132382892,45.010183299389,53.0549898167006
"779","Asterorhombus_filifer",65.4490106544901,65.296803652968,50.4566210045662,44.7488584474886,61.4916286149163
"780","Asterorhombus_intermedius",61.6649537512847,62.0760534429599,45.9403905447071,46.5570400822199,54.3679342240493
"781","Asterropteryx_atripes",57.6013513513513,54.3918918918919,53.8851351351351,47.4662162162162,50.1689189189189
"782","Asterropteryx_bipunctata",51.5021459227468,49.928469241774,47.3533619456366,50.7868383404864,50.3576537911302
"783","Asterropteryx_ensifera",63.3703329969728,57.4167507568113,52.7749747729566,44.904137235116,60.343087790111
"784","Asterropteryx_ovata",58.9595375722543,53.757225433526,43.5452793834297,39.1136801541426,55.6840077071291
"785","Asterropteryx_semipunctata",66.327329678935,63.0383711824589,50.9005481597494,43.5395458104933,59.8277212216132
"786","Asterropteryx_spinosa",64.4670050761421,61.4213197969543,49.1539763113367,43.4856175972927,57.9526226734349
"787","Asterropteryx_striata",58.0369843527738,53.4850640113798,47.226173541963,49.3598862019915,51.0668563300142
"788","Asthenosoma_varium",60.7398568019093,55.8472553699284,46.6587112171838,46.3007159904535,52.5059665871122
"789","Astralium_calcar",59.7869507323569,52.7296937416778,46.8708388814913,47.5366178428762,50.5992010652463
"790","Astralium_rhodostomum",63.3616619452314,60.5288007554296,45.6090651558074,43.9093484419263,52.7856468366383
"791","Astreopora_cucullata",63.2326820603908,61.8117229129662,45.4706927175844,44.316163410302,55.417406749556
"792","Astreopora_expansa",61.2296110414053,52.6976160602258,46.5495608531995,46.8005018820577,50.564617314931
"793","Astreopora_gracilis",62.4878522837706,61.0301263362488,45.6754130223518,45.0923226433431,53.3527696793003
"794","Astreopora_listeri",63.0573248407643,61.2374886260237,45.3139217470428,44.2220200181984,54.9590536851683
"795","Astreopora_macrostoma",62.4375624375624,59.5404595404595,45.7542457542458,45.0549450549451,52.7472527472528
"796","Astreopora_myriophthalma",66.2277304415182,63.439194422928,51.1231603408211,43.7645236250968,60.3408210689388
"797","Astreopora_ocellata",62.128966223132,59.9795291709314,45.8546571136131,45.5475946775844,53.121801432958
"798","Astreopora_randalli",62.3762376237624,59.3159315931593,46.0846084608461,45.8145814581458,56.4356435643564
"799","Astreopora_scabra",64.951768488746,63.0225080385852,49.3569131832797,44.2122186495177,55.7877813504823
"800","Astreopora_suggesta",62.4733475479744,57.8891257995736,46.4818763326226,45.8422174840085,52.771855010661
"801","Astroboa_nuda",58.7988826815642,54.1899441340782,46.3687150837989,48.0446927374302,51.536312849162
"802","Astrobrachion_adhaerens",57.8102189781022,58.5401459854015,47.7372262773723,47.4452554744526,50.6569343065693
"803","Astrobrachion_constrictum",70.5882352941177,80.8823529411765,50,34.5588235294118,53.6764705882353
"804","Astroceras_mammosus",66.2116040955631,73.3788395904437,50,39.7610921501706,55.1194539249147
"805","Astrocladus_exiguus",63.0548302872063,72.0626631853786,45.1697127937337,38.6422976501305,54.177545691906
"806","Astronesthes_bilobatus",40.7414238288454,43.4018812246404,33.7052748063445,50.442641091848,38.8694208779048
"807","Astronesthes_chrysophekadion",34.4875346260388,30.9210526315789,33.5353185595568,67.3389889196676,30.3064404432133
"808","Astronesthes_cyaneus",37.6156686999461,36.3251587202788,41.0017013154073,49.943981078053,37.9019876343417
"809","Astronesthes_dupliglandis",31.3468491735537,30.0038739669421,34.7946797520661,68.2528409090909,34.6461776859504
"810","Astronesthes_fedorovi",41.017316017316,62.012987012987,46.5367965367965,82.1428571428571,41.2337662337662
"811","Astronesthes_gemmifer",47.619332814278,53.093370066479,34.5151823680901,37.0006588009822,46.7149787386956
"812","Astronesthes_ijimai",35.3226197205847,32.8514899458936,33.9497698457563,64.5158685294355,31.0910118711136
"813","Astronesthes_indicus",41.3345172323073,41.7620363062352,44.1364114706656,47.7900552486188,44.3633254406735
"814","Astronesthes_lucifer",39.4937658980026,40.006671948626,40.3903089946207,50.8777782411075,34.9776906717818
"815","Astronesthes_luetkeni",40.810331109615,42.6035865108024,41.9242303690556,44.2530142603587,44.7212191688598
"816","Astronesthes_martensii",35.2416231688836,32.5728237076949,33.3978784307122,66.1306617275636,31.352079474659
"817","Astronesthes_quasiindicus",40.8310099829121,42.2744851155679,32.345534670384,50.4811583775519,37.3279971220433
"818","Astronesthes_splendidus",40.3010411951109,41.8137920627735,40.1803229213822,48.0006035913686,38.6487098234495
"819","Astronesthes_tchuvasovi",30.0836350018724,30.0087379852703,30.0087379852703,74.3602546498564,31.0572962177007
"820","Astronesthes_trifibulatus",40.087448734027,40.4569026878623,42.7143002406535,48.5001525268617,42.8397112158086
"821","Astropecten_monacanthus",62.8158844765343,54.7533092659447,45.367027677497,46.2093862815885,52.5872442839952
"822","Astropecten_polyacanthus",65.2380952380952,63.9455782312925,51.0884353741497,44.2176870748299,60
"823","Astropecten_vappa",60.3896103896104,53.3766233766234,44.5454545454545,47.5324675324675,51.9480519480519
"824","Astropyga_radiata",55.9270516717325,53.7993920972644,43.7689969604863,50.3039513677812,50.9118541033435
"825","Astrosclera_willeyana",64.519056261343,66.9691470054447,55.1724137931034,44.7368421052632,60.9800362976407
"826","Astrothorax_waitei",60.3974449964514,66.5720369056068,39.8154719659333,42.7963094393187,52.1646557842441
"827","Asymmetron_lucayanum",62.2571692876966,62.1646623496762,45.513413506013,44.4958371877891,54.7641073080481
"828","Atactodea_striata",66.2447257383966,61.5189873417721,51.1392405063291,43.7130801687764,58.2278481012658
"829","Ateleopus_japonicus",57.7174929840973,57.156220767072,45.9307764265669,48.4565014031805,52.8531337698784
"830","Atelomycterus_marmoratus",58.4302325581395,50.1453488372093,44.3313953488372,47.093023255814,48.546511627907
"831","Atergatis_floridus",65.593220338983,62.3728813559322,50.2542372881356,42.7966101694915,59.2372881355932
"832","Atergatis_integerrimus",66.0839160839161,60.7517482517483,51.7482517482517,43.9685314685315,58.1293706293706
"833","Atergatopsis_lucasii",65.7534246575342,62.9158512720157,54.8923679060665,44.8140900195695,62.9158512720157
"834","Atergatopsis_signata",66.5119876256767,63.2637277648879,50.8894044856922,43.4648105181748,60.1701469450889
"835","Athanas_areteformis",65.8031088082902,62.5215889464594,51.727115716753,43.6960276338515,59.3264248704663
"836","Athanas_dimorphus",60.7661822985469,52.1796565389696,43.1968295904888,47.0277410832232,50.9907529722589
"837","Athanas_djiboutensis",65.7873042044518,63.643858202803,51.525144270404,43.7757625721352,60.593569661995
"838","Athanas_indicus",66.2979351032448,64.0117994100295,50.8849557522124,43.4365781710914,60.9144542772861
"839","Athanas_marshallensis",42.4731182795699,36.5591397849462,50,49.4623655913978,32.7956989247312
"840","Athanas_parvus",66.7776852622814,61.3655287260616,50.9575353871774,43.7135720233139,58.6178184845962
"841","Athanas_rhothionastes",68.371467025572,65.0067294751009,55.9892328398385,44.414535666218,61.7765814266487
"842","Atherinomorus_duodecimalis",60.4197901049475,50.6746626686657,47.376311844078,46.4767616191904,49.1754122938531
"843","Atherinomorus_endrachtensis",61.0619469026549,52.8445006321112,46.1441213653603,46.6498103666245,51.2010113780025
"844","Atherinomorus_lacunosus",63.1956912028725,60.4129263913824,45.9605026929982,43.8958707360862,54.4883303411131
"845","Atherinomorus_lineatus",42.2222222222222,36.6666666666667,46.6666666666667,47.2222222222222,36.1111111111111
"846","Atherion_elymus",58.8075880758808,52.5745257452574,46.070460704607,46.3414634146341,53.2520325203252
"847","Atlanta_inclinata",55.8790593505039,55.9910414333707,47.8163493840985,49.4960806270997,54.535274356103
"848","Atlanta_lesueurii",64.4021739130435,65.7608695652174,48.0072463768116,42.6630434782609,54.7101449275362
"849","Atlanta_peronii",53.405553480264,59.9427219524343,42.5476279417258,42.9460839247914,50.4420371062134
"850","Atolla_vanhoeffeni",84.0425531914894,77.6595744680851,80.1418439716312,43.9716312056738,94.3262411347518
"851","Atolla_wyvillei",53.5564853556485,93.3054393305439,31.7991631799163,30.1255230125523,55.6485355648536
"852","Atrina_pectinata",65.7929226736566,64.8099606815203,51.3761467889908,44.1677588466579,60.9436435124508
"853","Atrina_vexillum",66.4367816091954,62.9885057471264,50.4980842911877,43.2183908045977,59.3869731800766
"854","Atriolum_robustum",60.5870020964361,63.3123689727463,46.8553459119497,45.7023060796646,53.3542976939203
"855","Atrobucca_brevis",57.3654390934844,55.8073654390935,46.1756373937677,50.5665722379603,52.2662889518414
"856","Atrobucca_nibe",60.2657004830918,55.7971014492754,45.8937198067633,48.9130434782609,53.5024154589372
"857","Atrosalarias_holomelas",56.0693641618497,56.7919075144509,52.3121387283237,50,50.8670520231214
"858","Attiliosa_nodulifera",61.8556701030928,60.3092783505155,46.1855670103093,45.7731958762887,53.1958762886598
"859","Atule_mate",65.7492354740061,56.7787971457696,51.2742099898063,44.6483180428135,57.6962283384302
"860","Atypopenaeus_stenodactylus",58.0065359477124,51.3071895424837,42.6470588235294,48.202614379085,50.1633986928105
"861","Atys_cylindricus",62.5117150890347,61.9493908153702,46.1105904404873,45.5482661668229,53.8894095595127
"862","Atys_naucum",62.6694473409802,58.6027111574557,46.0896767466111,44.8383733055266,52.2419186652763
"863","Augaptilus_megalurus",33.8278931750742,53.4124629080119,59.9406528189911,62.3145400593472,55.1928783382789
"864","Aulacocephalus_temminckii",62.826899128269,65.8156911581569,49.5641344956413,44.8941469489415,60.8966376089664
"865","Aulacolambrus_hoplonotus",61.3496932515337,55.2147239263804,51.2883435582822,44.7852760736196,56.6871165644172
"866","Aulostomus_chinensis",66.159169550173,65.121107266436,50.9342560553633,44.2214532871972,61.5916955017301
"867","Aulotrachichthys_latus",40.7017543859649,39.3734335839599,34.0350877192982,61.6541353383459,30.7769423558897
"868","Aulotrachichthys_prosthemius",45.088161209068,64.2317380352645,48.3627204030227,80.6045340050378,44.3324937027708
"869","Aurelia_aurita",67.515923566879,96.6029723991507,32.9087048832272,31.6348195329087,44.1613588110403
"870","Auriculastra_subula",60.1360544217687,52.108843537415,46.1224489795918,46.1224489795918,50.0680272108844
"871","Aurigequula_fasciata",62.171052631579,55.921052631579,45.5043859649123,46.2719298245614,52.8508771929825
"872","Austrognatharia_pecten",94.0476190476191,76.7857142857143,89.2857142857143,30.952380952381,90.4761904761905
"873","Austrognathia_nannulifera",93.9393939393939,76.969696969697,90.3030303030303,30.3030303030303,90.3030303030303
"874","Austrolepidopa_caledonia",78.8804071246819,82.6972010178117,40.9669211195929,34.0966921119593,55.470737913486
"875","Austrolethops_wardi",57.5037147102526,50.9658246656761,45.1708766716196,48.1426448736999,49.3313521545319
"876","Automate_dolichognatha",66.5718349928876,64.8648648648649,50.9957325746799,43.9544807965861,61.5220483641536
"877","Auxis_rochei",66.8386145910096,63.8172439204127,50.478997789241,43.2571849668386,60.6484893146647
"878","Auxis_thazard",61.2493382742192,64.9550026469031,49.9205929062996,45.0502911593436,59.0259396506088
"879","Avocettina_bowersii",30.0149860843502,30.1648469278527,40.9120102761721,64.354527938343,48.747591522158
"880","Avrainvillea_erecta",65.9182036888533,62.7906976744186,51.1627906976744,43.5445068163593,59.5028067361668
"881","Avrainvillea_hollenbergii",64.9484536082474,65.1202749140894,49.1408934707904,42.2680412371134,52.7491408934708
"882","Avrainvillea_lacerata",62.72,62.48,45.84,45.44,57.68
"883","Avrainvillea_nigricans",61.0695187165775,62.1390374331551,46.6310160427808,44.0641711229947,52.620320855615
"884","Awaous_guamensis",63.9165009940358,76.0437375745527,43.8369781312127,34.2942345924453,55.765407554672
"885","Awaous_melanocephalus",62.2991347342398,56.6131025957973,49.0729295426452,45.7354758961681,55.5006180469716
"886","Awaous_ocellaris",66.8764752163651,64.0440597954367,52.3996852871755,42.5649095200629,61.1329661683714
"887","Axianassa_heardi",73.8219895287958,59.1623036649215,74.3455497382199,42.9319371727749,74.869109947644
"888","Axinella_donnani",60.3729603729604,56.6433566433566,46.7365967365967,49.8834498834499,54.1958041958042
"889","Axinella_lifouensis",60.8108108108108,94.5945945945946,31.5315315315315,32.4324324324324,36.9369369369369
"890","Axinella_plumosa",45.2054794520548,91.7808219178082,32.1917808219178,30.8219178082192,37.6712328767123
"891","Axinyssa_aculeata",43.4234234234234,52.0720720720721,54.7747747747748,46.6666666666667,50.2702702702703
"892","Axinyssa_aplysinoides",61.8705035971223,62.0143884892086,51.6546762589928,47.9136690647482,51.3669064748201
"893","Axiopsis_pica",65.5322862129145,65.9685863874346,54.3630017452007,44.5026178010471,61.8673647469459
"894","Axiopsis_serratifrons",66.0076045627376,63.6501901140684,51.1787072243346,43.4220532319392,60.6083650190114
"895","Azorinus_coarctatus",59.7241379310345,51.448275862069,42.8965517241379,47.3103448275862,49.9310344827586
"896","Babelomurex_diadema",58.469475494411,63.1126397248495,46.6895958727429,49.183147033534,53.9982803095443
"897","Babelomurex_lischkeanus",77.7397260273973,89.3835616438356,43.1506849315069,34.5890410958904,51.027397260274
"898","Bajacalifornia_megalops",44.3451893132273,49.7705294214063,51.8521553843632,35.6498934600885,67.3742009506638
"899","Balaenoptera_acutorostrata",60.428798305982,64.9285336156697,46.4531498147168,43.859184753838,53.5203811540498
"900","Balaenoptera_borealis",40.6497659544886,40.2882699170413,42.5313991750475,55.2857209065208,41.9752514251286
"901","Balaenoptera_brydei",35.989010989011,42.2161172161172,44.5970695970696,70.6043956043956,36.5384615384615
"902","Balaenoptera_edeni",41.0969049660872,40.9253917517736,44.0711000233882,51.8905433850472,41.8375302097139
"903","Balaenoptera_musculus",39.4912575827089,38.8591527756538,41.6883315491665,56.9251159708416,41.5150124891676
"904","Balaenoptera_physalus",30.0279329608939,98.6033519553073,32.6815642458101,32.4022346368715,38.9664804469274
"905","Balanophyllia_crassitheca",77.6744186046512,92.093023255814,35.8139534883721,30.2325581395349,53.2558139534884
"906","Balanus_improvisus",53.2467532467532,90.9090909090909,38.961038961039,33.7662337662338,41.5584415584416
"907","Balanus_trigonus",65.2715939447907,62.0658949243099,44.3455031166518,43.8112199465717,53.7845057880677
"908","Balistapus_undulatus",65.8555133079848,64.1825095057034,50.722433460076,43.8783269961977,61.2927756653992
"909","Balistoides_conspicillum",64.0485829959514,63.8056680161943,46.8016194331984,45.2631578947368,58.0566801619433
"910","Balistoides_viridescens",65.9398496240602,64.2857142857143,50.8270676691729,43.984962406015,61.2781954887218
"911","Bamarooka_anomala",65.0224215246637,50.6726457399103,56.0538116591928,45.2914798206278,46.1883408071749
"912","Banareia_armata",61.7511520737327,66.5898617511521,50.4608294930876,46.4285714285714,53.110599078341
"913","Banjos_aculeatus",35.7142857142857,85.7142857142857,35.7142857142857,35.7142857142857,57.1428571428571
"914","Banjos_banjos",60.4430379746835,57.4894514767932,45.253164556962,47.9957805907173,53.0590717299578
"915","Bankia_carinata",64.0506329113924,61.6877637130802,45.4852320675106,43.8818565400844,54.5147679324894
"916","Barbantus_curvifrons",41.5264859159575,41.839831123425,44.1058117290059,47.8791477010357,44.2344481825978
"917","Barbatia_cometa",59.781121751026,52.530779753762,46.7852257181943,47.0588235294118,50.6155950752394
"918","Barbatia_foliata",63.3587786259542,59.4465648854962,45.9923664122137,44.5610687022901,52.9580152671756
"919","Barbatia_fusca",62.84046692607,60.6031128404669,46.011673151751,44.8443579766537,53.1128404669261
"920","Barbourisia_rufa",60.1000790097445,67.1582828548854,47.7745588622597,42.3228864893337,55.3331577561232
"921","Barbuligobius_boehlkei",61.6759776536313,58.1005586592179,46.145251396648,46.3687150837989,52.8491620111732
"922","Barnea_dilatata",58.2608695652174,50.5797101449275,44.6376811594203,47.2463768115942,48.8405797101449
"923","Barnea_manilensis",61.5028901734104,55.028901734104,46.1271676300578,45.8959537572254,51.2138728323699
"924","Baseodiscus_hemprichii",65.311004784689,66.6666666666667,53.5087719298246,43.5406698564593,62.5199362041467
"925","Bassia_bassensis",66.3716814159292,66.8141592920354,52.9709228824273,43.4892541087231,62.8318584070796
"926","Bassozetus_zenkevitchi",30.7692307692308,84.6153846153846,50,100,61.5384615384615
"927","Bathochordaeus_charon",38.4615384615385,100,100,100,46.1538461538462
"928","Bathophilus_abarbatus",63.2745990892893,73.8269649574342,32.1322510393981,41.2987527222332,38.2300534547614
"929","Bathophilus_brevis",42.5472172139627,44.2822096769426,43.1206218780481,43.1117547956137,46.2477462832146
"930","Bathophilus_digitatus",39.9847121364789,42.8859316910462,38.9562558632431,44.3869219276606,39.6442097216914
"931","Bathophilus_kingi",40.0575614861329,42.3263811018913,38.0466472303207,38.8091500336398,42.6328773267549
"932","Bathophilus_longipinnis",44.2699886124435,45.9263604679251,40.4465302460402,36.664481176024,47.9899237378792
"933","Bathophilus_pawneei",39.9638524903549,42.8417503736401,38.945465920545,44.3780195335581,39.5989016718223
"934","Bathophilus_schizochirus",33.1124673060157,33.1081081081081,42.4629468177855,49.4551002615519,36.9354838709677
"935","Bathophilus_vaillanti",68.2405165456013,98.3050847457627,31.8805488297014,31.4366424535916,33.7368845843422
"936","Bathothauma_lyromma",60.2332746478873,67.9797535211268,50.0880281690141,39.1945422535211,60.4093309859155
"937","Bathyarctus_rubens",58.8772845953003,67.0365535248042,45.3002610966057,46.0182767624021,53.5900783289817
