"","feature","EM_Penalty_MHW_SumCumInt_585","EM_Penalty_velocity_585","EM_Penalty_o2os_585","EM_Penalty_phos_585","EM_Penalty_tos_585"
"50","Acanthurus_mata",50.6726457399103,45.7399103139013,48.5052316890882,44.0209267563528,45.1420029895366
"51","Acanthurus_nigricans",49.9630450849963,45.3067257945307,48.780487804878,43.9763488543976,45.3806356245381
"52","Acanthurus_nigricauda",50.5464480874317,46.2659380692168,47.8142076502732,47.2677595628415,45.9016393442623
"53","Acanthurus_nigrofuscus",51.8292682926829,46.265243902439,49.390243902439,44.969512195122,45.1219512195122
"54","Acanthurus_nigroris",49.8239436619718,45.9507042253521,48.8556338028169,47.9753521126761,47.2711267605634
"55","Acanthurus_nubilus",51.2508934953538,46.1758398856326,48.7491065046462,43.8170121515368,45.746962115797
"56","Acanthurus_olivaceus",48.3922829581994,44.4533762057878,46.0610932475884,45.016077170418,43.9710610932476
"57","Acanthurus_pyroferus",50.625,45.46875,48.90625,45.3125,45.9375
"58","Acanthurus_thompsoni",49.8373983739837,44.7154471544715,47.1544715447154,46.6666666666667,46.0162601626016
"59","Acanthurus_triostegus",50.8127208480565,45.4416961130742,48.8339222614841,43.6749116607774,45.1590106007067
"60","Acanthurus_xanthopterus",50.8871540099361,45.5642299503194,48.5450674237048,43.6479772888573,45.0674237047551
"61","Acar_domingensis",48.1848184818482,44.6369636963696,45.5445544554455,44.1419141914191,43.8943894389439
"62","Acar_plicata",50.7534246575343,45.7534246575342,48.5616438356164,43.5616438356164,44.9315068493151
"63","Acarnus_caledoniensis",48.1481481481481,48.1481481481481,35.8024691358025,44.4444444444444,33.3333333333333
"64","Acartia_danae",63.3093525179856,46.0431654676259,58.9928057553957,44.6043165467626,49.2805755395683
"65","Acartia_negligens",100,100,100,100,100
"66","Acasta_conica",53.518821603928,44.8445171849427,48.1178396072013,44.3535188216039,43.2078559738134
"67","Acasta_cyathus",52.2214627477785,46.8215994531784,49.3506493506493,43.5406698564593,47.0266575529733
"68","Acasta_echinata",47.2259810554804,37.3477672530447,40.595399188092,42.3545331529093,36.5358592692828
"69","Acasta_fenestrata",50.7575757575758,43.9393939393939,45.3463203463203,45.021645021645,42.5324675324675
"70","Acasta_japonica",47.7229601518027,41.0815939278937,40.607210626186,42.314990512334,37.3814041745731
"71","Acasta_purpurata",55.5299539170507,49.3087557603687,54.6082949308756,54.3778801843318,48.6175115207373
"72","Acaudina_molpadioides",47.6510067114094,40.82774049217,40.4921700223714,45.1901565995526,37.6957494407159
