"","feature","EM_Penalty_MHW_SumCumInt_585","EM_Penalty_velocity_585","EM_Penalty_o2os_585","EM_Penalty_phos_585","EM_Penalty_tos_585"
"852","Atrina_pectinata",49.737876802097,45.2817824377457,47.1166448230668,43.5124508519004,43.9056356487549
"853","Atrina_vexillum",50.727969348659,46.2835249042146,48.1992337164751,44.7509578544061,44.5210727969349
"854","Atriolum_robustum",50.9433962264151,47.3794549266247,48.8469601677149,48.6373165618449,46.4360587002096
"855","Atrobucca_brevis",50.5665722379603,41.3597733711048,43.342776203966,46.4589235127479,39.943342776204
"856","Atrobucca_nibe",48.792270531401,41.9082125603865,41.5458937198068,44.6859903381643,38.2850241545894
"857","Atrosalarias_holomelas",57.6589595375723,50.8670520231214,51.878612716763,55.9248554913295,50.4335260115607
"858","Attiliosa_nodulifera",51.0309278350515,45.2577319587629,47.0103092783505,46.5979381443299,44.020618556701
"859","Atule_mate",52.0897043832824,42.5076452599388,45.769622833843,43.4250764525994,41.7940876656473
"860","Atypopenaeus_stenodactylus",43.1372549019608,38.3986928104575,38.2352941176471,41.0130718954248,35.4575163398693
"861","Atys_cylindricus",49.6719775070291,45.9231490159325,46.1105904404873,45.7357075913777,44.2361761949391
"862","Atys_naucum",50.6777893639208,45.2554744525547,46.9238790406674,46.1939520333681,43.274244004171
"863","Augaptilus_megalurus",40.6528189910979,40.6528189910979,53.4124629080119,55.1928783382789,54.5994065281899
"864","Aulacocephalus_temminckii",50.373599003736,46.5130759651308,47.4470734744707,44.2714819427148,45.9526774595268
"865","Aulacolambrus_hoplonotus",51.6564417177914,42.9447852760736,46.7484662576687,44.5398773006135,40.7361963190184
"866","Aulostomus_chinensis",51.1418685121107,45.6055363321799,48.4429065743945,44.0138408304498,45.121107266436
"867","Aulotrachichthys_latus",41.0275689223058,33.8095238095238,38.796992481203,43.1077694235589,37.3684210526316
"868","Aulotrachichthys_prosthemius",46.2216624685139,90.4282115869018,32.6196473551637,78.463476070529,34.1309823677582
"869","Aurelia_aurita",43.5244161358811,48.4076433121019,33.5456475583864,41.4012738853503,36.0934182590234
"870","Auriculastra_subula",47.7551020408163,40.8163265306122,43.5374149659864,45.4421768707483,38.2312925170068
"871","Aurigequula_fasciata",50.219298245614,42.9824561403509,44.078947368421,45.7236842105263,41.6666666666667
"872","Austrognatharia_pecten",75,63.0952380952381,83.3333333333333,38.6904761904762,68.4523809523809
"873","Austrognathia_nannulifera",74.5454545454545,63.6363636363636,83.030303030303,38.1818181818182,67.8787878787879
"874","Austrolepidopa_caledonia",60.559796437659,61.0687022900763,53.4351145038168,52.6717557251908,51.1450381679389
"875","Austrolethops_wardi",47.1025260029718,39.0787518573551,42.7934621099554,46.2109955423477,37.147102526003
"876","Automate_dolichognatha",51.2802275960171,45.5192034139403,49.0042674253201,43.8122332859175,45.3769559032717
"877","Auxis_rochei",50.8474576271186,45.8364038319823,48.3419307295505,44.3625644804716,44.8047162859248
"878","Auxis_thazard",49.073583906829,46.003176283748,45.1032292218105,44.7326627845421,42.9857067231339
"879","Avocettina_bowersii",31.5992292870906,30.8071076857204,32.4983943481053,63.4339541853993,32.7124812673946
"880","Avrainvillea_erecta",52.205292702486,47.1531676022454,49.3183640737771,45.6295108259824,45.0681635926223
"881","Avrainvillea_hollenbergii",56.0137457044674,51.7182130584193,57.3883161512027,50.8591065292096,55.1546391752577
"882","Avrainvillea_lacerata",49.6,43.84,46.64,45.12,44.8
"883","Avrainvillea_nigricans",50.2673796791444,46.524064171123,48.6631016042781,48.0213903743316,47.0588235294118
"884","Awaous_guamensis",45.5268389662028,46.2226640159046,47.117296222664,45.2286282306163,48.1113320079523
"885","Awaous_melanocephalus",52.2867737948084,42.8924598269468,48.2076637824475,44.9938195302843,45.3646477132262
"886","Awaous_ocellaris",52.1636506687648,45.9480723839496,49.7246262785209,44.4531864673485,44.9252557041699
"887","Axianassa_heardi",65.4450261780105,54.9738219895288,64.9214659685864,51.3089005235602,52.3560209424084
"888","Axinella_donnani",49.0675990675991,42.3076923076923,42.0745920745921,45.1048951048951,40.0932400932401
"889","Axinella_lifouensis",45.945945945946,56.7567567567568,34.2342342342342,46.8468468468468,36.036036036036
"890","Axinella_plumosa",45.2054794520548,46.5753424657534,32.8767123287671,51.3698630136986,31.5068493150685
"891","Axinyssa_aculeata",41.6216216216216,36.7567567567568,42.8828828828829,43.963963963964,44.8648648648649
"892","Axinyssa_aplysinoides",53.6690647482014,51.3669064748201,52.0863309352518,51.9424460431655,51.2230215827338
"893","Axiopsis_pica",52.3560209424084,47.9930191972077,52.0069808027923,47.0331588132635,49.0401396160558
"894","Axiopsis_serratifrons",51.8631178707224,46.4638783269962,49.2015209125475,45.0950570342205,45.3231939163498
"895","Azorinus_coarctatus",43.448275862069,37.2413793103448,38.7586206896552,43.0344827586207,35.0344827586207
"896","Babelomurex_diadema",47.463456577816,45.9157351676698,44.1960447119518,46.5176268271711,43.9380911435942
"897","Babelomurex_lischkeanus",57.5342465753425,60.2739726027397,50,54.4520547945205,45.2054794520548
"898","Bajacalifornia_megalops",30.0032781511228,30.0032781511228,31.3555154892641,31.953778069169,31.4046877561056
"899","Balaenoptera_acutorostrata",47.7236633139227,40.7623080995236,42.4563260984648,53.3880359978825,41.3710958178931
"900","Balaenoptera_borealis",32.6551420494045,33.4754599805348,32.1592436390601,41.2893358668953,31.4362515641655
"901","Balaenoptera_brydei",34.2490842490842,46.8864468864469,34.2490842490842,95.3296703296703,31.5934065934066
"902","Balaenoptera_edeni",31.2543852810478,31.3947142745771,32.708349575115,38.103219770796,30.8996647696266
"903","Balaenoptera_musculus",32.8898404445124,34.3885405515624,32.0385380027527,43.3195697609217,31.6205332109905
"904","Balaenoptera_physalus",30.0279329608939,31.145251396648,32.122905027933,35.195530726257,31.4245810055866
"905","Balanophyllia_crassitheca",55.5813953488372,61.8604651162791,51.3953488372093,55.5813953488372,46.7441860465116
"906","Balanus_improvisus",54.5454545454545,50.6493506493506,36.3636363636364,48.0519480519481,36.3636363636364
"907","Balanus_trigonus",48.886910062333,45.3250222617988,44.6126447016919,44.3455031166518,42.653606411398
"908","Balistapus_undulatus",51.4068441064639,45.7794676806084,48.9733840304183,45.0190114068441,45.3231939163498
"909","Balistoides_conspicillum",48.663967611336,45.587044534413,47.1255060728745,45.0202429149798,44.2914979757085
"910","Balistoides_viridescens",51.4285714285714,46.015037593985,49.2481203007519,44.812030075188,45.5639097744361
"911","Bamarooka_anomala",64.1255605381166,47.5336322869955,60.5381165919283,52.4663677130045,50.6726457399103
"912","Banareia_armata",50.3456221198157,50.2304147465438,51.7281105990783,49.0783410138249,50.1152073732719
"913","Banjos_aculeatus",57.1428571428571,35.7142857142857,35.7142857142857,42.8571428571429,35.7142857142857
"914","Banjos_banjos",50.6329113924051,43.9873417721519,42.1940928270042,46.5189873417722,39.7679324894515
"915","Bankia_carinata",47.2573839662447,43.4599156118143,45.4008438818565,43.3755274261603,42.9535864978903
"916","Barbantus_curvifrons",30.836466785408,30.8661521208523,31.5225278712316,34.2469819908965,30.8760472326671
"917","Barbatia_cometa",48.8372093023256,40.6292749658003,44.4596443228454,45.9644322845417,39.124487004104
"918","Barbatia_foliata",50.0954198473283,45.4198473282443,46.469465648855,45.9923664122137,43.1297709923664
"919","Barbatia_fusca",50.0972762645914,45.7198443579767,46.4007782101167,45.2334630350195,43.4824902723735
"920","Barbourisia_rufa",44.7195154069002,40.1632868053727,40.6636818540953,39.5048722675797,39.9789307347906
"921","Barbuligobius_boehlkei",52.1787709497207,45.6983240223464,46.5921787709497,46.3687150837989,43.6871508379888
"922","Barnea_dilatata",45.9420289855072,39.1304347826087,41.5942028985507,45.0724637681159,36.231884057971
"923","Barnea_manilensis",50.9826589595376,43.3526011560694,45.4335260115607,45.8959537572254,41.6184971098266
"924","Baseodiscus_hemprichii",53.030303030303,48.0861244019139,50.6379585326954,45.8532695374801,46.88995215311
"925","Bassia_bassensis",50.1264222503161,45.1327433628319,47.5979772439949,42.6042983565107,44.4374209860935
"926","Bassozetus_zenkevitchi",30.7692307692308,80.7692307692308,76.9230769230769,92.3076923076923,30.7692307692308
"927","Bathochordaeus_charon",100,100,100,100,100
"928","Bathophilus_abarbatus",33.7160958226094,50.3860621659077,30.0138586418531,38.5468224114037,30.0138586418531
"929","Bathophilus_brevis",30.674193834422,30.4318269145509,30.6209913398162,30.7421747997517,30.5796116217894
"930","Bathophilus_digitatus",31.8439248115076,31.0135158611584,30.2525971995414,30.8814843125673,30.0093811889788
"931","Bathophilus_kingi",30.6309336921582,31.4009120131569,30.0029902070718,32.7352919189654,30.0029902070718
"932","Bathophilus_longipinnis",30.0010352324097,32.5787639325028,30.2425894613341,31.0983815866662,30.15977086856
"933","Bathophilus_pawneei",31.8445657085259,31.0277710194293,30.2526849953078,30.8922178582601,30.0232873379445
"934","Bathophilus_schizochirus",30,30,30.924149956408,34.4071490845684,30
"935","Bathophilus_vaillanti",32.2437449556094,37.9338175948345,30.0242130750605,30.0242130750605,30.0242130750605
"936","Bathothauma_lyromma",43.9040492957746,39.3926056338028,40.4049295774648,35.0132042253521,41.3072183098592
"937","Bathyarctus_rubens",48.4986945169713,47.0626631853786,44.2558746736292,46.3446475195822,45.4960835509138
"938","Bathycongrus_odontostomus",48.3590087073007,46.6845277963831,46.0147354320161,46.3496316141996,47.3543201607502
"939","Bathycongrus_retrotinctus",50.8792497069168,42.2039859320047,42.2039859320047,47.2450175849941,40.21101992966
"940","Bathycongrus_trilineatus",48.8188976377953,48.8188976377953,33.0708661417323,49.6062992125984,33.0708661417323
"941","Bathycongrus_varidens",65.979381443299,56.3573883161512,65.2920962199313,49.8281786941581,58.7628865979381
"942","Bathygobius_coalitus",51.6798418972332,46.5415019762846,48.6166007905138,48.2213438735178,45.7509881422925
"943","Bathygobius_cocosensis",52.263701350278,46.4654487688642,49.4837172359015,45.4328832406672,44.7974583002383
"944","Bathygobius_cotticeps",52.9159519725557,47.4271012006861,51.5437392795883,47.1698113207547,47.3413379073756
"945","Bathygobius_cyclopterus",52.19473264166,46.7677573822825,49.0822027134876,45.3312051077414,44.7725458898643
"946","Bathygobius_fuscus",53.0172413793103,46.9827586206897,49.2241379310345,45.948275862069,44.6551724137931
"947","Bathygobius_laddi",49.1304347826087,42.463768115942,43.9130434782609,43.6231884057971,40.4347826086956
"948","Bathylagichthys_greyae",97.752808988764,95.5056179775281,95.5056179775281,98.876404494382,95.5056179775281
"949","Bathylagoides_argyrogaster",32.68396561243,33.9616689013329,32.5735468096853,38.7254515340327,31.2011988327155
"950","Bathylagoides_nigrigenys",30.7799442896936,32.7762302692665,31.569173630455,63.3240482822656,31.7084493964717
"951","Bathymunida_polae",48.6187845303867,45.7774269928966,44.9092344119968,45.8563535911602,44.1199684293607
"952","Bathymunida_rudis",60,65.4901960784314,52.5490196078431,52.5490196078431,52.156862745098
"953","Bathymunida_sibogae",49.3280632411067,46.1660079051383,44.901185770751,46.4822134387352,43.7944664031621
"954","Bathynomus_affinis",51.4705882352941,56.6176470588235,47.0588235294118,54.4117647058823,51.4705882352941
"955","Bathynomus_doederleini",49.2871690427699,40.122199592668,42.1588594704684,32.7902240325866,39.3075356415479
"956","Bathynomus_immanis",52.2727272727273,45.5627705627706,43.3982683982684,50.1082251082251,41.991341991342
"957","Bathynomus_kapala",50.4424778761062,45.1327433628319,33.6283185840708,53.0973451327434,30.0884955752212
"958","Bathypathes_patula",34.0606467494685,31.8451381895491,32.8298086606244,32.8298086606244,33.5123643280743
"959","Bathyplotes_natans",90.4347826086957,100,75.6521739130435,68.695652173913,61.7391304347826
"960","Bathyprion_danae",30.1675977653631,34.3575418994413,30.1675977653631,30.1675977653631,30.1675977653631
"961","Bathysauropsis_malayanus",51.2520868113522,50.7512520868113,48.330550918197,50.5008347245409,49.0818030050083
"962","Bathysphyraenops_simplex",50.8762322015334,46.3855421686747,47.3165388828039,43.8116100766703,45.7831325301205
"963","Bathysquilla_crassispinosa",48.2983345401883,45.7639391745112,44.0984793627806,45.9811730629978,43.519188993483
"964","Bathytoshia_brevicaudata",55.7446808510638,50.6382978723404,52.3404255319149,48.0851063829787,48.2978723404255
"965","Bathyuroconger_parvibranchialis",59.0909090909091,48.2323232323232,50.5050505050505,47.7272727272727,49.2424242424242
"966","Bathyuroconger_vicinus",45.514133551823,43.260958623515,41.1716509627202,41.4993854977468,41.7042195821385
"967","Batissa_violacea",49.7155858930603,43.0034129692833,45.8475540386803,44.8236632536974,42.8896473265074
"968","Beania_magellanica",61.3333333333333,61.7777777777778,56,55.5555555555556,46.2222222222222
"969","Beguina_semiorbiculata",49.2125984251969,40.6824146981627,44.4881889763779,45.8005249343832,39.8950131233596
"970","Belonoperca_chabanaudi",49.1087344028521,44.8306595365419,46.7914438502674,47.1479500891266,45.4545454545455
"971","Bembradium_roseum",49.5083579154376,45.8210422812193,45.968534906588,43.5103244837758,45.3785644051131
"972","Bembras_japonica",67.4121405750799,48.8817891373802,60.0638977635783,35.1437699680511,58.7859424920128
"973","Bembras_longipinnis",67.719298245614,57.5438596491228,60.3508771929825,58.5964912280702,54.0350877192982
"974","Bembras_macrolepis",59.2165898617512,64.9769585253456,54.3778801843318,55.7603686635945,49.7695852534562
"975","Bembrops_caudimacula",51.1041009463722,43.5331230283912,43.1125131440589,47.0031545741325,40.9043112513144
"976","Bembrops_curvatura",49.5081967213115,45.9836065573771,44.7540983606557,46.3934426229508,43.7704918032787
"977","Bembrops_platyrhynchus",53.0776992936428,44.904137235116,43.3905146316852,48.0322906155399,41.7759838546922
"978","Benthalbella_infans",30.5902861264727,30.8547727819187,31.0591488338543,30.6293580187545,30.9088723250781
"979","Bentheogennema_stephenseni",60.8391608391608,54.7785547785548,59.2074592074592,48.4848484848485,55.011655011655
"980","Benthesicymus_investigatoris",30.7796767355591,30.8591679915209,31.4487281399046,34.4097774244833,30.7200582935877
"981","Benthodesmus_elongatus",60.4395604395604,49.4505494505495,50.9157509157509,55.3113553113553,44.3223443223443
"982","Benthodesmus_vityazi",51.6651665166517,45.7245724572457,46.2646264626463,43.4743474347435,43.024302430243
"983","Benthosema_fibulatum",31.1725015013954,31.483378669587,32.3170947115554,35.1856431271417,30.7238492245734
"984","Benthosema_suborbitale",30.606221592586,30.455699191311,30.5796588158904,30.6504928870787,30.5560474588277
"985","Berardius_arnuxii",30.5785123966942,30.5785123966942,30.5785123966942,30.5785123966942,30.5785123966942
"986","Beroe_forskalii",69.4915254237288,58.8983050847458,66.9491525423729,46.6101694915254,58.0508474576271
"987","Beroe_ovata",66.6666666666667,100,66.6666666666667,55.5555555555556,44.4444444444444
"988","Berthella_stellata",52.9170090386196,46.8364831552999,49.8767460969597,46.0147904683648,45.3574363188168
"989","Berthellina_citrina",51.4433752775722,46.5581051073279,48.0384900074019,43.9674315321984,44.6336047372317
"990","Beryx_decadactylus",53.4682080924855,50.2312138728324,49.8843930635838,44.1040462427746,48.2658959537572
"991","Beryx_mollis",48.0651731160896,45.6211812627291,44.6028513238289,45.2817379497624,43.5845213849287
"992","Beryx_splendens",53.2335649385355,51.0956707642972,48.7974345269909,44.0940673436665,47.0336718332443
"993","Betaphycus_gelatinum",42.9541595925297,37.1816638370119,37.3514431239389,40.5772495755518,34.46519524618
"994","Bhanotia_fasciolata",49.7492477432297,44.4332998996991,46.0381143430291,45.4363089267803,43.3299899699097
"995","Bhawania_cryptocephala",49.6963562753036,44.9392712550607,45.9514170040486,45.2429149797571,43.421052631579
"996","Bhawania_goodei",51.9391634980989,46.0836501901141,49.5817490494297,45.0190114068441,44.9429657794677
"997","Biemna_fistulosa",48.471615720524,46.2882096069869,48.9082969432314,34.061135371179,44.5414847161572
"998","Biemna_fortis",47.4870017331023,38.1282495667244,41.5944540727903,37.9549393414211,36.3951473136915
"999","Biemna_tubulata",49.0150637311703,43.6848203939745,43.5689455388181,46.0023174971031,41.5990730011588
"1000","Bimeria_vestita",66.9811320754717,55.6603773584906,66.9811320754717,48.1132075471698,55.188679245283
"1001","Birgus_latro",55.9454191033138,50.0974658869396,54.6783625730994,49.0253411306043,50.0974658869396
"1002","Bispira_melanostigma",51.4801444043321,45.4873646209386,48.9530685920578,44.4043321299639,45.4873646209386
"1003","Bistolida_kieneri",50.1912045889101,45.6022944550669,47.2275334608031,46.0803059273423,44.4550669216061
"1004","Bistolida_stolida",51.356993736952,46.1377870563674,47.0772442588727,47.0772442588727,44.5720250521921
"1005","Bistolida_ursellus",46.5063861758077,43.6513899323817,43.7265214124718,44.0270473328325,42.0736288504884
"1006","Bittium_glareosum",53.3215234720992,46.7670504871568,49.1585473870682,45.4384410983171,45.1727192205492
"1007","Bittium_impendens",48.7155090390105,44.9096098953378,46.1465271170314,46.7174119885823,44.7193149381541
"1008","Blastomussa_wellsi",48.7060998151571,44.916820702403,46.5804066543438,45.2865064695009,43.8077634011091
"1009","Blenniella_caudolineata",53.5714285714286,46.4285714285714,50.1231527093596,50.3694581280788,48.1527093596059
"1010","Blenniella_chrysospilos",51.1796733212341,44.7368421052632,47.9128856624319,47.2776769509982,44.8275862068966
"1011","Blenniella_gibbifrons",54.7237076648841,47.5935828877005,52.0499108734403,46.4349376114082,47.3262032085562
"1012","Blenniella_interrupta",53.8819875776398,44.8757763975155,49.0683229813665,46.8944099378882,46.7391304347826
"1013","Blenniella_paula",55.4801163918526,47.0417070805044,51.6003879728419,46.2657613967022,46.9447138700291
"1014","Blenniella_periophthalmus",54.5805207328833,46.2873674059788,51.0125361620058,45.8052073288332,45.9980713596914
"1015","Bodianus_anthioides",51.5837104072398,46.7571644042232,48.9441930618401,45.6259426847662,46.2292609351433
"1016","Bodianus_axillaris",51.1727078891258,45.771144278607,48.6851457000711,43.6389481165601,45.2025586353945
"1017","Bodianus_bennetti",69.7368421052632,55.7017543859649,67.9824561403509,55.7017543859649,57.4561403508772
"1018","Bodianus_bilunulatus",48.5409252669039,43.8434163701068,46.5480427046263,44.9110320284697,44.0569395017794
"1019","Bodianus_dictynna",50.9803921568627,44.8039215686275,45.3921568627451,46.078431372549,43.6274509803922
"1020","Bodianus_flavifrons",49.1228070175439,58.7719298245614,35.9649122807018,45.1754385964912,39.4736842105263
"1021","Bodianus_flavipinnis",36.3636363636364,72.7272727272727,36.3636363636364,54.5454545454545,36.3636363636364
"1022","Bodianus_izuensis",50.6666666666667,42.7777777777778,44,45.2222222222222,41.8888888888889
"1023","Bodianus_leucosticticus",51.3822688274547,46.3298379408961,47.8551000953289,43.9466158245949,45.6625357483317
"1024","Bodianus_loxozonus",49.9186991869919,44.2276422764228,46.6666666666667,45.7723577235772,45.1219512195122
"1025","Bodianus_macrourus",48.0938416422287,44.7702834799609,46.4320625610948,46.4320625610948,44.574780058651
"1026","Bodianus_masudai",49.6894409937888,41.407867494824,44.5134575569358,37.888198757764,42.0289855072464
"1027","Bodianus_mesothorax",50.4424778761062,44.0265486725664,45.353982300885,45.4646017699115,42.4778761061947
"1028","Bodianus_paraleucosticticus",52.0872865275142,47.5332068311195,49.9051233396584,48.4819734345351,49.2409867172676
"1029","Bodianus_perditio",52,49.8461538461538,50.4615384615385,48.1025641025641,49.1282051282051
"1030","Bodianus_unimaculatus",70.2702702702703,72.972972972973,54.0540540540541,48.6486486486487,48.6486486486487
"1031","Boehlkenchelys_longidentata",57.7235772357724,49.5934959349593,55.8265582655827,52.3035230352303,55.0135501355014
"1032","Bohadschia_argus",51.71875,46.328125,49.609375,44.6875,45.46875
"1033","Bohadschia_marmorata",52.6960784313725,46.7320261437908,49.5915032679739,45.6699346405229,45.1797385620915
"1034","Bohadschia_similis",50.5586592178771,45.3445065176909,46.6480446927374,46.1824953445065,43.6685288640596
"1035","Bohadschia_tenuissima",50.9947643979058,46.0732984293194,46.7015706806283,46.282722513089,43.8743455497382
"1036","Bohadschia_vitiensis",49.8252969951083,44.8637316561845,47.6589797344514,45.3529000698812,44.8637316561845
"1037","Bolbometopon_muricatum",50.468085106383,46.3829787234043,49.2765957446809,46.2978723404255,45.6170212765957
"1038","Bolinichthys_distofax",30.5235052922666,30.7428244493182,31.397603381965,33.0345507135819,30.9271796827819
"1039","Bolinichthys_indicus",40.4583092624687,44.0593106104371,30.0596957442711,30.00192566917,33.0252262661275
"1040","Bolinichthys_longipes",30.003241257608,30.003241257608,32.2649187884899,35.5241833831527,30.3129614290345
"1041","Bolinichthys_nikolayi",42.189647274393,43.4264773247824,36.6926248282181,38.7540082455337,37.8378378378378
"1042","Bolinichthys_photothorax",30.3613477135963,30.326462978575,30.2741358760429,30.4165818773802,30.2566935085322
"1043","Bolinichthys_pyrsobolus",32.0158743014497,31.9024864339516,32.6152101725115,39.4508787559731,31.0844739612861
"1044","Bolitaena_pygmaea",45.813435211716,41.5791149315505,42.8207577204712,38.2043935052531,42.6297357529449
"1045","Bolivina_spathulata",39.4545454545455,42.7272727272727,43.6363636363636,65.4545454545455,42.1818181818182
"1046","Bolma_girgylla",48.3091787439614,44.8470209339775,44.6054750402576,44.9275362318841,43.0756843800322
"1047","Bolma_guttata",50.6046511627907,46.8837209302326,45.0232558139535,47.1627906976744,43.8139534883721
"1048","Boloceroides_mcmurrichi",50.1022494887526,45.7396046353102,46.9665985003408,43.8991138377641,43.7627811860941
"1049","Boodlea_composita",47.9077711357814,43.8087105038429,45.9436379163108,43.8087105038429,43.3817250213493
"1050","Bornetella_oligospora",52.9182879377432,44.8767833981842,49.2866407263294,47.4708171206226,45.3955901426719
"1051","Bornetella_sphaerica",50.6598240469208,46.1143695014663,48.6803519061584,44.1348973607038,45.0146627565982
"1052","Bostrychia_tenella",49.4825964252117,44.6848541862653,47.0366886171213,45.343367826905,44.0263405456256
"1053","Bostrychus_sinensis",53.1192660550459,45.8715596330275,47.7981651376147,44.4036697247706,44.6788990825688
"1054","Bothus_mancus",50.972501676727,45.3386988598256,48.1556002682763,43.5949027498323,45.0033534540577
"1055","Bothus_ocellatus",48.5370051635112,44.3201376936317,45.9552495697074,44.4061962134251,44.3201376936317
"1056","Bothus_pantherinus",50.9472259810555,45.4668470906631,48.0378890392422,43.4370771312585,44.7902571041949
"1057","Botrylloides_violaceus",100,66.6666666666667,100,66.6666666666667,66.6666666666667
"1058","Botryllus_firmus",48.6338797814208,43.1693989071038,45.1730418943534,50.6375227686703,40.6193078324226
"1059","Botryllus_niger",54.7925608011445,48.3547925608011,51.3590844062947,49.7854077253219,49.3562231759657
"1060","Botryllus_perspicuum",50.2548419979613,42.0998980632008,44.6483180428135,41.8960244648318,40.1630988786952
"1061","Botula_cinnamomea",53.4598214285714,43.75,48.2142857142857,45.5357142857143,42.6339285714286
"1062","Botula_fusca",66.6666666666667,55.8558558558559,67.1171171171171,46.8468468468468,55.4054054054054
"1063","Bougainvillia_platygaster",48.6486486486487,45.8614864864865,46.4527027027027,44.2567567567568,45.1858108108108
"1064","Bouvieraxius_rudis",57.0526315789474,63.1578947368421,51.7894736842105,60.2105263157895,48.6315789473684
"1065","Brachaluteres_jacksonianus",57.1428571428571,71.4285714285714,61.9047619047619,42.8571428571429,61.9047619047619
"1066","Brachaluteres_taylori",47.7707006369427,42.3566878980892,44.7452229299363,48.5668789808917,41.0828025477707
"1067","Brachidontes_mutabilis",45.8521870286576,37.2549019607843,41.1764705882353,43.1372549019608,35.7466063348416
"1068","Brachidontes_striatulus",48.5564304461942,40.4199475065617,44.0944881889764,45.4068241469816,39.3700787401575
"1069","Brachidontes_variabilis",45.9574468085106,39.290780141844,41.7021276595745,44.9645390070922,36.3120567375887
"1070","Brachioteuthis_riisei",32.2180916976456,43.2465923172243,55.2664188351921,64.9318463444857,53.0359355638166
"1071","Brachirus_annularis",59.7087378640777,51.294498381877,50.9708737864078,46.6019417475728,49.0291262135922
"1072","Brachirus_pan",46.9662921348315,40.1123595505618,39.6629213483146,43.4831460674157,37.1910112359551
"1073","Brachycarpus_biunguiculatus",51.3055751587862,45.3069865913903,49.2589978828511,44.0366972477064,45.4481298517996
"1074","Brachypleura_novaezeelandiae",47.8927203065134,38.9527458492976,41.1238825031928,43.2950191570881,37.5478927203065
"1075","Brachyscelus_crusculum",46.8820435762585,46.4312546957175,44.778362133734,45.5296769346356,45.0037565740045
"1076","Brachyscelus_globiceps",51.4732965009208,51.1970534069982,50.828729281768,47.6058931860037,50.3683241252302
"1077","Brachysomophis_crocodilinus",51.4751552795031,46.6614906832298,50.0776397515528,44.7981366459627,45.7298136645963
"1078","Brachysomophis_henshawi",51.40625,46.640625,48.90625,45.3125,45
"1079","Brachytrichia_quoyi",49.7541789577188,44.346116027532,47.6892822025565,45.9193706981318,43.952802359882
"1080","Bractechlamys_aurantiaca",51.8518518518518,77.7777777777778,98.1481481481482,88.8888888888889,100
"1081","Bractechlamys_elegans",38.3928571428571,71.4285714285714,99.1071428571429,83.0357142857143,100
"1082","Bractechlamys_nodulifera",35.3033884948779,30.0236406619385,30.0236406619385,30.0236406619385,30.0236406619385
"1083","Bractechlamys_oweni",45.1659451659452,38.2395382395382,39.3939393939394,43.4343434343434,36.2193362193362
"1084","Bractechlamys_vexillum",48.7155963302752,44.7706422018349,45.9633027522936,44.954128440367,43.4862385321101
"1085","Brama_brama",100,100,100,100,100
"1086","Brama_dussumieri",49.054054054054,44.7972972972973,47.5,43.7837837837838,43.9864864864865
"1087","Brama_myersi",30.9355952118675,30.5941103032973,31.2440331938019,36.325916134244,30.5647352573988
"1088","Brama_orcini",46.6666666666667,42.9141716566866,43.313373253493,41.8363273453094,42.2754491017964
"1089","Brama_pauciradiata",30.8109023192822,30.003950115682,32.1539416511484,31.0535522826026,31.2792731787145
"1090","Branchiomma_cingulata",50.7836990595611,45.7680250783699,45.7680250783699,45.4545454545455,42.4242424242424
"1091","Branchiomma_nigromaculata",50.6465517241379,46.2284482758621,47.0905172413793,47.198275862069,44.073275862069
"1092","Branchiostegus_argentatus",55.1724137931034,42.5287356321839,48.2758620689655,35.632183908046,47.3563218390805
"1093","Branchiostegus_ilocanus",59.4202898550725,55.0724637681159,40.5797101449275,66.6666666666667,42.0289855072464
"1094","Branchiostegus_serratus",83.5443037974684,59.4936708860759,84.8101265822785,69.620253164557,63.2911392405063
"1095","Branchiostegus_wardi",49.070945945946,46.875,44.679054054054,47.1283783783784,43.4121621621622
"1096","Branchiosyllis_exilis",50.7636363636364,45.6,48.5818181818182,44.2181818181818,44.8727272727273
"1097","Bregmaceros_atlanticus",31.122355944566,30.9810357403355,30.2698760029176,30.1650255288111,30.1604668125456
"1098","Bregmaceros_lanceolatus",46.4705882352941,40.2352941176471,40.8235294117647,42.8235294117647,36.8235294117647
"1099","Bregmaceros_mcclellandi",31.4120587316464,32.0524835988754,32.5054670415495,38.5660731021556,31.1777569509528
"1100","Bregmaceros_nectabanus",49.5758718190386,42.6013195098963,42.0358152686145,43.8265786993402,40.1508011310085
"1101","Bregmaceros_rarisquamosus",47.8776529338327,45.0062421972534,43.9450686641698,44.0074906367041,42.4469413233458
"1102","Bretskya_scapula",49.833147942158,43.8264738598443,46.8298109010011,45.7174638487208,45.8286985539488
"1103","Brevitrygon_imbricata",47.6982097186701,39.6419437340153,42.3273657289003,44.1176470588235,38.2352941176471
"1104","Brissopsis_luzonica",46.6860888565186,37.8004369992717,38.8929351784414,41.2235979606701,37.4362709395484
"1105","Brissopsis_pacifica",56.0975609756098,31.7073170731707,41.4634146341463,100,39.0243902439024
"1106","Brissus_latecarinatus",51.0732790525537,45.8919319022946,49.0747594374537,44.559585492228,45.0777202072539
"1107","Broderipia_iridescens",50.9433962264151,46.0812772133527,49.0566037735849,43.5413642960813,45.2104499274311
"1108","Brooksia_rostrata",52.2317932654659,46.6718872357087,48.4729835552075,44.6358653093187,45.2623335943618
"1109","Brosmophyciops_pautzkei",52.2088353413655,47.5502008032129,50.4417670682731,46.6666666666667,47.4698795180723
