"","feature","EM_Penalty_velocity_585","EM_Penalty_o2os_585","EM_Penalty_phos_585","EM_Penalty_tos_585"
"1847","Clathria_aceratoobtusa",43.2967032967033,38.9010989010989,46.5934065934066,39.3406593406593
"1848","Clathria_australiensis",35.632183908046,97.7011494252874,50.5747126436782,81.6091954022989
"1849","Clathria_basilana",42.5409047160731,35.4186717998075,43.0221366698749,35.6111645813282
"1850","Clathria_cervicornis",45.752427184466,44.0533980582524,48.6650485436893,43.0825242718447
"1851","Clathria_corneolia",35.7142857142857,100,40,84.2857142857143
"1852","Clathria_eccentrica",42.257217847769,42.9133858267717,48.1627296587926,43.3070866141732
"1853","Clathria_eurypa",45.0980392156863,34.8039215686275,32.843137254902,35.2941176470588
"1854","Clathria_fasciculata",59.1954022988506,44.8275862068966,43.1034482758621,50
"1855","Clathria_flabellifera",34.8484848484849,100,39.3939393939394,83.3333333333333
"1856","Clathria_foraminifera",34.6099290780142,37.1631205673759,46.241134751773,37.0212765957447
"1857","Clathria_hirsuta",49.4002181025082,48.4187568157034,46.1286804798255,46.0196292257361
"1858","Clathria_kylista",49.3243243243243,79.7297297297297,56.7567567567568,71.6216216216216
"1859","Clathria_lendenfeldi",42.7113702623907,43.002915451895,47.667638483965,42.5655976676385
"1860","Clathria_procera",44.2572741194487,42.8790199081164,47.4732006125574,42.1133231240429
"1861","Clathria_reinwardti",37.8486055776892,38.0478087649402,45.1195219123506,37.6494023904382
"1862","Clathria_rhopalophora",47.1140939597315,42.2818791946309,44.4295302013423,42.4161073825503
"1863","Clathria_rugosa",39.4366197183099,80.2816901408451,51.4084507042254,66.1971830985916
"1864","Clathria_spinifera",40,40.9756097560976,48.4146341463415,40.8536585365854
"1865","Clathria_vulpina",39.6014943960149,39.9750933997509,46.9489414694894,39.1033623910336
"1866","Clavelina_detorta",57.6,56.5333333333333,48,56.8
"1867","Clavelina_fecunda",44.2790697674419,43.6279069767442,45.3953488372093,41.6744186046512
"1868","Clavelina_moluccensis",42.320819112628,42.4345847554039,47.6678043230944,41.7519908987486
"1869","Clavelina_robusta",43.8896189224704,43.1011826544021,49.1458607095926,41.9185282522996
"1870","Clavosurcula_schepmani",56.3775510204082,52.6785714285714,44.0051020408163,56.6326530612245
"1871","Clavus_bilineatus",44.5445445445445,43.5435435435435,45.3453453453453,41.8418418418418
"1872","Clavus_canalicularis",44.4971537001897,43.4535104364326,45.3510436432638,41.8406072106262
"1873","Clavus_exasperatus",44.4654683065279,43.519394512772,45.2223273415326,41.9110690633869
"1874","Clavus_laeta",46.6840052015605,41.48244473342,48.1144343302991,41.0923276983095
"1875","Clavus_lamberti",41.1570247933884,43.2231404958678,45.2066115702479,40.9917355371901
"1876","Clavus_pica",46.8201754385965,46.8201754385965,47.8070175438597,44.9561403508772
"1877","Clavus_unizonalis",45.1837140019861,44.7864945382324,46.3753723932473,42.8003972194638
"1878","Cleidopus_gloriamaris",75,65.625,50.625,63.125
"1879","Cletocythereis_watsonae",52.8384279475983,63.3187772925764,58.0786026200873,52.8384279475983
"1880","Clibanarius_corallinus",44.7434819175778,43.5660218671152,44.322960470984,42.9772918418839
"1881","Clibanarius_eurysternus",45.0793650793651,41.6931216931217,43.9153439153439,41.1640211640212
"1882","Clibanarius_humilis",42.0901932712956,41.6607015032212,43.5934144595562,40.3006442376521
"1883","Clibanarius_longitarsus",41.3369713506139,40.9276944065484,47.4761255115962,38.881309686221
"1884","Clibanarius_merguiensis",43.0817610062893,41.9025157232704,43.6320754716981,40.251572327044
"1885","Clibanarius_padavensis",40.7563025210084,40.1960784313725,47.0588235294118,38.655462184874
"1886","Clibanarius_ransoni",45.3662842012357,40.1588702559576,44.1306266548985,39.7175639894087
"1887","Clibanarius_rhabdodactylus",54.375,47.7083333333333,46.6666666666667,51.25
"1888","Clibanarius_sclopetarius",45.5721393034826,45.1741293532338,45.4726368159204,43.18407960199
"1889","Clibanarius_snelliusi",40.9090909090909,38.755980861244,47.3684210526316,36.3636363636364
"1890","Clibanarius_striolatus",44.1373534338358,43.5510887772194,43.8860971524288,42.5460636515913
"1891","Clibanarius_virescens",42.3435419440746,41.2782956058589,47.5366178428762,39.8135818908123
"1892","Clio_cuspidata",42.9678188319428,42.2526817640048,42.4314660309893,42.8486293206198
"1893","Clio_pyramidata",31.9674541711597,32.7320850896971,31.9576512106656,33.4771100872463
"1894","Clio_recurva",43.0864836872087,41.170378042465,40.9632314862765,41.6364577938892
"1895","Cliona_celata",42.8571428571429,90.4761904761905,100,76.1904761904762
"1896","Cliona_ensifera",45.8689458689459,53.2763532763533,54.985754985755,50.997150997151
"1897","Cliona_jullieni",55.3353658536585,49.5426829268293,42.530487804878,47.1036585365854
"1898","Cliona_lobata",41.7435897435897,40.6153846153846,46.8717948717949,40.4102564102564
"1899","Cliona_mucronata",44.2465753424658,40.5479452054795,47.945205479452,40
"1900","Cliona_orientalis",40.5013192612137,41.4248021108179,48.4168865435356,40.2374670184697
"1901","Cliona_schmidti",55.6818181818182,49.3686868686869,45.0757575757576,50.7575757575758
"1902","Cliona_viridis",62.0567375886525,59.3971631205674,47.8723404255319,58.3333333333333
"1903","Cliopsis_krohnii",33.8607594936709,30.0632911392405,37.6582278481013,30.379746835443
"1904","Cliothosa_aurivillii",45.7854406130268,41.5708812260536,48.2758620689655,40.6130268199234
"1905","Cliothosa_hancocki",47.6084538375973,45.8286985539488,47.4972191323693,45.0500556173526
"1906","Cliothosa_quadrata",39.4957983193277,58.8235294117647,77.3109243697479,63.0252100840336
"1907","Clithon_chlorostomus",49.9540863177227,40.1285583103765,41.5059687786961,42.6997245179063
"1908","Clithon_oualaniensis",45.4444444444444,42.7777777777778,46.6666666666667,42.1111111111111
"1909","Clivipollia_fragaria",60.844250363901,52.2561863173217,45.5604075691412,53.566229985444
"1910","Clivipollia_pulcher",44.6564885496183,43.9885496183206,45.706106870229,42.4618320610687
"1911","Cloeosiphon_aspergillus",43.0817610062893,42.688679245283,44.1823899371069,41.0377358490566
"1912","Clorida_daviei",64.8550724637681,52.8985507246377,46.3768115942029,58.3333333333333
"1913","Clorida_denticauda",42.4390243902439,41.6585365853659,45.0731707317073,40.6829268292683
"1914","Clorida_gaillardi",42.8705440900563,43.4333958724203,46.1538461538462,41.4634146341463
"1915","Cloridina_chlorida",46.7436974789916,47.5840336134454,47.4789915966387,45.5882352941176
"1916","Cloridina_inflata",58.3333333333333,54.3650793650794,42.8571428571429,49.6031746031746
"1917","Cloridina_malaccensis",43.7623762376238,44.4554455445545,46.9306930693069,42.7722772277228
"1918","Cloridina_microphthalma",37.890044576523,39.0787518573551,45.9138187221397,37.592867756315
"1919","Cloridina_moluccensis",51.2345679012346,50.8641975308642,48.7654320987654,49.7530864197531
"1920","Cloridina_verrucosa",39.7111913357401,39.5908543922984,47.5330926594465,39.1095066185319
"1921","Clymenella_torquata",41.8502202643172,40.0881057268723,36.5638766519824,39.647577092511
"1922","Clypeaster_annandalei",62.7494456762749,52.9933481152993,47.0066518847007,56.9844789356984
"1923","Clypeaster_fervens",51.4814814814815,49.2592592592593,43.8271604938272,48.8888888888889
"1924","Clypeaster_humilis",52.6178010471204,50.130890052356,44.8952879581152,50.9162303664921
"1925","Clypeaster_latissimus",60.0719424460432,49.6402877697842,44.2446043165468,52.8776978417266
"1926","Clypeaster_reticulatus",45.3112033195021,43.9834024896266,44.3153526970954,42.9875518672199
"1927","Clypeaster_subdepressus",44.2379182156134,35.3159851301115,36.8029739776952,35.6877323420074
"1928","Clypeaster_virescens",39.1849529780564,38.9759665621735,47.7533960292581,39.3939393939394
"1929","Clypeomorus_batillariaeformis",45.1428571428571,40.8,44.4571428571429,41.7142857142857
"1930","Clypeomorus_bifasciata",43.8150289017341,42.4277456647399,45.5491329479769,43.0057803468208
"1931","Clypeomorus_brevis",44.6831364124597,40.3866809881848,42.9645542427497,39.9570354457572
"1932","Clypeomorus_moniliferus",42.9577464788732,40.7042253521127,47.6056338028169,39.4366197183099
"1933","Clypeomorus_pellucida",42.8828828828829,40.1801801801802,47.027027027027,40
"1934","Clypeomorus_purpurastoma",43.048128342246,41.9786096256684,49.0641711229947,41.0427807486631
"1935","Clytemnestra_scutellata",44.273127753304,42.1806167400881,47.2466960352423,41.9603524229075
"1936","Clytia_discoida",41.1504424778761,40.7079646017699,37.1681415929204,39.8230088495575
"1937","Clytia_folleata",100,100,100,100
"1938","Clytia_gracilis",49.6674057649667,52.549889135255,48.5587583148559,48.3370288248337
"1939","Clytia_hemisphaerica",52.7009222661397,55.7312252964427,52.1739130434783,53.4914361001318
"1940","Clytia_paulensis",30.4,37.6,36.8,34.4
"1941","Cnemidocarpa_intestinata",57.3556797020484,59.5903165735568,47.1135940409683,55.8659217877095
"1942","Cnemidocarpa_irene",40.307328605201,41.0756501182033,41.7848699763593,39.4208037825059
"1943","Coccorella_atlantica",30.0797547753527,30.0740782788863,30.0002838248233,30.0116368177561
"1944","Cochlespira_pulchella",63.125,51.875,42.5,51.25
"1945","Cociella_crocodilus",40.2402402402402,40.3403403403403,45.945945945946,40.4404404404404
"1946","Cociella_hutchinsi",68.2634730538922,47.0059880239521,44.9101796407186,50.2994011976048
"1947","Cociella_punctata",41.6201117318436,41.1545623836127,45.903165735568,40.7821229050279
"1948","Cocotropus_dermacanthus",57.0866141732283,48.8188976377953,48.6220472440945,51.9685039370079
"1949","Cocotropus_larvatus",44.0764331210191,41.4012738853503,47.515923566879,40.6369426751592
"1950","Cocotropus_steinitzi",53.5714285714286,47.6785714285714,47.6785714285714,48.9285714285714
"1951","Codakia_interrupta",45.4845814977974,44.0528634361233,47.5770925110132,42.84140969163
"1952","Codakia_paytenorum",43.1920649233544,42.8313796212804,44.8151487826871,40.9377817853922
"1953","Codakia_punctata",43.6781609195402,43.3497536945813,44.991789819376,41.7898193760263
"1954","Codakia_tigerina",43.1561996779388,43.317230273752,44.524959742351,41.2238325281804
"1955","Codium_arabicum",43.2307692307692,42.6923076923077,43.6923076923077,41.1538461538462
"1956","Codium_bartlettii",44.1988950276243,43.646408839779,45.0276243093923,41.804788213628
"1957","Codium_edule",44.2182410423453,44.3811074918567,44.9511400651466,42.5081433224756
"1958","Coelocarteria_singaporensis",37.3770491803279,36.8306010928962,46.2295081967213,37.4863387978142
"1959","Coelopleurus_maillardi",87.5,72.5,72.5,67.5
"1960","Coelorinchus_kermadecus",38.6178861788618,76.0162601626016,51.219512195122,53.2520325203252
"1961","Coelorinchus_mayiae",57.773851590106,55.6537102473498,46.4664310954064,53.356890459364
"1962","Coelorinchus_pardus",73.0061349693252,60.1226993865031,49.079754601227,56.441717791411
"1963","Coeloseris_mayeri",44.8402948402948,43.6117936117936,47.5429975429975,43.1203931203931
"1964","Coelosphaera_navicelligera",44.1441441441441,52.2522522522522,61.2612612612613,51.3513513513513
"1965","Coelothrix_irregularis",47.3242392444911,45.2256033578174,46.0650577124869,43.8614900314795
"1966","Coenobita_cavipes",44.5852534562212,38.594470046083,42.9723502304147,38.3640552995392
"1967","Coenobita_clypeatus",51.9108280254777,44.9044585987261,45.7006369426752,45.0636942675159
"1968","Coenobita_perlatus",51.6556291390728,45.5629139072848,43.3112582781457,44.7682119205298
"1969","Coenobita_rugosus",45.6595264937993,41.2626832018038,43.2919954904171,40.5862457722661
"1970","Coenobita_variabilis",50.5050505050505,48.3164983164983,51.1784511784512,47.1380471380471
"1971","Coenobita_violascens",41.025641025641,38.6587771203156,45.5621301775148,37.8698224852071
"1972","Coenosmilia_arbuscula",44.2140468227425,44.1471571906354,43.9464882943144,44.2140468227425
"1973","Colina_macrostoma",39.6825396825397,40.6926406926407,47.7633477633478,38.961038961039
"1974","Colobometra_perspinosa",38.6151797603196,39.0146471371505,47.1371504660453,38.2157123834887
"1975","Colobonema_sericeum",40.3508771929825,35.0877192982456,37.1929824561403,36.140350877193
