"","mean_climate_warming","run","scenario","approach","mean_ocean_acidification","mean_oxygen_decline","median_velocity","mean_log_velocity","sum_area","total_cost","percent_area","num_pu"
"1",0.0393074950805111,"EM_Penalty_tos_585","585","penalty",-0.00452010075634349,-0.000138121978497924,15.8083544904742,2.88603653708054,7107639,7107639,29.9810675633672,10610
"2",0.0419870837251694,"EM_Penalty_phos_585","585","penalty",-0.00443476201359079,-0.000143593481207408,15.8083544904742,2.87383336872134,7107639,7107639,29.9810675633672,10610
"3",0.0398744020094386,"EM_Penalty_o2os_585","585","penalty",-0.00451272186687004,-0.000135880804097795,15.8083544904742,2.97518769722063,7107639,7107639,29.9810675633672,10610
"4",0.0415362159200626,"EM_Penalty_velocity_585","585","penalty",-0.00449890430186128,-0.00014505855224981,11.944765621001,2.40609312495478,7107639,7107639,29.9810675633672,10610
