"","median_velocity","mean_log_velocity","run","scenario","approach","sum_area","total_cost","percent_area","num_pu"
"1",15.3928752116811,2.55478903655683,"MM-CanESM5_Percentile_velocity_585","585","percentile",13992871.2,13992871.2,59.0239905055243,20888
"2",14.9858265896667,2.49318204298107,"MM-CMCC-ESM2_Percentile_velocity_585","585","percentile",14075268.9,14075268.9,59.3715561332618,21011
"3",14.0733871634149,2.43078482777173,"MM-GFDL-ESM4_Percentile_velocity_585","585","percentile",14002249.8,14002249.8,59.0635508208766,20902
"4",15.1769131960304,2.55134530927345,"MM-IPSL-CM6A-LR_Percentile_velocity_585","585","percentile",14339879.4,14339879.4,60.4877221735568,21406
"5",15.0917872366649,2.48241995757524,"MM-NorESM2-MM_Percentile_velocity_585","585","percentile",13899755.1,13899755.1,58.6312130888129,20749
