"","feature","MM-NorESM2-MM_Percentile_velocity_585","MM-IPSL-CM6A-LR_Percentile_velocity_585","MM-GFDL-ESM4_Percentile_velocity_585","MM-CMCC-ESM2_Percentile_velocity_585","MM-CanESM5_Percentile_velocity_585"
"2190","Coryphaena_hippurus",30.3774205677759,31.3907689415304,30.7656514382403,30.9071253995112,30.8084226358338
"2191","Corythoichthys_amplexus",32.6117647058824,34.003164556962,33.2722929936306,33.4352941176471,33.5176470588235
"2192","Corythoichthys_conspicillatus",32.4429223744292,33.5616438356164,31.8036529680365,32.4429223744292,33.5616438356164
"2193","Corythoichthys_flavofasciatus",32.472647702407,33.8512035010941,33.0853391684902,33.0087527352298,33.0853391684902
"2194","Corythoichthys_haematopterus",32.6323529411765,33.8956310679612,33.6617647058823,33.7647058823529,34.1764705882353
"2195","Corythoichthys_intestinalis",32.6136363636364,34.0277777777778,33.0555555555556,32.8787878787879,33.1439393939394
"2196","Corythoichthys_nigripectus",33.0929487179487,34.4391025641026,33.3173076923077,32.6442307692308,33.9903846153846
"2197","Corythoichthys_ocellatus",32.6937984496124,34.3816254416961,33.6434108527132,34.3217054263566,34.1860465116279
"2198","Corythoichthys_polynotatus",32.1621621621622,34.7154471544715,32.6351351351351,35,34.0540540540541
"2199","Corythoichthys_schultzi",32.5769230769231,33.6538461538462,32.7564102564103,32.7564102564103,32.7564102564103
"2200","Coscinaraea_columna",32.6310043668122,33.8532763532763,33.0972818311874,32.8602620087336,33.3951965065502
"2201","Coscinaraea_exaesa",32.6558891454965,33.5450346420323,32.8175519630485,32.8983833718245,32.9792147806005
"2202","Coscinaraea_exesa",33.2027027027027,34.527027027027,33.7702702702703,33.0135135135135,34.0540540540541
"2203","Coscinaraea_wellsi",31.919014084507,33.4513274336283,33.90625,33.9285714285714,34.21875
"2204","Coscinoderma_matthewsi",33.2027027027027,34.3378378378378,33.6756756756757,33.5810810810811,34.0540540540541
"2205","Cosmocalanus_darwinii",33.1208053691275,34.2953020134228,33.7472035794183,33.1208053691275,33.9821029082774
"2206","Cosmocampus_banneri",32.4717832957111,34.0519187358916,33.1828442437923,33.1038374717833,33.1828442437923
"2207","Cosmocampus_darrosanus",32.7745664739884,33.8333333333333,33.7861271676301,34.5953757225434,34.1907514450867
"2208","Cosmocampus_maxweberi",32.7574370709382,33.558352402746,32.837528604119,32.837528604119,33.0778032036613
"2209","Cosmognathia_arcus",32.5405405405405,33.3918918918919,32.6351351351351,32.7297297297297,32.8243243243243
"2210","Cranaothus_deforgesi",33.4591194968553,34.559748427673,34.1194968553459,31.9182389937107,33.6792452830189
"2211","Cranchia_scabra",30.3949985791418,31.3829686463958,30.7596855167188,30.9088756275457,30.8425689116226
"2212","Craniella_carteri",32.3076923076923,33.8034188034188,32.3076923076923,33.8034188034188,34.1025641025641
"2213","Craniella_cranium",33.086269744836,32.6609963547995,32.7035236938032,32.4058323207776,33.5115431348724
"2214","Craniella_simillima",32.7745664739884,34.1907514450867,33.3815028901734,32.7745664739884,33.7861271676301
"2215","Cranocephalus_scleroticus",33.2843137254902,34.1421568627451,33.5416666666667,33.0269607843137,33.7990196078431
"2216","Crassicantharus_noumeensis",32.9411764705882,33.2051282051282,33.5348837209302,34.1706161137441,33.9662447257384
"2217","Crassinella_lunulata",33.2758620689655,33.775,33.9393939393939,33.9756097560976,32.9807692307692
"2218","Cratena_lineata",32.7547169811321,33.8586956521739,33.4150943396226,34.4716981132075,34.3396226415094
"2219","Craterocephalus_capreoli",32.3880597014925,33.955223880597,32.6492537313433,34.4776119402985,34.2164179104478
"2220","Crella_papillata",33.5655737704918,34.4262295081967,33.5655737704918,32.7049180327869,33.5655737704918
"2221","Crenarctus_bicuspidatus",32.6302083333333,34.0579710144928,32.62,33.90625,34.1796875
"2222","Crenarctus_crenatus",35,35,35,35,35
"2223","Crenatula_modiolaris",31.1111111111111,33.5416666666667,34.0277777777778,34.5138888888889,33.5416666666667
"2224","Crenatula_picta",30.7718120805369,33.7647058823529,31.8789808917197,33.5509554140127,33.9675516224189
"2225","Crenella_divaricata",33.4782608695652,34.02,33.74,33.9019607843137,33.1007751937984
"2226","Crenimugil_buchanani",32.5477707006369,34.2328767123288,33.5509554140127,34.2197452229299,34.2197452229299
"2227","Crenimugil_crenilabis",32.4545454545455,33.8068181818182,33.0909090909091,33.0113636363636,33.25
"2228","Crenimugil_heterocheilos",31.5384615384615,32.4390243902439,34.1566265060241,33.9329268292683,34.1463414634146
"2229","Crenimugil_seheli",32.478386167147,34.0754716981132,33.7155963302752,33.6887608069164,33.5878962536023
"2230","Crepidula_walshi",31.9274809160305,33.0555555555556,33.582995951417,33.7246963562753,33.7226277372263
"2231","Creseis_acicula",32.3020063357973,32.3759239704329,31.8954593453009,32.0063357972545,32.4498416050686
"2232","Creseis_virgula",32.2240085744909,32.449088960343,31.9239013933548,32.0364415862808,32.2990353697749
"2233","Cribrarula_cribraria",32.6470588235294,34.5098039215686,33.6274509803922,33.8235294117647,34.2156862745098
"2234","Cribroelphidium_excavatum",32.6666666666667,33.5151515151515,30.5454545454545,33.5151515151515,34.1515151515151
"2235","Crisia_elongata",32.8741865509761,34.2380952380952,33.3297180043384,32.7982646420824,33.2537960954447
"2236","Crispatotrochus_rubescens",32.8508771929825,33.6491228070175,33.5263157894737,33.0350877192982,33.7719298245614
"2237","Crispatotrochus_rugosus",33.0495356037152,33.4287925696594,33.1578947368421,32.561919504644,33.6455108359133
"2238","Cristatogobius_lophius",32.3076923076923,33.9473684210526,33.6,33.9130434782609,34.2914979757085
"2239","Cristiceps_australis",35,35,35,35,35
"2240","Cronia_contracta",32.7894736842105,34.2631578947368,32.7894736842105,34.2631578947368,34.4473684210526
"2241","Cronia_margariticola",31.71875,32.9835390946502,33.2786885245902,33.7377049180328,33.9917695473251
"2242","Crosnierita_yante",32.710970464135,33.4493670886076,32.6371308016878,32.6371308016878,32.7848101265823
"2243","Crossosalarias_macrospilus",32.55,33.775,32.9875,32.9,32.9875
"2244","Crossotonotus_compressipes",33.0071174377224,34.2513368983957,33.6298932384342,34.2526690391459,34.1281138790036
"2245","Crossotonotus_spinipes",32.9092920353982,33.8384955752212,33.0641592920354,32.9092920353982,33.141592920354
"2246","Crouania_attenuata",33.050139275766,34.1225626740947,33.4401114206128,32.8551532033426,33.8300835654596
"2247","Crypthelia_cymas",35,35,35,35,35
"2248","Cryptocentroides_insignis",31.978417266187,33.9484978540772,33.9473684210526,34.1058394160584,34.047619047619
"2249","Cryptocentrus_albidorsus",32.1459227467811,33.93536121673,33.3476394849785,34.0938511326861,34.3991416309013
"2250","Cryptocentrus_caeruleomaculatus",32.4324324324324,34.0070921985816,33.5135135135135,34.5945945945946,34.3243243243243
"2251","Cryptocentrus_cinctus",32.5,33.7076923076923,33.75,34.375,34.375
"2252","Cryptocentrus_fasciatus",32.5084745762712,33.9393939393939,33.8135593220339,34.4067796610169,34.1694915254237
"2253","Cryptocentrus_inexplicatus",32.2857142857143,34.3838028169014,33.5714285714286,34.7142857142857,34.4285714285714
"2254","Cryptocentrus_leptocephalus",32.4496124031008,33.93760539629,33.4354304635762,33.6915887850467,33.8135593220339
"2255","Cryptocentrus_leucostictus",32.537688442211,34.0326633165829,33.1532663316583,32.8894472361809,33.3291457286432
"2256","Cryptocentrus_maudae",32.3175182481752,34.1463414634146,33.4671532846715,34.2335766423358,34.2335766423358
"2257","Cryptocentrus_octofasciatus",33.0491803278689,34.3114754098361,33.3934426229508,33.3934426229508,34.0819672131148
"2258","Cryptocentrus_sericus",32.4905660377358,33.8586956521739,33.6849710982659,33.8840579710145,34.3396226415094
"2259","Cryptocentrus_strigilliceps",32.5077399380805,33.8470588235294,33.5913312693498,33.9164086687306,34.1331269349845
"2260","Cryptochirus_coralliodytes",32.2368421052632,32.8508771929825,31.7763157894737,31.469298245614,33.6184210526316
"2261","Cryptodendrum_adhaesivum",32.3856707317073,34.0261865793781,33.0868167202572,33.6397608370703,33.7529691211401
"2262","Cryptodromia_canaliculata",33.0425055928412,34.0909090909091,33.6214442013129,34.078947368421,34.2446043165468
"2263","Cryptodromia_coronata",32.5992779783394,34.115523465704,32.7256317689531,33.4837545126354,33.7364620938628
"2264","Cryptodromia_fallax",32.4133949191686,33.7875288683603,32.9792147806005,32.9792147806005,33.1408775981524
"2265","Cryptodromia_hilgendorfi",32.925430210325,33.6615678776291,32.9923518164436,32.7246653919694,33.1931166347992
"2266","Cryptodromia_pentagonalis",32.9752066115702,34.2768595041322,33.1198347107438,33.4090909090909,33.9876033057851
"2267","Cryptodromia_tuberculata",32.7173913043478,34.3342391304348,33.6684782608696,33.6684782608696,34.2391304347826
"2268","Cryptodromia_tumida",32.5340909090909,33.9659090909091,33.0909090909091,32.9318181818182,33.4090909090909
"2269","Cryptodromiopsis_plumosa",32.8680203045685,33.756345177665,33.0456852791878,31.6243654822335,33.5786802030457
"2270","Cryptodromiopsis_tridens",32.3936170212766,33.6968085106383,33.0452127659574,32.7659574468085,33.4175531914894
"2271","Cryptodromiopsis_unidentata",32.8125,33.8318356867779,33.0947580645161,32.741935483871,32.883064516129
"2272","Cryptopectan_inaequivalvis",32.2413793103448,33.5576923076923,33.2554517133956,33.3815028901734,33.8451776649746
"2273","Cryptopecten_bullatus",32.6595744680851,33.3510638297872,32.9255319148936,32.8191489361702,33.1914893617021
"2274","Cryptopecten_nux",32.6605504587156,33.348623853211,32.9816513761468,32.3853211009174,33.1651376146789
"2275","Cryptopelta_longibrachialis",31.7763157894737,35,34.078947368421,30.3947368421053,34.5394736842105
"2276","Cryptopsaras_couesii",30.356256822467,31.2199919014288,30.8394758394758,30.8578204534938,30.7818644459866
"2277","Ctena_bella",32.6220806794055,33.8972602739726,32.9241379310345,32.9936305732484,33.2908704883227
"2278","Ctenactis_echinata",32.6392961876833,34,33.6656891495601,33.8709677419355,34.1788856304985
"2279","Ctenocardia_fornicata",32.8404255319149,34.1808510638298,32.5294117647059,33.2872340425532,33.8829787234043
"2280","Ctenocardia_gustavi",32.8941908713693,34.1286307053942,33.5477178423236,32.9668049792531,33.9834024896265
"2281","Ctenocardia_symbolica",31.2698412698413,33.5887096774194,32.03125,33.3187772925764,33.8059701492537
"2282","Ctenocardia_translata",32.9411764705882,34.126559714795,32.4050632911392,33.4954751131222,34.1289592760181
"2283","Ctenocardia_virgo",30.8552631578947,33.3908045977011,31.9318181818182,33.2222222222222,33.8473053892216
"2284","Ctenochaetus_binotatus",32.5452488687783,33.8122171945701,33.1787330316742,33.0203619909502,33.0203619909502
"2285","Ctenochaetus_flavicauda",32.4444444444444,33.1111111111111,32.4444444444444,32.2222222222222,33
"2286","Ctenochaetus_hawaiiensis",32.713567839196,33.5929648241206,32.8894472361809,32.8015075376884,32.8894472361809
"2287","Ctenochaetus_striatus",32.5053995680346,33.8636363636364,33.1818181818182,32.9545454545455,33.0345572354212
"2288","Ctenochaetus_strigosus",32.6951219512195,33.6341463414634,32.9512195121951,32.609756097561,32.8658536585366
"2289","Ctenochaetus_tominiensis",32.6897689768977,33.8181818181818,33.8448844884488,33.7293729372937,34.0759075907591
"2290","Ctenogobiops_aurocingulus",32.7894736842105,33.8026315789474,33.3421052631579,32.6973684210526,33.25
"2291","Ctenogobiops_crocineus",32.8125,34.1054313099041,33.7847222222222,34.3923611111111,34.3923611111111
"2292","Ctenogobiops_feroculus",32.7209302325581,33.9418604651163,33.046511627907,32.9651162790698,33.3720930232558
"2293","Ctenogobiops_mitodes",32.8210116731517,34.591439688716,33.5019455252918,33.6381322957198,34.0466926070039
"2294","Ctenogobiops_pomastictus",32.8787878787879,34.469696969697,33.6212121212121,33.8333333333333,34.1515151515151
"2295","Ctenogobiops_tangaroai",31.9170984455959,33.7037037037037,32.3455056179775,33.3807829181495,33.8089005235602
"2296","Ctenoides_ales",32.4433249370277,33.822629969419,33.28165374677,33.7688442211055,34.2808219178082
"2297","Ctenoides_annulatus",32.8418230563003,34.343163538874,33.686327077748,33.3109919571046,33.9678284182306
"2298","Cuapetes_amymone",32.4530516431925,34.1222570532915,33.3965244865719,33.5211267605634,33.5211267605634
"2299","Cuapetes_elegans",32.6914893617021,33.8413793103448,32.9126213592233,32.9893617021277,33.2872340425532
"2300","Cuapetes_ensifrons",32.4370709382151,33.9893617021277,33.1354642313546,33.558352402746,33.4782608695652
"2301","Cuapetes_grandis",32.6252019386107,34.3816254416961,33.747870528109,33.8202247191011,33.8681592039801
"2302","Cuapetes_kororensis",32.9182156133829,34.5333333333333,33.6988847583643,34.3494423791822,34.2193308550186
"2303","Cuapetes_platycheles",32.0958512160229,34.2978395061728,32.8328173374613,33.8068181818182,33.6477272727273
"2304","Cuapetes_tenuipes",32.7352941176471,33.9719029374202,32.8580729166667,32.8725490196078,33.3529411764706
"2305","Cubiceps_baxteri",30.4030553420446,31.3412759415834,30.6788047655649,30.8637586471945,30.8839354342813
"2306","Cubiceps_caeruleus",30.0641025641026,32.7564102564103,35,30.5128205128205,33.2051282051282
"2307","Cubiceps_capensis",32.4829008247837,33.689522950265,32.0941672522839,32.25187313969,31.6419351560118
"2308","Cubiceps_pauciradiatus",30.393286079937,31.5473887814313,31.045643153527,31.1459798406001,31.0623204549452
"2309","Cubiceps_whiteleggii",32.1940928270042,34.729381443299,33.6451612903226,34.2783505154639,34.1881443298969
"2310","Cucullaea_labiata",30.6352941176471,33.5416666666667,32.1966019417476,33.4278959810875,33.4642032332563
"2311","Culcita_novaeguinae",32.5558659217877,33.2402234636872,32.3603351955307,32.4581005586592,32.5558659217877
"2312","Culcita_novaeguineae",32.7157894736842,33.8555858310627,32.6954732510288,32.9368421052632,33.3052631578947
"2313","Culeolus_herdmani",33.0017477424993,33.4095543256627,33.0647709320695,32.6551121468104,32.9507719196038
"2314","Culicia_rubeola",32.9904306220096,34.4138755980861,33.744019138756,33.0741626794258,34.078947368421
"2315","Culicia_tenella",33,33.5810810810811,31.9827586206897,35,34
"2316","Cunina_duplicata",35,35,35,35,35
"2317","Cunina_globosa",31.4836448598131,34.1463414634146,33.0413625304136,33.5731414868105,33.9752252252252
"2318","Cunina_octonaria",32.6752767527675,33.7425149700599,32.6524390243902,32.8690036900369,32.9981549815498
"2319","Cupuladria_guineensis",31.0788381742739,33.3333333333333,33.2127659574468,33.4848484848485,34.0466926070039
"2320","Cuspidella_humilis",35,35,35,35,35
"2321","Cyclax_suborbicularis",32.3201856148492,33.6194895591647,32.8074245939675,32.969837587007,33.1322505800464
"2322","Cyclichthys_spilostylus",30.5232558139535,33.25,32.0030581039755,33.1969696969697,33.225352112676
"2323","Cycloachelous_granulatus",31.8825910931174,34,32.8787878787879,33.6673346693387,33.9189189189189
"2324","Cycloachelous_orbitosinus",33.3529411764706,34.5882352941176,33.7647058823529,32.7352941176471,33.7647058823529
"2325","Cycloachelous_suborbicularis",32.8915662650602,33.9457831325301,32.8915662650602,32.2590361445783,33.3132530120482
"2326","Cyclochlamys_lemchei",33.5294117647059,34.4117647058823,33.8235294117647,30.2941176470588,33.5294117647059
"2327","Cyclodius_granulosus",32.6777251184834,34.1025641025641,33.8470588235294,34.0983606557377,34.0604026845638
"2328","Cyclodius_nitidus",32.326968973747,33.8305489260143,33.0787589498807,32.9952267303103,33.4128878281623
"2329","Cyclodius_obscurus",32.7816901408451,33.4389671361502,32.6995305164319,32.6173708920188,32.6995305164319
"2330","Cycloes_marisrubri",32.6569037656904,34.1295811518325,32.741935483871,33.31589958159,33.3891213389121
"2331","Cyclograpsus_longipes",32.3406862745098,33.9705882352941,33.1985294117647,33.4558823529412,33.4558823529412
"2332","Cyclosalpa_pinnata",30.7317073170732,33.2769230769231,32.1859296482412,33.3291457286432,34.1463414634146
"2333","Cycloscala_crenulata",33.1439393939394,34.2206477732794,32.4356435643564,33.7626262626263,34.2045454545455
"2334","Cycloscala_hyalina",32.9792147806005,33.8669064748201,32.5641025641026,33.7066974595843,34.2725173210162
"2335","Cycloscala_sardellae",33.5416666666667,34.5138888888889,34.0277777777778,31.5972222222222,33.5416666666667
"2336","Cycloseris_costulata",33.1320224719101,34.311797752809,33.5252808988764,32.8370786516854,34.0168539325843
"2337","Cycloseris_curvata",32.25,33.5874439461883,33.7214611872146,34.6803652968037,34.2009132420091
"2338","Cycloseris_distorta",32.7352941176471,33.9903846153846,33.6617647058823,33.9705882352941,34.2794117647059
"2339","Cycloseris_hexagonalis",33.2323232323232,34.6464646464646,33.7037037037037,32.5252525252525,34.0572390572391
"2340","Cycloseris_sinensis",32.8955696202532,34.5569620253165,33.5601265822785,33.7816455696203,34.2246835443038
"2341","Cycloseris_tenuis",33.1214689265537,34.3079096045198,33.5169491525424,32.8248587570621,34.0112994350282
"2342","Cycloseris_vaughani",32.7102803738318,33.5280373831776,32.7920560747664,32.8738317757009,32.9556074766355
"2343","Cyclostremiscus_emeryi",32.7868852459016,33.7704918032787,33.0327868852459,32.7868852459016,33.2786885245902
"2344","Cycloteuthis_sirventi",30.0008392077878,30.0024846778201,30.0018474043968,30.0025079418158,30.2702702702703
"2345","Cyclothone_acclinidens",30.3997155049787,31.4220009483167,30.8942626837364,30.9340919867236,30.8577524893314
"2346","Cyclothone_alba",30.282895691281,30.2657742858528,31.0254959972155,30.3458982195702,30.1696065128901
"2347","Cyclothone_braueri",30.661788795457,31.9078300753522,30.9560991591132,31.2771650103746,30.9675657966583
"2348","Cyclothone_microdon",30.4667817960179,31.6827509142625,30.9574360016254,31.0569890288501,30.8578829744006
"2349","Cyclothone_pallida",30.1067833286292,30.3821851275522,30.2335406085347,30.4745506863531,30.2862730314311
"2350","Cyclothone_parapallida",31.3160525564125,32.3407597829192,31.7959154527278,31.426021136818,31.8009140245644
"2351","Cyclothone_pseudopallida",30.2630441049294,30.2947834882713,30.1610009213908,30.3744939271255,30.1958802579652
"2352","Cyclothone_signata",32.4686346863469,31.6605504587156,31.3876843018213,30.5430711610487,31.1779879621668
"2353","Cyllometra_manca",31.5,35,31.5,35,35
"2354","Cymadusa_filosa",32.8062678062678,34.1025641025641,33.4045584045584,32.9059829059829,33.8034188034188
"2355","Cymatium_caudatum",32.6946107784431,34.1616766467066,32.6946107784431,33.1137724550898,33.9520958083832
"2356","Cymatium_cingulatum",33.0684326710817,34.1501103752759,33.4547461368653,33.1456953642384,33.9183222958057
"2357","Cymatium_comptum",32.9773869346734,34.2085427135678,33.4170854271357,33.0653266331658,33.856783919598
"2358","Cymatium_cynocephalum",31.5094339622642,34.1025641025641,32.0234604105572,33.689138576779,33.8679245283019
"2359","Cymatium_dunkeri",32.9842931937173,35,33.5340314136126,33.1675392670157,34.0837696335078
"2360","Cymatium_gutturnium",32.7244582043344,34.6749226006192,33.8080495356037,33.9164086687306,34.1331269349845
"2361","Cymatium_hepaticum",33.0890804597701,34.0948275862069,33.3908045977011,32.7873563218391,33.7931034482759
"2362","Cymatium_intermedium",32.4446902654867,33.6836283185841,32.9092920353982,32.9867256637168,32.9092920353982
"2363","Cymatium_lotorium",32.4503311258278,33.6865342163355,32.9139072847682,32.9911699779249,33.1456953642384
"2364","Cymatium_muricinum",32.4559471365639,33.6894273127753,32.9185022026432,32.9955947136564,32.9185022026432
"2365","Cymatium_nicobaricum",31.5377697841727,33.576017130621,32.3022312373225,32.8673835125448,33.342803030303
"2366","Cymatium_pileare",32.6170212765957,33.7001375515818,32.8670360110803,32.9148936170213,33.2872340425532
"2367","Cymatium_pyrum",32.4615384615385,33.6923076923077,32.9230769230769,33,33.1538461538461
"2368","Cymatium_rubeculum",33.0487804878049,34.0243902439024,33.1707317073171,32.3170731707317,33.5365853658537
"2369","Cymatium_testudinarium",33.005698005698,34.7008547008547,33.7037037037037,33.9031339031339,34.3019943019943
"2370","Cymbacephalus_beauforti",32.6588628762542,34.6488294314381,33.7123745819398,33.8294314381271,34.0635451505017
"2371","Cymbacephalus_nematophthalmus",32.4493927125506,33.0373831775701,33.422131147541,33.8524590163934,33.9667896678967
"2372","Cymbacephalus_staigeri",32.9787234042553,34.1094147582697,33.8297872340425,34.0425531914894,34.1489361702128
"2373","Cymbastela_cantharella",33.4782608695652,35,31.195652173913,31.195652173913,33.4782608695652
"2374","Cymbastela_concentrica",33.5042735042735,34.4017094017094,33.5042735042735,32.9059829059829,33.8034188034188
"2375","Cymbiola_vespertilio",31.7763157894737,33.4978540772532,33.2986111111111,33.90625,34.0987124463519
"2376","Cymo_andreossyi",32.4944071588367,33.903803131991,33.0425055928412,32.9642058165548,33.2774049217002
"2377","Cymo_deplanatus",32.6457399103139,33.6659192825112,32.8811659192825,32.8811659192825,32.9596412556054
"2378","Cymo_melanodactylus",32.3868778280543,33.8122171945701,33.0203619909502,33.0203619909502,33.0203619909502
"2379","Cymo_quadrilobatus",32.5059382422803,33.5866983372922,32.7553444180523,32.9216152019002,33.0878859857482
"2380","Cymolutes_lecluse",32.8125,33.671875,33.046875,32.8125,32.96875
"2381","Cymolutes_praetextatus",32.9830508474576,34.3586387434555,33.5762711864407,33.3389830508475,33.9322033898305
"2382","Cymolutes_torquatus",32.9113924050633,34.3895348837209,33.7753222836096,33.7866666666667,33.9733333333333
"2383","Cynarina_lacrymalis",32.4792243767313,33.853711790393,33.6426592797784,33.8365650969529,34.1274238227147
"2384","Cynoglossus_bilineatus",30.1222493887531,33.8958990536278,32.7020202020202,33.5199004975124,33.6634844868735
"2385","Cynoglossus_joyneri",35,33.25,35,35,35
"2386","Cynoglossus_kopsii",30.3924050632911,34.0819672131148,32.6666666666667,33.5454545454545,33.7841191066997
"2387","Cynoglossus_macrophthalmus",32.375,34.5625,34.34375,35,34.34375
"2388","Cynoglossus_robustus",35,31.5,35,35,35
"2389","Cynoglossus_suyeni",31.7276422764228,34.8275862068965,33.7931034482759,34.5661157024793,34.3103448275862
"2390","Cyphastrea_chalcidicum",32.7173913043478,34.3342391304348,33.6684782608696,33.5733695652174,34.2391304347826
"2391","Cyphastrea_microphthalma",32.8065395095368,34.5231607629428,33.8555858310627,33.6648501362398,33.9509536784741
"2392","Cyphastrea_serailia",32.5942350332594,34.0320232896652,33.265306122449,32.9822616407982,33.370288248337
"2393","Cypho_purpurascens",32.6546391752577,33.5567010309278,32.8350515463917,32.7448453608247,32.8350515463917
"2394","Cypho_zaps",31.919014084507,33.4782608695652,33.3103448275862,34.0344827586207,33.9347826086956
"2395","Cypraea_arabica",32.5452488687783,33.8455772113943,33.2683658170914,33.2579185520362,33.3371040723982
"2396","Cypraea_argus",32.3448275862069,33.632183908046,32.8275862068965,32.9885057471264,33.1494252873563
"2397","Cypraea_asellus",32.7745664739884,33.8443396226415,33.6849710982659,33.8872832369942,34.1907514450867
"2398","Cypraea_beckii",33.1647940074906,34.2584745762712,34.1984732824427,33.386524822695,34.0684410646388
"2399","Cypraea_bistrinotata",32.4446902654867,33.6836283185841,32.9092920353982,32.9867256637168,32.9092920353982
"2400","Cypraea_bouteti",32.6666666666667,33.6666666666667,32.8333333333333,31.8333333333333,33.3333333333333
"2401","Cypraea_caputserpentis",32.4671052631579,33.6951754385965,32.9276315789474,33.0043859649123,33.1578947368421
"2402","Cypraea_carneola",32.7083333333333,33.8197146562905,32.700394218134,32.8472222222222,33.4027777777778
"2403","Cypraea_caurica",32.7049180327869,34.0525477707006,33.2222222222222,33.6885245901639,33.6065573770492
"2404","Cypraea_childreni",32.7223427331887,33.7852494577006,33.1019522776573,32.9501084598698,32.9501084598698
"2405","Cypraea_chinensis",32.537037037037,33.5211267605634,33.3861671469741,33.8968481375358,34.3518518518518
"2406","Cypraea_contaminata",31.0377358490566,34.3859649122807,35,34.3396226415094,35
"2407","Cypraea_cylindrica",33.1267605633803,34.3098591549296,33.5211267605634,32.830985915493,34.0140845070422
"2408","Cypraea_eglantina",32.5524475524476,33.8976377952756,33.2362204724409,33.6130536130536,33.6130536130536
"2409","Cypraea_erosa",32.578125,33.8742690058479,33.125,32.96875,33.4375
"2410","Cypraea_errones",32.896174863388,34.3306010928962,33.5655737704918,32.896174863388,34.0437158469945
"2411","Cypraea_fimbriata",32.6879271070615,33.8838268792711,33.0068337129841,33.0068337129841,33.246013667426
"2412","Cypraea_globulus",33.1137724550898,34.0568862275449,33.3233532934132,32.6946107784431,33.7425149700599
"2413","Cypraea_helvola",32.4615384615385,33.6923076923077,32.9276315789474,33,33.1538461538461
"2414","Cypraea_isabella",32.4945770065076,33.6334056399132,32.9501084598698,33.0260303687636,33.0260303687636
"2415","Cypraea_labrolineata",33.1107954545455,34.3039772727273,33.5085227272727,32.8125,34.0056818181818
"2416","Cypraea_leviathan",32.5492341356674,33.9277899343545,33.0853391684902,32.9321663019694,33.2385120350109
"2417","Cypraea_limacina",32.8196721311475,34.4262295081967,33.5081967213115,33.7377049180328,34.1967213114754
"2418","Cypraea_lutea",32.9411764705882,34.3137254901961,33.6274509803922,33.4313725490196,34.0196078431373
"2419","Cypraea_mappa",32.5214592274678,33.7231759656652,33.0472103004292,32.9721030042918,33.0472103004292
"2420","Cypraea_mariae",33.1194029850746,34.2686567164179,33.5373134328358,32.8059701492537,33.7462686567164
"2421","Cypraea_mauritiana",32.3139534883721,33.8604651162791,33.2093023255814,33.046511627907,33.2093023255814
"2422","Cypraea_moneta",32.6715176715177,33.7416777629827,32.7540106951872,32.962577962578,33.2536382536383
"2423","Cypraea_obvelata",32.4900398406375,33.1872509960159,32.0717131474104,31.6533864541833,33.0478087649402
"2424","Cypraea_onyx",32.6068376068376,33.8631090487239,33.7037037037037,33.9031339031339,34.2022792022792
"2425","Cypraea_ovum",32.5461254612546,33.7335526315789,33.5793357933579,34.3542435424354,34.2250922509225
"2426","Cypraea_pallidula",33.063829787234,34.2553191489362,33.2127659574468,32.6170212765957,33.9574468085106
"2427","Cypraea_poraria",32.8033472803347,33.5355648535565,32.9497907949791,32.9497907949791,32.8765690376569
"2428","Cypraea_punctata",33.0821917808219,34.3287671232877,33.5616438356164,32.8904109589041,34.041095890411
"2429","Cypraea_pyriformis",32.212389380531,33.7610619469027,32.5221238938053,34.3805309734513,34.070796460177
"2430","Cypraea_quadrimaculata",32.7609427609428,33.9814814814815,33.4680134680135,33.8215488215488,34.1750841750842
"2431","Cypraea_schilderorum",32.7516059957173,33.5010706638116,32.9014989293362,32.9764453961456,32.9014989293362
"2432","Cypraea_stolida",33.1791907514451,34.2919075144509,33.4826589595376,32.7745664739884,33.9884393063584
"2433","Cypraea_teres",33.0926430517711,34.3324250681199,33.5694822888283,32.9019073569482,34.0463215258856
"2434","Cypraea_testudinaria",32.6338028169014,33.7183098591549,33.1267605633803,32.5352112676056,33.5211267605634
"2435","Cypraea_tigris",32.5995575221239,33.8872832369942,33.141592920354,32.9867256637168,33.3738938053097
"2436","Cypraea_ursellus",33.3507853403141,33.955223880597,33.3507853403141,34.8167539267016,34.2670157068063
"2437","Cypraea_ventriculus",32.6555023923445,33.3253588516746,32.6555023923445,32.822966507177,32.7392344497608
"2438","Cypraea_walkeri",32.5438596491228,33.7418300653595,33.5263157894737,34.5087719298246,34.3859649122807
"2439","Cypraecassis_rufa",32.3536585365854,34.1235392320534,33.0365853658537,33.4634146341463,33.5487804878049
"2440","Cyprinocirrhites_polyactis",31.978417266187,34.2367601246106,32.9064417177914,33.4225352112676,33.9170182841069
"2441","Cypselurus_angusticeps",30.453776179395,31.2904590649461,30.864713348847,30.8943304421409,31.0461180452718
"2442","Cypselurus_hexazona",31.8842729970326,33.5361216730038,33.3333333333333,33.9489489489489,34.3190661478599
"2443","Cypselurus_naresii",31.8530216887766,33.0292792792793,32.1041261611579,32.3937835420394,31.6924265842349
"2444","Cypselurus_oligolepis",32.4714828897338,33.280701754386,33.1896551724138,33.7,34.3346007604563
"2445","Cypselurus_poecilopterus",32.6136363636364,33.8510101010101,32.9671717171717,32.790404040404,33.3207070707071
