"","feature","MM-NorESM2-MM_Percentile_velocity_585","MM-IPSL-CM6A-LR_Percentile_velocity_585","MM-GFDL-ESM4_Percentile_velocity_585","MM-CMCC-ESM2_Percentile_velocity_585","MM-CanESM5_Percentile_velocity_585"
"50","Acanthurus_mata",32.6068376068376,33.9529914529915,32.8622159090909,33.2799145299145,33.3547008547009
"51","Acanthurus_nigricans",32.5632911392405,33.8185654008439,33.1540084388186,33.006329113924,33.0801687763713
"52","Acanthurus_nigricauda",32.6302083333333,33.6328125,32.8125,32.7213541666667,32.9036458333333
"53","Acanthurus_nigrofuscus",32.483660130719,33.7037037037037,32.9411764705882,32.9411764705882,33.0936819172113
"54","Acanthurus_nigroris",32.713567839196,33.5929648241206,32.8894472361809,32.8015075376884,32.8894472361809
"55","Acanthurus_nubilus",33,33.7142857142857,33.1428571428571,33.0714285714286,32.9285714285714
"56","Acanthurus_olivaceus",32.5114678899083,33.7155963302752,33.0733944954128,32.993119266055,32.993119266055
"57","Acanthurus_pyroferus",32.65625,33.75,33.046875,33.046875,32.96875
"58","Acanthurus_thompsoni",32.7262180974478,33.6194895591647,33.0510440835267,32.7262180974478,32.8886310904872
"59","Acanthurus_triostegus",32.6666666666667,33.6,32.6818181818182,32.8787878787879,33.020202020202
"60","Acanthurus_xanthopterus",32.7281947261663,33.8073394495413,32.838370565046,32.9411764705882,33.2251521298174
"61","Acar_domingensis",33.1839622641509,34.1745283018868,33.6792452830189,33.0188679245283,33.9268867924528
"62","Acar_plicata",32.7397260273973,33.8422391857506,32.7448453608247,32.945205479452,33.2191780821918
"63","Acarnus_caledoniensis",31.3793103448276,35,32.5862068965517,33.7931034482759,32.5862068965517
"64","Acartia_danae",31.7525773195876,33.5567010309278,33.5567010309278,34.2783505154639,34.2783505154639
"65","Acartia_negligens",35,35,35,35,35
"66","Acasta_conica",32.3831775700935,34.3371212121212,33.8551401869159,35,34.5093457943925
"67","Acasta_cyathus",32.94921875,33.9644970414201,33.22265625,32.94921875,32.94921875
"68","Acasta_echinata",30.3083109919571,33.7889273356401,32.3313782991202,33.4045584045584,33.4464751958225
"69","Acasta_fenestrata",32.7314814814815,33.8273195876289,33.5956790123457,34.3518518518518,34.1358024691358
"70","Acasta_japonica",31.3444444444444,34.0514905149051,33.2150776053215,33.6836283185841,33.7931034482759
"71","Acasta_purpurata",32.4671052631579,34.078947368421,32.9276315789474,34.5394736842105,34.3092105263158
"72","Acaudina_molpadioides",30.9382716049383,33.7462686567164,32.1462829736211,33.4278959810875,33.7931034482759
"73","Accalathura_themeda",33.4090909090909,34.469696969697,35,30.2272727272727,33.4090909090909
"74","Acentrogobius_janthinopterus",32.6027397260274,33.796875,33.5616438356164,34.2808219178082,34.4006849315069
"75","Acentrogobius_moloanus",32.1698113207547,33.9672131147541,33.7676056338028,34.6302816901408,34.3838028169014
"76","Acentrogobius_nebulosus",31.6228070175439,33.3657587548638,33.394495412844,33.6128048780488,34.04296875
"77","Acentrogobius_suluensis",32.4285714285714,34.1666666666667,33.2857142857143,34.4285714285714,34.4285714285714
"78","Acentronura_breviperula",32.6136363636364,34.041095890411,33.90625,33.90625,34.2045454545455
"79","Acesta_rathbuni",31.1204819277108,33.9825581395349,32.1186440677966,33.4352941176471,33.8148984198646
"80","Achaeus_curvirostris",30.9018987341772,34.4422310756972,33.3333333333333,33.695652173913,34.1764705882353
"81","Achaeus_lacertosus",32.3715415019763,34.1090909090909,33.6166007905138,34.5849802371541,34.3083003952569
"82","Achelia_assimilis",32.5294117647059,34.4262295081967,33.236074270557,33.6538461538462,34.1014120667522
"83","Achelia_besnardi",32.8056426332288,34.4514106583072,33.6833855799373,33.5736677115987,33.9028213166144
"84","Achelia_nana",32.561797752809,34.3707865168539,33.3483146067416,32.7191011235955,33.9775280898876
"85","Achelia_sawayai",32.6713709677419,33.6953727506427,33.0947580645161,32.741935483871,32.883064516129
"86","Aciculites_orientalis",33.5471698113208,34.7358490566038,33.6792452830189,33.0188679245283,33.811320754717
"87","Aciculites_tulearensis",31.4146341463415,33.8968481375358,32.0121951219512,34.4127516778523,34.4127516778523
"88","Acoetes_pacifica",33.3617021276596,34.1025641025641,33.9484978540772,33.8235294117647,33.25
"89","Acreichthys_radiatus",32.8125,34.5244565217391,33.8586956521739,33.0978260869565,34.0489130434783
"90","Acreichthys_tomentosus",32.5177304964539,34.1411042944785,33.7588652482269,34.3794326241135,34.0070921985816
"91","Acrocalanus_gibber",32.5606060606061,34.3670886075949,33.046511627907,33.5874439461883,34.0597014925373
"92","Acropoma_japonicum",31.8421052631579,34.5757575757576,33.8273195876289,34.2893401015228,34.0454545454545
"93","Acropoma_lecorneti",33.0212014134276,33.9487632508834,32.773851590106,32.2173144876325,34.0724381625442
"94","Acropora_abrotanoides",32.421875,33.75,32.96875,33.046875,33.125
"95","Acropora_aculeus",32.3636363636364,34.0909090909091,33.1818181818182,33.5454545454545,33.5454545454545
"96","Acropora_anthocercis",32.3895027624309,34.3232044198895,33.3563535911602,33.8397790055249,33.7430939226519
"97","Acropora_aspera",32.5063613231552,34.1094147582697,33.1297709923664,33.6641221374046,33.5750636132315
"98","Acropora_austera",32.572706935123,33.9222873900293,33.2774049217002,33.0425055928412,33.4340044742729
"99","Acropora_carduus",32.6450116009281,34.041095890411,32.9601226993865,33.538283062645,33.4570765661253
"100","Acropora_cerealis",32.5126903553299,33.9340101522843,33.1345177664975,32.8680203045685,33.2233502538071
"101","Acropora_chesterfieldensis",33.1270903010033,34.2976588628762,33.4782608695652,32.5418060200669,34.0635451505017
"102","Acropora_clathrata",32.4825986078886,34.0846153846154,33.2946635730858,33.3758700696056,33.3758700696056
"103","Acropora_cytherea",32.4276169265033,33.9086859688196,33.1291759465479,33.0512249443207,33.1291759465479
"104","Acropora_danai",32.3770491803279,33.9344262295082,33.2786885245902,33.0327868852459,33.3606557377049
"105","Acropora_dendrum",32.6524390243902,34.1644562334217,33.4367245657568,33.8262195121951,34.1463414634146
"106","Acropora_digitifera",32.5507900677201,34.0638930163447,33.1038374717833,32.9458239277652,33.4198645598194
"107","Acropora_divaricata",32.6058631921824,34.0895953757225,33.8599348534202,34.3159609120521,34.0879478827362
"108","Acropora_donei",32.7083333333333,34.220297029703,33.8541666666667,33.9583333333333,34.1666666666667
"109","Acropora_echinata",32.5399361022364,34.776357827476,33.7699680511182,33.8817891373802,34.1054313099041
"110","Acropora_efflorescens",32.4754098360656,33.921568627451,33.5081967213115,34.1967213114754,34.1967213114754
"111","Acropora_elseyi",32.5171624713959,33.9588100686499,33.0778032036613,32.9176201372998,33.3981693363844
"112","Acropora_exquisita",32.8445747800587,34.6920821114369,33.7683284457478,33.8709677419355,34.1788856304985
"113","Acropora_florida",32.7745664739884,34.25,33.8872832369942,33.9884393063584,34.1907514450867
"114","Acropora_formosa",32.561797752809,33.9720998531571,33.1123595505618,32.9550561797753,33.4269662921348
"115","Acropora_gemmifera",32.646420824295,33.8235294117647,32.9237288135593,32.8741865509761,33.3297180043384
"116","Acropora_glauca",32.5862068965517,34.1216216216216,33.6151079136691,33.7826086956522,33.9841688654354
"117","Acropora_globiceps",32.5917431192661,33.6353211009174,32.9128440366973,33.0733944954128,33.0733944954128
"118","Acropora_grandis",32.4074074074074,34.1149425287356,33.8034188034188,33.9031339031339,34.002849002849
"119","Acropora_granulosa",32.5563063063063,34.1328828828829,33.2657657657658,32.8716216216216,33.3445945945946
"120","Acropora_halmaherae",32.3448275862069,33.8429752066116,33.2310469314079,33.95,33.8135593220339
"121","Acropora_horrida",32.6475409836066,34.3050541516245,33.7283737024221,33.7950819672131,33.9420654911839
"122","Acropora_humilis",32.4774774774775,34.0540540540541,33.1869369369369,33.0292792792793,33.2657657657658
"123","Acropora_hyacinthus",32.646420824295,33.8693820224719,32.9266572637518,32.8741865509761,33.3297180043384
"124","Acropora_inermis",32.4503311258278,33.841059602649,33.0684326710817,32.9911699779249,33.0684326710817
"125","Acropora_insignis",32.5652173913043,34.1745283018868,33.8840579710145,33.9855072463768,34.1884057971014
"126","Acropora_intermedia",32.6666666666667,34.0879478827362,33.4065040650407,33.6666666666667,33.75
"127","Acropora_kirstyae",32.7927927927928,34.2222222222222,33.8438438438438,33.9489489489489,34.1591591591592
"128","Acropora_latistella",32.561797752809,33.9143279172821,33.2696629213483,33.0337078651685,33.4269662921348
"129","Acropora_listeri",32.4944071588367,34.0604026845638,33.1991051454139,33.0425055928412,33.2774049217002
"130","Acropora_longicyathus",32.4590163934426,34.0983606557377,33.1967213114754,32.9508196721311,33.3606557377049
"131","Acropora_loripes",32.5228310502283,34.12100456621,33.2420091324201,33.0022831050228,33.4018264840183
"132","Acropora_lovelli",33.1877022653722,34.4336569579288,33.5275080906149,32.621359223301,33.8673139158576
"133","Acropora_lutkeni",32.4161073825503,33.8255033557047,33.0425055928412,33.0425055928412,33.0425055928412
"134","Acropora_macrostoma",32.9969879518072,34.683734939759,33.7349397590361,33.7349397590361,34.2620481927711
"135","Acropora_microclados",32.328947368421,34.078947368421,33.1578947368421,33.5263157894737,33.4342105263158
"136","Acropora_microphthalma",32.4470588235294,34.0555555555556,33.3863275039746,33.5176470588235,33.5176470588235
"137","Acropora_millepora",32.6058631921824,34.3913043478261,33.8599348534202,34.4299674267101,34.0879478827362
"138","Acropora_monticulosa",32.6,34.7,33.8,33.9,34.2
"139","Acropora_muricata",32.6086956521739,33.9841688654354,33.5869565217391,34.2391304347826,34.2391304347826
"140","Acropora_nasuta",32.4446902654867,33.9159292035398,33.141592920354,33.0641592920354,33.141592920354
"141","Acropora_nobilis",32.5055679287305,33.9866369710468,33.2071269487751,33.0512249443207,33.2850779510022
"142","Acropora_palmerae",32.5769230769231,33.8333333333333,32.9358974358974,32.7564102564103,33.2948717948718
"143","Acropora_paniculata",32.4677002583979,33.9147286821705,33.1007751937984,32.8294573643411,33.1912144702842
"144","Acropora_parilis",32.5510204081633,34.1860465116279,33.8775510204082,33.9795918367347,34.1836734693877
"145","Acropora_polystoma",32.6524390243902,34.475,33.8262195121951,33.9329268292683,34.1463414634146
"146","Acropora_prostrata",32.5954198473282,33.8422391857506,32.9516539440204,32.7735368956743,33.2188295165394
"147","Acropora_pulchra",32.5396825396825,34.0611028315946,33.2539682539683,33.015873015873,33.4126984126984
"148","Acropora_rambleri",32.8125,34.6875,33.75,33.75,34.375
"149","Acropora_retusa",32.2695035460993,33.5933806146572,32.9314420803782,32.9314420803782,33.2624113475177
"150","Acropora_robusta",32.5114678899083,34.1515151515151,33.3142201834862,33.0733944954128,33.394495412844
"151","Acropora_rosaria",32.4438202247191,34.0497737556561,33.623595505618,33.8202247191011,34.0168539325843
"152","Acropora_samoensis",32.561797752809,34.0177252584933,33.2696629213483,33.0337078651685,33.4269662921348
"153","Acropora_sarmentosa",32.3770491803279,34.0688575899843,33.4115805946792,33.6065573770492,33.4426229508197
"154","Acropora_secale",32.4043062200957,34.2271293375394,33.5555555555556,33.5765550239234,33.4928229665072
"155","Acropora_selago",32.2715053763441,34.0591397849462,33.1182795698925,33.494623655914,33.4005376344086
"156","Acropora_solitaryensis",32.5742574257426,33.8541666666667,33.8448844884488,34.3069306930693,34.1914191419142
"157","Acropora_spathulata",32.1897810218978,33.8963963963964,34.0106007067138,34.2526690391459,34.2117117117117
"158","Acropora_speciosa",32.3792270531401,34.1139240506329,33.376,33.5628019323672,33.6473429951691
"159","Acropora_spicifera",32.5252525252525,34.1489361702128,33.8215488215488,34.2929292929293,34.1750841750842
"160","Acropora_subglabra",32.4300699300699,34.0735294117647,33.7762237762238,34.3881118881119,34.2657342657343
"161","Acropora_subulata",32.4013921113689,34.077519379845,33.4287925696594,33.538283062645,33.4570765661253
"162","Acropora_tenella",32.6536312849162,34.4105263157895,33.9245810055866,34.0223463687151,34.3156424581006
"163","Acropora_tenuis",32.5452488687783,34.0597014925373,33.2579185520362,33.0203619909502,33.4162895927602
"164","Acropora_teres",32.5390625,33.6328125,32.8125,32.8125,32.9036458333333
"165","Acropora_valenciennesi",32.6160990712074,33.8770053475936,33.8080495356037,34.2414860681114,34.0247678018576
"166","Acropora_valida",32.6816239316239,33.7880886426593,32.9009762900976,32.9059829059829,33.2799145299145
"167","Acropora_vaughani",32.4825986078886,33.9214175654854,33.3125972006221,33.4570765661253,33.4570765661253
"168","Acropora_verweyi",32.5320512820513,33.7286324786325,33.0555555555556,32.9807692307692,33.0555555555556
"169","Acropora_willisae",32.5709779179811,34.1393442622951,33.7854889589905,34.3375394321767,34.1167192429022
"170","Acropora_yongei",32.6271186440678,33.9096573208723,33.8135593220339,34.4067796610169,34.4067796610169
"171","Acrosterigma_dianthinum",32.636165577342,33.9811643835616,32.4210526315789,33.5511982570806,34.0849673202614
"172","Acrosterigma_hobbsae",33.1818181818182,34.0909090909091,33.4848484848485,32.8787878787879,33.9393939393939
"173","Acrosterigma_maculosum",30.972602739726,34.3881118881119,33.1527777777778,33.8333333333333,34.2250922509225
"174","Acrosterigma_profundum",33.3547008547009,34.2521367521367,33.5042735042735,31.7094017094017,33.5042735042735
"175","Acrosterigma_punctolineatum",32.8414096916299,33.9741379310345,32.4824561403509,33.5352422907489,34.0748898678414
"176","Acrosterigma_selene",32.8461538461538,30.6923076923077,30.1538461538462,32.8461538461538,31.7692307692308
"177","Acrosterigma_simplex",32.5972540045767,34.0094339622641,32.4074074074074,33.7986270022883,34.0389016018307
"178","Acrosterigma_transcendens",32.464953271028,33.9721792890263,33.3073322932917,33.5280373831776,33.5280373831776
"179","Acrosterigma_unicolor",32.8658536585366,34.1463414634146,32.6524390243902,33.719512195122,33.719512195122
"180","Acryptolaria_conferta",33.04,34.0277777777778,33.5810810810811,33.3269598470363,32.945205479452
"181","Actaea_polyacantha",31.8916518650089,33.9896907216495,32.7132486388385,33.6371681415929,33.9705882352941
"182","Actaeodes_consobrinus",31.9154676258993,34.0256959314775,32.6536312849162,33.5974499089253,33.8809946714032
"183","Actaeodes_hirsutissimus",32.5836820083682,33.9106901217862,32.7710027100271,32.9497907949791,33.3891213389121
"184","Actaeodes_tomentosus",32.6136363636364,33.8395225464191,32.7689243027888,32.9752066115702,33.1884057971014
"185","Actaeomorpha_erosa",32.5806451612903,33.8709677419355,33.0645161290323,32.8225806451613,33.1451612903226
"186","Acteocina_lepta",33.6443661971831,33.8986013986014,33.7544483985765,34.0443686006826,33.3044982698962
"187","Actinodendron_plumosum",32.9289940828402,34.1715976331361,32.9289940828402,33.7573964497041,33.9644970414201
"188","Actinopyga_caerulea",31.660777385159,33.6244541484716,32.741935483871,33.7544483985765,33.8636363636364
"189","Actinopyga_capillata",33.025641025641,34.1923076923077,33.5641025641026,33.025641025641,33.9230769230769
"190","Actinopyga_crassa",32.9301075268817,34.3413978494624,33.6827956989247,33.3064516129032,34.0591397849462
"191","Actinopyga_echinites",32.4831460674157,33.8988764044944,33.0337078651685,32.9550561797753,33.2696629213483
"192","Actinopyga_lecanora",32.6731301939058,34.7091412742382,33.8365650969529,33.8365650969529,34.3213296398892
"193","Actinopyga_mauritiana",32.4276169265033,33.6748329621381,32.8953229398664,33.0512249443207,33.1291759465479
"194","Actinopyga_miliaris",32.9119318181818,34.3039772727273,33.5085227272727,32.8125,34.2045454545455
"195","Actinopyga_palauensis",32.5833333333333,33.5833333333333,32.8333333333333,32.9166666666667,33.0833333333333
"196","Actinopyga_spinea",32.8414096916299,34.5374449339207,33.3039647577092,33.4581497797357,33.920704845815
"197","Actinopyga_varians",32.5314861460957,33.5012594458438,32.6196473551637,32.7959697732997,32.9722921914358
"198","Actinotrichia_fragilis",33.0051813471503,34.3652849740933,33.639896373057,33.0051813471503,34.0932642487047
