feature,EM_Percentile_tos_585,MM-NorESM2-MM_Percentile_tos_585,MM-IPSL-CM6A-LR_Percentile_tos_585,MM-GFDL-ESM4_Percentile_tos_585,MM-CMCC-ESM2_Percentile_tos_585,MM-CanESM5_Percentile_tos_585
Creseis_virgula,30.310825294748106,31.811361200428735,31.361200428724526,32.74919614147909,33.72454448017151,31.473740621650595
Cribrarula_cribraria,30.88235294117645,32.15686274509807,33.333333333333314,34.11764705882351,34.11764705882351,33.235294117647086
Cribroelphidium_excavatum,34.15151515151516,34.57575757575758,34.57575757575758,34.78787878787879,33.72727272727274,35
Crisia_elongata,31.05206073752713,32.342733188720146,33.25379609544468,33.78524945770065,34.08893709327547,33.25379609544468
Crispatotrochus_rubescens,30.885964912280727,32.54385964912278,31.377192982456158,33.83333333333331,33.95614035087721,32.54385964912278
Crispatotrochus_rugosus,30.44891640866873,32.56191950464397,31.153250773993808,33.8622291021672,33.64551083591334,32.020123839009315
Cristatogobius_lophius,32.30769230769234,31.599190283400805,33.724696356275324,33.44129554655869,33.724696356275324,32.87449392712548
Cristiceps_australis,35,35,35,35,35,35
Cronia_contracta,32.78947368421053,31.572164948453636,33.34210526315788,33.71052631578947,34.26315789473682,32.97368421052629
Cronia_margariticola,32.695473251028766,32.26337448559673,34.27983539094652,32.9835390946502,33.55967078189299,33.127572016460874
Crosnierita_yante,31.012658227848075,31.898734177215218,32.34177215189872,33.227848101265785,33.89240506329111,32.93248945147679
Crossosalarias_macrospilus,31.15,31.937499999999996,33.512499999999996,33.6875,34.2125,33.074999999999996
Crossotonotus_compressipes,30.889679715302517,32.694610778443106,33.38078291814944,34.50177935943059,34.25266903914589,33.2562277580071
Crossotonotus_spinipes,30.818584070796476,32.53867791842479,33.29646017699113,33.60619469026547,34.148230088495595,33.14159292035396
Crouania_attenuata,31.29526462395543,32.17270194986071,33.24512534818944,33.830083565459574,34.122562674094716,33.147632311977745
Crypthelia_cymas,35,35,35,35,35,35
Cryptocentroides_insignis,32.145922746781125,33.34763948497856,34.098712446351904,33.79828326180257,33.79828326180257,33.648068669527895
Cryptocentrus_albidorsus,32.2961373390558,31.24463519313304,33.49785407725322,33.648068669527895,33.79828326180257,32.89699570815448
Cryptocentrus_caeruleomaculatus,32.56756756756755,31.75675675675678,33.64864864864867,33.78378378378381,33.78378378378381,32.97297297297297
Cryptocentrus_cinctus,32.375,31.375000000000018,33.50000000000003,34.000000000000014,34.000000000000014,33.125000000000014
Cryptocentrus_fasciatus,32.03389830508476,31.796610169491508,33.694915254237294,34.28813559322032,34.16949152542373,33.33898305084746
Cryptocentrus_inexplicatus,32.7142857142857,31.71428571428572,33.71428571428567,34.14285714285712,34.000000000000014,32.99999999999997
Cryptocentrus_leptocephalus,31.271186440677955,32.33952702702701,33.55932203389829,33.9830508474576,33.81355932203389,33.220338983050866
Cryptocentrus_leucostictus,30.954773869346738,32.18592964824118,33.50502512562814,33.85678391959801,34.20854271356781,33.06532663316582
Cryptocentrus_maudae,31.67883211678829,31.67883211678829,33.33941605839418,33.722627737226254,33.850364963503615,33.083941605839385
Cryptocentrus_octofasciatus,30.754098360655735,32.169811320754725,33.62295081967213,34.19672131147537,34.42622950819675,32.93442622950823
Cryptocentrus_sericus,32.62264150943399,31.698113207547145,33.94339622641506,33.94339622641506,33.81132075471696,33.01886792452829
Cryptocentrus_strigilliceps,30.88235294117645,31.42857142857145,33.37461300309597,33.916408668730625,33.916408668730625,32.94117647058825
Cryptochirus_coralliodytes,31.469298245614038,32.39035087719298,33.004385964912245,33.15789473684212,33.77192982456138,33.31140350877192
Cryptodendrum_adhaesivum,31.34204275534444,32.39903069466882,33.42042755344419,34.00237529691212,33.75296912114015,33.17102137767222
Cryptodromia_canaliculata,32.607913669064715,32.16510903426793,33.992805755395686,33.61510791366903,33.74100719424463,33.11151079136691
Cryptodromia_coronata,32.34657039711195,32.2202166064982,33.23104693140792,33.73646209386285,33.989169675090274,33.35740072202167
Cryptodromia_fallax,30.635103926097017,32.26989079563179,33.38337182448037,33.625866050808284,34.19168591224022,33.14087759815245
Cryptodromia_hilgendorfi,30.783938814531556,31.921606118546826,33.05927342256217,33.393881453154876,33.929254302103224,33.19311663479924
Cryptodromia_pentagonalis,30.661157024793397,31.52892561983472,32.97520661157023,33.98760330578515,34.27685950413221,32.68595041322317
Cryptodromia_tuberculata,30.81521739130436,32.14673913043481,33.38315217391301,34.144021739130444,34.144021739130444,33.19293478260872
Cryptodromia_tumida,30.624999999999996,32.291021671826606,33.32954545454548,33.72727272727274,34.20454545454548,33.17045454545452
Cryptodromiopsis_plumosa,31.624365482233507,31.97969543147211,33.40101522842637,33.045685279187836,34.11167512690357,33.75634517766497
Cryptodromiopsis_tridens,31.462765957446805,31.648936170212757,33.60372340425534,33.88297872340423,34.16223404255319,33.23138297872344
Cryptodromiopsis_unidentata,30.907258064516117,32.45123537061119,33.30645161290321,33.37701612903224,33.80040322580641,33.23588709677418
Cryptopectan_inaequivalvis,30.076045627376416,34.366925064599464,33.13688212927757,32.471482889733856,32.471482889733856,34.201520912547515
Cryptopecten_bullatus,30.74468085106383,32.07446808510637,32.07446808510637,33.45744680851062,34.09574468085106,32.55319148936169
Cryptopecten_nux,30.22935779816512,32.155963302752305,31.559633027522946,33.44036697247708,33.76146788990829,32.0183486238532
Cryptopelta_longibrachialis,33.61842105263159,33.15789473684212,33.61842105263159,33.15789473684212,33.15789473684212,35
Cryptopsaras_couesii,30.745261486553527,31.026595216830426,31.20373126922695,30.682742879825327,30.453507988488617,31.45380569613975
Ctena_bella,31.061571125265377,32.27722772277227,33.36518046709127,33.885350318471325,33.95966029723988,33.216560509554164
Ctenactis_echinata,30.99706744868034,32.104622871046246,33.563049853372405,34.28152492668624,34.07624633431088,33.46041055718473
Ctenocardia_fornicata,31.276595744680858,32.17021276595742,33.06382978723405,33.9574468085106,33.9574468085106,33.36170212765957
Ctenocardia_gustavi,31.151452282157685,32.16804979253109,33.11203319502071,33.91078838174272,33.98340248962652,33.329875518672175
Ctenocardia_symbolica,32.37237237237234,31.321321321321356,33.948948948948946,33.948948948948946,34.05405405405409,33.21321321321325
Ctenocardia_translata,31.357466063348387,32.38687782805433,33.337104072398205,34.287330316742086,33.89140271493214,33.4162895927602
Ctenocardia_virgo,32.31800766283523,33.79310344827585,33.927203065134115,33.65900383141765,33.927203065134115,33.39080459770118
Ctenochaetus_binotatus,30.80316742081446,32.03099510603587,33.257918552036216,33.65384615384617,34.287330316742086,33.17873303167423
Ctenochaetus_flavicauda,31.555555555555564,31.33333333333336,33.55555555555553,33.333333333333314,34.22222222222223,33.22222222222225
Ctenochaetus_hawaiiensis,31.306532663316606,31.92211055276383,33.32914572864323,33.41708542713569,34.29648241206033,33.241206030150785
Ctenochaetus_striatus,30.993520518358505,32.25689404934689,33.33693304535636,33.714902807775346,33.9416846652268,33.110151187904975
Ctenochaetus_strigosus,31.243902439024378,32.18292682926832,33.20731707317073,33.292682926829265,34.1463414634146,33.12195121951219
Ctenochaetus_tominiensis,31.188118811881218,31.765676567656776,33.613861386138595,34.07590759075909,33.96039603960394,32.9207920792079
Ctenogobiops_aurocingulus,31.131578947368407,31.70235546038547,33.34210526315788,33.98684210526318,34.17105263157894,33.15789473684212
Ctenogobiops_crocineus,32.20486111111108,31.96180555555554,33.78472222222223,34.39236111111108,34.149305555555536,33.29861111111108
Ctenogobiops_feroculus,30.60465116279067,32.40126382306478,33.45348837209302,33.69767441860463,34.186046511627914,33.209302325581405
Ctenogobiops_mitodes,32.00389105058369,32.41245136186771,33.365758754863776,34.45525291828795,34.18287937743189,33.09338521400779
Ctenogobiops_pomastictus,30.863636363636367,32.24137931034482,33.621212121212096,34.25757575757573,34.04545454545452,33.30303030303032
Ctenogobiops_tangaroai,32.2597864768683,31.7615658362989,33.62989323843414,33.62989323843414,33.87900355871885,33.38078291814944
Ctenoides_ales,32.722602739726064,31.404109589041067,33.80136986301368,33.80136986301368,33.68150684931508,33.20205479452057
Ctenoides_annulatus,31.05898123324395,32.18498659517428,33.31099195710454,34.06166219839145,34.15549597855227,33.21715817694372
Cuapetes_amymone,30.892018779342695,32.68548387096776,33.5211267605634,34.01408450704221,34.01408450704221,33.274647887323916
Cuapetes_elegans,31.053191489361716,32.33427362482366,33.36170212765957,33.80851063829785,33.9574468085106,33.212765957446805
Cuapetes_ensifrons,30.75514874141878,32.47311827956987,33.318077803203686,33.79862700228833,34.038901601830645,33.237986270022866
Cuapetes_grandis,31.34328358208957,32.66256590509668,33.6940298507463,34.390547263681555,33.78109452736319,33.17164179104475
Cuapetes_kororensis,32.137546468401496,32.137546468401496,33.69888475836428,34.349442379182136,34.219330855018605,33.43866171003715
Cuapetes_platycheles,31.340909090909108,32.80245022970902,33.409090909090885,34.20454545454548,33.886363636363626,33.25
Cuapetes_tenuipes,31.22549019607843,32.67560664112388,33.284313725490165,33.76470588235297,33.901960784313715,33.284313725490165
Cubiceps_baxteri,30.67880476556497,31.105880092236738,31.2336664104535,30.399692544196775,30.17774788624134,31.479150653343606
Cubiceps_caeruleus,33.65384615384617,33.65384615384617,34.10256410256409,35,30.961538461538435,34.55128205128208
Cubiceps_capensis,32.5119594336012,32.67086330935252,32.794229309035664,33.32729180578077,30.61430317848413,31.784291932944317
Cubiceps_pauciradiatus,30.682713132506397,31.175428233904288,31.199547154951766,30.644811970860427,30.272691474699727,31.47863752707226
Cubiceps_whiteleggii,32.5644329896907,31.964285714285676,33.376288659793794,34.81958762886597,34.00773195876287,33.286082474226816
Cucullaea_labiata,32.77070063694266,31.656050955413985,33.885350318471325,33.773885350318466,33.885350318471325,33.10509554140124
Culcita_novaeguinae,31.480446927374267,31.871508379888237,33.142458100558656,33.142458100558656,34.21787709497206,33.142458100558656
Culcita_novaeguineae,31.021052631578936,32.40196078431375,33.37894736842106,33.67368421052628,33.968421052631584,33.305263157894764
Culeolus_herdmani,32.14535391785613,31.982231284590718,31.482668220215515,32.971162248762006,32.981357413341115,31.41130206816196
Culicia_rubeola,31.064593301435398,32.40430622009567,33.32535885167461,34.16267942583734,34.07894736842106,33.241626794258394
Culicia_tenella,35,32.71739130434782,35,35,35,35
Cunina_duplicata,35,35,35,35,35,35
Cunina_globosa,31.585365853658537,33.612804878048756,33.25,33.292682926829265,33.612804878048756,33.612804878048756
Cunina_octonaria,31.12546125461255,32.410501193317444,33.256457564575626,33.51476014760146,33.77306273062729,33.32103321033207
Cupuladria_guineensis,31.81818181818185,33.03030303030304,33.78787878787881,33.484848484848456,33.63636363636367,33.484848484848456
Cuspidella_humilis,35,35,35,35,35,35
Cyclax_suborbicularis,30.533642691415288,32.32449297971922,33.29466357308588,33.538283062644986,34.18793503480278,33.13225058004638
Cyclichthys_spilostylus,32.51968503937006,32.79527559055118,33.897637795275585,33.75984251968502,33.897637795275585,33.34645669291335
Cycloachelous_granulatus,32.358490566037716,32.18390804597703,34.009433962264175,33.78930817610061,33.89937106918236,33.12893081761004
Cycloachelous_orbitosinus,33.35294117647058,32.52941176470587,33.55882352941174,33.35294117647058,33.14705882352942,35
Cycloachelous_suborbicularis,30.99397590361443,32.680722891566255,32.89156626506023,32.89156626506023,34.36746987951808,33.73493975903618
Cyclochlamys_lemchei,32.94117647058825,32.05882352941177,30.88235294117645,32.64705882352943,33.235294117647086,34.70588235294117
Cyclodius_granulosus,32.17543859649126,32.42105263157894,34.01754385964914,33.64912280701755,33.77192982456138,33.15789473684212
Cyclodius_nitidus,30.990453460620497,32.21138211382112,33.49642004773267,33.99761336515516,34.16467780429592,33.16229116945108
Cyclodius_obscurus,31.384976525821585,31.877934272300475,33.19248826291083,33.11032863849767,33.84976525821597,33.11032863849767
Cycloes_marisrubri,30.826359832635987,32.701778385772926,33.169456066945585,33.97489539748955,33.97489539748955,33.31589958158994
Cyclograpsus_longipes,30.796568627450988,32.422258592471366,33.541666666666686,34.056372549019585,34.14215686274512,33.11274509803925
Cyclosalpa_pinnata,32.439024390243866,31.341463414634166,33.78048780487808,33.53658536585364,33.65853658536586,32.92682926829268
Cycloscala_crenulata,31.64141414141414,32.26010101010102,33.497474747474776,34.381313131313114,33.851010101010125,33.409090909090885
Cycloscala_hyalina,31.039260969976908,32.332563510392596,33.38337182448037,34.27251732101617,33.949191685912226,33.38337182448037
Cycloscala_sardellae,31.840277777777768,33.055555555555536,33.055555555555536,34.27083333333331,34.27083333333331,33.055555555555536
Cycloseris_costulata,30.96910112359553,31.985645933014336,33.132022471910105,34.11516853932586,34.410112359550546,32.935393258426956
Cycloseris_curvata,32.123287671232866,32.123287671232866,34.04109589041098,33.24200913242006,33.5616438356164,33.08219178082189
Cycloseris_distorta,30.985294117647026,31.91176470588232,33.45588235294116,34.17647058823529,34.0735294117647,33.45588235294116
Cycloseris_hexagonalis,31.11111111111108,31.81818181818185,33.70370370370367,34.292929292929294,34.05723905723909,32.99663299663297
Cycloseris_sinensis,31.344936708860736,31.898734177215218,33.56012658227845,34.224683544303765,34.00316455696201,33.44936708860761
Cycloseris_tenuis,31.24293785310733,32.13276836158193,33.121468926553696,34.01129943502823,34.20903954802257,33.121468926553696
Cycloseris_vaughani,30.74766355140186,31.647196261682257,33.20093457943927,33.36448598130844,34.100467289719596,33.11915887850465
Cyclostremiscus_emeryi,30.819672131147545,31.80327868852456,33.1967213114754,33.52459016393445,34.09836065573769,33.114754098360685
Cycloteuthis_sirventi,30.00170415814586,30.950704225352098,30.866197183098617,30.000000000000025,30.482060533172987,30.000000000000025
Cyclothone_acclinidens,30.728307254623015,31.03698435277384,31.24940730203887,30.359886201991426,30.24371740161212,31.48174490279756
Cyclothone_alba,30.50165332405149,30.34225038699694,31.256961364427397,30.58388444135052,30.20013922728852,31.41533240515138
Cyclothone_braueri,31.024898984383498,30.90258818390303,31.097521022168856,30.62738888282192,30.623728419461727,31.51796439882055
Cyclothone_microdon,30.950325071109287,31.04632263307596,31.167208451848836,30.49167005282405,30.48811458756602,31.369869971556266
Cyclothone_pallida,30.465344842321198,30.236170512760236,31.20417058371081,30.53713357832662,30.05854200495685,31.347748055721716
Cyclothone_parapallida,31.1610968294773,31.476006855184217,30.55127106540985,31.56598114824336,30.90616966580976,30.92616395315622
Cyclothone_pseudopallida,30.47565413273262,30.3555299317767,31.254981805579625,30.56056142782881,30.175446196499724,31.40053716860165
Cyclothone_signata,33.651376146788955,33.20183486238535,33.03140978816658,31.532110091743096,33.14670138888892,33.358974358974315
Cyllometra_manca,35,31.923076923076916,35,34.416666666666686,35,32.666666666666686
Cymadusa_filosa,31.609686609686637,32.00854700854699,33.50427350427353,34.00284900284902,34.10256410256409,33.105413105413106
Cymatium_caudatum,33.11377245508983,33.32335329341319,33.9520958083832,35,33.74251497005991,33.532934131736546
Cymatium_cingulatum,31.44591611479031,32.21854304635764,32.75938189845475,33.68653421633556,33.84105960264904,33.30022075055186
Cymatium_comptum,31.39447236180906,32.42105263157894,33.41708542713569,34.29648241206033,34.20854271356781,33.241206030150785
Cymatium_cynocephalum,32.77153558052437,33.5580524344569,33.5580524344569,33.951310861423195,33.951310861423195,33.5580524344569
Cymatium_dunkeri,32.43455497382198,33.16753926701572,33.35078534031412,34.083769633507856,33.53403141361259,34.083769633507856
Cymatium_gutturnium,31.09907120743031,32.2701949860724,33.482972136222905,34.24148606811141,34.13312693498449,33.049535603715185
Cymatium_hepaticum,31.278735632183896,32.18390804597703,33.29022988505746,33.79310344827585,34.09482758620687,33.18965517241381
Cymatium_intermedium,30.818584070796476,32.30769230769234,33.4513274336283,33.60619469026547,33.91592920353981,33.21902654867258
Cymatium_lotorium,30.750551876379717,32.368421052631575,33.3774834437086,33.60927152317881,33.91832229580571,33.22295805739512
Cymatium_muricinum,30.7599118942731,32.29970326409497,33.38105726872245,33.612334801762074,33.92070484581499,33.22687224669603
Cymatium_nicobaricum,31.99999999999999,31.99999999999999,33.39999999999999,33.599999999999994,33.599999999999994,33.30000000000002
Cymatium_pileare,30.90425531914896,32.136812411847636,33.28723404255319,33.65957446808509,33.88297872340423,33.212765957446805
Cymatium_pyrum,30.7692307692308,32.339791356184826,33.38461538461539,33.6153846153846,33.846153846153875,33.15384615384618
Cymatium_rubeculum,30.609756097560986,32.15116279069765,33.292682926829265,33.78048780487808,34.39024390243904,32.682926829268304
Cymatium_testudinarium,32.606837606837615,32.905982905982896,33.40455840455839,34.90028490028492,33.90313390313388,33.70370370370367
Cymbacephalus_beauforti,30.903010033444776,32.199999999999996,33.47826086956519,34.18060200668897,34.063545150501646,32.89297658862873
Cymbacephalus_nematophthalmus,32.38317757009349,33.36448598130844,34.018691588785046,33.36448598130844,33.69158878504671,33.36448598130844
Cymbacephalus_staigeri,31.276595744680858,32.23918575063613,33.72340425531917,34.57446808510639,34.042553191489354,33.297872340425556
Cymbastela_cantharella,35,31.956521739130448,34.23913043478263,35,33.47826086956519,35
Cymbastela_concentrica,32.905982905982896,32.905982905982896,34.40170940170937,35,33.50427350427353,35
Cymbiola_vespertilio,32.44635193133047,31.99570815450646,34.248927038626576,33.04721030042915,33.49785407725322,33.04721030042915
Cymo_andreossyi,30.69351230425053,32.34042553191492,33.35570469798658,33.74720357941835,34.217002237136455,33.199105145413895
Cymo_deplanatus,30.68385650224216,32.214714714714695,33.43049327354261,33.43049327354261,34.13677130044846,33.11659192825109
Cymo_melanodactylus,30.88235294117645,32.34930448222564,33.4162895927602,33.81221719457015,33.97058823529412,33.257918552036216
Cymo_quadrilobatus,30.593824228028527,32.18852459016397,33.25415676959621,33.503562945368174,34.00237529691212,33.08788598574823
Cymolutes_lecluse,31.01562499999999,31.875000000000007,33.203124999999986,33.51562500000001,34.14062499999998,33.125000000000014
Cymolutes_praetextatus,32.27118644067794,31.9152542372881,34.16949152542373,34.16949152542373,33.81355932203389,33.220338983050866
Cymolutes_torquatus,31.266666666666687,32.78735632183907,33.78666666666669,34.44,34.16,33.22666666666669
Cynarina_lacrymalis,30.92797783933515,32.26681127982648,33.54570637119114,34.22437673130196,34.03047091412745,33.25484764542934
Cynoglossus_bilineatus,32.875399361022325,31.869009584664557,33.76996805111818,33.76996805111818,33.99361022364216,33.322683706070286
Cynoglossus_joyneri,35,35,35,35,35,35
Cynoglossus_kopsii,33.20819112627989,32.25255972696247,33.80546075085326,34.04436860068258,33.924914675767916,33.20819112627989
Cynoglossus_macrophthalmus,33.90625,33.90625,34.78125,34.5625,34.34375,33.25
Cynoglossus_robustus,35,35,35,35,35,35
Cynoglossus_suyeni,34.48275862068968,34.48275862068968,34.65517241379312,34.31034482758624,34.65517241379312,33.27586206896553
Cyphastrea_chalcidicum,30.910326086956537,32.14673913043481,33.19293478260872,34.144021739130444,34.144021739130444,33.19293478260872
Cyphastrea_microphthalma,30.899182561307896,32.329700272479535,33.47411444141688,34.33242506811992,34.23705722070844,33.28337874659399
Cyphastrea_serailia,30.88691796008868,32.38415545590435,33.292682926829265,33.83592017738359,33.91352549889136,33.13747228381373
Cypho_purpurascens,31.301546391752556,32.11340206185566,33.286082474226816,33.46649484536085,34.18814432989689,33.105670103092784
Cypho_zaps,32.71739130434782,33.173913043478265,34.54347826086955,33.47826086956519,33.63043478260872,33.173913043478265
Cypraea_arabica,30.72398190045247,32.36153846153844,33.4162895927602,33.733031674208156,34.12895927601811,33.257918552036216
Cypraea_argus,30.574712643678136,32.41987179487182,33.31034482758619,33.55172413793102,34.19540229885059,33.14942528735635
Cypraea_asellus,30.95375722543356,32.08333333333331,33.6849710982659,34.29190751445088,34.08959537572253,33.38150289017341
Cypraea_beckii,31.73728813559325,30.84745762711865,33.66525423728817,33.516949152542374,33.66525423728817,33.36864406779659
Cypraea_bistrinotata,30.818584070796476,32.32784431137723,33.37389380530975,33.60619469026547,33.91592920353981,33.29646017699113
Cypraea_bouteti,31.666666666666636,32.333333333333336,33.333333333333314,33.50000000000003,34.16666666666666,32.83333333333333
Cypraea_caputserpentis,30.778508771929797,32.2313432835821,33.38815789473682,33.61842105263159,33.92543859649126,33.23464912280702
Cypraea_carneola,31.11111111111108,32.43119266055046,33.26388888888891,33.68055555555558,33.819444444444464,33.26388888888891
Cypraea_caurica,30.819672131147545,32.32909379968205,33.44262295081967,33.68852459016394,33.770491803278645,33.1967213114754
Cypraea_childreni,31.05206073752713,32.303779069767444,33.32971800433842,33.63340563991324,34.08893709327547,33.25379609544468
Cypraea_chinensis,32.407407407407405,31.629629629629637,33.96296296296295,33.5740740740741,33.70370370370367,33.185185185185176
Cypraea_contaminata,35,33.5211267605634,35,35,35,35
Cypraea_cylindrica,31.352112676056336,32.2394366197183,33.323943661971825,34.01408450704221,34.11267605633804,33.22535211267608
Cypraea_eglantina,30.75757575757573,32.44038155802864,33.44988344988346,33.77622377622381,33.85780885780888,33.28671328671332
Cypraea_erosa,30.70312499999997,32.34042553191492,33.359375,33.749999999999986,34.14062499999998,33.203124999999986
Cypraea_errones,30.88797814207651,32.226775956284136,33.374316939890704,34.04371584699456,34.13934426229509,33.27868852459017
Cypraea_fimbriata,30.61503416856493,32.36153846153844,33.40546697038726,33.72437357630977,34.202733485193626,33.1662870159453
Cypraea_globulus,31.332335329341337,32.27544910179639,33.218562874251504,33.74251497005991,34.05688622754487,33.218562874251504
Cypraea_helvola,30.778508771929797,32.22305389221555,33.38815789473682,33.61842105263159,33.92543859649126,33.23464912280702
Cypraea_isabella,30.82429501084598,32.1470160116448,33.25379609544468,33.481561822125826,33.86117136659439,33.17787418655101
Cypraea_labrolineata,30.426136363636367,32.26950354609926,33.11079545454548,34.00568181818185,34.30397727272726,33.011363636363626
Cypraea_leviathan,30.78774617067835,32.21238938053094,33.238512035010935,33.62144420131293,33.85120350109407,33.16192560175054
Cypraea_limacina,31.90163934426231,32.24590163934426,33.50819672131148,34.19672131147537,33.967213114754074,33.27868852459017
Cypraea_lutea,31.27450980392158,32.254901960784295,33.235294117647086,34.01960784313727,34.11764705882351,33.235294117647086
Cypraea_mappa,30.869098712446327,32.28057553956837,33.27253218884119,33.49785407725322,33.87339055793994,33.19742489270389
Cypraea_mariae,31.44776119402988,32.38805970149253,33.43283582089549,34.05970149253728,34.16417910447759,33.22388059701494
Cypraea_mauritiana,31.17441860465114,32.33755942947705,33.616279069767444,34.10465116279067,34.2674418604651,33.12790697674416
Cypraea_moneta,30.997920997921007,32.16735253772292,33.326403326403316,33.6174636174636,33.908523908523875,33.18087318087318
Cypraea_obvelata,31.374501992031867,32.21115537848607,33.047808764940264,33.4661354581673,34.302788844621496,33.047808764940264
Cypraea_onyx,30.911680911680936,31.92840646651271,33.6039886039886,34.3019943019943,34.00284900284902,33.20512820512818
Cypraea_ovum,32.546125461254576,31.51291512915126,33.708487084870846,33.57933579335797,33.708487084870846,33.191881918819185
Cypraea_pallidula,31.8723404255319,32.91489361702129,33.06382978723405,33.65957446808509,34.40425531914896,33.212765957446805
Cypraea_poraria,30.972803347280337,32.34776725304467,33.2426778242678,33.462343096234285,33.90167364016734,33.169456066945585
Cypraea_punctata,31.26027397260271,32.123287671232866,33.36986301369861,34.04109589041098,34.13698630136984,33.17808219178082
Cypraea_pyriformis,32.83185840707962,31.134969325153396,33.761061946902636,33.14159292035396,34.69026548672566,31.902654867256597
Cypraea_quadrimaculata,30.639730639730658,31.936026936026916,33.35016835016832,33.8215488215488,33.939393939393945,32.8787878787879
Cypraea_schilderorum,30.877944325481817,32.29634831460674,33.27623126338329,33.42612419700211,33.87580299785864,33.12633832976447
Cypraea_stolida,31.358381502890186,32.26878612716766,33.28034682080927,33.98843930635839,34.08959537572253,33.179190751445056
Cypraea_teres,31.37602179836509,32.234332425068125,33.28337874659399,34.046321525885546,34.14168937329703,33.0926430517711
Cypraea_testudinaria,30.95774647887327,31.896551724137936,33.323943661971825,33.915492957746466,34.40845070422536,32.92957746478876
Cypraea_tigris,30.741150442477856,32.131147540983605,33.29646017699113,33.683628318584084,33.91592920353981,33.14159292035396
Cypraea_ursellus,33.16753926701572,32.617801047120444,34.450261780104725,33.71727748691099,33.71727748691099,33.53403141361259
Cypraea_ventriculus,30.56220095693779,32.28723404255321,33.15789473684212,33.241626794258394,33.99521531100478,33.241626794258394
Cypraea_walkeri,32.298245614035096,31.92982456140351,33.64912280701755,33.89473684210523,34.01754385964914,33.15789473684212
Cypraecassis_rufa,30.47560975609759,32.55119453924912,33.37804878048781,33.80487804878051,34.1463414634146,33.20731707317073
Cyprinocirrhites_polyactis,31.662971175166305,32.84534534534533,33.44789356984481,34.379157427937905,33.75831485587582,33.292682926829265
Cypselurus_angusticeps,30.642585149143237,31.131267188491677,31.212714195049728,30.490797546012296,30.398244129469017,31.60884281785489
Cypselurus_hexazona,32.41245136186771,31.731517509727627,34.18287937743189,33.50194552529181,33.77431906614787,32.82101167315173
Cypselurus_naresii,32.08819849874898,31.18118118118115,33.275642386918676,31.97606093579982,30.191441441441416,32.2322322322322
Cypselurus_oligolepis,32.33840304182509,31.273764258555136,33.802281368821276,33.40304182509504,33.66920152091258,33.0038022813688
Cypselurus_poecilopterus,30.84595959595962,31.994949494949488,33.409090909090885,33.585858585858595,34.20454545454548,33.23232323232325
Cyrtomaia_horrida,31.197053406998148,32.679558011049735,31.970534069981568,34.48434622467772,33.83977900552487,33.58195211786373
Cyrtomaia_lamellata,33.28671328671332,32.30769230769234,34.02097902097902,33.04195804195804,32.79720279720283,35
Cyrtomaia_murrayi,32.272727272727266,32.8787878787879,33.333333333333314,34.77272727272729,33.863636363636374,33.484848484848456
Cystodytes_dellechiajei,30.1106500691563,31.756569847856138,31.659751037344428,33.015214384509,33.88658367911481,32.0954356846473
Cystodytes_luteus,33.18396226415095,32.19339622641506,34.009433962264175,34.17452830188677,34.50471698113209,33.18396226415095
Cystodytes_punctatus,32.558139534883686,33.168604651162816,33.9825581395349,34.79651162790697,33.9825581395349,33.575581395348856
Cystodytes_solitus,32.08333333333331,32.56944444444446,33.055555555555536,34.27083333333331,34.149305555555536,33.42013888888892
Cystodytes_violatinctus,31.7549668874172,33.14569536423838,33.14569536423838,34.30463576158941,34.07284768211919,33.84105960264904
Cytaeis_tetrastyla,31.34444444444446,32.35555555555554,33.21111111111108,33.911111111111076,33.911111111111076,33.28888888888892
Cyttomimus_affinis,31.395881006864986,32.517162471395906,32.437070938215086,34.118993135011465,33.878718535469076,33.237986270022866
Cyttopsis_cypho,33.270348837209326,31.54069767441859,33.880813953488385,34.79651162790697,34.084302325581405,33.06686046511631
Cyttopsis_rosea,30.842947037231276,31.17330886208707,30.67317776612481,30.58141059255373,30.296932354483477,31.06318825380176
Dacrydium_zebra,33.292682926829265,35,31.585365853658537,31.585365853658537,35,33.292682926829265
Dactylonia_ascidicola,30.817223198593997,32.34126984126983,32.970123022847076,33.400702987697706,33.892794376098415,33.216168717047466
Dactyloptena_orientalis,31.176470588235276,32.52083333333331,33.45588235294116,33.897058823529434,33.897058823529434,33.308823529411775
Dactyloptena_tiltoni,34.12935323383082,31.3679245283019,34.12935323383082,35,33.95522388059704,32.736318407960226
Dactylopus_dactylopus,33.0859375,32.12890625,34.1796875,33.6328125,33.6328125,33.22265625
Dactylosaster_cylindricus,31.044226044226008,31.732186732186708,33.280098280098244,33.45208845208846,34.22604422604423,33.108108108108105
Dactylospongia_elegans,30.668316831683157,32.84360189573463,33.35396039603957,34.047029702970264,34.22029702970298,33.35396039603957
Dactylospongia_metachromia,30.179640718562858,32.48502994011975,33.9520958083832,34.79041916167664,34.58083832335328,33.11377245508983
Dactylotrochus_cervicornis,30.32928942807624,32.63431542461006,31.11785095320622,33.78682842287697,33.66551126516466,32.27036395147313
Daira_perlata,30.510688836104535,32.38473767885531,33.42042755344419,33.503562945368174,34.1686460807601,33.08788598574823
Dalatias_licha,33.55029585798814,33.067061143984205,33.2741617357002,33.41222879684417,33.067061143984205,34.24063116370805
