feature,EM_Percentile_tos_585,MM-NorESM2-MM_Percentile_tos_585,MM-IPSL-CM6A-LR_Percentile_tos_585,MM-GFDL-ESM4_Percentile_tos_585,MM-CMCC-ESM2_Percentile_tos_585,MM-CanESM5_Percentile_tos_585
Acanthaster_planci,30.989583333333307,32.30398899587342,33.322916666666686,33.541666666666686,33.90625,33.17708333333331
Acanthastrea_echinata,30.731707317073138,32.39970282317979,33.292682926829265,33.75831485587582,33.91352549889136,33.2150776053215
Acanthastrea_ishigakiensis,30.766129032258057,32.08333333333331,33.212365591397855,34.15322580645164,34.15322580645164,33.30645161290321
Acanthaxius_miyazakiensis,31.906565656565665,32.61363636363637,33.497474747474776,34.91161616161617,33.939393939393945,33.409090909090885
Acanthaxius_spinosissimus,32.85440613026817,32.84246575342467,33.79310344827585,33.65900383141765,33.927203065134115,33.39080459770118
Acanthella_cavernosa,31.020408163265287,32.51184834123226,33.67346938775512,34.591836734693906,34.18367346938775,33.16326530612242
Acanthella_costata,31.937499999999996,31.645833333333307,33.541666666666686,34.125,33.6875,33.104166666666686
Acanthephyra_eximia,30.4684838160136,30.655877342419068,30.800681431005078,30.32367972742759,32.146507666098834,30.800681431005078
Acanthephyra_quadrispinosa,33.47612359550564,32.39466292134828,33.52528089887641,34.55758426966293,34.16432584269663,33.181179775280874
Acanthephyra_smithi,31.09044657998867,30.900508762012464,31.011305822498606,30.16845675522896,30.16845675522896,31.33578292820801
Acanthochaetetes_wellsi,32.0967741935484,33.38709677419354,33.5483870967742,34.35483870967742,34.03225806451611,33.225806451612875
Acanthocybium_solandri,30.80116230801162,31.3423619759236,31.13169364881695,31.171647986716508,30.615919468659207,31.440431714404294
Acanthodendrilla_australis,35,32.02127659574466,34.255319148936195,35,34.255319148936195,35
