"","feature","MM-NorESM2-MM_Percentile_phos_585","MM-IPSL-CM6A-LR_Percentile_phos_585","MM-GFDL-ESM4_Percentile_phos_585","MM-CMCC-ESM2_Percentile_phos_585","MM-CanESM5_Percentile_phos_585"
"1","Abalistes_filamentosus",33.743093922652,33.6138613861386,34.8844884488449,33.7293729372937,31.996699669967
"2","Abalistes_stellaris",32.7014925373135,32.3880597014925,31.4477611940299,31.9701492537314,30.7164179104478
"3","Abdopus_abaculus",32.244094488189,33.0708661417323,35,33.6220472440945,33.0708661417323
"4","Abietinaria_immersa",34.4262295081967,32.7049180327869,31.8442622950819,32.1311475409836,32.1311475409836
"5","Ablennes_hians",32.1544715447154,32.6287262872628,30.5420054200542,31.9647696476965,30.7317073170731
"6","Abralia_andamanica",32.1467391304348,32.4320652173913,31.0054347826087,31.9565217391304,30.4347826086956
"7","Abralia_astrosticta",34.1604197901049,33.9899623588456,34.0849673202614,33.8665803108808,32.4786324786325
"8","Abraliopsis_hoylei",32.9278445883441,32.5431034482758,30.5172413793103,32.4568965517241,30.1724137931035
"9","Abudefduf_septemfasciatus",32.1246458923512,32.7195467422096,30.7365439093484,32.0254957507082,30.5382436260623
"10","Abudefduf_sexfasciatus",32.4708624708625,32.3076923076923,30.8391608391609,32.1445221445221,30.6759906759907
"11","Abudefduf_sordidus",32.1311475409836,32.7049180327869,30.6010928961748,31.9398907103825,30.6967213114754
"12","Abudefduf_vaigiensis",32.567264573991,32.3318385650224,30.8408071748879,32.0964125560538,30.8408071748879
"13","Abyla_haeckeli",33.0872093023256,32.4264705882353,30.110294117647,32.297794117647,30.6893382352941
"14","Abylopsis_eschscholtzi",33.3210332103321,32.5815738963532,30.5662188099808,32.2456813819577,30.767754318618
"15","Abylopsis_tetragona",33.7344139650873,32.8747628083491,32.9411764705883,32.6091081593928,30.8823529411764
"16","Acalyptophis_peronii",33.4513274336283,31.7477876106195,31.4380530973452,31.5929203539823,31.1283185840708
"17","Acanthanas_pusillus",32.2567567567568,32.4459459459459,31.6891891891892,31.8783783783783,31.5
"18","Acanthaster_planci",33.1530343007916,32.375,30.625,32.15625,30.9166666666667
"19","Acanthastrea_echinata",32.5166297117516,32.3614190687362,30.8869179600887,32.1286031042129,30.8869179600887
"20","Acanthastrea_ishigakiensis",32.1774193548387,32.3655913978494,30.7661290322581,31.989247311828,30.6720430107527
"21","Acanthaxius_miyazakiensis",31.9949494949495,32.4368686868687,30.8459595959596,31.9949494949495,30.4040404040404
"22","Acanthaxius_spinosissimus",32.8544061302682,33.5249042145594,34.1954022988506,32.9885057471264,33.1226053639846
"23","Acanthella_cavernosa",32.3469387755102,32.2448979591837,31.3265306122449,31.8367346938775,30.4081632653061
"24","Acanthella_costata",33.7459283387622,33.25,35,33.5416666666667,32.6666666666667
"25","Acanthephyra_eximia",32.3661649838064,32.3714437179714,32.3889409559513,33.3574244415243,32.140827561712
"26","Acanthephyra_quadrispinosa",31.4606741573034,32.3946629213483,31.4606741573034,31.8539325842697,30.8707865168539
"27","Acanthephyra_smithi",30.6789146410401,30.0378745053703,30.7422272470322,30.4256642170718,30.7145279819107
"28","Acanthochaetetes_wellsi",31.1290322580645,34.1935483870968,32.5806451612903,32.2580645161291,31.2903225806452
"29","Acanthocybium_solandri",30.4270444167705,30.0311332503113,30.1074097135741,30.4415732669157,30.4161477791615
"30","Acanthodendrilla_australis",30.5319148936171,33.5106382978723,35,34.2553191489362,34.2553191489362
"31","Acanthogorgia_spinosa",35,35,35,35,33.8333333333333
"32","Acanthophora_spicifera",32.5704989154013,32.3427331887201,30.9002169197397,32.1908893709327,30.9002169197397
"33","Acanthopleura_gemmata",31.4874551971326,32.3655913978494,30.3584229390681,31.7383512544803,30.7347670250896
"34","Acanthopleura_spinosa",33.4444444444445,31.7333333333333,32.2,31.5777777777778,31.2666666666667
"35","Acanthosphex_leurynnis",33.1316725978647,32.0106761565836,31.3879003558719,31.8861209964412,30.6405693950178
"36","Acanthosquilla_derijardi",32.2689938398358,32.4127310061602,30.5441478439425,32.1252566735113,30.7597535934291
"37","Acanthosquilla_multifasciata",32.289156626506,32.4096385542168,30.6626506024096,32.1084337349397,30.5421686746988
"38","Acanthurus_achilles",34.6517412935324,34.6541501976284,34.6949891067538,34.4190871369295,33.7526205450734
"39","Acanthurus_albipectoralis",33.3846153846154,34.1923076923077,33.1153846153846,32.3076923076923,32.8461538461538
"40","Acanthurus_auranticavus",32.183908045977,32.485632183908,31.9827586206897,31.9827586206897,31.0775862068965
"41","Acanthurus_blochii",32.3907455012854,32.4807197943445,31.1311053984576,32.1208226221079,30.681233933162
"42","Acanthurus_dussumieri",32.1336206896552,32.4353448275862,30.5495689655172,32.1336206896552,30.7004310344828
"43","Acanthurus_fowleri",32.008547008547,31.7094017094017,31.4102564102564,31.7094017094017,30.6623931623932
"44","Acanthurus_grammoptilus",35,34.406779661017,31.4406779661017,33.8135593220339,35
"45","Acanthurus_guttatus",33.3514492753623,32.7791878172589,32.3350253807106,31.8908629441625,31.6243654822335
"46","Acanthurus_japonicus",33.359375,31.71875,31.4453125,31.71875,30.76171875
"47","Acanthurus_leucopareius",34.4543429844098,33.9622641509434,33.90625,33.6608695652174,33.2278481012658
"48","Acanthurus_lineatus",32.5452488687783,32.3076923076923,30.8823529411764,32.0701357466063,30.8823529411764
"49","Acanthurus_maculiceps",32.5161290322581,32.0645161290322,31.8387096774193,31.7258064516129,31.0483870967742
"50","Acanthurus_mata",32.5320512820513,32.3824786324787,30.8119658119658,32.0833333333333,30.8119658119658
"51","Acanthurus_nigricans",32.5632911392405,32.3417721518987,30.9388185654008,32.1940928270042,30.8649789029536
"52","Acanthurus_nigricauda",32.3567708333333,32.5390625,31.4453125,31.9921875,31.171875
"53","Acanthurus_nigrofuscus",32.5599128540305,32.3311546840959,30.8823529411764,32.1786492374728,30.958605664488
"54","Acanthurus_nigroris",33.877358490566,32.8894472361809,34.2085427135678,32.3618090452261,31.6582914572864
"55","Acanthurus_nubilus",33.4342105263158,32.4285714285714,31.2142857142857,32.3571428571429,31.0714285714286
"56","Acanthurus_olivaceus",32.4311926605505,32.2706422018349,31.0665137614679,32.1100917431192,30.5848623853211
"57","Acanthurus_pyroferus",32.578125,32.265625,31.171875,32.109375,31.015625
"58","Acanthurus_thompsoni",32.4013921113689,32.4013921113689,31.7517401392111,31.9953596287703,31.4269141531323
"59","Acanthurus_triostegus",33.1649616368286,32.3131313131313,30.6161616161616,32.1717171717172,30.9696969696969
"60","Acanthurus_xanthopterus",32.5862068965517,32.3732251521298,30.52738336714,32.1602434077079,30.8823529411764
"61","Acar_domingensis",32.1933962264151,32.6061320754717,31.2028301886792,32.1108490566038,30.7900943396227
"62","Acar_plicata",32.3972602739726,32.4657534246576,30.3424657534246,32.1917808219178,30.8904109589041
"63","Acarnus_caledoniensis",33.7931034482759,31.3793103448276,35,33.7931034482759,32.5862068965517
"64","Acartia_danae",32.8350515463918,32.7124183006536,30,31.797385620915,30.7142857142857
"65","Acartia_negligens",35,35,35,35,35
"66","Acasta_conica",33.3644859813084,32.2196261682243,32.3831775700935,32.0560747663551,30.7476635514019
"67","Acasta_cyathus",33.6160714285714,33.017578125,33.359375,32.607421875,31.03515625
"68","Acasta_echinata",33.1081081081081,31.8918918918919,31.2162162162162,31.6216216216216,30.8108108108108
"69","Acasta_fenestrata",32.2993827160494,32.1913580246914,31.3271604938272,31.8672839506173,30.570987654321
"70","Acasta_japonica",33.5772357723577,31.869918699187,31.1111111111111,31.869918699187,30.2574525745257
"71","Acasta_purpurata",34.5394736842105,32.6973684210527,33.6184210526316,31.7763157894737,32.6973684210527
"72","Acaudina_molpadioides",32.6517571884984,31.9808306709266,31.5335463258786,31.7571884984026,30.5271565495207
"73","Accalathura_themeda",34.4696969696969,34.4696969696969,33.4090909090909,34.4696969696969,34.4696969696969
"74","Acentrogobius_janthinopterus",32.8424657534247,32.1232876712329,31.4041095890411,31.8835616438356,30.445205479452
"75","Acentrogobius_moloanus",32.9049295774648,32.0422535211267,31.4260563380282,31.9190140845071,30.4401408450704
"76","Acentrogobius_nebulosus",33.359375,31.85546875,31.4453125,31.71875,30.76171875
"77","Acentrogobius_suluensis",32.7142857142857,32.1428571428572,31.1428571428571,31.7142857142857,30.4285714285714
"78","Acentronura_breviperula",32.2159090909091,32.2159090909091,31.4204545454545,31.9176136363636,30.5255681818181
"79","Acesta_rathbuni",32.703125,31.9375,31.390625,31.828125,30.515625
"80","Achaeus_curvirostris",33.3266932270916,31.792828685259,31.2350597609562,31.792828685259,30.398406374502
"81","Achaeus_lacertosus",33.0632411067194,32.094861660079,31.403162055336,31.5415019762846,30.7114624505929
"82","Achelia_assimilis",32.0994475138121,32.6151012891344,30.48802946593,32.2283609576427,30.48802946593
"83","Achelia_besnardi",32.2570532915361,32.1473354231975,31.5987460815047,31.7084639498432,30.7210031347962
"84","Achelia_nana",32.3909090909091,32.561797752809,30.0449438202247,31.9325842696629,30.2022471910112
"85","Achelia_sawayai",33.2318652849741,32.3891129032258,30.625,32.2479838709678,30.8366935483871
"86","Aciculites_orientalis",31.4339622641509,31.9622641509434,34.0754716981132,32.3584905660377,31.3018867924529
"87","Aciculites_tulearensis",32.2986577181208,32.1812080536913,31.8288590604027,31.9463087248322,31.006711409396
"88","Acoetes_pacifica",34.8317307692308,34.3991416309013,34.8214285714286,35,34.3137254901961
"89","Acreichthys_radiatus",32.241847826087,32.3369565217391,30.8152173913044,31.9565217391304,30.5298913043478
"90","Acreichthys_tomentosus",33.2624113475177,32.0212765957447,31.5248226950355,31.8971631205674,30.5319148936171
"91","Acrocalanus_gibber",31.9871794871795,32.3717948717948,31.3461538461539,31.7307692307692,30.6410256410257
"92","Acropoma_japonicum",33.6212121212121,32.0303030303031,31.1818181818181,31.9242424242424,30.7575757575757
"93","Acropoma_lecorneti",35,33.5159010600707,34.8763250883392,33.0830388692579,34.5671378091873
"94","Acropora_abrotanoides",32.65625,32.34375,30.859375,32.109375,30.78125
"95","Acropora_aculeus",32.2727272727273,32.4545454545455,30.8181818181818,32.0909090909091,30.9090909090909
"96","Acropora_anthocercis",32.3895027624309,32.3895027624309,31.0359116022099,31.9060773480663,30.7458563535912
"97","Acropora_aspera",32.4173027989822,32.4173027989822,30.9033078880407,31.882951653944,30.6361323155216
"98","Acropora_austera",32.572706935123,32.337807606264,30.8501118568233,32.1029082774049,30.8501118568233
"99","Acropora_carduus",32.4825986078887,32.2389791183295,31.1832946635731,32.0765661252901,30.9396751740139
"100","Acropora_cerealis",32.3350253807106,32.5126903553299,30.9137055837563,31.9796954314721,30.5583756345178
"101","Acropora_chesterfieldensis",33.7826086956522,33.4782608695652,34.5317725752509,32.7759197324415,31.9565217391304
"102","Acropora_clathrata",32.6450116009281,32.2389791183295,30.8584686774942,32.0765661252901,30.6960556844548
"103","Acropora_cytherea",32.6614699331848,32.3496659242762,30.8685968819599,32.1158129175946,30.7906458797328
"104","Acropora_danai",32.5409836065574,32.7049180327869,30.4918032786885,31.9672131147541,30.9016393442623
"105","Acropora_dendrum",32.2256097560976,32.2256097560976,31.3719512195122,31.6920731707317,30.625
"106","Acropora_digitifera",32.6297968397291,32.313769751693,30.8126410835214,32.0767494356659,30.8916478555305
"107","Acropora_divaricata",32.4918566775244,32.1498371335505,31.3517915309446,31.9218241042345,30.4397394136808
"108","Acropora_donei",32.2916666666667,32.2916666666667,31.3541666666667,31.6666666666666,30.625
"109","Acropora_echinata",32.4281150159744,32.2044728434505,31.4217252396166,31.8690095846646,30.5271565495207
"110","Acropora_efflorescens",32.5901639344262,32.1311475409836,31.4426229508196,31.9016393442623,30.4098360655738
"111","Acropora_elseyi",32.5972540045767,32.2768878718535,30.9153318077803,32.0366132723112,30.7551487414188
"112","Acropora_exquisita",32.2287390029326,32.3313782991202,31.4076246334311,31.8181818181818,30.6891495601173
"113","Acropora_florida",32.1676300578034,32.2687861271677,31.3583815028902,31.7630057803468,30.5491329479769
"114","Acropora_formosa",32.4831460674157,32.3258426966292,30.8314606741573,32.0898876404494,30.8314606741573
"115","Acropora_gemmifera",32.4945770065076,32.3427331887201,30.824295010846,32.1908893709327,30.824295010846
"116","Acropora_glauca",32.2295514511873,32.4142480211082,30.7519788918205,32.0448548812665,30.9366754617414
"117","Acropora_globiceps",32.6720183486238,32.2706422018349,31.0665137614679,32.1903669724771,31.0665137614679
"118","Acropora_grandis",32.4074074074074,32.3076923076923,31.4102564102564,31.8091168091168,30.5128205128205
"119","Acropora_granulosa",32.6351351351351,32.3198198198198,30.9009009009009,32.1621621621622,30.822072072072
"120","Acropora_halmaherae",32.1086956521739,31.8043478260869,31.5,31.6521739130435,30.8913043478261
"121","Acropora_horrida",32.2670025188917,32.5314861460957,30.7682619647355,32.0025188916877,30.6801007556675
"122","Acropora_humilis",32.5563063063063,32.3198198198198,30.822072072072,32.0833333333333,30.9009009009009
"123","Acropora_hyacinthus",32.4945770065076,32.3427331887201,30.9002169197397,32.1149674620391,30.824295010846
"124","Acropora_inermis",32.5275938189845,32.2958057395144,30.9050772626931,32.1412803532009,30.9050772626931
"125","Acropora_insignis",32.159420289855,32.2608695652174,31.3478260869565,31.7536231884058,30.4347826086956
"126","Acropora_intermedia",32.4166666666667,32.3333333333333,30.9166666666667,32.0833333333333,30.5833333333333
"127","Acropora_kirstyae",32.1621621621622,32.2672672672673,31.6366366366366,31.8468468468468,30.7957957957958
"128","Acropora_latistella",32.561797752809,32.3258426966292,30.8314606741573,32.0898876404494,30.8314606741573
"129","Acropora_listeri",32.4944071588367,32.337807606264,30.9284116331096,32.1029082774049,30.8501118568233
"130","Acropora_longicyathus",32.4590163934426,32.2950819672131,30.9016393442623,32.1311475409836,30.6557377049181
"131","Acropora_loripes",32.5228310502283,32.283105022831,30.9246575342466,32.0433789954338,30.7648401826484
"132","Acropora_lovelli",33.8397790055249,33.3009708737864,34.3203883495145,32.5080906148867,32.168284789644
"133","Acropora_lutkeni",32.6510067114094,32.2595078299776,30.8501118568233,32.1812080536913,30.7718120805369
"134","Acropora_macrostoma",32.2590361445783,32.3644578313253,32.1536144578313,31.9427710843373,31.3102409638554
"135","Acropora_microclados",32.2368421052632,32.4210526315789,30.8552631578947,32.0526315789473,30.8552631578947
"136","Acropora_microphthalma",32.4470588235294,32.2823529411764,30.8823529411764,32.1176470588236,30.635294117647
"137","Acropora_millepora",32.4918566775244,32.1498371335505,31.3517915309446,31.9218241042345,30.4397394136808
"138","Acropora_monticulosa",32.3,32.3,31.3,31.8,30.6
"139","Acropora_muricata",32.2826086956522,32.1739130434783,31.3043478260869,31.8478260869565,30.6521739130435
"140","Acropora_nasuta",32.5221238938053,32.3672566371681,30.896017699115,32.1349557522124,30.896017699115
"141","Acropora_nobilis",32.5055679287305,32.3496659242762,30.8685968819599,32.1158129175946,30.8685968819599
"142","Acropora_palmerae",32.3076923076923,32.4871794871795,30.8717948717949,31.9487179487179,30.6923076923077
"143","Acropora_paniculata",32.4677002583979,32.4677002583979,30.8397932816537,31.9250645994832,30.4780361757106
"144","Acropora_parilis",32.2448979591837,32.2448979591837,31.3265306122449,31.734693877551,30.5102040816327
"145","Acropora_polystoma",32.3323170731707,32.2256097560976,31.265243902439,31.5853658536585,30.625
"146","Acropora_prostrata",32.3282442748091,32.5063613231552,30.9033078880407,31.972010178117,30.5470737913486
"147","Acropora_pulchra",32.5396825396826,32.3015873015873,30.8730158730159,32.063492063492,30.7936507936508
"148","Acropora_rambleri",32.2916666666667,32.2916666666667,31.3541666666667,31.6666666666666,30.5208333333333
"149","Acropora_retusa",32.6832151300236,32.6004728132387,30.6146572104019,31.9385342789598,30.8628841607565
"150","Acropora_robusta",32.5114678899083,32.2706422018349,30.9059633027523,32.0298165137615,30.7454128440367
"151","Acropora_rosaria",32.247191011236,32.3455056179775,31.2640449438202,31.8539325842697,30.5758426966292
"152","Acropora_samoensis",32.561797752809,32.3258426966292,30.8314606741573,32.0898876404494,30.8314606741573
"153","Acropora_sarmentosa",32.6229508196721,32.2950819672131,30.9016393442623,32.1311475409836,30.6557377049181
"154","Acropora_secale",32.6555023923445,32.2368421052632,30.8971291866028,32.0693779904306,30.6459330143541
"155","Acropora_selago",32.4596774193548,32.3655913978494,30.8602150537634,31.8951612903226,30.7661290322581
"156","Acropora_solitaryensis",32.6897689768977,32.2277227722772,31.4191419141914,31.8811881188118,30.4950495049505
"157","Acropora_spathulata",33.4234234234235,31.5315315315315,31.8468468468468,31.5315315315315,31.0585585585586
"158","Acropora_speciosa",32.548309178744,32.2946859903382,30.8574879227053,32.1256038647343,30.5193236714976
"159","Acropora_spicifera",32.8787878787879,32.1717171717172,31.4646464646464,31.8181818181818,30.5218855218855
"160","Acropora_subglabra",33.041958041958,32.0629370629371,31.4510489510489,31.9405594405594,30.4720279720279
"161","Acropora_subulata",32.4825986078887,32.2389791183295,30.8584686774942,32.1577726218097,30.6960556844548
"162","Acropora_tenella",32.1648044692738,32.2625698324022,31.3826815642458,31.7737430167598,30.5027932960894
"163","Acropora_tenuis",32.5452488687783,32.3076923076923,30.8823529411764,32.0701357466063,30.8031674208145
"164","Acropora_teres",32.265625,32.4479166666667,30.8984375,31.9921875,30.8984375
"165","Acropora_valenciennesi",32.5077399380805,32.1826625386997,31.3157894736842,31.8575851393189,30.6656346749226
"166","Acropora_valida",32.5320512820513,32.3824786324787,30.7371794871795,32.1581196581196,30.8867521367521
"167","Acropora_vaughani",32.4825986078887,32.2389791183295,30.8584686774942,32.1577726218097,30.6960556844548
"168","Acropora_verweyi",33.1730769230769,32.3824786324787,30.7371794871795,32.1581196581196,30.8119658119658
"169","Acropora_willisae",32.2397476340694,32.1293375394322,31.3564668769716,31.9085173501577,30.5835962145111
"170","Acropora_yongei",32.7457627118644,32.1525423728813,31.4406779661017,31.9152542372881,30.4915254237288
"171","Acrosterigma_dianthinum",31.9498910675381,32.5599128540305,30.4248366013072,31.9498910675381,30.3485838779957
"172","Acrosterigma_hobbsae",31.8181818181818,32.5,31.1363636363636,31.8939393939394,30.9848484848485
"173","Acrosterigma_maculosum",33.1918819188192,31.90036900369,31.3837638376384,31.7712177121771,30.7380073800738
"174","Acrosterigma_profundum",30.5128205128205,34.2521367521367,31.7094017094017,32.1581196581196,30.5128205128205
"175","Acrosterigma_punctolineatum",31.8392070484582,32.5330396475771,30.4515418502203,31.9162995594714,30.4515418502203
"176","Acrosterigma_selene",30.6923076923077,32.3076923076923,35,34.4615384615384,30.6923076923077
"177","Acrosterigma_simplex",31.8764302059496,32.4370709382151,30.5148741418765,31.9565217391304,30.4347826086956
"178","Acrosterigma_transcendens",32.464953271028,32.3014018691589,30.911214953271,32.1378504672897,30.6658878504673
"179","Acrosterigma_unicolor",34.3548387096774,33.9329268292683,35,33.5060975609756,33.719512195122
"180","Acryptolaria_conferta",34.9237472766885,34.2943548387097,34.9186046511628,35,34.8434004474273
"181","Actaea_polyacantha",32.1961325966851,32.4861878453038,31.2292817679558,31.8093922651933,30.7458563535912
"182","Actaeodes_consobrinus",32.2237960339943,32.4220963172805,31.3314447592068,31.8271954674221,30.7365439093484
"183","Actaeodes_hirsutissimus",33.2430647291942,32.4372384937238,30.6799163179916,32.1443514644351,30.7531380753138
"184","Actaeodes_tomentosus",33.2086614173229,32.4690082644628,30.6611570247934,32.1074380165289,30.8057851239669
"185","Actaeomorpha_erosa",33.0586370839936,32.4193548387097,30.4838709677419,32.0161290322581,30.8064516129033
"186","Acteocina_lepta",34.8571428571428,34.1025641025641,34.4092827004219,35,34.4190871369295
"187","Actinodendron_plumosum",32.7218934911242,33.1360946745562,35,33.3431952662722,32.9289940828402
"188","Actinopyga_caerulea",33.3187772925764,31.6375545851528,31.3318777292576,31.7903930131005,30.8733624454149
"189","Actinopyga_capillata",32.3076923076923,32.3974358974359,30.8717948717949,32.0384615384616,30.3333333333333
"190","Actinopyga_crassa",33.0241935483871,32.4596774193548,31.5188172043011,32.2715053763441,30.2016129032258
"191","Actinopyga_echinites",32.561797752809,32.3258426966292,30.8314606741573,32.0898876404494,30.9101123595505
"192","Actinopyga_lecanora",32.0914127423823,32.3822714681441,31.0249307479224,31.8975069252078,30.6371191135734
"193","Actinopyga_mauritiana",32.6614699331848,32.271714922049,30.8685968819599,32.1158129175946,30.7906458797328
"194","Actinopyga_miliaris",32.2159090909091,32.3153409090909,31.4204545454545,31.8181818181818,30.5255681818181
"195","Actinopyga_palauensis",32.5833333333334,32.3333333333333,31,32.0833333333333,30.9166666666667
"196","Actinopyga_spinea",34.3991416309013,34.3832599118942,34.4833948339483,33.7665198237886,32.5330396475771
"197","Actinopyga_varians",34.1772151898734,33.6775818639798,34.1183879093199,32.7959697732997,32.0906801007556
"198","Actinotrichia_fragilis",32.1891191709844,32.3704663212435,30.8290155440415,32.0077720207254,30.3756476683938
"199","Actumnus_setifer",33.2786885245902,31.8442622950819,32.2745901639344,31.7008196721311,30.6967213114754
"200","Aega_alazon",35,34.0869565217391,35,32.5652173913044,31.3478260869565
"201","Aega_excisa",32.741935483871,32.5161290322581,31.6129032258064,31.6129032258064,30.9354838709678
"202","Aega_vigilans",33.1958762886598,35,32.5581395348837,33.1958762886598,34.2783505154639
"203","Aegaeon_lacazei",33.235596707819,32.468085106383,30.3829787234042,32.5177304964539,30.5319148936171
"204","Aegaeon_rathbuni",32.2853185595568,32.5277008310249,30.3462603878116,32.3337950138504,30.3462603878116
"205","Aegina_citrea",32.8629579375848,32.2245409015025,31.5514075887393,33.2112068965517,30.0626043405676
"206","Aeginura_grimaldii",32.8737201365188,32.4485420240137,30.4373927958834,33.1806930693069,30.0771869639794
"207","Aegires_exeches",32.5809935205184,32.3542116630669,30.8423326133909,32.0518358531318,30.8423326133909
"208","Aegisthus_mucronatus",30.4349910946705,30.6747499657487,30.9864364981504,30.4445814495136,30.3486779010823
"209","Aenigmathura_calliandra",31.8181818181818,30.7575757575757,35,35,33.9393939393939
"210","Aequorea_globosa",33.1081081081081,33.1081081081081,35,33.1081081081081,35
"211","Aesopia_cornuta",33.170731707317,32.0731707317074,31.3414634146342,31.9512195121951,30.8536585365854
"212","Aesopus_clausiliformis",32.2448979591837,32.4489795918367,30.7142857142857,31.6326530612245,30.6122448979592
"213","Aethaloperca_rogaa",32.217125382263,32.217125382263,31.3608562691131,31.8960244648318,30.611620795107
"214","Aethra_edentata",32.5507900677201,32.313769751693,30.9706546275395,32.0767494356659,30.8126410835214
"215","Aethra_scruposa",32.636165577342,32.3311546840959,30.8823529411764,32.1786492374728,30.8823529411764
"216","Aetideus_giesbrechti",35,35,35,35,35
"217","Aetobatus_flagellum",33.1382978723404,32.0212765957447,31.4007092198582,31.8971631205674,30.7801418439717
"218","Aetobatus_narinari",32.4429223744292,32.283105022831,31.0844748858447,32.1232876712329,30.6849315068493
"219","Aetobatus_ocellatus",32.6234567901234,32.4074074074074,30.5349794238683,32.1913580246914,30.8950617283951
"220","Afrocardium_exochum",33.4444444444445,32,31.3333333333334,31.7777777777778,30.3333333333333
"221","Afrocardium_infantile",32.6666666666667,31.7916666666667,30.1875,31.7916666666667,30.7708333333333
"222","Afrocardium_richardi",32.96,32.5308641975309,30.2469135802469,32.0987654320987,30.6172839506173
"223","Agalma_elegans",34.1574074074074,33.9113530326594,32.3916811091854,33.2250396196513,32.3208469055375
"224","Agalma_okeni",33.0624263839812,32.4581005586592,30.1117318435754,32.2625698324022,30.6331471135941
"225","Agelas_ceylonica",33.5106382978723,33.5106382978723,34.5035460992908,32.6418439716312,32.2695035460993
"226","Agelas_clathrodes",33.8397790055249,32.7272727272727,34.0909090909091,32.1590909090909,31.1363636363636
"227","Agelas_mauritiana",32.2791519434629,32.2791519434629,32.2791519434629,31.660777385159,31.5371024734982
"228","Agelas_novaecaledoniae",33.6538461538462,32.9807692307692,35,31.6346153846154,33.6538461538462
"229","Aglaophamus_dibranchis",32.9792147806005,32.3325635103926,31.2817551963048,31.6050808314088,30.2309468822171
"230","Aglaophamus_verrilli",34.8128342245989,34.6713615023474,34.6067415730337,35,34.6216216216216
"231","Aglaophenia_cupressina",32.8039215686274,32.6666666666667,33.764705882353,31.9803921568627,31.7058823529412
"232","Aglaophenia_lophocarpa",34.8364485981308,33.9917695473251,34.4927536231884,35,34.3364928909953
"233","Aglaophenia_postdentata",34.4444444444444,34.3717948717949,33.9245810055866,33.6827956989247,32.6015228426396
"234","Aglaura_hemistoma",32.1887550200803,32.4698795180723,30.2911646586345,32.1887550200803,30.7128514056225
"235","Agnezia_glaciata",35,35,35,35,35
"236","Agononida_incerta",32.2711864406779,32.3898305084746,30.7288135593221,32.2711864406779,30.3728813559322
"237","Agononida_simillima",35,35,34.8333333333334,35,34.1935483870968
"238","Agononida_squamosa",32.2750865051903,32.4567474048443,31.1245674740484,32.3356401384083,30.2768166089965
"239","Ahliesaurus_berryi",30.092600422833,30.1813953488372,30.092600422833,30.4566596194503,30.3116279069768
"240","Ahliesaurus_brevis",35,30.0842696629213,30.0842696629213,30.0842696629213,30.0842696629213
"241","Aidanosagitta_neglecta",33.0327868852459,32.592936802974,30.185873605948,32.267657992565,30.7063197026022
"242","Aidanosagitta_oceania",33.5736677115988,33.3542319749216,34.5611285266458,33.0250783699059,32.4764890282132
"243","Aidanosagitta_regularis",31.9019138755981,32.4880382775119,30.2272727272727,32.0693779904306,30.6459330143541
"244","Aioliops_megastigma",33.2203389830509,33.0225988700565,34.0112994350282,31.8361581920904,32.6271186440678
"245","Aioliops_novaeguineae",33.440594059406,31.8811881188118,31.8811881188118,31.7079207920792,31.1881188118812
"246","Aioliops_tetrophthalmus",34.1025641025641,35,30.5128205128205,31.4102564102564,34.1025641025641
"247","Aipysurus_duboisii",32.622641509434,31.9622641509434,32.0943396226415,31.8301886792453,31.0377358490566
"248","Aipysurus_eydouxii",33.2093023255814,31.7441860465116,31.5813953488372,31.7441860465116,31.093023255814
"249","Aipysurus_laevis",32.4618320610687,31.9274809160306,32.0610687022901,31.9274809160306,30.8587786259542
"250","Akera_soluta",33.9340101522843,32.6903553299492,32.8680203045685,32.1573604060913,30.9137055837563
"251","Alainodaeus_nuku",34.7586206896552,35,35,35,34.2279411764706
"252","Alainodaeus_rimatara",33.7676056338028,34.137323943662,31.9190140845071,33.5211267605634,32.0422535211267
"253","Alainosquilla_foresti",33.4933774834437,34.5906432748538,34.593023255814,33.8609467455622,32.7777777777778
"254","Alatina_alata",32.7067329417081,32.8287163480296,32.5666111573689,33.509067903838,31.9076862123613
"255","Alaysia_spiralis",30.0094804702313,31.0712931361395,31.4694728858551,32.167902899528,30.0094804702313
"256","Albula_argentea",32.4759615384616,32.3918269230769,31.3822115384616,32.139423076923,30.9615384615384
"257","Albula_oligolepis",33.1974248927039,31.9957081545065,31.244635193133,31.5450643776824,30.793991416309
"258","Albunea_bulla",34.2808219178082,34.2808219178082,30.2054794520548,34.041095890411,31.8835616438356
"259","Albunea_microps",32.2107969151671,32.3907455012854,30.8611825192802,32.0308483290489,30.3213367609254
"260","Alderina_tuberosa",31.9212962962963,32.6504629629629,31.1921296296296,32.2453703703704,31.0300925925926
"261","Alectis_ciliaris",32.6017130620985,32.3768736616702,30.8029978586724,32.0770877944325,30.8779443254818
"262","Alectis_indica",32.4764890282132,32.3667711598746,31.1598746081505,31.9278996865204,30.6112852664577
"263","Alectona_triradiata",34.1666666666667,30.8333333333333,35,34.1666666666667,31.6666666666666
"264","Alectryonella_plicatula",32.6752767527675,32.2878228782288,31.3837638376384,31.5129151291513,30.6088560885609
"265","Alepes_apercna",33.1165919282511,31.7040358744395,32.0179372197309,31.5470852017937,31.0762331838565
"266","Alepes_djedaba",32.6909722222222,32.0833333333333,31.3541666666667,31.9618055555555,30.625
"267","Alepes_vari",33.3187772925764,31.7903930131005,31.17903930131,31.4847161572052,30.7205240174673
