"","mean_oxygen_decline","run","scenario","approach","sum_area","total_cost","percent_area","num_pu"
"1",-0.000173778102516636,"MM-CanESM5_Percentile_o2os_585","585","percentile",13519251.9,13519251.9,57.0261945802368,20181
"2",-0.000128251928139528,"MM-CMCC-ESM2_Percentile_o2os_585","585","percentile",13687396.8,13687396.8,57.735454519766,20432
"3",-0.000104780237953266,"MM-GFDL-ESM4_Percentile_o2os_585","585","percentile",12955196.1,12955196.1,54.6469241854814,19339
"4",-0.000143338468564353,"MM-IPSL-CM6A-LR_Percentile_o2os_585","585","percentile",13464320.1,13464320.1,56.7944841617452,20099
"5",-0.000134111492458019,"MM-NorESM2-MM_Percentile_o2os_585","585","percentile",13832765.1,13832765.1,58.3486394077256,20649
